코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수
11380600,109235,1065,1726,3723,3509,3768,4375,3749,2636,1101,6049,2928,1934,1371,2043.734,24547.94,34,53,11,478,5,9,19,41,7,0
11380625,96218,2985,3679,6665,7113,7815,7761,6219,3836,1445,7702,5018,4014,3084,4208.903,44124.73,42,52,3,481,0,15,14,29,10,0
11380631,93252,1714,2182,4045,4256,4334,4599,3801,2257,840,3903,2958,2403,1951,2100.26,24176.82,19,31,2,212,4,8,7,18,7,1
11380632,84341,1191,1769,3040,2918,3321,3589,3105,1676,676,3203,2204,1750,1481,1718.893,16258.14,10,25,0,100,3,0,3,1,2,1
11380640,104629,794,1284,2147,2118,2333,2691,2400,1446,526,2537,1736,1230,1057,2031.261,13480.16,12,23,0,183,4,3,10,8,0,1
11380650,80087,458,561,1189,1190,1139,1601,1418,781,337,1385,899,715,580,1551.966,11008.41,1,17,7,105,6,1,1,5,0,1
11380690,124679,5031,7460,7211,7245,10994,8398,6134,3420,1444,6238,4226,4275,4956,4423.773,64229.5,39,54,5,422,4,4,4,4,9,1
11410520,133552,1353,1564,2370,2550,2963,3085,2185,1485,773,3314,1768,1502,1232,1759.56,18079.42,14,19,4,201,0,2,5,5,3,0
11410555,134726,1510,1149,2547,3061,2825,2888,1814,1050,444,2860,1709,1517,1170,1294.624,35254.79,8,32,5,127,0,0,3,4,2,0
11410565,114423,782,1214,3243,2683,2626,3079,2431,1399,677,4851,1777,1209,1019,24784.95,35356.71,32,35,1,466,0,4,8,11,3,2
11410585,187060,836,1125,10344,3713,2142,2074,1425,1022,480,9797,1506,797,583,21489.95,51392.58,85,118,76,1591,2,23,23,59,20,2
11410615,94928,1883,2875,8916,6337,5815,5775,4437,3056,1399,10416,3737,2556,2077,9058.184,40711.85,41,56,3,509,8,5,8,7,5,0
11410620,156304,1640,1994,3212,3586,3896,4157,3260,2027,899,3586,2468,2074,1735,1497.008,26074.76,18,32,3,205,1,2,2,13,0,0
11410640,120613,799,1178,2217,2047,2290,2777,2328,1610,799,2723,1689,1309,1050,1170.506,17306.37,13,33,9,256,1,1,7,11,5,1
11410655,115926,868,1146,1916,1972,2155,2627,1937,1265,547,1821,1429,1263,1076,1667.142,9541.538,6,13,3,92,6,4,3,7,5,1
11410660,85653,1487,1858,3058,2991,3461,4095,3221,2001,933,3217,2275,1880,1683,1449.51,14673.05,12,24,3,155,0,3,3,3,5,0
11410685,100239,1422,2309,4525,3687,4204,4680,3705,2236,1047,4919,2851,2172,1767,3519.521,26060.84,23,30,2,255,4,8,9,6,8,0
11410690,133985,2212,1472,1703,2626,3113,2205,1576,973,425,1425,1182,1483,1448,1418.172,16038.38,9,22,14,159,1,1,3,4,2,1
11410700,117254,2731,2510,4768,4722,4985,4459,3272,2174,934,5004,2866,2503,2145,1564.212,20271.36,23,32,0,321,2,9,10,20,2,0
11410710,111765,1499,1975,2214,2565,3366,3019,2168,1364,549,1620,1699,1618,1586,1733.801,14509.2,11,12,0,61,1,1,1,0,3,0
11410720,100277,1783,2561,5001,4550,5203,5576,4561,2940,1109,5645,3589,2692,2140,2763.538,36692.56,31,31,3,268,1,11,11,16,6,0
11440555,159789,2716,1625,3160,5325,4083,3818,2614,1249,640,3211,2294,2424,1907,19188.44,27787.95,25,37,6,542,0,3,6,5,4,1
11440565,98573,2400,2522,6773,6828,5970,6840,4530,2732,1247,8931,4030,3031,2458,12380.08,38043.55,28,42,4,289,1,3,12,14,2,1
11440585,151398,1560,1680,3116,3749,3370,3589,2679,1581,834,3644,2058,1789,1600,11182.77,22945.68,24,22,3,434,0,3,9,23,2,0
11440590,163062,2353,2000,2365,3933,4480,3013,2138,1295,627,3250,1958,1900,1629,17095.48,28703.22,28,34,1,424,5,3,8,21,4,1
11440600,160796,686,972,4365,2516,2170,2111,1470,925,431,5153,1360,831,697,6079.034,21999.58,40,29,48,365,1,7,6,10,4,3
11440610,156230,963,1157,2301,2140,2232,1846,1193,847,375,2441,1200,962,830,6191.801,12580.25,9,28,2,207,3,0,3,9,2,1
11440630,112775,1734,1979,3771,3942,4016,3588,2430,1551,660,3923,2192,1958,1693,3665.765,19322.77,17,28,0,208,0,0,3,3,3,0
11440655,150010,1968,1835,5209,4381,4178,3711,2382,1427,660,5287,2222,1987,1749,7463.229,28524.72,34,49,4,547,4,5,6,4,6,2
11440660,167382,902,1368,6803,5471,3844,3158,2277,1564,733,9547,2466,1447,1030,49629.42,67927.81,125,165,38,2934,0,21,49,76,7,2
11440680,136834,1233,1016,3727,3918,2733,2432,1937,1232,524,5232,2084,1248,862,10544.78,22676.71,29,44,12,601,4,4,4,12,1,1
11440690,146018,1158,1365,3609,4119,3358,3078,2431,1618,621,5114,2457,1462,1197,2967.536,19201.79,26,40,2,488,0,5,10,22,3,0
11440700,114986,1263,1663,2886,3058,3373,2837,2170,1455,523,3231,2040,1440,1399,1452.93,18539.52,18,34,0,265,3,6,6,14,2,0
11440710,134783,703,883,3568,3377,2538,2159,1818,1152,520,5144,1696,1020,700,4958.194,19683.71,25,61,10,768,0,3,1,8,1,0
11440720,109252,1055,1517,3298,3585,3510,2882,2177,1358,526,4376,2070,1454,1154,8334.862,22969.86,28,26,5,262,9,5,4,12,1,0
11440730,123196,2719,3599,6945,6984,6821,5801,4185,2905,1121,8317,3990,3164,2783,9830.541,37103.04,36,45,1,296,1,2,8,3,3,2
11440740,182696,2805,4344,4375,4243,6475,4531,2970,1759,786,4355,2541,2451,2580,39593.38,48659.33,51,39,0,802,0,5,7,6,1,1
11470510,167303,3080,5157,3536,3584,7071,4991,2804,1310,467,1606,1819,2962,3392,12857.31,48001.54,35,32,1,617,0,5,11,22,7,2
11470520,123602,1827,2651,5162,5503,4726,5086,3770,1667,666,4806,2978,2532,2236,2615.585,25228.54,27,31,3,217,12,6,10,15,4,1
11470530,129992,1454,1564,3672,4148,3333,3778,2966,1337,575,3731,2421,1972,1510,2390.137,20622.91,17,24,2,241,0,5,11,24,3,1
11470540,109560,1502,3492,4253,2997,4746,4897,2607,1437,524,3017,1929,2108,2421,2093,19212.94,19,36,2,284,2,4,7,13,11,0
11470550,225344,3529,7643,4685,4165,9391,6733,3939,1673,713,1670,2141,3725,5031,5508.924,43094.53,19,40,0,216,2,2,4,5,15,0
11470560,83042,1106,1383,2739,2866,3273,4090,3529,1820,548,4445,2400,1742,1173,2751.056,15994.44,14,48,2,312,1,4,14,25,1,0
11470570,85564,1557,1816,2708,3129,3424,3436,3294,1677,545,2443,2057,1855,1583,2161.591,14998.92,9,28,3,121,1,2,4,6,4,0
11470580,83498,972,1187,2142,2163,2372,3116,2541,1331,460,4020,1815,1177,821,2475.255,14305.34,12,39,0,131,6,1,6,7,0,0
11470590,84868,1576,1680,2186,2633,3076,2905,2696,1353,491,1583,1662,1656,1533,2232.723,13233.05,16,13,0,187,5,0,7,15,0,0
11470600,82168,1050,1357,2163,2230,2388,2654,2078,1058,363,2227,1548,1269,1064,3578.128,12407.61,19,19,6,166,5,4,5,14,3,0
11470610,86665,1301,1138,1467,2317,1981,1852,1491,690,207,1115,1156,1123,1058,1148.304,5745.129,10,9,0,77,0,1,6,10,0,0
11470611,89006,1163,1458,2743,2764,3071,3724,3429,1827,761,3133,2637,1799,1307,3031.039,18700.02,16,30,0,170,2,3,10,21,3,1
11470620,110205,1867,3098,2542,2179,4175,3579,2145,1101,437,1410,1263,1682,2301,2622.046,18284.66,10,20,3,227,3,1,1,10,4,0
11470630,104776,1363,2985,2768,1934,3917,3688,2189,1084,468,1576,1305,1561,2152,1652.641,15519.06,13,19,0,193,7,3,7,12,18,0
11470640,142228,3651,5393,6063,6009,8365,7993,5679,3034,1115,4637,4194,3872,3943,6279.658,38475.51,19,43,2,242,2,4,10,21,6,1
11470650,106319,1892,2374,5450,5524,5455,5706,4818,2637,822,6991,3627,2709,2057,7984.466,35071.92,42,60,6,524,6,13,11,60,9,1
11470670,204418,2142,3696,3251,2910,4775,4382,2564,964,432,1057,1506,2290,2758,5696.495,17989.25,12,17,0,71,0,2,0,0,3,0
11470680,138659,2067,3496,3801,3403,5311,5341,3911,1988,900,3001,2630,2609,2723,2116.235,26532.97,9,22,1,161,12,5,5,6,13,0
11500510,103649,4280,4579,5591,7448,7747,6045,4066,1721,683,3931,3185,3802,3964,10879.41,32791.23,30,32,9,297,5,5,10,18,8,1
11500520,124093,1377,1428,4667,5781,3343,3073,2207,1116,639,6777,2379,1642,1323,26931.08,20471.82,36,24,0,349,1,5,5,22,3,1
11500530,86348,1429,1681,3380,3660,3144,3577,2864,1314,445,2769,2075,1825,1582,2421.354,18211.17,9,17,1,135,5,4,4,4,2,0
11500535,149161,1807,2230,4333,4770,4132,5607,5078,2526,1417,6000,3963,2613,1936,13888.92,33836.25,27,46,0,408,3,7,12,20,11,0
11500540,103564,3094,2670,9357,11173,7854,7887,7044,3741,1169,12725,6199,4314,2624,4635.506,50462.42,59,79,90,629,3,13,19,64,2,1
11500550,84558,1373,1541,2613,3127,3279,2958,2456,1333,374,2939,2088,1632,1168,1660.238,12445.24,12,45,0,76,2,3,3,4,1,0
11500560,125647,1381,1668,3253,3352,3313,3487,3425,1773,545,3381,2189,1831,1541,2435.279,17652.19,15,21,0,276,1,8,12,21,6,0
11500570,124228,1269,1445,3026,3603,3337,3600,3163,1653,571,3697,2474,1828,1311,1847.609,18906.81,17,46,3,283,3,8,10,34,3,0
11500590,107019,2499,2574,5873,6714,5793,5040,4164,2107,654,7343,3818,2785,2092,2588.034,29976.43,28,41,34,290,1,4,12,15,5,0
11500591,98422,1396,1733,4282,4277,3750,4094,3602,1628,547,5718,2542,1896,1554,10727.76,21147.43,31,36,17,468,6,8,16,41,1,0
11500593,141799,1523,1702,3941,4578,4147,4000,3573,2035,580,4594,3072,2124,1549,1668.841,25770.26,15,34,0,245,0,6,5,6,3,1
11500603,206388,1849,1990,8371,8204,4623,4268,3118,1192,484,12467,2659,2093,1752,21145.75,38231.59,86,58,0,1153,17,6,21,25,2,2
11500604,157863,557,486,1838,2575,1498,2385,3202,1530,756,4158,2146,1075,553,2224.94,16365.07,6,11,0,85,1,4,2,3,1,1
11500605,143167,784,650,1919,3248,2018,2400,2658,1546,631,3304,2415,1360,652,8165.961,11256.55,7,9,0,56,3,0,0,0,0,0
11500611,130124,3666,5127,4755,4639,7488,5747,3858,2105,755,2875,3032,3095,3558,7282.067,36765.62,43,55,5,437,5,4,9,7,10,0
11500615,141462,3984,5523,5353,5875,8748,6576,4920,2470,730,3887,3238,3681,4271,4972.711,38921.33,24,39,3,259,3,4,8,18,7,1
11500620,101476,2699,1750,3923,5298,4443,4171,3274,1698,637,5700,2723,2075,1750,41786.24,34187.64,47,48,6,407,13,5,8,30,1,4
11500630,142739,4558,4301,5507,6820,7893,6702,5511,2794,1012,5002,3964,3636,3711,7561.275,35879.59,34,34,4,393,3,7,13,28,4,2
11500640,85806,1252,1544,3475,3608,3354,3801,3636,2115,848,5612,2592,1706,1267,4544.753,28827.05,27,37,8,318,4,7,9,30,1,2
11500641,138970,1496,1606,2709,3832,3620,3747,3879,2119,926,4741,2856,1957,1354,4010.896,19138.59,19,18,0,115,1,3,2,5,0,1
11530510,127137,3676,3557,4483,6448,6588,5232,3976,1958,688,3051,2980,3306,3264,10402.61,34576.89,35,33,0,344,1,2,3,12,5,2
11530520,162310,2008,2019,2974,4124,3747,3141,2534,970,346,2270,1909,1857,1868,2403.243,18497.6,13,16,0,103,1,2,4,2,5,0
11530530,121898,1618,1699,4046,4747,5443,7988,4984,2733,991,6282,2947,1829,1213,26592.04,34283.95,28,94,33,646,5,8,16,42,3,1
11530540,172368,1610,1522,4308,5560,4369,3598,2789,1553,587,7672,2275,1607,1246,78091.54,42053.79,68,64,16,882,5,8,21,47,4,2
11530550,145626,1218,1307,3158,3850,4106,5448,3767,2115,788,5195,2515,1597,1031,2281.133,15937.82,20,54,22,453,2,6,13,45,3,0
11530560,101415,2155,1793,5378,6183,4861,5734,4110,2116,743,7120,3020,2181,1783,19241.06,31278.77,31,68,12,614,5,8,14,48,2,1
11530595,128673,520,425,1664,2107,2412,4268,2285,922,379,4088,1012,481,290,1492.239,9150.928,14,51,36,272,1,5,2,52,1,0
11530720,151326,1433,2059,3470,3060,3699,4073,3526,1921,625,3059,2231,1901,1880,6598.554,23472.23,14,44,4,319,2,5,16,25,6,0
11530730,91993,1963,2354,3740,3524,4540,5069,3988,2282,852,3845,2758,2326,2099,2004.957,19300.69,23,37,2,235,2,2,9,15,3,0
11530740,91468,2112,2435,4317,4610,4930,5815,4950,2789,935,4949,3454,2591,2147,3449.508,27035.03,22,49,6,318,6,6,9,26,3,1
11530750,118448,2430,2426,3917,4945,4981,5060,4993,2815,864,3251,3303,2893,2385,1378.294,26516.3,12,28,4,191,0,4,4,16,4,0
11530760,93711,1385,1552,2727,3155,3403,3686,3466,1785,652,2687,2402,1906,1496,4790.018,16238.19,9,26,0,200,3,3,5,8,1,0
11530770,149505,1344,1292,4070,4562,3336,3280,2981,1804,660,5892,2472,1644,1219,2450.511,16486.56,24,35,23,197,8,8,9,16,4,0
11530780,107969,6312,5023,6480,9306,9427,7569,6400,3781,1342,5875,5257,4522,4269,4838.074,50920.77,34,35,0,242,2,6,3,9,3,2
11530790,95966,1565,2075,3174,3459,3946,4045,3532,1971,604,2956,2623,2088,1653,4157.971,22442.4,22,34,0,166,7,7,12,8,3,1
11545510,166558,884,772,5913,5588,3292,4177,2601,1177,368,10527,1936,1080,702,151824.3,58210.64,124,110,45,1231,2,8,32,42,2,1
11545610,109787,3460,2422,7755,9104,6645,6912,4934,2550,915,10498,4124,3053,2592,18419.19,34555.29,45,73,11,531,5,8,16,31,1,1
11545620,94324,1129,1327,2905,2875,3031,4552,3144,1515,473,4142,2261,1510,1074,1668.058,14253.6,15,32,3,191,3,7,5,15,0,0
11545630,93418,1404,1539,4123,4192,4290,6685,4298,1999,696,5978,2866,1839,1380,4518.127,21606.36,23,62,8,368,5,12,12,30,4,0
11545640,107298,877,1090,2471,2384,2693,4091,2617,1311,399,3471,1814,1204,872,1734.809,13422.76,15,29,10,224,1,4,9,28,0,0
11545670,136440,2201,2425,5100,5266,5564,6790,4996,2801,960,6899,3689,2652,2103,11790.19,30163.49,42,56,22,629,5,11,19,47,5,1
11545680,152894,1654,2184,2581,2606,3616,3864,3169,1828,674,2137,2075,1837,1755,1470.812,16917.4,3,9,0,42,0,0,0,1,5,0
11545690,110290,599,753,1513,1513,1623,2094,1910,1047,361,1511,1291,945,749,7116.108,10448.58,9,23,2,134,6,1,5,7,0,0
11545700,99453,1257,1610,2844,2801,3216,4233,3420,1793,620,3213,2314,1730,1419,929.8488,13021.97,11,32,0,120,0,5,5,7,1,0
11545710,110252,1052,1506,2611,2477,3076,3830,3171,1948,824,3944,2395,1528,1124,1944.947,12541.8,16,39,0,183,1,5,4,15,2,0
11560515,89692,1664,1432,2930,3765,3683,4735,3484,1823,667,4666,2047,1673,1459,3144.931,19465.27,21,60,6,297,5,4,4,23,4,1
11560535,136441,1218,890,6405,6748,3579,3720,2992,1538,557,13109,2332,1300,1006,21997.05,47404.05,68,120,123,1050,7,11,37,64,2,1
11560540,204094,3081,2933,3981,5500,5593,5165,4094,2691,1407,4195,3079,2949,2725,356983.4,84983.15,108,125,4,2002,7,4,25,15,5,4
11560550,107130,1219,1048,3665,4346,3025,3208,2673,1442,618,5553,2180,1521,1112,18402.18,22869.67,37,72,35,620,4,3,14,44,1,1
11560560,158043,2744,2306,7439,8116,5199,4790,3695,1932,864,9079,3125,2783,2402,30314.95,40073.17,42,35,9,435,2,3,14,17,4,1
11560585,99885,1266,1056,2872,3818,3290,3990,2676,1549,631,4643,2073,1388,979,3418.59,15086.49,12,34,1,169,2,4,6,15,3,0
11560605,106184,3312,2940,3828,6134,5879,4139,3523,2020,812,3997,2848,2840,2660,35271.13,43156.93,45,61,3,612,7,4,17,10,6,1
11560610,94279,1296,1038,2819,4388,2903,2143,1787,1129,445,4554,2029,1310,939,19650.84,20999.12,22,34,10,332,3,2,9,5,1,1
11560620,114266,1743,1656,3746,5148,3457,3106,2171,1100,470,4157,2172,1797,1599,40479.13,29003.44,38,39,11,388,11,2,9,16,1,1
11560630,129279,765,993,3505,3322,2857,3264,2517,1549,662,6489,1817,1077,748,3268.483,18245.82,17,34,13,224,4,9,9,20,6,1
11560650,89922,1329,1237,2278,2776,2809,3437,2561,1415,516,3026,1659,1488,1141,1615.018,14216.03,11,27,11,159,2,5,7,16,3,0
11560660,52660,379,653,1322,1237,1413,1986,1577,858,354,1976,984,719,486,1315.701,6697.598,5,15,2,86,0,1,1,4,2,0
11560670,99342,915,803,1512,1869,1973,2504,1845,899,328,1955,1141,900,716,1227.841,6563.789,9,21,10,99,2,2,4,11,0,0
11560680,102609,1112,1171,3133,3089,2734,3239,2633,1396,572,3888,1879,1367,1099,2817.553,17843.45,15,39,8,221,9,3,3,17,6,1
11560690,117875,2172,1781,2892,3579,3357,3220,2101,1032,434,2242,1658,1686,1807,2929.145,14933.29,16,12,7,116,2,3,3,9,3,1
11560700,108577,734,936,2100,2060,2462,3455,2341,1378,474,3101,1436,915,730,2691.757,15774.81,14,37,7,205,1,5,3,19,1,0
11560710,149784,1011,850,2274,3128,3345,5320,2882,1442,508,3798,1520,842,514,2127.26,15800.1,20,45,10,368,1,10,6,54,0,0
11560720,95373,1568,1704,3459,4201,4187,6050,4022,1956,743,4079,2518,1889,1490,8140.02,23799.71,30,50,2,369,11,10,12,73,2,1
11590510,173989,2031,2050,5770,5567,4450,4799,4180,2482,1120,7361,3200,2459,1956,3613.257,43751.58,40,47,19,534,1,19,9,16,65,2
11590520,149362,414,627,2325,2068,1750,2571,2071,1235,498,4287,1457,821,535,5466.503,18510.07,18,46,8,317,2,6,3,18,4,0
11590530,117707,3115,3475,11362,6622,6706,6440,5174,3093,1290,10065,3987,3653,3043,4941.528,47189.89,50,39,5,457,6,14,18,22,7,2
11590540,132651,2375,1992,4521,4961,4491,4242,3340,1944,844,5211,2712,2261,2032,3548.19,24943.79,16,35,6,268,0,7,5,14,4,1
11590550,157731,1387,1749,4314,4393,3880,3990,3139,2073,755,5390,2663,1998,1536,1274.451,19208.85,12,21,0,168,1,6,3,10,5,0
11590560,112427,1857,1999,4676,5057,4539,4612,3701,2244,916,5874,3107,2386,1822,1440.34,25438.98,14,29,0,183,1,3,2,12,3,0
11590605,135996,2444,2332,6987,5002,5020,5290,4003,2522,1143,5599,3060,2774,2313,4828.394,33550.13,29,39,5,453,5,8,10,12,4,1
11590620,120344,884,991,5389,4811,3063,3350,3107,1765,500,7749,2647,1525,1053,6636.233,26843.29,27,31,7,446,2,8,7,35,1,0
11590630,182644,1855,1731,3815,4650,4190,4452,3906,2423,864,4198,2962,2395,1824,3524.948,33176.32,27,33,8,467,2,7,10,28,3,2
11590640,125161,2196,1677,3477,4270,3950,3782,3443,2019,648,3547,2423,2162,1832,2653.366,19898.65,13,21,1,165,0,2,1,4,9,0
11590650,175360,804,770,2608,2645,2134,2188,1974,1216,407,3321,1618,1107,868,900.6097,13318.5,9,19,2,105,2,4,4,8,1,1
11590651,86960,1090,989,2264,2601,2306,2214,1763,988,371,2536,1456,1255,1007,833.222,12937.22,9,11,0,63,0,1,1,2,0,0
11590660,112480,2428,4298,6621,5642,6875,5965,4120,2505,1047,7137,3275,2877,3040,9513.963,37955.79,36,40,5,299,3,6,9,12,7,2
11590670,118103,1747,2646,3525,3441,4636,4661,3243,1638,658,3879,1998,1762,1915,2752.955,17105.71,11,36,4,186,7,3,3,10,3,1
11590680,160773,1512,1743,3570,3419,3308,2777,2150,1461,520,4350,1759,1475,1378,19060.01,26850.87,30,24,3,314,0,4,12,10,1,0
11620525,103544,1350,1563,4956,4471,3613,3652,3347,2114,686,6082,2753,1848,1388,5375.124,21005.54,17,25,0,269,4,6,4,19,5,0
11620545,75670,1403,1186,1983,2686,2592,2347,1983,1210,528,2021,1668,1412,1147,663.5496,10493.24,7,11,2,80,2,2,1,2,1,0
11620565,111480,2147,3022,3970,4077,5227,4861,3829,2491,920,3960,2989,2482,2381,1651.062,28434.68,9,22,0,99,0,3,3,2,7,0
11620575,113750,1295,1464,7713,6307,3785,3636,3193,2078,645,10989,2975,1753,1320,3774.203,25730.24,31,32,11,314,1,9,3,14,5,0
11620585,137546,810,919,5751,3741,2129,1758,1384,960,332,7929,1469,845,639,12115.88,25451.58,28,32,8,564,2,4,11,25,4,0
11620595,130694,1320,1774,11225,6812,4189,4176,3386,2110,667,15581,2996,1725,1367,7671.665,38135.88,43,44,31,451,1,9,11,23,2,1
11620605,138511,2305,2659,5670,5706,5458,5151,4316,2713,890,7100,3486,2583,2224,3760.622,27324.9,24,38,0,316,3,3,13,18,4,0
11620615,115033,468,676,4619,3140,1851,2026,1666,1160,408,6508,1587,825,618,2045.511,17028.59,20,15,1,246,0,3,5,8,5,1
11620625,139326,1271,1686,5962,5156,3813,3583,2935,1839,609,7916,2731,1772,1390,3764.922,23556.61,22,25,0,247,3,4,6,15,4,1
11620630,158590,1091,861,3977,3854,2405,2656,2208,1318,380,4879,1910,1381,983,3330.718,24594.51,19,25,11,265,4,2,6,15,3,0
11620645,155004,769,935,6713,4910,2968,3031,2601,1526,534,9155,2599,1330,848,4236.646,24324.42,27,36,8,474,1,9,11,27,4,0
11620655,125867,731,936,4514,3461,2557,2884,2378,1557,539,6526,2131,1143,784,977.573,16355.09,10,22,0,196,0,2,2,12,4,0
11620665,97431,887,1199,6072,4847,3316,3190,2722,1561,551,9503,2287,1345,977,1614.738,19591.07,22,25,0,188,6,9,5,5,12,0
11620685,132995,1073,1310,5974,4438,3644,4347,2877,1680,548,8579,2341,1371,1034,2190.532,22187.1,24,38,3,259,3,8,7,21,3,0
11620695,161686,413,541,8648,5902,2566,1945,1520,967,291,14197,1927,623,356,2786.872,27853.74,37,43,97,519,1,13,13,53,2,1
11620715,105507,1273,1499,1748,2024,3069,2645,2102,1305,429,1944,1560,1291,1237,1398.756,11409.26,3,18,0,37,2,2,1,2,1,0
11620725,102115,835,908,4213,3649,2612,3135,2401,1239,465,6742,1833,984,751,3983.64,25926.28,24,39,6,402,0,9,6,42,2,0
11620735,115241,804,1064,6969,5109,3634,3195,2230,1313,499,12172,1831,1129,817,2338.206,34122.67,42,38,1,534,1,24,18,29,49,0
11620745,74483,997,1675,3099,2893,3599,4498,4140,2702,1040,4765,2776,1872,1496,1160.787,23721.22,9,37,4,120,1,1,2,4,1,0
11620765,105343,1907,2454,4973,4579,4977,5275,4617,2595,816,5620,3259,2543,2087,3216.572,23823.5,22,42,7,245,2,3,6,13,6,0
11620775,128676,1424,1997,4201,3899,4211,5142,4053,2536,830,5346,3198,2232,1696,1108.263,18909.07,19,35,0,125,2,6,4,8,5,0
11650510,128043,1581,1958,2908,3799,3860,2982,2414,1330,470,3927,1801,1566,1505,40616.31,31124.9,34,38,9,504,7,6,13,15,6,1
11650520,191125,1512,1669,2791,3949,3356,2481,1786,1024,297,3873,1535,1442,1329,58455.78,40017.71,42,51,11,689,0,4,11,15,10,1
11650530,142860,1708,2717,5266,5163,4945,4769,3564,2135,750,6034,2720,2284,2061,73209.98,64062.05,77,64,29,1244,11,7,41,60,13,0
11650531,174247,3132,4221,3641,4052,6499,4713,3057,1839,677,2370,1943,2606,3326,26284.26,42765.49,35,40,8,675,4,3,24,15,16,0
11650540,132407,2554,3884,4551,5024,6450,5452,3358,1666,684,4660,2567,2870,2887,19334.04,38252.84,28,43,10,489,9,3,8,27,7,1
11650550,117101,632,1937,1511,936,2355,2103,1246,1002,335,762,832,977,1253,1017.271,10840.91,7,20,0,112,0,1,1,1,3,1
11650560,155522,3171,3543,4437,5863,6705,4124,2966,1574,486,6406,2216,2357,2629,8357.412,37421.35,27,39,4,377,0,8,6,17,5,2
11650570,295833,1954,2766,1395,1659,3801,2119,1303,924,317,686,853,1299,1719,2271.73,17224.19,7,11,1,54,0,0,2,0,4,1
11650580,224457,1975,2885,2426,2687,4519,3308,2125,1233,485,1394,1491,1977,2119,8023.062,19031.88,10,19,0,135,0,3,4,7,5,0
11650581,182582,1855,2259,2396,2892,3791,2909,2295,1230,420,1901,1500,1776,1601,32776.78,39771.85,45,69,3,638,6,6,7,9,7,1
11650590,122414,1524,2844,2728,2508,4066,3462,2240,1333,604,2200,1576,1705,1881,7703.586,24287.05,21,25,9,334,8,5,8,16,6,0
11650600,133015,1225,1373,2594,3148,2902,2486,2088,1305,442,2991,1762,1386,1193,11163.1,19728.53,21,23,2,321,1,9,11,24,4,0
11650610,124352,1210,1666,2942,3267,3145,3282,2839,1650,526,3073,2143,1621,1408,13628.66,24480.49,25,29,3,404,8,2,10,21,3,1
11650620,114923,1393,2055,2917,3084,3362,3630,3164,1636,581,2256,1886,1891,1793,9806.556,20986.8,18,30,1,129,2,0,3,0,4,0
11650621,121448,1734,2652,3280,3727,4409,3544,2364,1617,601,3447,2038,1828,1890,12697.01,25942.3,22,34,4,358,1,1,10,9,7,0
11650651,136925,4432,4280,5549,7151,7937,6367,5592,2947,1006,6105,4022,3482,3299,37080.06,52018.57,43,56,3,665,9,6,23,30,2,1
11650652,93580,1542,1673,3494,4640,3913,3362,2568,1281,366,5054,2251,1600,1398,121874.7,40086.41,43,66,0,719,6,4,28,42,8,1
11650660,154196,2149,1260,2023,2916,3013,2565,2420,1452,491,2173,1843,1547,1300,6250.259,27054.72,13,17,0,100,5,0,1,2,1,1
11680510,173290,1009,1731,2461,2568,3096,2522,1795,1404,590,2918,1552,1290,1228,34695.82,37536.49,42,52,11,1084,5,4,12,24,5,1
11680521,159334,755,953,4972,6158,3947,2874,2326,1360,484,9612,2513,1171,818,42061.79,44810.99,79,57,15,974,4,9,16,43,7,2
11680531,140442,1161,1328,3631,4721,3758,2955,2236,1504,450,6315,2090,1544,1155,66064.15,44224.59,74,59,11,1151,8,8,15,14,5,2
11680545,203676,2283,2871,3310,3620,5023,4030,3140,2429,914,3010,2387,2404,2214,34873.82,45783.47,55,79,3,1036,6,6,10,18,8,0
11680565,167299,2251,2319,3966,4614,4864,4076,3004,1769,579,4772,2308,2209,1947,43973.53,44796.01,54,72,3,868,6,4,6,9,4,1
11680580,181339,930,1438,2185,2252,2443,2455,1812,1031,306,2111,1266,1174,1099,93347.19,38883.77,58,50,2,826,11,4,18,20,2,3
11680590,172438,2515,3490,3980,5215,6550,4087,2436,1670,498,5908,2314,2256,2355,58201.91,41415,52,59,20,560,7,3,13,8,4,4
11680600,278364,2054,5577,2515,1667,6205,3762,1929,1023,337,579,925,1965,3094,3779.439,28927.08,21,17,0,190,0,5,3,6,10,0
11680610,177188,2036,6508,5146,3466,7559,6789,4068,2029,575,2490,2083,3229,4179,62331.6,54550.7,47,64,2,657,2,5,15,9,24,2
11680630,201765,811,2557,3539,3461,4169,3276,1545,1040,300,5405,1679,1365,1378,27739.79,35035.07,61,45,9,849,1,8,16,25,22,0
11680640,169188,1112,1471,7951,10569,6110,4338,3034,1678,535,17134,3486,1638,1170,187346.5,105885.1,192,173,72,2890,8,36,74,98,27,2
11680650,193215,3105,5540,4852,5525,8715,4814,2585,1754,546,6522,2325,2812,3221,49498.11,51620.67,54,50,30,609,12,6,16,10,9,0
11680655,177980,1871,2330,3108,3414,3911,3536,2535,1255,446,2639,1583,1863,2055,13865.34,28308.94,26,24,3,247,10,0,4,5,8,1
11680656,191104,2974,4804,4094,3794,6677,5502,3549,2105,722,2199,2315,2997,3457,29740.23,31559.52,24,32,0,319,3,2,11,10,9,2
