코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수
11560620,8115,-31.6667,-48.3333,92.33333,103.6667,-9,-9.33333,37.66667,17,-4.66667,18.66667,40,-14,-20,0,23447.08,38,2,1,0,0,0,1,0,0,1
11560630,9848,83,37.33333,146.6667,324.3333,352,605.6667,275,17,29.33333,180.6667,16.33333,-29,-20.6667,0,-6700.94,17,0,-2,0,0,1,0,0,1,1
11560650,-2066,71.33333,19,52,206.3333,180.3333,422,141.6667,37,4.333333,37.66667,-16.6667,21,-28,0,-30399.8,11,0,0,0,0,0,0,0,0,0
11560660,-21329,62.66667,24.66667,31,163.3333,166,302.6667,147,12.33333,14,11,29,-4,-14.6667,0,-10569.9,5,0,0,0,0,0,0,0,0,0
11560670,14161,359.6667,123.3333,274.3333,671.3333,543.6667,760.3333,365.6667,63,21,134,165.6667,170.3333,126.6667,0,-32401.1,9,0,0,0,0,0,0,-2,0,0
11560680,-1433,46.66667,-7.33333,116.3333,147.6667,167.6667,401,129.6667,21.66667,21,105.6667,40.33333,-34.6667,-18,0,-19735.8,15,1,0,0,0,0,0,0,0,1
11560690,-4192,214,90,260.3333,387,234.3333,364.3333,206.3333,60.66667,41.33333,160.3333,169.3333,136.6667,170.3333,0,-57746.6,16,-1,0,0,0,0,0,0,1,1
11560700,4677,218.6667,100,74.33333,564.3333,620.6667,1099.333,391.6667,54.33333,19,36.66667,10.66667,-18.6667,-26.6667,0,-10008,14,-1,0,0,0,1,0,1,0,0
11560710,-17023,487.3333,203.6667,352.3333,1406,1578.667,3031,1040,74,27.33333,80.66667,-19,3,-32.6667,0,7929.883,20,1,0,0,0,-1,-1,0,0,0
11560720,-11362,243.6667,93,242.6667,759.3333,736,1656.667,606,55,35.33333,60.33333,65.66667,-24.6667,-33.6667,0,-19429.9,30,-2,0,0,1,0,-1,0,1,1
11590510,-18585,-48.3333,-29.6667,195.3333,194.6667,-8.66667,9.333333,78.33333,-0.66667,30.66667,416.6667,56.33333,2,-65.6667,0,5996.622,40,-3,1,0,0,-1,-1,1,0,2
11590520,26656,29.33333,2,93.33333,195.6667,151,281.3333,115.6667,24,17.33333,89,22.33333,-31.6667,-10,0,-27652.6,18,9,0,0,0,0,0,0,0,0
11590530,-1511,-73.3333,43.66667,1661,18,14.66667,24,114.3333,16,17,267.6667,70.66667,64.33333,-60.3333,0,20821.89,50,0,1,0,0,0,0,0,1,2
11590540,-5985,-25.3333,-8,41.33333,-11,-33,69.33333,69.33333,-2.66667,18.66667,-3.33333,12.66667,-16,-11,0,750.8211,16,0,0,0,0,1,-1,0,-1,1
11590550,-24795,-21.3333,-31.6667,55,29,28,70.33333,63.33333,19.66667,20.66667,142.3333,18,-33,4,0,-6994.96,12,-1,0,0,0,0,0,0,0,0
11590560,15025,-34.3333,-28,93,53.33333,18.33333,56,86.66667,41.33333,26.66667,305.6667,26.66667,-5,-77,0,5427.471,14,2,0,0,0,0,0,0,1,0
11590605,7463,-7.33333,92.66667,1792.667,132.3333,61.33333,37,85,22,26.66667,95,33.33333,38.66667,-32,0,6847.563,29,4,0,0,1,0,0,0,0,1
11590620,1719,-1.66667,-5.33333,137.3333,46.33333,112.3333,148.3333,97.66667,17.66667,20,90.33333,45,-20,-8.66667,0,1713.888,27,3,0,0,0,0,0,-2,0,0
11590630,38293,-40.3333,-14.3333,13.33333,-18.6667,59.66667,160,59.66667,39.66667,30,26.33333,79,-6.33333,-39.6667,0,23134.73,27,0,0,0,0,0,-1,-1,0,2
11590640,-4074,-40.3333,-15.3333,-55,13,-0.33333,5.333333,30,13,18,66.66667,0,-13,-46.6667,0,12947.88,13,0,0,0,0,0,0,-1,0,0
11590650,59766,1.333333,-32.6667,68.33333,48.33333,-5,1.333333,33.33333,1.333333,7,148.6667,9.666667,-14,-31.3333,0,-1501.56,9,0,0,0,0,0,-1,0,0,1
11590651,-3413,175.3333,52,259.6667,437.6667,256.3333,239.6667,184.3333,62.66667,32,224,224.6667,182.6667,94.33333,0,-30490.3,9,0,0,0,0,0,0,0,0,0
11590660,3055,-64,-121.333,80,33.33333,-84.6667,84.66667,62.33333,41.66667,1,105,33.66667,0.666667,-61.6667,0,16799,36,-1,0,0,0,-1,0,-1,0,2
11590670,-14192,99,1.333333,234,353.6667,400,968.6667,394,36.66667,21.33333,208,20.33333,-10.6667,-14,0,-2731.21,11,0,0,0,1,0,0,0,1,1
11590680,27968,-27.6667,-18,101.6667,-14,-15.3333,54,53.66667,14.66667,17.33333,98.66667,6,7,-24.6667,0,8971.508,30,1,0,0,0,0,0,0,0,0
11620525,4124,-0.66667,-3,300,166.6667,125.6667,94,92.33333,15.66667,3.333333,150,15.33333,-4.66667,-30.3333,0,7286.589,17,0,0,0,0,0,0,0,0,0
11620545,-4783,-50.3333,-21,23.66667,8.666667,-41.3333,-26.6667,45.33333,0.666667,7.333333,20.66667,35,-23,-19.3333,0,-7491.24,7,-1,0,0,0,0,0,0,0,0
11620565,-20694,-52.6667,-56.3333,93.66667,-2.66667,-89.3333,58.66667,57.33333,4,9.666667,164,39,-5.66667,-45,0,-2140.21,9,4,0,0,0,0,0,0,1,0
11620575,8213,10.66667,-2.66667,225.6667,177,6.333333,70,60.66667,15.66667,22.66667,264.3333,42.33333,-11.3333,-13.3333,0,2428.445,31,0,-1,0,0,0,0,0,0,0
11620585,-13809,11,41.33333,444.6667,253.3333,80.66667,85.33333,31,14.33333,5.333333,258.3333,29.33333,1.333333,3,0,-5849.64,28,1,-1,0,0,0,0,0,0,0
11620595,-13125,57.66667,17,683.6667,474.6667,241.6667,466.6667,251.6667,72.33333,41.33333,559.3333,101.6667,47.33333,39,0,19258.85,43,-1,-1,0,0,-1,0,0,0,1
11620605,13533,-57.3333,-8.33333,113,64,-3.33333,158,97.66667,13.33333,27.66667,225.6667,5,-20,-47,0,14744.34,24,-1,0,0,0,0,0,0,1,0
11620615,-10861,9.333333,-18.6667,238.3333,131.3333,64.33333,106.6667,18.33333,8.666667,7,205.3333,31,-3.33333,-15,0,-3413.92,20,0,0,0,0,0,-1,-1,0,1
11620625,10331,-26,-20.3333,118.3333,28.33333,28.33333,18.33333,59.66667,32,13.33333,81.66667,31.33333,-6.33333,-32,0,-9439.71,22,0,0,0,0,0,0,0,-1,1
11620630,31805,-34,-31,59.33333,-31,0,21.66667,39,25,14.66667,90.33333,-12,41.33333,-44,0,5288.509,19,-2,-1,0,0,0,0,0,0,0
11620645,-16777,13.33333,1,342.6667,143.6667,133.3333,117.6667,101.6667,11.66667,19.33333,288.6667,49.33333,-51.6667,-11.3333,0,-3492.46,27,0,0,0,0,0,-1,0,0,0
11620655,-8224,42.33333,23,187,187,129,393.6667,158.6667,13.33333,20.66667,246.6667,22,-17,-22.3333,0,-4396.61,10,1,0,0,0,0,0,-1,0,0
11620665,4645,-34.3333,57,370.3333,179,70,52.66667,51.33333,-2.33333,15.33333,340,32.66667,-0.33333,-37.6667,0,5217.841,22,-1,0,0,0,0,0,-1,1,0
11620685,13354,193,42.33333,369.6667,425.3333,511.6667,1055,368.3333,63.66667,15,221.3333,32.66667,-26.3333,-12.3333,0,-7033.5,24,-1,0,0,0,0,0,-1,0,0
11620695,3939,-1.33333,24.66667,408,266,130.6667,209.3333,75,44,7.666667,390,14.66667,-25.6667,-16,0,-1244.39,37,-3,-6,0,0,-1,-1,-1,0,1
11620715,1375,-26.3333,-25.6667,13.33333,-19.6667,-14.6667,33.66667,32.66667,23.33333,2,5.666667,31.33333,-21.3333,-7.33333,0,3456.484,3,0,0,0,0,0,0,0,0,0
11620725,5109,78,39,255.6667,309.3333,304.6667,680.6667,252,34,5.333333,200.3333,6,-1,-37.6667,0,-8919.71,24,0,0,0,0,0,0,0,0,0
11620735,-4686,16,13.66667,796.3333,382,34,70.33333,28.33333,29.33333,7,428,20.33333,10.66667,-25.3333,0,22218.64,42,-1,0,0,1,1,1,-1,-1,0
11620745,3166,-14.3333,-57.6667,-44,-21.6667,-95.6667,-6.33333,52.66667,33,32,67.66667,-3.33333,-3,-47.3333,0,6798.94,9,1,0,0,0,0,0,0,0,0
11620765,6160,-30,-45.6667,21,39,56.33333,89.33333,81,80,31.66667,78.33333,46,-26,-50.3333,0,-3444.75,22,0,0,0,0,0,0,0,0,0
11620775,-22255,-35.6667,-57.3333,13.33333,44,-8.33333,63,96.66667,25.66667,24.33333,126.3333,-3,-19,-55.6667,0,5297.223,19,0,0,0,0,0,0,0,0,0
11650510,-31059,-43.6667,-7,47.66667,17.66667,-12,37,34,20.33333,3.333333,29.66667,40,-6.66667,-9.66667,0,21565.48,34,2,0,0,1,0,-1,-1,0,1
11650520,50954,-9.66667,-6.66667,57.66667,132,47.66667,40,1.333333,31,3.333333,76,29.33333,4.666667,-12,0,858.5037,42,4,0,0,0,0,-1,0,0,1
11650530,4050,-43.6667,-40.6667,154.3333,143,12.33333,33.66667,30.33333,17.66667,12.33333,195.3333,42.66667,9.666667,-23.6667,0,31706.25,77,4,0,0,1,0,1,1,1,0
11650531,-23773,-28,19.66667,31.33333,56.33333,20,72.33333,35.66667,18.33333,7.333333,30,-2.33333,15.66667,9.666667,0,22737.59,35,0,0,0,1,0,2,0,-1,0
11650540,-4131,-181,-177.667,-67.6667,-296.667,-256,-86,-38.6667,-22.3333,-12.6667,-40.3333,-70.3333,-98,-141,0,10105.88,28,3,-1,0,0,0,0,-3,0,1
11650550,-2133,5.666667,-45.6667,0.666667,9.666667,-60.6667,23,33.66667,23,0.666667,5,21.66667,1,2,0,-22872.3,7,3,0,0,0,0,0,0,0,1
11650560,-5995,-47.3333,-9,49.33333,-21.6667,-0.66667,52.66667,18.33333,23,10,51,-9.33333,-8,-3.66667,0,22753.88,27,3,0,0,0,-1,0,-1,0,2
11650570,-154707,-16.6667,36.33333,10,-38,40.33333,45,-4.33333,12.66667,11,5.666667,25,-7.33333,4.333333,0,-22473.3,7,2,0,0,0,0,0,0,0,1
11650580,28532,101,127.6667,184.6667,149.6667,230,290.3333,194.6667,100.6667,50.33333,99.33333,109.6667,120.6667,131.3333,0,14480.34,10,0,0,0,0,0,0,3,1,0
11650581,-40692,52.66667,80.33333,-14,26.66667,186,80.66667,19,32.33333,4,32.33333,6.333333,-8.66667,-11.3333,0,23699.46,45,2,0,0,0,0,0,-1,0,1
11650590,9098,-29,-52,47,8,-3.33333,26,36.33333,16.66667,0.666667,46,24,20.33333,-25.6667,0,5822.612,21,3,0,0,1,1,0,-2,-1,0
11650600,-12998,-13,-18.3333,25.33333,25.33333,4,31.66667,21.66667,11.33333,11.33333,58,0,8.666667,-7,0,-6603.43,21,-2,0,0,0,0,0,0,0,0
11650610,3280,-54.3333,-26,-73.3333,34.66667,-38.6667,-2.66667,8.666667,17.66667,11.33333,-19.6667,52.66667,-26.3333,-54.3333,0,8986.229,25,1,1,0,-1,0,-1,-2,0,1
11650620,-68747,-23,-53.3333,-45,-38,-10.3333,-60.6667,10.33333,9,15.33333,12.33333,4.333333,11.66667,-56.6667,0,6871.164,18,0,0,0,-1,0,0,0,0,0
11650621,-7948,28.66667,2.333333,29.66667,26,56.33333,61,26,34,20.33333,28,14,34.33333,4,0,6706.298,22,0,0,0,0,-1,0,0,0,0
11650651,8154,-131,-2.33333,54.33333,-80,61.66667,26.66667,103,33,19,90.66667,17.66667,27,-42.6667,0,24538.07,43,0,0,0,0,-1,0,-1,0,1
11650652,-2987,-50.6667,13.66667,-29.6667,41.66667,-30.6667,20.66667,56,25.66667,2.666667,59.33333,31.33333,-10.6667,-46,0,7182.55,43,1,0,0,0,0,1,0,0,1
11650660,52397,-73,8,9.666667,-112.667,33.33333,22.33333,19.66667,19.33333,3,33.33333,21,-3.33333,-11.3333,0,-20672.3,13,4,0,0,0,-1,0,0,0,1
11680510,2587,-41.3333,-47.3333,100.6667,36.66667,-51.6667,31.66667,-2.66667,-0.33333,7.333333,19.66667,13.33333,-17,13,0,17058.88,42,-4,-1,0,0,0,1,-1,0,1
11680521,11487,8,12.66667,287.6667,143.3333,98.66667,68,9.666667,0.666667,23.66667,58.33333,33,-35,9,0,32384.57,79,0,-3,0,0,1,-1,-2,1,2
11680531,-6198,-39,8.333333,114.3333,16.66667,49.66667,59.66667,11.33333,24.33333,-10.6667,41.66667,25,-7,-14,0,19283.1,74,1,0,0,1,-1,0,0,0,2
11680545,-3788,3.666667,-16,66.66667,-7.66667,6.666667,76,15.66667,23,33.33333,43.33333,-21.3333,4.666667,0.666667,0,18828.98,55,3,0,0,0,0,2,0,1,0
11680565,-18455,-188.667,-202,-274.333,-301.667,-249,-406.667,-298,-114.333,-34,2,-127.667,-167.333,-253.667,0,19442.16,54,5,0,0,-1,0,0,0,0,1
11680580,-23089,-22.6667,17.33333,71.33333,43.66667,28,47.66667,47.66667,2.666667,6.666667,29,48.66667,-12.3333,-1.33333,0,-70609.7,58,5,-3,0,1,0,0,-1,0,3
11680590,9254,-60.3333,8.333333,-13.3333,-64.6667,24,90,19,22,14.33333,-18,5,-3.66667,-3.66667,0,11305.37,52,1,-3,0,0,0,-1,0,0,4
11680600,-506,-73.3333,-53.3333,6.666667,-35.3333,-89,33,16,30.66667,8,10.66667,13.33333,17,-36.3333,0,-3043.59,21,1,0,0,0,0,0,0,0,0
11680610,-5829,-32.6667,-151.667,-58.3333,0,-121,28,72.66667,50.66667,8,36.66667,63.33333,10.33333,-59,0,8389.994,47,0,-1,0,0,0,0,0,0,2
11680630,11006,-13.6667,-45.3333,131.6667,49.66667,-12,66.66667,20.66667,12.33333,15.66667,84.33333,-7.33333,3.666667,-18,0,21953.93,61,2,0,0,0,0,-3,0,-3,0
11680640,-706,-30.6667,3.333333,276.6667,380.6667,125.6667,115.6667,50.33333,10,-1.33333,219.3333,-8,-46,-3.33333,0,88847.77,192,8,-1,0,0,0,0,-4,0,2
11680650,-3674,-28.6667,35.33333,89,59.66667,5.333333,159,1.333333,18,24.66667,32,17,11.66667,14.66667,0,35722.35,54,2,-1,0,1,-1,0,0,-2,0
11680655,9075,-0.66667,-21.6667,-31.6667,2.333333,-1.66667,12.66667,25.66667,5.333333,3,96,-4.33333,2.666667,-11.6667,0,-5927.17,26,-2,0,0,0,-1,0,0,0,1
11680656,22456,-56.6667,-57.6667,-16,-49,-33.3333,40.33333,51,50,25.33333,50,6.666667,4.666667,-10,0,15196.32,24,0,0,0,0,0,0,0,0,2
11680660,-861,4.666667,-18.6667,-26,-7,5.666667,-16.6667,3.666667,13,10.33333,-7,-2,4.333333,-7,0,-22654.6,2,0,0,0,0,0,0,0,0,0
11680670,-14908,12.66667,-41.3333,13.33333,13.33333,37.66667,5,53,63.66667,11,-37.6667,82.33333,32,-5,0,-2980.85,10,-1,0,0,0,0,0,0,-1,3
11680690,9132,-13.6667,-32.6667,18,54,-37,-16.3333,60.66667,12.66667,10.66667,25.33333,20.66667,8.333333,-27.3333,0,-7126.69,27,0,1,0,0,0,-2,0,1,0
11680700,-2208,-169.667,29,113.6667,-56.3333,87,5,117.3333,26.33333,-9,79,69,1.666667,6.333333,0,19852.57,22,1,0,0,0,0,1,1,0,0
11680720,-6965,-61.6667,-55,-25,-15.3333,-53,-0.33333,27.66667,40.66667,-10.6667,-3.33333,40.66667,-24,4,0,-14994.3,12,0,0,0,0,0,0,0,0,1
11680730,-6999,-36.6667,-29,-33.6667,-46.6667,2.333333,-24.6667,33.66667,28,8,21.33333,-1.33333,-10.3333,-34.3333,0,-5190.28,12,1,0,0,0,0,0,-1,0,0
11680740,-5156,-4,-38,38.66667,4,-17,-21.3333,10,21.33333,-8.33333,69.66667,17.33333,12,-36.6667,0,417.6965,8,-1,0,0,0,0,0,0,0,1
11680750,-54934,-27,-34.3333,7.333333,-69.3333,-8,-31.3333,16,53.33333,14.33333,65,3,-27.3333,-22.6667,0,3550.987,19,0,0,0,0,0,0,0,0,1
11710510,-2091,-5,-5.66667,-9,58,102,212.3333,112.3333,-1,-0.33333,-26.6667,12.33333,-10,-55.3333,0,-215.615,8,-1,0,0,0,0,0,1,0,0
11710520,11418,11.33333,-20,95.66667,201.3333,9,46.33333,50.66667,22.66667,16.33333,127.6667,116.6667,53,-39,0,16496.72,21,0,0,0,0,0,0,0,0,0
11710531,973,-21.6667,-34.3333,1.333333,9.333333,5.666667,22.33333,63.66667,19.66667,18,36.66667,61,1.666667,-17,0,-5546.82,12,0,0,0,1,0,0,0,0,1
11710532,-15306,1.666667,-17.6667,-5,-13.6667,-19.6667,-0.33333,15.66667,4.333333,14.33333,41,12.66667,3.666667,-30,0,791.5348,11,1,0,0,0,0,0,0,0,0
11710540,13594,-50.6667,-16.6667,-12,-15,-20,45.66667,68.33333,22.33333,11.66667,12.33333,42.33333,21.33333,-30.6667,0,-8458.54,14,0,0,0,0,0,0,0,0,1
11710550,21474,-37,-33.6667,-7.33333,21.33333,-29.3333,11.66667,108.6667,24.66667,31,136,16.66667,24,-44.6667,0,-12713.6,11,0,0,0,0,0,0,0,0,0
11710561,-4928,15.33333,-48,37.33333,60.66667,-41.3333,34,33.33333,3,3,26.66667,9.333333,9.666667,-13.6667,0,-38642.6,20,0,0,0,0,0,-1,0,0,1
11710562,1667,-2,-24.6667,325.6667,332.6667,93,39.66667,66.33333,44,9.333333,411,89,6.666667,-24.6667,0,20468.18,42,2,-1,0,-1,-1,0,3,2,0
11710566,7602,-30.3333,-83.6667,-36.6667,-39.6667,-36,-11.3333,29.66667,18,9.666667,-8.66667,67.66667,-29.6667,-13.6667,0,-9891.26,16,0,0,0,0,0,0,0,0,1
11710570,7190,-58,-67.3333,-42.3333,-33.6667,34.66667,-35.6667,128.6667,49,21.33333,82,111.3333,-15,-64,0,3827.737,43,6,0,0,1,0,0,0,-1,1
11710580,2838,-13.3333,-11.6667,117.6667,-39,86,34.66667,26.33333,29,12.33333,81,-9.33333,3.666667,-45.6667,0,13661.97,27,3,1,0,0,0,0,0,0,0
11710590,2701,-16,-39,-48.6667,37,37.66667,23.66667,48.33333,31,0.666667,62.33333,52,16.33333,-25,0,-7179.63,16,2,0,0,0,0,0,0,-1,0
11710600,14759,-66.6667,-58.3333,97.33333,31,80.33333,140.6667,98.66667,32,11,155.6667,22,-19,-60.6667,0,17670.23,45,4,-1,0,-1,-1,0,-3,0,1
11710610,-429,-37,-20,88.66667,9.666667,-61.3333,62,78,12,8,93,22,9.333333,-63.6667,0,-3889.57,37,-2,0,0,0,-1,-2,0,0,0
11710620,24576,12,-69,-38.3333,31,15.33333,87.33333,109,26,10.66667,61.66667,18,20.33333,-73.6667,0,20037.54,41,5,1,0,0,0,-1,-6,0,0
11710631,40916,53.33333,-48.6667,-27.3333,32,78,1.666667,62.33333,28,2,-20.3333,31.66667,78.66667,-10.6667,0,1774.025,11,7,0,0,0,0,0,0,0,2
11710632,4330,-68,-80.6667,-22,-21.3333,-14.3333,-19.3333,76.66667,29,8.666667,51,29.66667,8,-30,0,5702.147,20,0,0,0,1,-1,0,0,-1,2
11710641,10810,-13.6667,-4,6.333333,-2.66667,-3.33333,30.66667,53.66667,42.33333,3.666667,16.66667,29.66667,-0.33333,-16.3333,0,6875.642,13,1,0,0,0,-1,0,0,-2,1
11710642,6624,16.33333,-54,2,8.333333,44.33333,-8.33333,47,42.66667,18,34,13.66667,23.33333,-21.6667,0,25491.38,71,1,0,0,0,-1,0,0,0,0
11710646,20527,-83.3333,-168.333,-171,-91,-163.333,-250,-107.667,-30,-1.66667,-106.333,-86.3333,-73.6667,-122.667,0,16477.92,20,0,0,0,0,1,0,-1,-1,1
11710647,18700,-88.3333,92.33333,-24.6667,-97.3333,126,3.666667,36.66667,18,7.333333,-15.3333,6.666667,24.33333,18,0,19246.49,15,1,0,0,0,0,0,0,0,1
11710650,-3875,-58.3333,-55,96.33333,121.6667,-0.33333,145.6667,121.6667,38.33333,9.666667,212.3333,17.66667,7,-53.3333,0,26573.92,55,-1,-1,0,1,-1,-1,-1,1,0
11710670,-31518,-118,-12.6667,80.33333,-144.333,-37.3333,140.6667,37.66667,20.66667,8.666667,7,4,4.666667,6.333333,0,-28855.7,23,-2,0,0,0,0,0,0,0,0
11710680,26059,-40,-21.6667,-39.3333,-13.3333,-10.3333,3.333333,28.66667,60.66667,0.666667,-20.3333,59.33333,40,-62.3333,0,21278.56,20,3,0,0,0,0,0,0,0,1
11710690,8846,-82,17,-1.33333,-83,-6.66667,30.66667,30,31.33333,25,4.666667,25,-13.3333,-8.66667,0,7167.258,6,1,0,0,0,0,0,0,0,1
11710710,-16452,28.33333,13.33333,-2.33333,13.33333,61,18.66667,20.33333,27.66667,-0.33333,4.666667,29.66667,12,-39.3333,0,2424.192,24,1,0,0,0,1,-1,0,-1,2
11710720,9563,-13.6667,-35.6667,4.666667,-8.33333,-42.6667,-7,17.66667,19,-1.33333,5.666667,32.33333,-9.33333,-22,0,-7542.58,2,0,0,0,0,0,0,0,0,1
11740515,7815,-194,-19.3333,82.66667,72.66667,-85,25.66667,53,28,8.333333,59,33,47.66667,-21,0,13052.52,23,2,0,0,0,0,0,0,0,0
11740520,42306,1783.667,943,1312.333,2242.333,2070,1591,1327,425,104.3333,457.3333,970.6667,1057.333,1223.667,0,11786.11,15,-2,0,0,0,0,0,0,0,1
11740530,3381,-25,-151.667,47,44.33333,-33.3333,-27.3333,72.66667,28.33333,13.33333,77,91.33333,34.33333,-60.3333,0,-2908.74,17,2,0,0,1,0,1,-1,1,2
11740540,17575,-1.33333,-74,-60,21,-44.3333,-51.3333,20.66667,35,1.666667,4.333333,34,6.666667,-23.6667,0,-11809.2,17,0,0,0,0,-1,0,0,0,0
11740550,-11718,-105.667,-1.33333,-24,-134.667,-32.3333,-43.6667,32.66667,4.666667,-4.33333,-14,-0.33333,15.66667,-41.3333,0,-15331.4,8,1,0,0,0,0,0,-1,0,1
11740560,57880,66,42,51,123.3333,145.6667,23.66667,98.66667,40,-1.66667,34,65.33333,47.33333,41.66667,0,-15105.2,8,-1,0,0,0,1,1,1,0,0
11740570,2413,-84,-73.6667,-7,-7.33333,20.66667,21.33333,47.33333,37,15.66667,115,20.66667,-29.6667,-18.3333,0,-3816.84,32,3,0,0,0,0,0,0,0,1
11740580,8549,53.66667,8.666667,41.33333,106,48.33333,21.66667,77,55,7.333333,19.66667,74,47.66667,13,0,-8993.37,11,-1,0,0,0,0,0,0,0,0
11740590,-1820,-46,-19,-28.3333,-5.33333,-36.6667,-16,10.66667,28.33333,10.33333,23.33333,18.33333,-20,19.33333,0,-4706.87,7,-1,0,0,-1,0,0,0,0,0
11740600,16556,-19.6667,-47,-18,47.66667,-2.66667,-42.6667,94.66667,31,2.333333,127.6667,18.66667,-26,-56,0,5063.445,25,-1,0,0,0,0,0,0,1,0
11740610,4827,22.33333,-48,82,163.3333,83,121.3333,159.3333,43,24.33333,166,50,-23.6667,-41,0,28894.06,49,0,0,0,0,0,1,-2,-1,0
11740620,30953,-84,-30,125,34,-13.3333,29,-1.33333,-14.3333,7,241.6667,28.33333,-108.333,-65.6667,0,15336.24,27,0,1,0,0,-1,0,0,0,0
11740640,7049,-10,-43.6667,-0.66667,29,-11.3333,-22.6667,17,24,7.333333,9.333333,41.33333,25,-37,0,-17704.8,21,4,0,0,0,0,0,-1,0,1
11740650,-4203,6.666667,-29.6667,141.3333,125.6667,30.33333,172.3333,189,24.66667,10.33333,225.3333,5.333333,-25,-20,0,8390.455,25,1,0,0,0,0,0,-1,0,2
11740660,5986,-33.6667,-74.3333,130.6667,27.33333,2.666667,29.66667,92.66667,27,7.666667,127.6667,71,-14.6667,-49.3333,0,-8974.82,31,3,0,0,0,-1,1,0,-1,1
11740685,6160,16,-12.6667,249,294,91,141.6667,206.6667,81.33333,32.33333,361,189,132.3333,-53,0,802.7879,58,5,-2,0,-1,1,0,-2,0,1
11740690,10096,-1,1,2.666667,-1.33333,3.666667,0.666667,0,1,1,-0.33333,-2,-0.33333,0,0,-8851.87,5,0,0,0,0,0,0,0,0,0
11740700,7314,-27.3333,-36.6667,-71.3333,-1.66667,2,-66.3333,14.66667,-10,9.666667,60.33333,72.66667,-27.6667,-51,0,11739.88,20,2,0,0,1,0,-1,-1,0,0
