코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수
11320513,-12035,-15,-19.3333,-7.33333,-17.6667,-38.6667,10.66667,40,36,23,64.66667,18.33333,-21.3333,-11.3333,0,-2401.57,14,1,0,0,0,0,0,0,0,0
11320514,7782,-33.6667,-73,20.33333,36,-80.3333,-13.6667,88.33333,29.66667,8.666667,65.33333,67,18.33333,-53,0,5109.445,18,4,0,0,0,0,0,0,0,0
11320515,4097,-49.3333,-62,51.66667,-29,-25,-23.6667,21,20,1,18.66667,79.66667,-20,-35.6667,0,1228.537,19,1,0,0,0,1,0,1,0,1
11320521,-15219,-33.3333,-25.6667,-30.6667,-21.3333,-22.3333,-57.6667,54.66667,41,22.33333,99,25,-38.3333,-16.6667,0,2790.79,22,1,0,0,1,0,0,0,0,0
11320522,11122,-57.6667,-30.6667,17.66667,-37.6667,-40.3333,-0.33333,43.33333,42.33333,15,27.33333,11.66667,4.666667,-17,0,13509.5,14,2,0,0,0,0,0,0,0,2
11320660,9255,-7,-41,81,58.33333,-23,-6,76,14.66667,18,83.33333,51.33333,5.333333,-9,0,-1992.36,18,-1,0,0,0,0,0,0,0,0
11320670,1679,-25.3333,-20.3333,38,6.666667,-28.6667,-25.3333,79.33333,14.33333,1,66,2.666667,-2.66667,-17.3333,0,115.9159,13,-1,-1,0,0,0,0,-1,0,0
11320680,12710,-19,-41.6667,50,-7.66667,-14.3333,24.66667,50.66667,13.66667,11,83.66667,1.666667,8,-27.6667,0,-8207.24,14,1,0,0,0,0,0,0,0,0
11320681,19103,-24,-30.3333,-49.3333,-44,-43.3333,-41.3333,49.66667,28,10,31,67.33333,-32,-29.6667,0,1054.117,11,2,0,0,0,0,0,0,-1,0
11320690,-6360,-45.3333,-50.3333,74,13.33333,-94.3333,9.333333,121,19,25.33333,32,34,10.33333,-29,0,11039.75,25,1,0,0,0,-1,2,0,0,1
11320700,4266,-41,-30,-1.33333,-40.6667,-11.6667,3.666667,70.33333,-0.33333,14.33333,48,19.33333,3.333333,-22,0,-6258.06,16,0,0,0,0,0,-1,-1,0,0
11320710,5537,-28.6667,-98,-65.6667,-22,-82,-79.3333,118.6667,18,19.66667,22,57.33333,13.33333,-22.6667,0,-23224.6,11,2,0,0,0,0,0,0,-1,0
11350560,-14563,-26.3333,2.666667,407.3333,48,9.666667,-4.66667,33.33333,31,12.33333,122.3333,40.33333,-21.3333,-9.66667,0,-11843.1,33,2,0,0,0,0,-1,0,1,2
11350570,15847,19.33333,-39,82,90,21.66667,53.33333,94.33333,50.33333,29,71,60.66667,41.66667,0,0,7840.506,18,-1,0,0,0,0,0,0,0,0
11350580,35430,-61,-28,7.666667,-26,-21.3333,10.66667,19.66667,45,18,96.33333,35.33333,23.33333,-82,0,-21692.3,10,3,0,0,0,0,0,0,0,1
11350595,-1375,-64.3333,-14,469.3333,-12.6667,-9.66667,-25.3333,132.6667,38.33333,7.666667,181,42.66667,0,-72.3333,0,6353.081,45,-1,0,0,0,0,-2,0,1,2
11350600,-13724,-71,-39.6667,495.6667,60.33333,-64.3333,1.666667,75,34.66667,19.33333,202.3333,46.66667,-3,-38.3333,0,18842.24,38,1,0,0,0,0,1,0,0,1
11350611,-4174,7.333333,-157.667,130,49.33333,-85.3333,-28.6667,97.33333,30.66667,3,-179,14,-25.3333,-17.3333,0,8550.614,20,0,0,0,1,0,0,0,0,0
11350612,-15253,-7.33333,-70.3333,-42.3333,20.66667,-65.3333,-15.6667,56.33333,-2.33333,10.66667,42.66667,35.33333,-11,-13,0,-6739.31,5,0,0,0,0,0,0,0,0,1
11350619,28325,-37.3333,-97,-23.3333,13.66667,-107.333,-30,44.66667,-2.66667,-26.6667,-17,8.666667,16.33333,-44.6667,0,-462.309,15,-1,0,0,0,0,0,0,-3,0
11350621,6610,-12.3333,-89,-28.6667,30.33333,-62.3333,-3.66667,39,-4.33333,1.333333,2,18,43.33333,-34,0,4016.005,13,-1,0,0,0,0,0,0,0,0
11350624,21936,-32.3333,-64,17.33333,-27,-55,-1.33333,22,34,6,35.33333,38,7.666667,-52.6667,0,-985.925,12,2,0,0,0,0,-1,0,-2,0
11350625,-68159,-85.6667,-111.667,-34.6667,3.333333,-112.667,-0.33333,58.33333,22.33333,25.66667,147.6667,58.33333,-38.3333,-65,0,1079.227,10,1,0,0,0,0,0,0,0,1
11350630,-12192,-43.3333,-81.3333,-36.3333,-3,-81.3333,-33,136.6667,37.33333,19.66667,88.66667,102.6667,-10,-49.3333,0,28287.69,25,0,0,0,0,0,0,1,1,1
11350640,-12275,2.333333,-57,29.66667,-6,29.66667,11.33333,33,32.33333,-0.33333,-5,34.33333,11.66667,-17.3333,0,6370.468,31,0,0,0,0,0,0,1,1,1
11350665,3304,72,15,85.33333,146.3333,63,96.66667,101,21.66667,46,66.66667,105,104.3333,21.66667,0,-119.656,17,2,0,0,0,1,0,0,0,1
11350670,13104,-28,-55.3333,-18,-5.33333,-78.6667,-41.3333,38.66667,39.66667,29.66667,105,47.66667,-35,-45,0,14011.54,17,1,0,0,0,0,1,1,0,1
11350695,26222,-98,-85,32.33333,-21.3333,-121.667,-5,53.33333,11,20.33333,29.33333,38.33333,-31,-61.6667,0,-8318.33,28,0,0,0,0,0,0,-1,0,0
11350700,-19149,-99.6667,-58,46.66667,-100.667,-21,39.33333,17.66667,15,4.666667,137.3333,-2,-12.3333,-32,0,-68286.9,5,0,0,0,0,-1,0,0,0,1
11350710,19785,-25.6667,-67.6667,-6,4,-48,5.666667,23.66667,4.333333,22.33333,55.66667,58.33333,-23,-48.3333,0,8744.02,9,-1,0,0,0,0,0,0,0,0
11350720,39886,-15.6667,-44.3333,2.666667,-32.3333,-64.3333,24.33333,31,9.666667,8.333333,38.33333,23,-8,-21.6667,0,-494.456,5,0,0,0,0,0,0,0,0,0
11380510,-1985,-61.6667,-67.3333,48.66667,70.66667,23,21,83.33333,41.66667,5,177.6667,16.33333,-7,-49.6667,0,7443.404,31,2,0,0,0,1,0,0,0,2
11380520,12720,-78.3333,-84.3333,60,-3.33333,-72,12.33333,104.3333,11,41.66667,120.6667,49,-16,-37.3333,0,12670.97,14,3,0,0,0,0,0,-3,0,1
11380530,22668,-49,-69,64,-49.3333,-68.6667,8,77,36.33333,10.66667,124.6667,29.66667,-2.66667,-72.3333,0,5778.591,29,-4,-1,0,0,0,0,-1,0,1
11380551,1990,-68.3333,-91.6667,5,-50,-66.3333,-24.6667,41.66667,28,14.33333,141.6667,29.33333,-58,-53.6667,0,-2650.08,20,2,0,0,0,0,0,0,0,0
11380552,2203,-52.6667,27.33333,31.33333,-42,-14,16.33333,19.33333,16.33333,11.33333,79,-3.66667,-11.3333,-46.6667,0,5206.629,33,1,-1,0,0,0,0,0,1,0
11380560,204,-90.6667,-39,-13.3333,-4.66667,-31.3333,-1.33333,43.33333,20.66667,28.66667,164,4.666667,34.66667,-72,0,20361.05,23,0,0,0,0,0,0,0,-1,1
11380570,-3531,-54,-56.6667,214,49.33333,-6,14,61.33333,5,30,272.3333,21.33333,-27.3333,-29.6667,0,22638.26,36,0,-2,0,0,0,0,0,0,1
11380580,-2139,412.3333,109.3333,391,853.3333,476.3333,429,329.3333,134.3333,67.66667,385.3333,386.6667,290.6667,209.3333,0,-18718.2,25,-1,0,0,0,0,0,0,-1,0
11380590,7136,337.3333,157.3333,181.3333,508.3333,400.3333,243.3333,192.3333,85.66667,31,166.6667,197.6667,227.3333,149,0,6371.953,6,0,0,0,0,0,1,0,0,0
11380600,5811,-36.3333,-40.6667,111.6667,87.66667,-47.3333,20.33333,21,27,25,135.3333,17.33333,5.333333,-57.3333,0,13851.54,34,4,0,0,0,1,0,1,0,0
11380625,5193,-114.667,-97.3333,34.66667,-26.3333,-88.3333,-26.6667,147,27.66667,54,189,101,-10.6667,-119.333,0,11364.83,42,3,-1,0,0,0,-1,1,0,0
11380631,8884,-54,-65.3333,41,-4,-70.3333,4.666667,66,6.666667,11.33333,109,47.33333,-59.3333,-16,0,1440.601,19,0,0,0,0,0,0,-1,0,1
11380632,1719,-85.6667,-63.3333,24.66667,-55,-87,-20.6667,32,23,14,-12.6667,28.66667,-50.3333,-13.3333,0,-3279,10,1,0,0,0,0,0,0,0,1
11380640,2077,-37,-34.3333,25,-20.6667,-60.3333,-36.6667,26.33333,3,17.33333,57.33333,9,-19.3333,-32,0,-10671.7,12,1,0,0,0,1,0,0,0,1
11380650,-11967,-7.33333,-9.33333,-6,2.333333,-37.3333,-7.33333,13.66667,0.666667,3.666667,-7.66667,-10.6667,-11,5.666667,0,-14915.9,1,0,-1,0,0,0,0,0,0,1
11380690,8134,-139.333,-34.3333,36.66667,-105,-76,130,93.66667,59,33,48.33333,44,50,-58.6667,0,52768.6,39,5,1,0,1,0,0,0,0,1
11410520,5995,5.666667,-22.6667,58,38.66667,-31.3333,31.33333,56.66667,9.666667,8.666667,12.66667,9.333333,4,-16.6667,0,-4090.97,14,1,0,0,0,0,-1,0,0,0
11410555,30665,10.33333,2.666667,86.33333,28.33333,56,56.33333,79.33333,13,0,18,27.66667,9.666667,-14.6667,0,16750.77,8,0,0,0,0,0,0,0,0,0
11410565,4111,-5.33333,-5.66667,338.6667,135,40.33333,37.33333,61,5,8,306,24.66667,-8.33333,-23,0,24030.97,32,1,0,0,0,0,0,-2,0,2
11410585,1532,18,135.3333,3596.667,520.3333,152.3333,59.33333,44.66667,1.666667,5.333333,405.3333,2.666667,-7.66667,-20,0,10436.43,85,-3,3,0,0,-1,0,0,0,2
11410615,-12568,30.33333,188.3333,1252,416.6667,272.3333,235.3333,225.3333,93.66667,54.33333,223,9,-27.6667,-49.3333,0,23247.79,41,-1,0,0,0,-1,0,-1,0,0
11410620,22083,-48.6667,11.66667,12.66667,23,0.666667,35.66667,63.33333,31.66667,35.33333,89.66667,2.666667,4,4,0,-10898.2,18,-4,0,0,0,0,1,0,0,0
11410640,11925,-29.3333,-41.3333,33.66667,31.66667,-43.3333,5,47.66667,11,16.66667,61,26.33333,-39.3333,-22,0,2446.808,13,3,0,0,0,0,0,0,0,1
11410655,-57472,-17.6667,-10.6667,38.33333,30.33333,-25.3333,15.33333,69.33333,15.66667,8.333333,82.33333,13,1,-12.6667,0,-481.8,6,0,0,0,1,-2,0,-1,0,1
11410660,11674,36,-33,110,95.66667,-21,55.66667,39.66667,10.33333,24,62.33333,31.33333,40.66667,-8.33333,0,-28404.9,12,-2,0,0,0,0,0,0,0,0
11410685,1351,-25.6667,-39.6667,367.3333,77.33333,-48,13.33333,113.3333,6.333333,32,137.3333,44,-23.3333,-37.6667,0,1467.554,23,-1,0,0,0,0,0,0,0,0
11410690,-18813,-41,12.33333,59,-32.3333,-16.6667,-9.33333,-11.3333,-4.66667,4,-8,-22.6667,8.666667,-22,0,-5114.96,9,0,0,0,0,0,0,0,-1,1
11410700,7523,403.6667,215,798.3333,578.3333,512.3333,349,206.6667,107.6667,63.66667,235.6667,205.3333,265.6667,206.6667,0,3524.214,23,0,0,0,0,0,-1,0,0,0
11410710,13680,-50.6667,-28,-1.66667,-22.3333,-36.3333,0.666667,58.33333,-4,-5,13.33333,38.33333,-18.6667,-6,0,-10456.5,11,0,0,0,0,0,0,0,0,0
11410720,7220,-47.3333,-74.3333,115.6667,36,-63,-3.33333,99.66667,14.66667,21.66667,57.66667,55.66667,-52,-30.3333,0,-7525.9,31,1,0,0,0,0,0,-1,0,0
11440555,6420,54,19,43,123.3333,86.66667,55.33333,85.33333,22.33333,13.66667,-10.3333,36.33333,41,-2.66667,0,-13412.6,25,-2,0,0,0,0,0,0,0,1
11440565,3290,2,-79.3333,61.66667,133,-2.66667,73,78.66667,-13.3333,7.666667,101.6667,44,-56.6667,-41.3333,0,14838.62,28,-1,0,0,0,-1,0,0,0,1
11440585,-5261,-31.3333,-25.6667,10.66667,-17.6667,-5,41.33333,39,11.66667,15.33333,32,8.666667,-16.6667,-14,0,793.7187,24,1,0,0,0,0,1,0,0,0
11440590,-12265,23,4.666667,1.666667,132.6667,95,43.66667,58.66667,6.333333,6.333333,40,-3.33333,19,-23.3333,0,-2191.58,28,-1,0,0,0,0,1,0,0,1
11440600,13058,176,174.6667,1419.333,574.6667,340.6667,424,178.6667,65,27.33333,259.6667,174,154.6667,133.3333,0,-31134.5,40,2,0,0,0,-2,0,0,1,3
11440610,10736,-2.33333,11.33333,484.3333,210,-0.33333,11,48.66667,-18,4,-2,7.666667,-17,-6,0,-26024.3,9,3,0,0,0,0,0,0,0,1
11440630,21650,-18.3333,-26.6667,236.3333,88.66667,-31.3333,44.33333,46,16.33333,-4.66667,36,43.66667,-24,-7.66667,0,2195.237,17,1,0,0,0,0,-1,0,0,0
11440655,2615,-24.3333,26.33333,550.6667,109.3333,2.666667,18,17.66667,36.33333,10.66667,68.66667,2,20.66667,0.666667,0,-7966,34,2,0,0,1,0,0,0,0,2
11440660,10784,-38,56.33333,1517.667,410.6667,75.66667,57.66667,63.33333,1.666667,2.666667,691,86.66667,-13.3333,-26,0,53940.51,125,6,-1,0,0,0,-2,-4,0,2
11440680,-22166,-21.3333,-17.3333,112,65.66667,47,-15.6667,26.66667,8.666667,13.33333,172.6667,-27,-21.6667,-31.6667,0,-4419.23,29,3,-1,0,0,0,0,0,0,1
11440690,7910,-17.3333,-58.3333,54.66667,54.66667,-51,-15.6667,44.66667,-1.66667,7.333333,6.333333,18.66667,-25,-47.6667,0,-5563.45,26,6,0,0,0,0,0,3,0,0
11440700,-8029,-32.6667,-12,79.66667,-41.6667,39,52.66667,22.33333,23,7,41,42.66667,-15,4,0,-482.989,18,-1,0,0,0,0,0,0,0,0
11440710,5638,-9.33333,20,479.6667,152.6667,119,105.6667,139.3333,35,20.66667,200,12.33333,-25.6667,-19.6667,0,2138.659,25,1,-1,0,0,0,0,-1,0,0
11440720,6815,-18,-16.6667,107.3333,58.33333,28.33333,-13,68.33333,-6.33333,15,76.33333,12,-33.3333,4.333333,0,-1650.97,28,-2,0,0,1,-1,0,-1,0,0
11440730,2071,-85,-84.6667,165.3333,0.333333,-94.6667,59,55.66667,19.33333,33.33333,105.3333,64.66667,-22.6667,-26,0,16722.6,36,3,0,0,0,0,0,0,0,2
11440740,-11898,-5.66667,-2,24.33333,93,5,111.3333,61.66667,36.33333,9.666667,41.66667,19.66667,19.66667,-48,0,33300.79,51,-1,0,0,0,0,0,-1,0,1
11470510,2377,-21,-39.6667,33,50.66667,-8.66667,18,29,21,18.66667,30.33333,62.66667,15.66667,-22,0,12926.92,35,-1,0,0,0,0,-1,0,-1,2
11470520,11482,-86.3333,-61.3333,53.66667,-34,-45,53,80,19.66667,12.33333,81.33333,82,-47.3333,-48.6667,0,3013.109,27,3,1,0,1,-1,0,0,0,1
11470530,8011,4,-56.6667,-24.3333,24,-9.33333,-30.6667,82.33333,9.666667,19.33333,101.3333,0.666667,13.33333,-18.3333,0,-6006.47,17,1,1,0,0,0,1,0,0,1
11470540,-1974,-43.3333,-101.667,63.33333,4.333333,-101.333,42,38,22.33333,-2.33333,36.33333,34,11,-52,0,8576.801,19,3,-1,0,0,0,0,0,0,0
11470550,19230,-88,-94.6667,5.666667,-63,-109,30,36,55.66667,0,21.66667,58.66667,16,-22.3333,0,7044.919,19,1,0,0,0,-1,0,0,-3,0
11470560,-15087,-11,-27,11,23.66667,-12.6667,57,68.33333,47.33333,0.333333,77.33333,32.33333,-1.33333,-68,0,2869.899,14,3,0,0,0,-1,3,-1,0,0
11470570,-3159,-39.6667,-42.6667,14,-89.3333,-15.6667,-27.6667,-12,39,10,40,18,-24.6667,-38.6667,0,-5791.83,9,-2,0,0,0,0,-1,-1,0,0
11470580,16852,-25.3333,-56.6667,5.666667,4,-42.3333,20.66667,54,15.66667,20.33333,116.3333,24.33333,-32.3333,-38.6667,0,3390.033,12,2,0,0,1,0,0,0,0,0
11470590,-1105,-98.3333,-44.3333,-14,-33.3333,-30.3333,-85.3333,73.33333,3,25.66667,59,43.33333,21,-44.3333,0,-24498.8,16,0,0,0,1,0,0,0,0,0
11470600,692,-20.3333,-30.6667,-0.66667,-21.6667,-11.6667,26,67.33333,9.333333,12.33333,59.33333,51.33333,-34,-7.66667,0,-7084.12,19,1,0,0,0,-1,1,0,0,0
11470610,-5118,904,427,651.6667,1554,915.3333,712.3333,503,189,43.33333,472,568.3333,583,504,0,-29279.2,10,0,0,0,0,-1,0,0,0,0
11470611,-5832,-85,-55,-37.6667,-84.6667,-72.3333,-42.3333,26.33333,2.333333,2.333333,78.66667,44.33333,-56.3333,-76,0,-7660.69,16,-1,0,0,0,1,0,0,0,1
11470620,-1823,-55.6667,-52.3333,4.666667,-37.6667,-71.6667,24,50.66667,15.66667,-5.66667,11.66667,16.66667,-1.33333,-35.6667,0,-6444.44,10,0,0,0,0,0,0,-1,-2,0
11470630,-3022,-44,-21.6667,40.66667,-15.6667,-13.6667,-10,21.33333,17,-5,7.333333,25.66667,14,-55.3333,0,-48109.5,13,1,0,0,2,1,0,-2,-1,0
11470640,5984,-163,-96,-12,-101.333,-78.6667,52,119,55.33333,15,86.66667,25,0.666667,-78,0,12420.88,19,2,0,0,0,0,0,0,0,1
11470650,5073,-64.6667,-97.6667,90.66667,-51.6667,41.33333,131.3333,98.66667,34,30,181.3333,26.66667,-93.3333,-49.6667,0,17463.61,42,3,0,0,0,-1,-1,-1,-1,1
11470670,17799,-29,-54.6667,-24.6667,22,-43,-14,68.66667,21.33333,-7.33333,47.33333,31.66667,27.33333,-14.3333,0,-9769.52,12,1,0,0,0,0,0,0,0,0
11470680,-28269,-21.3333,-76,-82.6667,-5.66667,-88,-32,74,47,12,26,47,-6.33333,-66.6667,0,-3642.35,9,0,0,0,0,0,0,0,0,0
11500510,-1893,-67.6667,-12.6667,-82.3333,8,-48,-13,48,22.66667,20.66667,23.66667,59,-3,-8.66667,0,10126.07,30,0,0,0,0,0,-1,1,0,1
11500520,-15401,-20.6667,-47.6667,85.66667,150,18.66667,-28.3333,85.33333,23.33333,-8.33333,226,57.33333,-11,-35,0,-11529.5,36,1,0,0,0,-1,0,0,0,1
11500530,-4324,-73,-42.3333,20.66667,-26,-10.6667,10,38,21,2.666667,81,57.33333,-23.6667,-52.6667,0,-6568.42,9,2,0,0,0,0,0,0,0,0
11500535,-2559,-13.6667,-81.6667,1.333333,87.33333,-25.3333,-65.6667,117,53,35,261.6667,40.66667,-12.6667,-45,0,16503.66,27,-2,0,0,0,0,0,-2,-1,0
11500540,7233,-29.3333,-45.3333,320.6667,78.66667,76.66667,153.6667,145,46.66667,43.33333,273.3333,63.66667,7.666667,-123,0,30661.73,59,0,-5,0,0,1,0,-1,1,1
11500550,3188,-18.6667,-33.6667,49.66667,-52.6667,30.66667,50.66667,47.33333,24.66667,14.66667,85,31,-14.6667,-22,0,-16910.6,12,1,0,0,0,-1,-2,-1,0,0
11500560,-7712,-47.3333,-20.6667,-44.3333,-61.3333,18.33333,-11.6667,15.33333,23.66667,-1.33333,80.33333,29,-46,-37,0,-28428.1,15,0,0,0,0,0,0,0,1,0
11500570,14126,-34,-9,36.66667,-12.3333,-4,40.33333,89.66667,23.33333,12.33333,106.3333,14,-36,-16,0,-5448.89,17,-1,0,0,0,1,-1,-1,0,0
11500590,-6824,-64.6667,-62.3333,101.6667,59,-38.3333,51,48,33.33333,-4,228,38.33333,-27,-69,0,4745.026,28,1,0,0,0,0,2,-1,0,0
11500591,-11148,-8,-31,209.6667,118,-16.6667,19,70.66667,23,14.33333,346.6667,48.66667,-1,-22.6667,0,-13798.4,31,1,0,0,1,-1,0,0,1,0
11500593,11111,-55,-29,70.66667,-9,58.66667,66.66667,124,26,29.66667,203.6667,-34.6667,-1,-36.6667,0,-10861.6,15,0,0,0,0,-1,0,0,0,1
11500603,-17061,-47.3333,-47.6667,115.3333,150.3333,44.33333,-13,106,13.33333,13.66667,264.6667,44,-10,-52.3333,0,9132.121,86,7,0,0,0,0,-1,0,0,2
11500604,-6093,-14.3333,-17.3333,-9,-28.3333,9.666667,-85.3333,61.66667,25,30.66667,108.3333,-3.66667,-18.6667,-29,0,5404.897,6,-1,0,0,0,0,-1,0,0,1
11500605,-50512,-46.6667,-34,-46,7.333333,-3,-6.33333,16,41.66667,14.66667,64,-4,-17.3333,-17,0,-8003.59,7,0,0,0,0,0,0,0,0,0
11500611,10008,-140.667,-17.6667,16.66667,-53.6667,-22.3333,43.66667,63.66667,46.66667,3,71.33333,44.33333,3.333333,-38,0,26506.19,43,3,0,0,0,0,0,0,-4,0
11500615,12459,-114.333,-57,12,-50,-43,-11.6667,63.33333,30,29,70.66667,98,-20.3333,-33.6667,0,14839.09,24,-1,0,0,0,-1,0,1,-1,1
11500620,8502,-36.6667,-12.6667,-8,46.66667,243,286,131.6667,21.66667,11.33333,92.66667,36.33333,-28.3333,-17.3333,0,9859.715,47,2,0,0,-2,0,0,-1,0,4
11500630,29341,-101.333,3.666667,-7.66667,-77.6667,-5.66667,58,62.33333,79.66667,16.33333,40,113.6667,7,-26,0,14006.81,34,-1,0,0,0,-1,-1,0,0,2
11500640,9793,-19.3333,-7,-1.33333,2.333333,35.66667,0.333333,75.66667,23.33333,11,74,39.33333,-26,-35,0,17950.32,27,0,0,0,1,0,0,0,0,2
11500641,-12260,-59.3333,-13,-51,-16.6667,-5.33333,-67.6667,59.66667,29.66667,25.33333,118.6667,-16.6667,3,-5.66667,0,6467.744,19,-1,0,0,0,0,0,1,0,1
11530510,-8422,-85.3333,-36.3333,25.33333,27.66667,-2.33333,7,9.666667,47.66667,18.33333,73,79,24,-55,0,14928.72,35,0,0,0,0,0,0,-1,0,2
11530520,8432,-18.3333,-21,71.33333,166.3333,46,78.33333,62.66667,17,4,79.66667,68.33333,1,-36.3333,0,-1859.72,13,1,0,0,0,-1,0,-1,-1,0
11530530,10385,591.6667,196,730,1711.333,1695.333,3142.333,1065,61,57.66667,101.3333,-24.6667,-4.66667,-47,0,-2006.32,28,0,-1,0,1,-1,-1,1,1,1
11530540,16554,106,35.33333,58.33333,394.6667,272,583.6667,252.6667,44,27,16.33333,32,-2.66667,-17,0,27138.96,68,0,-2,0,0,0,-2,-2,0,2
11530550,-6375,276.3333,76.66667,265.3333,768.3333,977,1862.333,731.6667,68.33333,37.66667,120,-4.66667,16.66667,-33.3333,0,-22294.5,20,-1,0,0,0,-1,0,0,0,0
11530560,5349,148.6667,56.33333,267.6667,575,588,1107.667,521.6667,58,37.66667,98,98.33333,-28.6667,-32,0,-16804.2,31,-3,0,0,0,-1,0,-1,-1,1
11530595,11122,241.3333,98.33333,315.3333,915,1119,2276,689.6667,61.66667,12,115.3333,36,-16.6667,-11,0,-13229.3,14,0,-1,0,0,0,0,1,0,0
11530720,8428,-15,-30.3333,144.3333,63.33333,17.66667,11.33333,72.33333,21,21.33333,86,2.333333,-9.66667,-33,0,-15029.3,14,0,0,0,0,0,-1,-1,0,0
11530730,7082,-23.6667,-67.6667,13,-1,-16,142.6667,166.3333,34,21.33333,79.33333,-8.66667,-7,-33.3333,0,2321.245,23,1,0,0,0,0,-1,0,-1,0
11530740,5752,-42.6667,-23.3333,75,81.33333,35.66667,226,163.3333,31.66667,17.33333,87,21,-50.3333,-59,0,13813.53,22,-2,0,0,0,0,1,-1,0,1
11530750,-4323,-66.6667,-51.6667,56.33333,27.33333,-29.6667,105.6667,86.33333,60.66667,38.33333,93.33333,81.66667,-26,-45.3333,0,14053.53,12,0,0,0,0,0,0,0,0,0
11530760,-1370,-13,6,3.333333,30,103,143,113.3333,69,10,59,33.66667,12.66667,-2,0,-14728.6,9,-2,0,0,0,0,0,-1,-1,0
11530770,-18553,28.33333,3.333333,133.6667,175.3333,152.3333,202.6667,90.33333,22,17,220.6667,16,-3,1.666667,0,-6464.7,24,5,-1,0,0,0,0,0,0,0
11530780,5313,153.6667,164.3333,120.6667,331,532.6667,315,331,100.6667,48.66667,1482.667,1352,1443.667,1247,0,26431.47,34,1,0,0,1,1,0,0,0,2
11530790,14617,-59,-58.3333,32.66667,-6,-28,10.33333,85,49.66667,11.33333,85.66667,59.66667,-36,-37.3333,0,4142.4,22,1,0,0,0,-1,-1,-1,0,1
11545510,26986,108.3333,31.33333,464.6667,727.3333,605,1195.333,366.6667,66.66667,21.33333,385.3333,103.3333,-11.3333,-33.6667,0,25388.91,124,7,-1,0,0,-1,1,0,0,1
11545610,15192,137,57.33333,383.3333,612.3333,467.3333,710.3333,332.3333,47,41.66667,380.6667,127.3333,-8.66667,2.333333,0,25635.9,45,7,-1,0,0,0,0,-1,0,1
11545620,10232,144.3333,3,79.66667,332.6667,240.3333,591.6667,263.3333,7,13,87,71.33333,-66.6667,-37.3333,0,-40244.6,15,2,0,0,0,0,0,-1,0,0
11545630,9094,263,39,216.3333,678.6667,743,1689.333,553.3333,40,37.33333,106.6667,35,-36.6667,-33.3333,0,-4850.32,23,0,0,0,1,0,-1,0,0,0
11545640,7504,177.3333,17.66667,133,345,383.3333,748.3333,218.3333,42.66667,18.33333,74,23,-3.33333,-34.3333,0,-1250.8,15,1,1,0,0,0,0,0,0,0
11545670,22078,136.3333,-4,128.3333,346.6667,381.6667,727,350.3333,28.33333,17.66667,165,60.66667,12.66667,-60.6667,0,6178.012,42,0,-1,0,0,0,-1,1,0,1
11545680,-14773,-50,-53,-27,-11.3333,-56.6667,-5.33333,55.66667,53.66667,11.33333,66,55.66667,2.333333,-69,0,5239.787,3,0,0,0,0,0,0,0,0,0
11545690,17286,-11.3333,-4.33333,30.33333,9.666667,9.333333,16.33333,48.33333,30,12,56.33333,-8.66667,10.33333,-9,0,-7288.2,9,1,0,0,0,0,0,0,0,0
11545700,-25943,34.66667,-10.3333,9.666667,69,114.6667,214,147.3333,36,14.33333,49,59.33333,-24,-21.3333,0,3261.67,11,1,0,0,0,0,0,0,0,0
11545710,-2040,34,-12.6667,-25.6667,73,83.66667,150.3333,134.6667,22,38.33333,95.33333,32.66667,-15,-44,0,-14278.6,16,-1,0,0,-1,0,0,0,0,0
11560515,-11072,106.3333,33.33333,106.3333,369.6667,408.3333,1003.333,360.3333,43,16.33333,53.33333,-1.66667,-0.33333,-12,0,-1466.87,21,0,1,0,0,0,0,-1,0,1
11560535,10509,-29.6667,-16.6667,383,347.6667,119.6667,96.33333,70.33333,16.33333,2,407.6667,74.66667,-30.3333,-3.33333,0,8223.796,68,1,1,0,1,0,-4,-2,0,1
11560540,5842,-2,33.66667,-23.3333,71.66667,66.66667,55.66667,58.66667,24,37.66667,102.3333,84.66667,-20.3333,-17.6667,0,44563.7,108,5,0,0,1,-1,-1,-1,-1,4
11560550,14897,-24.6667,-34.3333,96.66667,95,12.66667,90,95,2.666667,12.33333,84.33333,9,-9.66667,-36,0,4037.837,37,0,0,0,0,0,1,-2,0,1
11560560,15176,70.66667,30.66667,206,342.6667,189.6667,182.3333,163.6667,61,19.33333,220.3333,169,108,32.66667,0,20851.73,42,0,0,0,0,-1,0,0,0,1
11560585,6140,173.6667,50,177,453.6667,402,956,423.6667,36.33333,-0.66667,87.33333,35.33333,-12.6667,-23.3333,0,-42289.1,12,0,0,0,0,-1,0,0,1,0
11560605,7149,68.33333,-17.6667,247.6667,364,113.6667,75,74,29,18,342.6667,145.3333,85.33333,28.66667,0,32338.14,45,3,0,0,-1,0,0,0,0,1
11560610,1647,-52,-13,85.66667,36.33333,27.66667,19.66667,41,30.33333,8,75.66667,74,-51.3333,-30.6667,0,-23775.7,22,0,0,0,1,0,0,0,0,1
