"행정구역","2018년06월_총인구수","2018년06월_세대수","2018년06월_세대당 인구","2018년06월_남자 인구수","2018년06월_여자 인구수","2018년06월_남여 비율"
"서울특별시 송파구 (1171000000)","666,439","268,325","          2.48","323,741","342,698","          0.94"
"서울특별시 송파구 풍납1동(1171051000)","15,747","6,867","          2.29","7,778","7,969","          0.98"
"서울특별시 송파구 풍납2동(1171052000)","25,038","10,369","          2.41","12,005","13,033","          0.92"
"서울특별시 송파구 거여1동(1171053100)","13,274","5,300","          2.50","6,767","6,507","          1.04"
"서울특별시 송파구 거여2동(1171053200)","17,534","7,246","          2.42","8,691","8,843","          0.98"
"서울특별시 송파구 마천1동(1171054000)","21,542","9,297","          2.32","11,005","10,537","          1.04"
"서울특별시 송파구 마천2동(1171055000)","20,442","8,577","          2.38","10,391","10,051","          1.03"
"서울특별시 송파구 방이1동(1171056100)","16,532","6,154","          2.69","8,047","8,485","          0.95"
"서울특별시 송파구 방이2동(1171056200)","24,973","12,513","          2.00","12,075","12,898","          0.94"
"서울특별시 송파구 오륜동(1171056600)","19,322","6,026","          3.21","9,470","9,852","          0.96"
"서울특별시 송파구 오금동(1171057000)","39,580","15,021","          2.63","19,414","20,166","          0.96"
"서울특별시 송파구 송파1동(1171058000)","26,015","12,169","          2.14","12,356","13,659","          0.90"
"서울특별시 송파구 송파2동(1171059000)","21,094","7,310","          2.89","10,241","10,853","          0.94"
"서울특별시 송파구 석촌동(1171060000)","34,036","16,443","          2.07","16,473","17,563","          0.94"
"서울특별시 송파구 삼전동(1171061000)","33,050","16,181","          2.04","15,782","17,268","          0.91"
"서울특별시 송파구 가락본동(1171062000)","27,873","11,580","          2.41","13,879","13,994","          0.99"
"서울특별시 송파구 가락1동(1171063100)","880","356","          2.47","432","448","          0.96"
"서울특별시 송파구 가락2동(1171063200)","34,368","12,244","          2.81","16,888","17,480","          0.97"
"서울특별시 송파구 문정1동(1171064100)","21,413","8,451","          2.53","10,595","10,818","          0.98"
"서울특별시 송파구 문정2동(1171064200)","29,780","15,015","          1.98","14,031","15,749","          0.89"
"서울특별시 송파구 장지동(1171064600)","34,851","13,388","          2.60","16,913","17,938","          0.94"
"서울특별시 송파구 위례동(1171064700)","28,740","9,086","          3.16","14,004","14,736","          0.95"
"서울특별시 송파구 잠실본동(1171065000)","29,107","14,459","          2.01","13,807","15,300","          0.90"
"서울특별시 송파구 잠실2동(1171067000)","36,939","12,046","          3.07","17,612","19,327","          0.91"
"서울특별시 송파구 잠실3동(1171068000)","36,384","12,415","          2.93","17,398","18,986","          0.92"
"서울특별시 송파구 잠실4동(1171069000)","30,239","10,419","          2.90","14,603","15,636","          0.93"
"서울특별시 송파구 잠실6동(1171071000)","17,301","5,907","          2.93","8,250","9,051","          0.91"
"서울특별시 송파구 잠실7동(1171072000)","10,385","3,486","          2.98","4,834","5,551","          0.87"
