"행정구역","2018년06월_총인구수","2018년06월_세대수","2018년06월_세대당 인구","2018년06월_남자 인구수","2018년06월_여자 인구수","2018년06월_남여 비율"
"서울특별시 동대문구 (1123000000)","348,903","160,757","          2.17","174,128","174,775","          1.00"
"서울특별시 동대문구 용신동(1123053600)","30,531","16,286","          1.87","15,755","14,776","          1.07"
"서울특별시 동대문구 제기동(1123054500)","25,295","12,724","          1.99","12,944","12,351","          1.05"
"서울특별시 동대문구 전농제1동(1123056000)","29,259","14,004","          2.09","14,841","14,418","          1.03"
"서울특별시 동대문구 전농제2동(1123057000)","20,000","7,644","          2.62","9,637","10,363","          0.93"
"서울특별시 동대문구 답십리제1동(1123060000)","26,041","11,089","          2.35","12,721","13,320","          0.96"
"서울특별시 동대문구 답십리제2동(1123061000)","29,097","12,003","          2.42","14,272","14,825","          0.96"
"서울특별시 동대문구 장안제1동(1123065000)","38,776","17,093","          2.27","19,396","19,380","          1.00"
"서울특별시 동대문구 장안제2동(1123066000)","30,949","12,559","          2.46","15,561","15,388","          1.01"
"서울특별시 동대문구 청량리동(1123070500)","22,093","10,513","          2.10","11,103","10,990","          1.01"
"서울특별시 동대문구 회기동(1123071000)","10,343","5,870","          1.76","4,952","5,391","          0.92"
"서울특별시 동대문구 휘경제1동(1123072000)","13,031","6,845","          1.90","6,560","6,471","          1.01"
"서울특별시 동대문구 휘경제2동(1123073000)","24,647","11,110","          2.22","12,143","12,504","          0.97"
"서울특별시 동대문구 이문제1동(1123074000)","27,132","14,321","          1.89","13,585","13,547","          1.00"
"서울특별시 동대문구 이문제2동(1123075000)","21,709","8,696","          2.50","10,658","11,051","          0.96"
