CD,총생활인구수
11110515.0,17908.979067607524
11110530.0,37772.98563978494
11110550.0,14689.2466719086
11110600.0,8387.92914919355
11110700.0,7265.627539112904
11140680.0,7550.99958669355
11200720.0,10407.453512634409
11290770.0,16383.13567379032
11500615.0,35143.77802755376
11500620.0,41414.52120134408
11290780.0,11331.823900403224
11500630.0,30685.719393682797
11500640.0,31587.94212903226
11200790.0,22435.22350577957
11290810.0,30032.681324327954
11500641.0,19166.989781989247
11530510.0,35024.121460752685
11305534.0,26316.802921102153
11530520.0,17579.711942876344
11530530.0,34404.38276612903
11170510.0,14370.749849731183
11215710.0,48201.73780201614
11305535.0,24173.086229166667
11530540.0,48793.59239354839
11530550.0,17948.336553225807
11305545.0,36025.189072446236
11530560.0,38723.770520967744
11530595.0,10780.014155376344
11215730.0,20036.03737217742
11305555.0,29361.56181989248
11530720.0,25183.10948212366
11530730.0,19009.067427150538
11305575.0,24772.822866129027
11530740.0,29884.81353158602
11530750.0,28304.21975698925
11110710.0,15930.034155510752
11170520.0,12672.1897422043
11215740.0,16346.190595564518
11305590.0,21085.541786021506
11530760.0,15175.510420295697
11530770.0,18448.9524311828
11305600.0,12434.959817473118
11530780.0,44215.4172094086
11530790.0,22686.971875268817
11215750.0,19364.536812231185
11305606.0,16492.77782607527
11545510.0,61090.099753091396
11545610.0,33370.97178145162
11305610.0,19611.790492876342
11545620.0,15754.367975806452
11545630.0,22081.08223333333
11170530.0,23203.29091922043
11215760.0,15916.274885618279
11305620.0,21704.995024327956
11545640.0,9721.164205510753
11545670.0,32869.701532123654
11305630.0,29956.479967607527
11545680.0,15402.889144623658
11545690.0,12867.30255107527
11215770.0,28915.090543010752
11305645.0,19087.815533870966
11545700.0,13930.237011155914
11545710.0,12557.42772889785
11305660.0,29265.705690188173
11560515.0,26643.865766263436
11560535.0,53844.3556905914
11110615.0,82997.92722715053
11140520.0,35459.15004287635
11170555.0,26766.627755779573
11215780.0,20050.104565860212
11320511.0,26694.862404435484
11560540.0,93633.9680952957
11560550.0,23374.46824623656
11320512.0,23765.8084780914
11560560.0,42853.300456854835
11560585.0,15682.794114112905
11215810.0,39597.364326747316
11320513.0,13232.027543548389
11560605.0,42812.340318279574
11560610.0,22043.5110047043
11320514.0,32193.649550000002
11560620.0,29320.487237231184
11560630.0,19628.8471547043
11170560.0,17883.685183064517
11215820.0,27802.662099596775
11320515.0,24294.469594354843
11560650.0,14457.960600672044
11560660.0,5986.09726733871
11320521.0,20823.524480645163
11560670.0,8575.282744758064
11560680.0,20792.763085080645
11215830.0,26375.299138575265
11320522.0,21142.39782446236
11560690.0,15618.019797849463
11560700.0,13823.874114247314
11320660.0,20465.22299610215
11560710.0,14806.387711827956
11560720.0,28980.712014381723
11140540.0,29645.529871102153
11170570.0,13344.969151344088
11215840.0,24033.07541827957
11320670.0,19172.21920403226
11590510.0,52671.93817298388
11590520.0,21523.787197580645
11320680.0,16757.74531935484
11590530.0,51984.50543494623
11590540.0,25397.34831908602
11215847.0,29366.082023252693
11320681.0,15048.826973924732
11590550.0,19170.13840403226
11590560.0,22643.95935645161
11320690.0,30748.11135725806
11590605.0,38929.534083064515
11590620.0,26836.651649193547
11170580.0,10820.946582258062
11215850.0,24208.57886827957
11320700.0,13131.34090013441
11590630.0,34603.68073817204
11590640.0,17449.040053494624
11320710.0,21656.465757526883
11590650.0,13886.740121908604
11590651.0,11082.925543413978
11215860.0,22749.95948763441
11350560.0,25808.422652419355
11590660.0,39390.60436276881
11590670.0,17732.765842204302
11350570.0,20990.034963172042
11590680.0,26328.947408870965
11620525.0,22511.42561841398
11110560.0,20022.43871922043
11110630.0,22725.209851209675
11140550.0,48425.02290094086
11170590.0,10654.119860349461
11215870.0,33775.86181612903
11350580.0,28833.883955376346
11620545.0,9129.194481317205
11620565.0,28358.453170833334
11350595.0,43469.78476626344
11620575.0,30245.894272446236
11620585.0,28103.363853091396
11230536.0,46420.15697083334
11350600.0,52254.54435080644
11620595.0,32631.127093548384
11620605.0,27629.13908373656
11350611.0,31538.289864516126
11620615.0,16818.56481895161
11620625.0,23447.697475672045
11170625.0,48948.347055779566
11230545.0,36832.92820241936
11350612.0,17058.279539919356
11620630.0,24806.034351881717
11620645.0,22856.319408870968
11350619.0,21024.355690725806
11620655.0,16509.85734180108
11620665.0,20782.01479717742
11230560.0,39390.93939341398
11350621.0,22040.163334811827
11620685.0,22037.626427419353
11620695.0,35350.395777284946
11350624.0,21084.829477956988
11620715.0,12499.501740322581
11620725.0,24171.41829381721
11140570.0,19914.053860483873
11170630.0,28280.829133064515
11230570.0,17393.464400403227
11350625.0,37122.48646075269
11620735.0,43353.86225
11620745.0,23358.53197258065
11350630.0,36823.04948870968
11620765.0,24797.246996908598
11620775.0,20763.348045833332
11230600.0,21897.237956451612
11350640.0,34101.87433723119
11650510.0,35259.48531505377
11650520.0,47677.66733185484
11350665.0,21934.508773924732
11650530.0,67465.33095174731
11650531.0,46372.86067903226
11170640.0,8438.873520698926
11230610.0,21993.980332526884
11350670.0,23734.38198454301
11650540.0,37943.89652311828
11650550.0,12151.55173763441
11350695.0,40110.81430497312
11650560.0,34955.11804704301
11650570.0,22670.905275537636
11230650.0,33336.94555268817
11350700.0,19580.383753763443
11650580.0,23445.57094610215
11650581.0,45389.44681693549
11350710.0,25395.960655510757
11650590.0,27321.639207930108
11650600.0,24470.23465456989
11110640.0,24324.543558064517
11140580.0,14422.131651612903
11170650.0,15758.191058064516
11230660.0,31956.883448252684
11350720.0,19716.522932930107
11650610.0,24995.798131586023
11650620.0,23284.68384637097
11380510.0,32991.98934274193
11650621.0,27442.34017540322
11650651.0,52048.917932661294
11230705.0,21553.811804838708
11380520.0,36907.78002688172
11650652.0,40781.81446532258
11650660.0,23295.142530107525
11380530.0,21841.10944986559
11680510.0,40879.74782701613
11680521.0,47656.9477297043
11170660.0,12084.23229717742
11230710.0,24516.669214112906
11380551.0,25467.12161129032
11680531.0,46979.09929193548
11680545.0,48897.961301075266
