CD,총생활인구수
11440730.0,38344.1597966954
11650621.0,26357.10333735632
11215830.0,22069.754242385057
11290770.0,14583.930244252875
11305555.0,29594.23621436782
11305660.0,31167.189606034484
11140635.0,17853.23432974138
11200560.0,26117.211214655174
11440690.0,19013.494261925287
11620585.0,25060.26606637931
11410520.0,18347.74268821839
11440655.0,29488.452725718387
11170640.0,7888.284919396551
11320681.0,14511.974350287357
11305534.0,24784.203434626434
11260590.0,25243.10944612069
11500605.0,11678.160468965518
11320521.0,17138.563087787355
11680640.0,113253.81840574711
11110570.0,7322.064096120689
11740685.0,51814.68495761494
11710531.0,12486.703820545976
11650652.0,40383.856838218395
11380690.0,64155.253608764375
11650580.0,19352.27929712644
11470550.0,44130.74218477011
11230536.0,43776.792083333334
11410565.0,36844.56023979885
11740660.0,28099.835833764366
11410700.0,20217.88905933908
11215730.0,19210.0246875
11650620.0,20800.991112212647
11680750.0,24204.415098994254
11590680.0,27520.283838649426
11740600.0,58081.62783922414
11260540.0,19856.33933175287
11740560.0,11911.93994770115
11680545.0,47494.40263807472
11305575.0,24981.494196551725
11200520.0,16939.198627586207
11560670.0,6526.302853591954
11380640.0,13373.666082327585
11350720.0,16444.38479856322
11530560.0,32381.33433103448
11320690.0,24849.222603304595
11620775.0,19261.04344683908
11680580.0,40689.56744123563
11410555.0,37721.60356551724
11560540.0,89293.35326997127
11290760.0,17266.333527873565
11710550.0,18217.1943204023
11440600.0,23027.915827729885
11380570.0,36313.43339109195
11290575.0,24930.426615373563
11560650.0,16560.30965402299
11305630.0,30814.13662356322
11680600.0,31241.117211206896
11230740.0,22432.95944166667
11545710.0,13163.601290229884
11740550.0,15826.460236350575
11170530.0,15869.588155028734
11380580.0,24905.62656652299
11740620.0,31399.789983333336
11440660.0,74289.80674066093
11320660.0,18206.126555747123
11350710.0,19425.358919252874
11140605.0,17356.068398419542
11740650.0,26994.391519827586
11590560.0,23967.029197413794
11200720.0,10887.47488908046
11380560.0,26937.995311637933
11740640.0,26821.100557902297
11380590.0,18109.531100718392
11350670.0,23709.86241738506
11710566.0,21278.248189224138
11140590.0,22794.40448735632
11380631.0,24914.968289798853
11380625.0,46502.93736637931
11140670.0,13696.05035301724
11140625.0,16113.334014942528
11350560.0,26500.55126896552
11140680.0,8934.111967241379
11110640.0,24123.36456192529
11230650.0,38272.163840804606
11320514.0,27883.378171264365
11530595.0,9020.97969367816
11320710.0,23628.2744795977
11590620.0,26824.77141752874
11680630.0,35825.312705316086
11380551.0,27253.566273850574
11200650.0,17287.93266422414
11350665.0,22027.971444252875
11710540.0,12373.876355890803
11740580.0,17474.43597428161
11590630.0,35461.10889511494
11350625.0,38943.60764956896
11350630.0,40967.05200416667
11215820.0,27974.37893548851
11410690.0,16541.328860344827
11170660.0,12605.77377270115
11350612.0,15949.525338936783
11560550.0,25589.904983333334
11500570.0,18701.937957614944
11680610.0,55970.08006005747
11380552.0,25428.23547356322
11470520.0,26638.73628376437
11380600.0,24951.697470258623
11620645.0,24551.608500574715
11170685.0,37257.45132974138
11215840.0,25721.474548563216
11215750.0,19428.703169683908
11140550.0,35531.650043965514
11305545.0,36006.320865373564
11650531.0,45091.04902887931
11320522.0,19997.831062787358
11590520.0,22457.940926436782
11560720.0,25468.045350718392
11500604.0,14593.890394827586
11680656.0,31658.14434267241
11200790.0,18870.384439655172
11110615.0,62999.90607413793
11110690.0,4749.380947126437
11110700.0,7886.903901724137
11350695.0,45148.35365431034
11380520.0,38539.951096551726
11140645.0,12010.927194827587
11530730.0,19788.529345402298
11680655.0,29169.765195545977
11110670.0,9705.166329597701
11215740.0,17362.77625014368
11110680.0,10126.426319252874
11350595.0,46425.52509439655
11350624.0,21674.05892241379
11215847.0,25672.713214367814
11140520.0,27383.74891077586
11230705.0,20813.50438117816
11530520.0,18418.879830747126
11680720.0,24662.812912356323
11710510.0,16841.375651005746
11470610.0,5632.750042672414
11560605.0,44743.01801566092
11260575.0,21983.51599137931
11650520.0,41408.37426063218
11410710.0,14666.917461781608
11305535.0,24346.985543390805
