NM,CD,GUBUN,,자치구,행정동,,,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
신길4동,11560660,dong,영등포구신길4동,영등포구,신길4동,4636,4591.333333,1965,955,723,500.6666667,136,375.6666667,672.6666667,1357,1111.333333,1348.333333,1781,1380.666667,844,294.3333333,10974.33202,1335.618502,5,20,0,64238
신길5동,11560670,dong,영등포구신길5동,영등포구,신길5동,4686.666667,4998.333333,1821,975.3333333,729.6666667,589.3333333,145,489.3333333,731,1266.666667,1192,1485.333333,1838.333333,1478,861.6666667,290.3333333,9649.208346,1249.530987,7,0,0,70750
신길6동,11560680,dong,영등포구신길6동,영등포구,신길6동,9131.333333,9299,3782.333333,1838.666667,1401.666667,1117,264.3333333,1180.666667,1268,2936.666667,3014.333333,2667.666667,2995,2408.666667,1372.333333,502,18651.57802,2984.534138,13,0,1,113734
신길7동,11560690,dong,영등포구신길7동,영등포구,신길7동,8547.666667,8528.666667,2081.666667,1488.666667,1549.333333,1636.666667,381,1679.666667,1613.666667,2423.333333,2880.666667,2914,2600.666667,1680.666667,897,332.3333333,16853.25754,2501.088322,13,0,1,95133
대림1동,11560700,dong,영등포구대림1동,영등포구,대림1동,6670.666667,6601.333333,3064.333333,1425.333333,933.6666667,756.6666667,152.6666667,593,930,2015,1609.333333,1994,2409,1948.666667,1281.333333,423.3333333,13285.02562,2844.663558,16,0,0,105249
대림2동,11560710,dong,영등포구대림2동,영등포구,대림2동,6304.333333,6605,3717.333333,1539,839,546.6666667,158,594,731.6666667,1920,1779.666667,1894,2337,1827.333333,1341,430.6666667,12102.9774,2183.743984,18,5.6,0,129656
대림3동,11560720,dong,영등포구대림3동,영등포구,대림3동,12312,12074.33333,4018.666667,2452.333333,1913.666667,1523.666667,394.3333333,1463.333333,1769.666667,3362.333333,3715,3674.333333,4546.333333,3291.666667,1842.333333,647.3333333,24271.54318,8088.140813,29,10.3,1,85729
동작구,11590,gu,동작구계,동작구,계,193440,204895.3333,78223.33333,37665.66667,30764.33333,26538.33333,6216.666667,27717,30586,65912,66031.66667,61464.66667,59822.66667,46170.66667,28428,10358,366861.0674,66386.86645,343,5.2,11,126598
노량진1동,11590510,dong,동작구노량진1동,동작구,노량진1동,16018,16251,6944.333333,3143.666667,2457,2021.666667,500,2169.333333,2173,5532.333333,5318.666667,4500.666667,4970.666667,3964.333333,2448,1014.333333,27201.28943,3667.977408,42,2.4,2,131950
노량진2동,11590520,dong,동작구노량진2동,동작구,노량진2동,6756.666667,6428,4198,1434.666667,852.6666667,545,132.6666667,440.3333333,707.3333333,2312.333333,2012.666667,1700,2435.666667,1857.666667,1196,449.3333333,15030.56035,5744.215795,19,5.3,0,163280
상도1동,11590530,dong,동작구상도1동,동작구,상도1동,22497.33333,23591.66667,9797.333333,3916.333333,3588.666667,3103.333333,692.6666667,3438,3554.666667,9477.666667,7074.666667,6868,6401.666667,4891.666667,2976.666667,1189,47158.00032,5019.434865,49,2,2,132872
상도2동,11590540,dong,동작구상도2동,동작구,상도2동,13779.33333,14825,5214.333333,2699.333333,2277,2043,454.3333333,2444,2094,4422.333333,5037,4559,4126,3119,1892.333333,764,32535.44498,3619.281035,20,5,1,123800
상도3동,11590550,dong,동작구상도3동,동작구,상도3동,12361,13341.66667,5247.666667,2645,2031,1532,365.3333333,1542,1855,4190,4516.666667,3924.333333,3957.333333,2953.666667,1974,670.6666667,23349.53193,1322.457779,11,9.1,0,149328
상도4동,11590560,dong,동작구상도4동,동작구,상도4동,14689.33333,15185,5568.333333,3080.333333,2391,1899,440,2022.333333,2169.333333,4596,5244,4624.333333,4637.333333,3518.333333,2152.333333,804,23438.98468,1504.478595,15,6.7,0,70906
흑석동,11590605,dong,동작구흑석동,동작구,흑석동,15663.66667,16396,5504,3026.666667,2735.333333,2345,546,2415,2325.333333,5053,4857,4862.666667,5084.666667,3762.333333,2447.333333,1034.333333,23871.5074,5011.688684,27,7.4,1,110658
사당1동,11590620,dong,동작구사당1동,동작구,사당1동,11236.33333,12261.66667,7658.666667,2602,1545,1061.666667,231,986.3333333,1084,5136.666667,4913.333333,2993.333333,3325,2906.333333,1652,435,28743.22384,6589.860947,27,7.4,0,120945
사당2동,11590630,dong,동작구사당2동,동작구,사당2동,13558,14557.33333,4171.666667,2883,2401.333333,1863.666667,458.3333333,2006.666667,1815.333333,3867,4908.666667,4210.333333,4337.333333,3775,2297,740.3333333,25361.14242,3552.767519,28,3.6,2,155922
사당3동,11590640,dong,동작구사당3동,동작구,사당3동,12862.66667,13559.66667,3480.333333,2423,2175,1878.666667,451.3333333,2326.666667,1787.666667,3681.666667,4568,3991.666667,4028.666667,3371.666667,1972.333333,578.3333333,24965.20714,2671.806812,13,7.7,0,142486
사당4동,11590650,dong,동작구사당4동,동작구,사당4동,7143.333333,7748,3172.333333,1608.333333,1121,899.3333333,190,844,883.3333333,2582.666667,2681,2172,2267.666667,1865.666667,1188.333333,333.6666667,12931.94409,914.7092313,10,10,1,120111
사당5동,11590651,dong,동작구사당5동,동작구,사당5동,6337.333333,6687.333333,2312,1231.333333,1072.333333,912.6666667,188.6666667,955.6666667,966.6666667,2044,2224.333333,2050.666667,1997,1512,899.6666667,319.6666667,11043.86897,875.6185677,6,0,0,63724
대방동,11590660,dong,동작구대방동,동작구,대방동,18966.66667,20857.33333,7032,3241.333333,2876.333333,3101.666667,735,2656,4553.666667,6453.333333,5802,7167.333333,5805.333333,3895.333333,2378,964.3333333,38966.25742,10032.94226,37,2.7,2,106675
신대방1동,11590670,dong,동작구신대방1동,동작구,신대방1동,11612.66667,12524.33333,3671,1977.666667,1772.666667,1929,456,1778,2742.666667,3235.666667,3299.666667,4395.333333,3715,2714,1569.333333,583.6666667,21979.32454,2817.166438,9,0,1,105896
신대방2동,11590680,dong,동작구신대방2동,동작구,신대방2동,9957.666667,10681.33333,4251.333333,1753,1468,1402.666667,375.3333333,1692.666667,1874,3327.333333,3574,3445,2733.333333,2063.666667,1384.666667,477.3333333,21624.27717,16601.3389,30,13.3,0,149890
관악구,11620,gu,관악구계,관악구,계,252209.6667,250140,153101.3333,49739.33333,32654,26067.33333,6377.666667,26565,32387.33333,105704.3333,90598,72312,70360,56314.66667,35242.66667,11071.33333,500456.0797,69370.04133,466,4.5,4,128760
보라매동,11620525,dong,관악구보라매동,관악구,보라매동,12397,12919.66667,5932,2737.666667,1852.666667,1418.333333,349.3333333,1460.666667,1665.666667,4562.666667,4439.666667,3574,3719,3206,1965.666667,628.6666667,24581.59137,5533.540105,19,5.3,0,94701
청림동,11620545,dong,관악구청림동,관악구,청림동,8026,8269.666667,2000.333333,1633,1435,1166.333333,256.3333333,1565,1261,1936.666667,2863.333333,2717.333333,2345.333333,1856.333333,1204.333333,467.3333333,17183.57878,705.7576343,7,14.3,0,68197
성현동,11620565,dong,관악구성현동,관악구,성현동,15853.33333,16793.66667,3796,2950,2487.666667,2426,572.6666667,2417.666667,3382.666667,4064.666667,4512.666667,5758,5015.666667,3889.333333,2589.666667,871,32244.09704,1724.377358,10,0,0,106042
행운동,11620575,dong,관악구행운동,관악구,행운동,14563.33333,15344.66667,10724.66667,2932.666667,1764.333333,1333.333333,337.3333333,1405.333333,1549,7442,6206,3812.666667,3710.666667,3117.666667,2001,568.3333333,29159.24565,3552.133371,35,0,0,120783
낙성대동,11620585,dong,관악구낙성대동,관악구,낙성대동,8486.666667,8555.666667,7670.666667,1439.666667,843.6666667,636,170,853.3333333,959.3333333,5163.333333,3574,2134.666667,1713,1354.333333,934.3333333,307,15767.02631,12254.51716,23,0,0,149784
청룡동,11620595,dong,관악구청룡동,관악구,청룡동,14039,15067,15021.66667,2894.333333,1677.666667,1328,334,1039,1572.666667,9226.666667,5478,3462.333333,3175,2730.666667,1808.666667,522.6666667,28327.06685,8050.672566,43,0,1,129984
은천동,11620605,dong,관악구은천동,관악구,은천동,17266,17756.33333,6874.333333,3481,2603,2271,545.3333333,2589.666667,2750.666667,5321,5982.666667,5610.333333,5102.333333,4167.666667,2606,768.3333333,37204.69641,3715.186384,24,4.2,0,137035
중앙동,11620615,dong,관악구중앙동,관악구,중앙동,7399.333333,7941.333333,6302.666667,1556,828.3333333,633,150,488,752,4200.333333,2979.333333,1802.666667,1973.666667,1638.333333,1097.333333,360.3333333,15481.07681,2114.369989,19,5.3,1,133102
인헌동,11620625,dong,관악구인헌동,관악구,인헌동,13187.66667,13714.33333,7834.333333,2699.666667,1778.333333,1422,354.3333333,1453.333333,1816.666667,5676.666667,5253.333333,3937.333333,3582.666667,2795.666667,1757.666667,549.6666667,41100.65268,3702.528435,19,15.8,1,112463
남현동,11620630,dong,관악구남현동,관악구,남현동,9055,9786,4788.666667,1922,1339.666667,1027,263.3333333,1205,954.3333333,3904.666667,3974.333333,2474.666667,2661,2063.666667,1211.666667,331.6666667,14589.42837,3801.219674,20,5,0,211304
서원동,11620645,dong,관악구서원동,관악구,서원동,11883.66667,11359.66667,8866.333333,2549.666667,1381.666667,859.3333333,220,852,1028.333333,6168.666667,4756.666667,2945,3040,2434.666667,1527,436.3333333,23164.51166,3728.93619,28,14.3,0,145725
신원동,11620655,dong,관악구신원동,관악구,신원동,9357.666667,9438,6279.333333,2109,1160,806.3333333,170,777,1005.666667,4256,3429,2529.666667,2553.666667,2192,1519.666667,451.6666667,18797.24648,995.6020142,10,0,0,172616
서림동,11620665,dong,관악구서림동,관악구,서림동,13402,10840.66667,9163,2254.333333,1345.333333,1014.666667,264,1043.666667,1267.333333,5864,4833.333333,3289.333333,3224.666667,2614.333333,1537.666667,481.6666667,24499.44324,1718.622176,22,4.5,0,103357
신사동,11620685,dong,관악구신사동,관악구,신사동,11659.33333,11534.66667,8357.666667,2308.333333,1397.333333,1046.333333,228.6666667,964,1390,5376.333333,4268,3301.666667,3344.333333,2436.333333,1565.333333,473,24273.40943,2253.569218,25,0,0,98919
신림동,11620695,dong,관악구신림동,관악구,신림동,10814,10672,13807,1912.333333,648.6666667,372,90,482.6666667,544.6666667,8009.333333,5659,2391.333333,1765.333333,1422.666667,900,261,22671.52025,2862.393779,43,4.7,1,231615
난향동,11620715,dong,관악구난향동,관악구,난향동,8209,8348,1938.333333,1528.666667,1312.333333,1244.333333,314,1446,1586.333333,1822.666667,2241.666667,3205,2558.333333,2029.666667,1209,381,16863.34555,1157.836553,4,25,0,73872
조원동,11620725,dong,관악구조원동,관악구,조원동,8869,8690,6541.666667,1827,985,788.6666667,177.3333333,830.6666667,940.6666667,3738.666667,3409.333333,2360,2589.666667,2032,1176.333333,412.3333333,18122.48207,4096.578293,22,4.5,0,90320
대학동,11620735,dong,관악구대학동,관악구,대학동,14321,9517.666667,11744,1810.666667,1118.333333,842.3333333,194,849.6666667,1141.333333,6523.333333,4760.666667,3642.333333,3079.333333,2103.333333,1227.666667,452,24426.26257,2557.284321,43,2.3,0,123159
삼성동,11620745,dong,관악구삼성동,관악구,삼성동,12954.66667,12790,4697.333333,2779.333333,1875,1543.333333,422.6666667,1129.666667,1947,3257.333333,3123,3980.666667,4643.333333,3970.333333,2609.666667,920,28472.63346,1218.261694,8,0,0,85642
미성동,11620765,dong,관악구미성동,관악구,미성동,15931.66667,16551.33333,5541.666667,3213,2569,2137.333333,562.6666667,2040.333333,2660,4999,4792,5022.666667,5309,4476.666667,2383.666667,687,32542.46292,3236.936472,21,14.3,0,91715
난곡동,11620775,dong,관악구난곡동,관악구,난곡동,14534.33333,14249.66667,5219.666667,3201,2251,1751.666667,401.6666667,1672.333333,2212,4190.333333,4062,4360.333333,5254,3783,2410.333333,740.3333333,28238.22603,1170.810368,21,0,0,144447
서초구,11650,gu,서초구계,서초구,계,207512.6667,225803,58520,34621.33333,34129.33333,34884.66667,8467.666667,37215,46585.66667,57077.33333,68661.33333,79733,62377.66667,45580,25536.66667,8676.666667,426656.7335,496195.3925,538,4.3,17,132698
서초1동,11650510,dong,서초구서초1동,서초구,서초1동,10295,11046,3897.333333,1761,1572.666667,1514.666667,410,1651.666667,1993.666667,2977,3848,3853,2940.666667,2309,1231.666667,436,21912.72475,40774.40157,36,0,1,127502
서초2동,11650520,dong,서초구서초2동,서초구,서초2동,8736.666667,9537.333333,3797,1505.666667,1437.333333,1341,298,1494,1734.666667,2629.333333,3760.666667,3242.333333,2385.666667,1736,909,305.6666667,18032.93166,60059.01969,40,5,1,172180
서초3동,11650530,dong,서초구서초3동,서초구,서초3동,14993,15589,5838.666667,2677.333333,2274.333333,2084.666667,567.3333333,1786,2827,5028.666667,4885.333333,4883.666667,4869,3474.333333,2030,670.3333333,30484.64175,76751.15128,84,2.4,0,120632
서초4동,11650531,dong,서초구서초4동,서초구,서초4동,15304.33333,16306.33333,2340,1945.333333,2590.333333,3316.333333,649,3169.333333,4267,3706.666667,4100.666667,6453.666667,4460.666667,2966.666667,1769,587.6666667,31263.59074,26623.19744,35,8.6,0,136270
잠원동,11650540,dong,서초구잠원동,서초구,잠원동,16489,18137,4700.333333,2637.333333,2968,3028,557,2796,4072.666667,4488.666667,5493.333333,6883.333333,5284.333333,3230.666667,1580,642,32633.2441,19308.22585,33,3,1,163660
반포본동,11650550,dong,서초구반포본동,서초구,반포본동,5832.666667,6537.666667,757,810.3333333,976,1251,251.6666667,670.3333333,2127.666667,1479.666667,963,2682,1970.666667,1157.333333,969.3333333,304.6666667,8494.418158,1143.922203,8,0,1,152543
반포1동,11650560,dong,서초구반포1동,서초구,반포1동,15695,16941.66667,6355,2225.333333,2365,2632.666667,624.6666667,3199,3501.333333,4487.666667,6057.333333,6639,3915,2848.333333,1438.333333,435,29553.77498,8557.302041,29,0,2,175297
반포2동,11650570,dong,서초구반포2동,서초구,반포2동,7800,8575,680.3333333,828,1306.333333,1714.666667,468,2071,2693,1409.333333,1848.333333,3854.666667,1934,1332.333333,888.6666667,256.6666667,19445.45129,2182.663646,8,25,1, 
반포3동,11650580,dong,서초구반포3동,서초구,반포3동,9582.666667,10653.33333,1294.666667,1381.333333,1856.333333,1987.666667,417.3333333,1899.333333,2812.333333,2195.333333,2628,4376.666667,2893.666667,1859.333333,1087.666667,391.6666667,18837.67753,7859.818585,7,14.3,0,254147
반포4동,11650581,dong,서초구반포4동,서초구,반포4동,9439.333333,10523.33333,1868.666667,1493.666667,1784.666667,1612.333333,404,1831.333333,2265.333333,2468.333333,3055.333333,3632.666667,2826,2273.666667,1123.666667,398.3333333,19779.57705,33791.70978,41,4.9,1,187971
방배본동,11650590,dong,서초구방배본동,서초구,방배본동,9995.333333,11501.66667,2154,1552,1684.666667,1906.666667,472.3333333,1633,2934.666667,2683.666667,2646.666667,4215.333333,3345.666667,2116,1243.333333,580,21778.81172,8144.863726,21,14.3,0,127973
방배1동,11650600,dong,서초구방배1동,서초구,방배1동,8285.666667,9308,2933,1762,1377.333333,1200,297,1262,1442.666667,2590.666667,3237.333333,2891,2463.666667,2023.333333,1208.333333,388.6666667,17648.48853,11333.23206,18,0,0,114767
방배2동,11650610,dong,서초구방배2동,서초구,방배2동,10229.66667,11383,3092.666667,2090.333333,1647.333333,1462.333333,371.6666667,1377.333333,1835.666667,3213.666667,3409.666667,3305.333333,3462.666667,2814.333333,1606.666667,483.3333333,24210.69292,16161.77418,26,3.8,1,131152
방배3동,11650620,dong,서초구방배3동,서초구,방배3동,10792.33333,11542.66667,2243.666667,1881.666667,1879.333333,1849.666667,414.3333333,1413.333333,2190,3104.333333,3069,3502.333333,3760.666667,3076.333333,1588,511,21747.56702,9671.224153,18,0,0,101310
방배4동,11650621,dong,서초구방배4동,서초구,방배4동,11112.33333,12994.66667,3419,2024,1793.666667,1886,454.6666667,1764.333333,2775.666667,3297.333333,3783,4451.666667,3519.666667,2309.666667,1588,530.3333333,24883.74895,12742.17965,25,0,0,106098
양재1동,11650651,dong,서초구양재1동,서초구,양재1동,22061.33333,24071.33333,6014.333333,4004.333333,3455,3341.666667,1075.666667,5079,4133,5715.333333,7775.666667,7924.666667,6399.333333,5270.666667,2697,937.6666667,46711.37048,38533.32563,47,4.3,1,121105
양재2동,11650652,dong,서초구양재2동,서초구,양재2동,11813.66667,11699,4994.666667,2219.666667,1610.666667,1444,392,1743.333333,1730.333333,3569,4919,4018.666667,3437.333333,2440.666667,1217.666667,357.3333333,23928.01925,123208.7784,49,8.2,1,89501
내곡동,11650660,dong,서초구내곡동,서초구,내곡동,9054.666667,9456,2139.666667,1822,1550.333333,1311.333333,343,2374.666667,1249,2032.666667,3181,2923,2509,2341.333333,1360.333333,460.3333333,17939.45587,6387.722875,13,0,1,118475
강남구,11680,gu,강남구계,강남구,계,259591.6667,282524.6667,92479.66667,43917.66667,41472,42877.33333,9742,39297.66667,60664.33333,76009,87202,99862.33333,78928.33333,56273.66667,31079.66667,10507,559056.0549,846212.4771,970,4.4,26,158842
신사동,11680510,dong,강남구신사동,강남구,신사동,8147.666667,9370.333333,2898.333333,1538.666667,1307,1215,317.6666667,1108,1811.666667,2446.333333,2682.666667,3234.333333,2410,1818.666667,1388,531,19154.67756,34007.06047,46,8.7,1,198673
논현1동,11680521,dong,강남구논현1동,강남구,논현1동,10846.33333,12596.33333,9553.666667,2480,1206,809,245.6666667,832.6666667,1024,4674.333333,6140,3834,2854.666667,2283.333333,1281.333333,429.3333333,23524.22978,43621.37211,79,5.1,2,170462
논현2동,11680531,dong,강남구논현2동,강남구,논현2동,10289.66667,11661,6273.333333,2065,1551,1169,259.6666667,1305,1405,3517.666667,4861.333333,3833.333333,2842.666667,2247,1403,439.6666667,22009.85774,68241.33816,77,3.9,2,140241
압구정동,11680545,dong,강남구압구정동,강남구,압구정동,12863.33333,15063.33333,2966.666667,2408.333333,2399.333333,2213.333333,524.3333333,2429.666667,2977.666667,3285.333333,3876,5142.666667,3817,3137,2293.333333,793,28057.41894,35604.43008,56,0,0,172471
청담동,11680565,dong,강남구청담동,강남구,청담동,14105.33333,15865,4770,2435.666667,2376.333333,2200.666667,549.3333333,2473,2673.666667,4256,5114.666667,5214,4476.666667,3230.333333,1792.333333,576.6666667,29325.45592,44239.2881,55,7.3,1,162111
삼성1동,11680580,dong,강남구삼성1동,강남구,삼성1동,7395.666667,7425.666667,2082,1217.333333,1186.333333,1100.333333,293.3333333,1006.333333,1516.333333,2146.666667,2256,2484,2392.666667,1734.333333,955,262,15222.80381,95855.11704,55,1.8,3,156457
삼성2동,11680590,dong,강남구삼성2동,강남구,삼성2동,14406.33333,15877.66667,5926,2309,2259.666667,2358.666667,489,2611,3469.666667,3976,5526,6406,3780.666667,2416.333333,1558,453.3333333,29970.96539,56692.42624,51,3.9,4,165960
대치1동,11680600,dong,강남구대치1동,강남구,대치1동,12741.66667,12668.33333,568.3333333,911.6666667,1948,3130.333333,667.6666667,2065.333333,5621.333333,2694.666667,1834.666667,6257.666667,3700.333333,1883,974.3333333,318.6666667,25397.78903,3768.518437,23,17.4,0,248460
대치2동,11680610,dong,강남구대치2동,강남구,대치2동,20042.66667,19450,2453.333333,2019.666667,3218.666667,4238,828.3333333,2067,6833.666667,5578.666667,3612.666667,7834,7021,3989.666667,1866.333333,554.6666667,39698.12244,62915.78497,47,4.3,2,142529
대치4동,11680630,dong,강남구대치4동,강남구,대치4동,9816,10969.66667,5320.666667,1686.333333,1361.333333,1396,295,837,2704,3489,3576,4279.666667,3134.333333,1511,957.3333333,258.6666667,21426.22894,28420.16175,61,1.6,0,172414
역삼1동,11680640,dong,강남구역삼1동,강남구,역삼1동,17365.33333,18531.33333,16914.66667,3494,1684,1173.333333,310.3333333,1260.333333,1500.666667,7622,10310,5800,4214,2930,1654.666667,498.3333333,35713.26579,192006.4734,198,2.5,2,147116
역삼2동,11680650,dong,강남구역삼2동,강남구,역삼2동,17225.33333,19268.66667,6490,2308,2800.333333,3206.333333,640.3333333,3208,5339,4463,5640.333333,8550,4500.333333,2534.333333,1649.666667,504.3333333,37131.48463,51575.69947,53,5.7,0,158306
도곡1동,11680655,dong,강남구도곡1동,강남구,도곡1동,10682,11973.33333,2543,1587.333333,1860.333333,2066.666667,404.6666667,1904,2425,3259.333333,3512.333333,3921.333333,3491.666667,2453.666667,1190.333333,409.6666667,21732.53662,14316.14642,27,7.4,1,224268
도곡2동,11680656,dong,강남구도곡2동,강남구,도곡2동,16019,18445.33333,2149,2308.333333,2992.333333,3467,716,2950.666667,4916.333333,4245.666667,4029.666667,6737.666667,5369.666667,3500,1924.333333,638.6666667,33694.32682,30577.59413,24,0,2,159027
개포1동,11680660,dong,강남구개포1동,강남구,개포1동,3564.333333,3802.333333,841,608,529.6666667,576,143,403.6666667,688.3333333,949,803.3333333,1041,1289.666667,1250,674.6666667,201.3333333,11529.57933,908.3752793,2,0,0,111381
개포2동,11680670,dong,강남구개포2동,강남구,개포2동,7094,7487,1649.666667,1683.666667,2031,2168,380,924.3333333,1910.333333,2054.666667,1597,2401,2714,1887,779,254,11634.91757,2327.320807,12,8.3,3,141403
개포4동,11680690,dong,강남구개포4동,강남구,개포4동,9140.333333,9480,2952.666667,1577.333333,1457.666667,1350.333333,328,1219,1810.666667,2767.333333,2952,3220,3164.666667,2154,967.6666667,291,17808.06161,9568.183143,32,3.1,0,88680
세곡동,11680700,dong,강남구세곡동,강남구,세곡동,21552,23598,5875,3898,3267.333333,3323.666667,1120,5376.666667,4437,5447.333333,7739.666667,7652,6035,4510.333333,2554.666667,1164.666667,48222.53123,5780.877556,23,4.3,0,187705
일원본동,11680720,dong,강남구일원본동,강남구,일원본동,12122.33333,12531.66667,1464.333333,1493.333333,2029,2575,494.6666667,2398.666667,3563.333333,2750.666667,3242.666667,4787,3720.666667,2712.333333,960,425.3333333,27072.2779,8883.260454,11,0,1,102413
일원1동,11680730,dong,강남구일원1동,강남구,일원1동,8223.333333,8551.333333,3174.666667,1779.333333,1264.333333,969.3333333,275,893.3333333,1405,2517,2513.666667,2348.666667,2759,2448,1304.333333,481.3333333,16630.86778,3499.907162,12,16.7,0,96543
일원2동,11680740,dong,강남구일원2동,강남구,일원2동,8488.666667,9142.333333,2221.333333,1779.666667,1530,1476.666667,276,1247.333333,1875.333333,1976.666667,2658,3089.666667,2640.666667,2416.333333,1285.333333,378.6666667,18347.38785,16252.03681,6,16.7,1,192949
수서동,11680750,dong,강남구수서동,강남구,수서동,7460.333333,8766,3392,2329,1212.333333,694.6666667,184,776.6666667,756.3333333,1891.666667,2723.333333,1794.333333,2599,3227,1666,642.6666667,14096.19551,13024.81872,20,10,1,110377
송파구,11710,gu,송파구계,송파구,계,327370.6667,347583.6667,96402.66667,58761.33333,55204.66667,53544,11847,54656.33333,63646,95843.33333,115629.6667,111330.6667,104839,77395,36447.33333,12679.33333,669576.712,321087.3244,625,3.7,18,138523
풍납1동,11710510,dong,송파구풍납1동,송파구,풍납1동,7556.666667,7688,2532.666667,1580.666667,1154,1004.333333,195.6666667,836,1102.333333,1958,2328.666667,2291.666667,2676.333333,2346.333333,1240.333333,412,11287.64703,1043.426539,8,0,0,74346
풍납2동,11710520,dong,송파구풍납2동,송파구,풍납2동,11864.33333,13002.66667,4053.333333,2162.333333,2170,1937,414.3333333,2032.333333,2166.666667,3791,4215.666667,4091.666667,3655.666667,2940.666667,1405.666667,481.6666667,19538.36542,11178.86858,18,0,0,93689
거여1동,11710531,dong,송파구거여1동,송파구,거여1동,6776,6462.666667,1882.333333,1310,1043.333333,980,222.3333333,745.6666667,1233.333333,1870.333333,1689.333333,2183.333333,2420.666667,1765.333333,988.6666667,298.3333333,12309.31844,3315.00448,12,8.3,1,99695
거여2동,11710532,dong,송파구거여2동,송파구,거여2동,8450.666667,8668.333333,2512,1784.333333,1424.333333,1121,257,1157,1590.666667,1936.333333,2391,2953.666667,2936.333333,2234,1356,469.6666667,17620.3911,2457.523439,11,9.1,0,138535
마천1동,11710540,dong,송파구마천1동,송파구,마천1동,10747,10276,3524.666667,2101.666667,1567.666667,1324.666667,402.6666667,1320.333333,1802,2639,2563.333333,3298.333333,3790,3056.333333,1817,629,21410.52974,1235.377568,11,0,1,66512
마천2동,11710550,dong,송파구마천2동,송파구,마천2동,10375.66667,10038.33333,3205,2149.333333,1623,1293.666667,327.3333333,1118.666667,1648.333333,2612.333333,2509.666667,3116.666667,4007.666667,2961.333333,1695.666667,606.6666667,21776.06681,3121.052446,10,0,0,101046
방이1동,11710561,dong,송파구방이1동,송파구,방이1동,7958.333333,8468.333333,1859.333333,1209.666667,1328.333333,1459.666667,325.3333333,1147.666667,1906,2546.333333,2314.666667,2808.666667,2774.333333,1775.666667,772,320,14163.14986,5577.626261,23,4.3,1,99870
방이2동,11710562,dong,송파구방이2동,송파구,방이2동,12250.66667,13186.66667,7576,2736,1777.333333,1335.666667,305,1429.666667,1499.666667,4501,5621,3715.333333,3863,2951,1375,415,26263.20805,15320.81557,40,7.5,0,132631
오륜동,11710566,dong,송파구오륜동,송파구,오륜동,9359.333333,9775.666667,665.6666667,1066.333333,1598.666667,2084.666667,448.3333333,1429.666667,3051.666667,2407,1889.333333,3592.666667,3168.666667,2289.666667,888.6666667,344,19392.83795,4610.490504,15,0,1,384912
오금동,11710570,dong,송파구오금동,송파구,오금동,19879.33333,20777.33333,4351,3641.666667,3616,3279,773.6666667,3074,3696.666667,5960.333333,5971,6118.333333,7271.333333,5195,2250,918.6666667,39727.16752,14824.63304,39,0,1,96411
송파1동,11710580,dong,송파구송파1동,송파구,송파1동,12241,13619,5912,2675.333333,1894.333333,1459.666667,356.3333333,1564.666667,1628,4672.333333,5774.666667,3635.666667,3789,2914.666667,1377.333333,432.3333333,28997.26707,7672.445937,25,4,0,107571
송파2동,11710590,dong,송파구송파2동,송파구,송파2동,10083,10709.33333,1678.666667,1536,1780.666667,1906,444.3333333,1693.666667,2160,3042.333333,3117.333333,3177.666667,3497.666667,2588.666667,1023.333333,400.3333333,17537.89213,4731.547634,13,0,0,145764
석촌동,11710600,dong,송파구석촌동,송파구,석촌동,16283,17495.66667,8657.333333,3533,2422,1851.666667,415.3333333,1996,2246.666667,5661.666667,7375.666667,5211.333333,5048,3709.666667,1871,568.6666667,34270.9778,9222.001252,44,2.3,1,125558
삼전동,11710610,dong,송파구삼전동,송파구,삼전동,15598.33333,17170.33333,8272,3309,2358.666667,1822.666667,411,1959.666667,2357.666667,5303,7264,5463.333333,4812.333333,3413.333333,1580.666667,503,31546.78836,7657.916825,36,0,0,141463
가락본동,11710620,dong,송파구가락본동,송파구,가락본동,13765.33333,13931.66667,4598.333333,2517,2188.666667,2020.666667,490.3333333,1772.666667,2213.333333,4421.666667,5013.666667,4113.333333,4944,3236,1377.666667,522.3333333,31195.1825,27452.64275,43,4.7,0,120565
가락1동,11710631,dong,송파구가락1동,송파구,가락1동,6777.333333,7069.333333,1620.333333,2488.333333,2549.333333,2580.666667,478.3333333,1831.333333,1363,1741,2586.333333,2274.666667,2031.333333,1401,481.3333333,113,863.8365246,10882.36573,4,25,2,99420
가락2동,11710632,dong,송파구가락2동,송파구,가락2동,16703.33333,17397.66667,2969,2475.333333,2964,3116,626.6666667,2873.666667,3918.666667,4916.666667,5166,5842.333333,5489.333333,3701,1501,584.6666667,34712.05719,7412.309955,19,0,2,111792
문정1동,11710641,dong,송파구문정1동,송파구,문정1동,10593.66667,10726,2755.333333,1897.333333,1726.333333,1657.333333,405,1443.666667,1714,3490,3752.666667,3025.333333,3708,2669.333333,1078,365.3333333,20141.87824,4380.321055,16,12.5,1,103438
문정2동,11710642,dong,송파구문정2동,송파구,문정2동,13966,15875.66667,8496,2797.333333,1951.666667,1784.666667,368.6666667,1752.333333,1704.333333,5508,7917,4230.333333,3574,3040,1446.333333,567.3333333,27347.38033,46624.15068,64,4.7,0,225388
