임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,폐업률
-36030,-11.667,-43.333,8.667,-10.333,-38,-16.333,8.333,59.333,24.3333,-300,0,33.667,157.333,86.71837,-2674.75,23,0,0,0,0,-2,-1,-2,0,0,0
-1938,-58,-9.667,-25.667,-71,2.667,-31.667,63.667,67.667,20.6667,-313.667,-97.333,27.667,199,-215.024,1973.791,13,1,0,0,0,0,0,0,0,2,7.7
27625,10,10.667,159.667,-1.333,22.667,-1.333,83.333,22.667,17.6667,-226.667,-140.667,14.333,109,3.160551,6026.341,18,-1,0,0,0,0,0,0,0,0,5.6
2321,-25,-40.667,71,-1.667,-32.667,28,30,25,30,-214,-101.333,91.333,123.667,16.01827,10477.23,14,-2,0,0,0,-1,-2,-1,0,0,28.6
-519,-2.667,-23.667,62.333,-5,36,27.333,9.667,41,24,-286.333,-128.333,37,96.333,93.09383,23863.6,16,2,0,0,0,0,1,0,1,0,0
49130,-29.333,-72.333,-18,6.667,-88,-49.667,52.333,2.667,1.3333,-34,-112.667,-23,120.333,29.64412,8732.154,10,0,0,0,0,0,0,0,0,0,0
-21720,-26.667,-43.667,95,64.333,-24.333,14.333,72.667,66,19.6667,-342,-91,99.333,146,108.6213,7333.8,24,1,-1,0,0,0,0,1,0,1,0
19933,-28.333,-68.667,-37.667,37.667,-55.667,20,62,24.333,14.6667,-278,-49.667,101.333,207,10.07243,-6762.9,12,0,0,0,0,0,-1,0,0,0,8.3
-21157,2.333,-45.667,-26.667,31.333,-16,-21.667,85.667,18.667,20.3333,-89,-224.667,111.333,213.333,39.81092,23551.36,9,1,0,0,0,0,2,0,0,0,0
-49411,-39.667,-9.667,324,1.667,75.667,38.667,27.667,23.667,7.6667,-170.667,-72.667,-13.333,158.333,-29.5012,4502.444,36,1,0,0,0,0,0,1,0,2,0
16237,-33,-39.333,29,-73.667,-24,22,33,42.667,1.3333,-446,-199.333,-107.333,55,9.743383,12613.57,18,0,0,0,0,0,0,-1,0,0,0
-26478,-67,-34.333,0.333,-32.333,-40,13,50,42.333,17.3333,-392.667,-111.667,152.333,312,-39.2105,-12404.8,9,-1,0,0,0,0,0,0,0,1,0
-7497,-75.333,20.333,344,42,-10,-4.667,122,28.333,18.6667,-547,-10.333,110,225.667,379.9562,-7937.59,48,1,0,0,0,0,1,0,0,2,2.1
-37220,-69.667,3,357.667,4.667,-37.667,8,36.333,28,21,-418.667,-158.333,-50,358.667,-127.745,-3066.39,41,3,0,0,0,2,0,0,0,1,7.3
-17147,-7.667,155.667,461,52.667,-62.667,-11.333,68.333,38.333,7.3333,96,-92,62.667,229.667,46.47163,-11925.2,21,0,0,0,0,0,0,0,0,0,0
-61025,-49.667,-73.333,-9,14,-62.667,-5.333,25,19,15.3333,-131.333,-44.667,54,116,56.57216,28999.6,4,1,0,0,0,0,0,0,0,1,0
52575,-26.667,-130,31.667,31,-112.667,-21.667,53.667,10.333,7,117,-39.333,33.333,206.333,139.2051,16176.22,14,3,0,0,0,0,0,0,-2,0,0
-10870,-28.333,-89,37,75.667,-88.333,1,22.333,1.6667,14.3333,-30,-77,-100.667,146,51.4485,-6917.34,14,1,0,0,0,0,0,-2,0,0,0
13372,-44.667,-44.667,-35,8.667,-53.333,1.667,21,32.667,16.3333,-236.667,-30,44.667,181.333,64.00403,3127.446,11,-1,0,0,0,0,-1,0,1,0,9.1
-36492,-52.333,-1.12E+02,17,-70.667,-45,-2,76,44.667,12.333,-306.333,-149.667,175.667,308,38.47769,-7865.49,9,1,0,0,0,0,0,0,0,1,0
-18899,-60.333,-71.667,55,-30.667,-44,28.333,71,34,45.333,-146.333,-164.333,13,300.667,58.47904,-20511.7,27,0,0,0,0,0,-1,0,0,1,14.8
-11843,2.667,-8.20E+01,79.333,7.667,-49.667,9.333,66,9,9.3333,-221,-40.667,20.667,184.667,160.9361,-16291.9,25,3,0,0,0,0,1,1,0,1,4
-4013,-35.667,-68.333,-15.333,-64.667,-81,21.333,11.333,-14.333,31.6667,-71.333,-127,-28.667,112.667,128,20927.97,15,-2,0,0,0,0,0,0,0,1,6.7
5268,-39.333,-57.667,13.333,-5,-102.667,27,11.667,16.667,19,-84,4.667,64,229,550.9244,-10927.2,12,0,0,0,0,0,-1,0,-1,1,8.3
-13495,-106.333,-54,73.667,-65.667,-76.667,20,63.333,11.333,9,-221.667,-179.667,105,290.333,-20.1249,-15350.7,28,1,0,0,0,1,0,1,0,0,7.1
3184,-64.667,-52,47,-64.667,-32,36,33,13.333,5.6667,-192.667,-111,73.667,244,-38.0604,13227.62,6,0,0,0,0,0,0,0,0,1,0
-27948,-48.667,-62.333,4,-44.667,-47.667,23.667,38.667,34,0.6667,-97.333,-93.667,-10,228.667,17.49359,-7227.03,7,0,0,0,0,0,0,0,0,0,0
-19975,-42.667,-33.667,40,-39.333,-41.667,20,34.667,1.6667,1.3333,-78.667,-123,139,82.333,3.986833,7299.924,5,1,0,0,0,0,0,0,0,0,0
-10014,10.667,-17.333,101.333,41.667,19.667,124.333,105.667,35.667,38.6667,-723.333,-879.667,-547,-198.667,-93.3532,-10853.9,26,-1,0,0,0,0,0,0,0,2,0
2171,-47,-84.667,62,-9.333,-66.667,10,88,71.667,47.667,-572.333,-250,201,284.667,-18.046,-9649.37,13,0,0,0,0,0,1,-2,0,1,15.4
-17416,-11.333,-38,84,41.667,32.333,28.333,47.667,23.667,19.3333,-514.333,-44.333,98.333,184.667,-3.92805,-2024.69,25,1,-1,0,0,0,0,-1,0,1,0
-12234,-22,-86.667,73.333,65.667,-32,1.333,45.333,19.333,13,-410.333,-41.667,91,165.333,85.287,553.4584,21,1,1,0,0,-1,-1,-2,0,0,4.8
552,-11.667,64.667,87,17.667,9.667,91.667,39.667,57.667,15.3333,-360,-180.667,111.667,188.333,-37.7021,4701.362,34,0,0,0,0,0,0,-1,0,0,5.9
-19714,-23.333,-40,99.333,35.667,-3.667,89,58,63,29,-571,-210.333,29.667,181,41.93309,24613.32,24,2,0,0,0,0,0,0,-1,1,0
-25054,-45.667,-33.667,89,43,-42.333,64,55.333,28.333,23.6667,351.333,404.333,408.667,504.333,71.52144,-7991.01,33,-2,-1,0,0,0,0,1,1,1,6.1
-1349,-1,-72.333,57.667,22.667,18.667,55,35.667,45,11,-437.667,-109.333,43.667,148.333,21.30648,-13636.6,27,-2,0,0,0,0,0,0,-1,0,3.7
-2056,-31,-22.667,22,25,4.667,-12.667,-11.333,-9,6,-414.333,-538.333,-449.667,-228,-42.2322,-4427.29,4,0,0,0,0,0,0,0,0,0,25
-9959,-23.333,-77,90,22.667,-1.667,68,95.333,47.333,21.3333,-402.667,-111.667,131.333,120.667,44.56109,-7298.3,28,0,-1,0,0,0,0,-3,0,0,7.1
1525,-68.333,-41,178.667,34.667,24.333,118.333,68.667,78.333,47.333,-501,-187,253.333,409.667,49.91197,-26870.1,41,-2,0,0,0,0,0,-1,0,0,4.9
9567,-45.333,-25.667,79.333,27.333,14.667,23,72.667,55.667,3.6667,-362,-248.667,-30.333,118,29.58113,-18494.9,20,0,0,0,0,0,0,0,0,1,10
-7514,-20,-65.333,44.667,98.333,-39,87.667,42.667,34.667,13,-278.667,-67.333,34.667,156.667,-4.75884,6365.785,12,-1,0,0,0,0,0,0,0,1,0
-38809,-20.667,-45.333,-7.667,-26.667,-51.667,-4.667,30.333,15.333,3.3333,-98.667,-81,44.667,114,-23.5281,4953.046,16,-1,0,0,0,0,0,0,0,1,0
-18245,-32.3333,-67.6667,-98,-100,-133,-169,-121,-84,-35,502.333,350.3333,247,276.6667,119.1274,7007.889,1,0,-1,0,0,-1,-1,-1,0,1,0
14864,-125,108,173,159.667,66.33,172.333,119.667,69.667,25.667,-1110.67,-396,-174,79.333,388.9328,-41492.6,32,-1,0,0,0,1,0,0,0,1,3.1
-27948,2.333,-15.333,67.667,48.333,0,50,57,-1,17.3333,29.667,-78.667,50,150.333,188.0446,22557.03,10,0,-2,0,0,0,1,1,1,0,0
84221,37,-7.333,98.667,111,46.333,98.667,49.667,2.667,9.6667,-52,1.667,-24.333,110.333,64.78101,326.4973,8,1,0,0,0,0,0,0,0,0,0
-1916,10.3333,-13.333,125.667,94,16.667,47,29.333,-13.667,19.6667,-232,-75.333,40.667,104,105.1834,-185.146,27,0,0,0,0,0,0,0,0,2,7.4
32377,18.333,282.333,4120,565.333,83.667,61.667,29.333,9.333,18,-894.667,-23.333,44.3333,66,603.7683,-39549.6,82,6,0,0,0,0,0,-1,-1,2,2.4
-1931,73.667,158.667,1129,401,264.333,271.333,259,116.667,46,-818,-220,36.333,86.667,254.0158,-7557.71,37,0,0,0,0,0,0,-1,0,0,2.7
-14793,-26,-41.333,-10.333,-70.333,-59.333,-2.667,35,-1.333,-14.6667,-360.333,-219.333,-184,-59,79.96134,-5408.73,14,-1,0,0,0,0,0,-1,0,0,0
-4159,-20,-37,36,-2.667,-49,42.667,28,7.333,6,-80,-26.667,16.667,84,10.37157,7426.82,11,1,1,0,0,0,0,0,0,1,9.1
-52146,-12,-6,25,4.667,-17.333,7.667,38,16.333,15.6667,-106.667,3,9,80.333,-66.9834,12741.46,4,-2,0,0,0,1,0,-1,0,1,0
28049,22,17.667,160,72.667,50.333,100,80.333,22,25.6667,70.333,-87.667,113.667,137.667,14.3821,14422.97,10,1,-2,0,0,-1,0,0,0,0,0
8694,-41.333,-20.667,219.667,54,-13,30,36.667,29.333,37.3333,-94.667,-7,130.667,246.333,24.12007,-14339.8,20,0,0,0,-1,0,0,0,0,0,0
49710,43.667,40,149.333,18,94.667,40.667,41,-2.6667,12.3333,-7,-42.667,16.667,19,23.14524,4304.319,8,-2,-1,0,0,0,0,0,0,1,0
-25216,-3,4.333,301.667,89.667,-41.333,7.667,27.333,17.333,6.6667,-566.333,-475.667,-518.333,-422.333,29.34731,9578.127,21,0,0,0,0,1,0,0,-1,0,0
36245,-10.333,-50.667,31.667,7,-27.667,5.333,17.333,19.333,8,-117.667,-63.667,67.333,115,118.2581,-1475.88,10,0,-1,0,0,0,0,0,1,0,10
18659,-46.333,-51.667,88,-24,-32.333,55.667,103,37.333,12.6667,-330.333,-80.333,106,257.667,56.22873,-13905.3,32,-1,0,0,0,0,0,-1,0,0,3.1
53332,39,-1,134.667,160.667,111.333,128.667,54.667,-10.667,8.6667,-7.333,12.333,-33,91.333,-58.4854,-14450.7,22,0,0,0,0,0,0,0,1,1,4.5
8083,-1.667,-46.333,146.667,188.333,48.667,244.667,109.333,32.667,33.333,-970.333,-57,111.333,201.667,96.32982,2207.709,30,-3,0,0,0,-2,-1,0,-2,1,6.7
15341,-6.333,-10.333,89.333,89,46.333,46.333,58.333,-2.333,13.3333,-88,-7.333,17.333,75,692.865,3509.49,22,1,0,0,0,0,-1,0,0,0,0
-35848,22.333,39.333,81.333,200,98.667,97.667,40.667,33.333,27.3333,-131,-35.333,17,63.667,1204.102,13262.8,29,0,0,0,0,-1,0,0,0,1,3.4
-16223,20,91.3333,1241.667,214.667,74.333,106.333,0,6,21.3333,-229.333,1,-19.3333,-42.6667,-2341.97,-9979.49,41,1,1,0,0,-1,0,-2,1,3,4.9
-25438,8.3333,12.6667,554.333,76.333,-2,63.333,7.667,8,7,-94,-166.333,-225,-213,35.98975,8776.353,9,2,0,0,0,0,0,1,-1,1,0
41364,-49,18.667,253.333,47,9,60.333,50.333,-11.667,12.3333,-400,-297.333,-222,-93.667,-5.11859,12585.82,17,-1,0,0,0,0,0,1,0,0,0
7612,-41.333,47.333,488.667,-0.667,21,68.333,31.667,26.667,5,-182.333,-12,1.667,51.667,-117.344,-6188.13,41,4,1,0,0,0,0,0,1,2,7.3
17622,3,45,912.667,233.333,64.667,87,-18,27.333,6,-524,72.667,54.667,142,978.0533,-39354.7,132,11,1,0,0,0,4,-4,0,2,6.1
-21368,-7,-20,142,66.667,16,57.667,4.667,21.333,2.3333,-223.333,20,33.333,132.3333,152.5587,-16909.7,29,0,-1,0,0,0,0,0,0,1,3.4
5378,-24.333,-13.333,127,45,35.333,45.333,45.667,7.333,16.3333,-338.667,-158.333,14,42.333,-108.779,13849.49,25,4,0,0,0,-1,0,-1,0,0,0
-17960,-36.333,-25,47.667,-31.667,-19.333,40.667,32.333,18,4.3333,-391,-124.333,76,140,-5.53919,20329.25,18,-1,0,0,0,0,0,-1,0,0,0
-4682,0.3333,53.333,325.333,163.667,128,112,112.667,34.667,20,-240,150.333,63.333,114.3333,424.9026,-2650.9,26,6,0,0,0,0,0,0,0,0,3.8
9776,-24.667,9.667,133.667,78.333,42,53,42.333,23,12.3333,-269.667,-69,78.667,103.333,-601.09,-7779.35,31,-1,0,0,0,0,0,0,0,0,3.2
20716,-9,-26.333,394.333,199.333,40,32,74.667,26.333,40.3333,-1271.67,-243.333,55.333,273,-39.5093,-11322.7,30,3,0,0,0,0,0,0,0,2,10
-14940,-47,84.333,246.333,149.333,123.667,130,49.667,15,14.6667,-425.333,-126.333,86.667,179,747.045,-21118.1,53,2,0,0,0,0,1,0,0,1,1.9
-12510,-18.667,-55.333,22,27.333,-21,29.333,33.333,30,9.3333,6.333,-82.333,-155.333,168,341.6302,-31523.1,36,1,0,0,0,1,0,0,1,2,5.6
-5870,-37,-36.333,26,10.667,2.667,44.667,69,36.667,9,-564.667,-129,42.667,210.333,151.2482,371.4587,25,1,0,0,0,0,0,0,0,1,4
8171,-7,-54.667,27.667,81,14.333,6.333,58,62,3.6667,-366.667,-310.333,-56.667,62.667,27.83854,4292.929,17,-1,0,0,0,0,0,0,1,1,0
-8779,-43,-73,43,-18.667,-16.333,69,27.333,49.333,-5.3333,-265.667,-33,-27,156,70.98258,5624.796,21,0,0,0,0,-1,0,-1,0,0,4.8
-17892,-58,-90.667,-13,-3,-97.333,23.333,47.667,42,4.3333,-36.333,-95.333,-159,179.667,-14.9723,-18834.4,19,2,0,0,0,0,1,-1,-1,0,5.3
-5905,-19,-40.667,27.333,68.667,-21.667,63.333,49,28,16,-238.667,-72.667,77.667,181,38.42547,-6316.27,16,3,0,0,0,0,0,0,-1,0,0
-12460,-16,6,-31.667,-10.333,4.333,-32.667,51.667,21.667,-13,-61,-53,67.333,100.333,-15.0459,24570.5,9,0,0,0,0,0,-1,0,1,0,0
21175,-21,-40.333,-21.333,11,-15.333,33,60.667,30,8,-92.667,5.333,74.667,103.3333,55.0679,793.4033,11,2,0,0,0,-1,0,0,0,0,0
41309,-36,-25.667,6.667,-21.667,37.333,40.667,12.333,50.333,9.3333,-120,-42.667,36,83.667,66.35136,7952.336,15,1,0,0,0,0,1,0,0,0,6.7
-11042,-18.333,-49.667,12.667,-3,-22,55.333,31,24,9.6667,-137.667,-77.667,28,128.333,67.23823,15774.92,16,-2,0,0,0,0,0,2,0,0,6.3
-11621,2.3333,-11.3333,-9.6667,-31.6667,-26.333,17,-8.6667,16.6667,7,52,-21.6667,14,32,7.505257,13362.06,6,1,0,0,0,0,0,0,0,0,0
-17766,-31,-51.667,-13.333,-43.333,-9.667,-7,37.667,30.333,17.3333,-251.333,-143.667,181.667,238,-18.6473,12814.9,13,1,0,0,0,0,-1,0,0,1,0
10582,-11,-53.667,-12,33,-34,46.667,29.333,11,10.6667,0.667,-36.333,-43.333,22.333,24.21542,17284.54,10,-2,0,0,0,0,0,0,0,0,0
2594,-36,-40.667,1,-23.333,-30.667,30.667,29,9.333,11,-22.667,-49.333,-38,76.667,39.3278,15871.68,12,0,0,0,0,-1,0,0,0,0,8.3
-4089,-124.333,-75.333,44.667,-112,-28.667,92,105.667,34,-6.667,-322.333,-287,114.667,382,209.3219,-4633.27,19,-5,0,0,0,0,0,0,-1,1,5.3
8721,-15,-27,137.333,32.667,153.333,245.333,62.667,43.667,18.3333,-536.667,-85.333,114.667,231.333,288.8883,-2680.28,48,-1,0,0,0,-1,0,3,-2,1,4.2
29078,-7.333,-112.667,31.333,-13,-91.333,4.333,64.667,24.3333,-0.6667,-26.667,-112.333,-30.667,154.667,113.5153,8685.058,12,0,0,0,0,0,0,0,-1,0,0
-29977,-43.667,-48.333,22.333,-12.333,-8.333,18.667,59,8.667,14.6667,-278,-170,-20.333,44.333,76.14639,16685.4,11,0,0,0,1,-3,0,-1,0,0,9.1
14480,-41,-45.667,173.667,175,23,12,85.667,4.667,19.3333,-874.333,-397,-232,161.333,98.6452,10180.93,25,0,0,0,-1,0,0,0,0,1,8
-43202,20.333,-58,58.667,103.667,-17.333,13.667,25,8,-1,-658,-233.667,49,168,-466.96,17526.65,31,0,0,0,0,0,0,0,0,1,0
-7152,15.667,-24.333,0.333,55.333,-13.333,-18.667,58.667,37.333,-2.6667,-349,-56.667,38.333,161.333,87.05536,-4418.68,11,0,0,0,0,0,0,0,0,0,0
1688,9.667,-91.667,-73.333,38.667,-56.333,-12.667,81,18.667,24.333,-585.333,-73.333,230.333,289,-278.112,-9247.23,29,1,0,0,0,-1,1,-1,0,0,0
-7783,58.333,-88,279,213.67,222,248.333,115,86.333,37.6667,-1276.67,-308.333,141.667,293,192.1696,-29408.7,60,6,-4,0,0,-1,2,-3,0,1,1.7
-6497,14.333,-29.667,1,51.667,43.333,59.333,29.333,26.667,3.6667,-175,-92,63.333,195,80.38398,15288.38,12,1,0,0,0,1,0,0,0,0,0
-21581,23.667,-26.333,-51.667,87.333,-33.333,-18.667,13.333,58.667,-0.3333,-392.667,-115,45,63,-35.6093,-4871.21,13,1,0,0,0,0,1,0,-1,0,0
10479,2,-5,48.333,33,3.333,113.333,48.333,36,8.6667,-97.667,-89,110,176,-0.9608,16071.75,16,2,0,0,0,0,0,-1,0,0,0
-253,-40.667,-42.667,184.333,39,23,109.333,-24.333,78.667,16.6667,-891,-161.667,168,188,-37.4758,-9133.42,25,3,-2,0,0,-1,-1,-2,0,0,0
687,-69,-23.333,54.333,5,-0.333,26.333,46.333,26.333,33,-1013.33,-190.333,90,152.333,15.15526,-7320.97,36,0,-1,0,0,0,0,0,0,0,0
21682,-17.333,-33.667,143.667,58,45.333,146,90,42.667,7.3333,-275.333,-186.667,116,184.333,113.0626,-5881.35,15,3,0,0,0,-1,1,0,0,1,0
16391,-44.667,-12,284,229.667,17,77.667,40.667,19.667,1.3333,-1453.33,-130,-34,199.667,9395.194,-19283.6,87,4,0,0,0,0,-1,4,0,2,5.7
-5018,-0.6667,-3.47E+01,-34,41.667,-24.667,-57.667,54.667,26.667,7,-297.667,17.333,154.333,145,-44.1377,-2017.28,5,2,0,0,0,0,0,-1,0,1,0
-100988,-36.6667,-36.3333,-43.333,7.333,-20.667,-45,60.333,-3,20.3333,-394,-51,88.667,132,60.13859,3189.881,3,1,0,0,0,0,0,0,0,0,0
-12860,-58.667,-47,-3,-29,-78.333,40,62,30,-1.3333,-367.667,-154.667,64.333,176,204.9912,-12254.3,24,-2,0,0,-1,1,1,-2,1,0,4.2
-2716,-48.667,-51.333,-10.667,-16.333,-33.333,47.667,67,64.333,4.6667,-67.333,-35,104.667,295.333,328.0831,-19117.2,30,2,0,0,0,0,0,-1,-1,1,3.3
10399,26.333,-21,83.667,108.333,235.333,357.333,165,45.333,6.6667,-390.333,-84.667,101.667,119.667,1301.192,-25199.9,44,-1,0,0,1,0,0,-1,0,4,0
5628,-66.667,7.667,44,-8,142.333,50,48.667,65,29,-372,-183.333,11,263,157.9692,-4077.57,36,0,0,0,0,0,-1,0,0,2,2.8
-402,-30.667,11,19,10.333,51.333,-14,64,31.667,6.3333,-404,-25.667,86,105,-972.312,-13868.5,27,2,1,0,0,1,0,1,0,2,3.7
-16138,-23,-44.333,11.333,-5.667,5.333,-25,81.667,26,3,-285.333,-100.667,164,162.333,43.62303,-2168.45,19,2,0,0,0,1,0,0,0,1,0
-13862,-70.667,-13.667,34,56.333,33.333,49.667,73.333,14,31,-223,-81,43,128,340.555,-12872.5,31,0,0,0,0,0,1,0,0,2,3.2
-26062,-41,4.667,96.333,70,48.667,83,66,12,-0.6667,-524.333,-130.667,20,178.667,-2.03148,11206.69,11,-1,0,0,0,1,-1,0,0,0,9.1
2348,538.667,156,764.667,1782,2108,3266.333,786,69.667,41,-150.667,-70.667,115.333,242,190.8543,6386.905,25,-2,-2,0,0,0,-1,0,2,1,0
15710,98,23.333,145.333,316.333,325.667,557,213,10.333,18.6667,149.333,-58,84.333,164,-570.638,-20341.3,71,0,0,0,1,1,-1,0,-1,2,2.8
-25888,275.333,71.333,239,825,1088.333,2040.667,492.333,44,16.3333,-244,3.333,152.667,160.667,-41.8792,-9131.56,18,1,0,0,0,-1,0,2,-1,0,0
-9704,217.667,29.333,374,651.333,777.667,1159.667,320.667,45.667,35.6667,-532,-113.667,130.333,182,-1842.51,-12083.7,31,1,0,0,0,1,-2,-2,0,1,0
-41201,265,54.6667,316.333,1033,1458,2551.333,584.667,32.3333,21,-176.667,72,61.3333,67,70.23435,12545.45,17,2,-2,0,0,0,0,0,0,0,5.9
-41091,-19.667,-2.00E+01,114.333,11.333,25.667,96,55,47.333,24.3333,-213,-136.667,114.333,118,145.5098,-1354.43,12,1,0,0,0,-1,0,3,0,0,8.3
-15091,-47.667,-41.333,34,76.333,65,191.667,69,44.667,39.3333,-172.667,-166.667,104,200.667,66.39597,-3357.88,23,-2,0,0,0,0,1,0,-1,0,4.3
7502,31.667,-44.333,166.333,209.333,115.333,331.333,133.667,19,25,-207,-148,98.667,273,72.89272,-3483.11,21,2,0,0,0,0,-3,-1,0,1,4.8
-23578,-35.333,-6.333,-15.667,23.667,62.333,87.667,46.667,53,25.6667,1.333,-128.333,30,212.667,-75.6026,-14509.4,11,-4,0,0,0,1,0,0,0,0,0
-15583,-8.333,-35.667,79.667,23,81.333,116.333,57.667,16.667,22.3333,-164,-236.333,79.667,126,181.1597,-5372.95,11,-1,0,0,0,0,0,0,0,0,0
-70097,63.667,6.00E+00,338,471.333,137,163,112.667,73.333,39,-964.333,-170,1,80.667,138.5035,-9329.25,27,-1,-1,0,0,0,0,0,0,0,0
5715,-76.667,12,57.667,-71.333,138,145.667,123.333,72.667,29.6667,-47.333,-47,310.667,615,285.7214,-29756.8,25,-1,0,0,0,1,0,-2,0,2,4
-8178,-31.667,-16,70.333,12,38.667,135,75.333,50.333,21,-267.333,-171.333,57,255.667,-6.96311,-14688.3,23,-3,0,0,0,1,-1,0,0,1,0
-31171,155,25.6667,482.667,681.667,843,1311.667,280.667,32,18.3333,-1477.67,-146.667,49.667,88.3333,-190.795,-53715.6,104,-2,-1,0,0,0,0,-1,0,1,3.8
7081,109.667,-25,284.667,495.333,421,787.667,195.333,42.333,20.6667,-2049.33,-710.667,-354.667,-128.667,346.1811,3181.65,33,-1,0,0,0,0,0,-3,0,1,3
-6945,129.667,-26.667,64.333,290,342.333,619.667,178.333,22.667,0.6667,-167,-55.667,86.333,206.667,55.30028,800.5339,14,-1,0,0,-1,0,0,-1,0,0,7.1
6636,307.333,36.667,262.333,804,1065.667,1888.333,448.333,48.667,26,-479.333,-130,127.333,164.667,3.744046,-1620.28,17,-6,0,0,0,0,0,0,0,0,5.9
-20616,164.3333,-10,117.333,368,432.667,725.667,159.667,50.333,4.3333,-182,-91,140.667,141.6667,-43.8822,17163.63,13,1,1,0,0,0,0,1,0,0,15.4
-6014,108.333,-21.667,88,302.333,424.333,899.333,237.667,21,12,-768,-224.333,136.667,245.333,579.28,-21430,39,-1,0,0,-1,0,-1,1,0,1,5.1
-13468,-31.333,-45.667,22.333,3,-20,19,23.667,39,25,-132,-4.333,60.333,183,66.75719,13867.53,3,0,0,0,0,0,0,0,0,0,0
13957,2.3333,-39.6667,15.333,-9.667,15.333,39.333,22.333,-5.6667,4,-65.667,-91.667,75.3333,80,25.77424,5145.351,9,0,0,0,1,0,0,0,-1,0,0
-32400,63,-13.667,77.333,163,71.667,260.667,90,36.333,15.6667,-146,-88.667,90,175.667,7.964444,35222.88,11,0,0,0,0,0,1,1,0,0,9.1
-6220,21.333,-54.667,59.667,86,83,171.333,59,29,5.6667,-135.667,-150.333,117,174,52.81317,6574.652,12,1,0,0,0,-1,0,-1,0,0,0
29779,158.667,80.667,106.333,461,618.667,1171.333,290,54,28,-340.667,-45.667,130.667,113,-7.25474,12442.19,23,2,0,0,0,0,0,0,0,1,13
2283,54.333,-4,459.333,444,155.667,165.333,55.667,44.667,13.6667,-1777.33,-232.333,-73.333,52.667,1019.431,-6283.98,72,-3,1,0,0,0,2,-2,0,1,1.4
-10259,74.333,-13.333,45.667,216.667,74.333,46.333,43.667,27.333,14.333,-740.667,-194.333,8.667,39.333,18365.06,-84991.9,96,-1,0,0,0,0,-1,-1,0,4,4.2
6544,29.667,-6.333,120.667,109.333,71,122.667,62,6.333,7,-506.667,-127,29.333,65,1848.758,-6585.33,33,3,2,0,0,0,1,0,0,1,6.1
534,-12,26.333,235.333,242.333,59.333,147,68.667,20.333,26.3333,-680.667,-110,-25,134.667,-380.739,-8911.55,40,0,0,0,0,-1,0,-2,-1,1,7.5
-14680,177.667,28,203.333,522.333,564.333,1160,319,44,19.6667,-244.667,12.333,54.333,105.667,-138.592,25157.39,13,1,0,0,0,1,1,-1,0,0,0
15481,-3,54,132.333,72.667,95.333,63.667,41,24.333,14.6667,-193.333,-92.667,31.333,76.667,-3034.9,-3740.75,40,-1,0,0,0,0,2,0,2,1,2.5
-20171,-0.333,10.333,156.667,144.667,101.333,113.667,1.667,31.667,6.3333,-646.333,-144,31.667,69.3333,384.5566,-6394.52,20,1,-3,0,0,-1,-1,0,0,1,5
3962,0.333,-48,126,155.333,33.667,12.333,38,31.333,2,-309.333,-148,-21,121,5719.282,-4949.43,39,1,0,0,0,0,-1,-1,0,1,7.7
-32399,79.6667,5.333,128.667,327.667,383.667,691,158,20.667,4.3333,-869.333,-18.667,55,99.3333,-306.258,66612.28,18,-2,0,0,0,-1,-1,-1,0,1,5.6
19939,83.667,19.667,121.667,266.667,257.333,526.667,147.333,27.667,20.3333,-248.333,-229.667,-183,6,-31.5871,12216.35,10,-1,0,0,0,0,-1,-1,0,0,10
29170,66.3333,4.6667,55.333,183.333,208.333,385.667,105.667,23.6667,1.3333,-127,7,29,105.3333,-4.68638,6209.946,6,0,0,0,0,0,0,0,0,0,16.7
-7255,109,-13,44.667,266.333,394.333,639.333,78,-13,-2.3333,110,43.6667,72.3333,43.6667,119.7664,20076.88,7,-1,0,0,0,0,0,0,0,0,0
30662,63,-1.53E+01,157.333,200,239.667,520,128.333,37.333,28.6667,-460.333,-62.667,63.333,127,108.6382,10101.42,12,-1,0,0,0,0,0,0,0,1,0
-20649,38.667,-25.333,41.667,13,15.667,63.333,35,22.6667,6.3333,-167.667,-202.667,-219.333,-64.667,-269.003,14367.35,13,0,0,0,0,0,0,0,0,1,0
-18014,264.3333,69.333,208,692,789.333,1181.667,273.667,29.333,2.6667,-165.333,-37.333,93.3333,56.3333,127.0914,9683.996,17,0,0,0,0,0,0,0,0,0,0
-48076,526,165.3333,569,1654.667,1969.667,3442.333,789,43.333,42,-550.333,-16,79,117.3333,-133.073,5730.507,19,1,0,0,0,-1,0,3,0,0,0
-26648,257.667,86,275.667,804.667,994.333,1769.333,440,56.333,20,-144.667,-56.333,84.333,291.333,-4.06899,-7542.83,29,2,0,0,0,-1,0,0,0,1,0
-29302,-9.333,-30,142,77.667,-7,43,64.667,6,24.6667,-795.333,-127.667,68,155.333,123.7532,-42923.2,42,-1,0,0,0,3,0,-1,-1,2,0
-6767,38.6667,5.6667,83.667,190,145.333,386.667,92.333,4,1.6667,-308,-12.667,118.3333,120,-1342.11,2544.037,22,-1,0,0,-1,0,0,0,0,0,4.5
