임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,폐업률
21328,-14.667,-39.333,-12.667,8.667,-20,16.667,16,2.333,22.3333,-56.333,23.667,-12,33,210.9294,12711.06,15,0,0,0,0,0,0,0,0,0,6.7
8426,86,45.3333,164.333,168.667,122.667,137.667,62.6667,25,24.3333,-77,-78.667,-62.3333,-24.6667,-119.659,40899.6,9,0,0,0,0,0,0,0,0,0,0
4536,-1.3333,-12.3333,22.333,3,2.333,43.333,24.333,7,5.6667,-64,-2.667,5.667,33,1689.966,5843.952,8,0,0,0,0,0,-1,1,0,1,0
6528,203.6667,128.3333,80.667,426.667,357.333,229.667,138.667,18.667,1.3333,-201,-5.667,6.667,-21.6667,-18110.8,-24298.9,47,4,0,0,0,0,0,0,0,4,2.2
12909,142,74.333,51.667,132.333,189.667,191.667,100.667,17.667,-4.333,48.667,-44.333,-22.333,-6.667,13344.29,-8329.92,16,0,0,0,0,0,0,0,0,0,0
-42397,-8.3333,11.6667,2,11.667,8.333,19.333,28,4.3333,5.3333,25.333,-12.333,-17.3333,33.3333,1732.015,26899.19,6,0,0,0,0,0,0,0,0,0,0
-3574,106,89,731.333,628.333,335.6667,161,46.333,8,16.3333,-5.333,20,-7,12.6667,6927.14,1887.606,26,3,0,0,0,0,-1,0,0,1,4
-30536,144.3333,70,252,473,251,140.667,87.333,11.3333,11,-17.333,-11.667,0.3333,17,402.1078,7711.653,13,-1,0,0,0,0,0,0,0,0,7.1
24971,315.333,268.667,420.333,787.333,630.333,428,176.667,23.333,3,-66.333,-32.333,-50,-53.6667,26497.25,-7967.79,26,0,2,0,0,0,0,0,0,2,0
12955,53.3333,69.667,99.333,167.333,145.333,117.333,64.333,9.6667,7,32.333,-17.667,-8,30.667,11818.48,-9864.48,9,0,0,0,0,0,0,0,0,1,0
-9076,104.3333,-6,293,364,175,155,46.667,0.667,12.3333,-11.333,7.333,33,30.6667,1187.192,16016.89,10,1,0,0,0,0,0,0,0,0,0
8646,20.667,-21.333,56.667,53,-0.667,76.333,43.667,-1,8,-29,-52.667,50,42.333,-62.7897,4209.14,10,1,1,0,0,0,0,0,0,1,0
-10037,-28,16,139.667,105.667,55.333,72.667,70.667,19,25,-24.333,-74,20.333,46,-3491.74,13120.01,28,1,-1,0,0,0,-1,1,0,0,9.4
10436,-7,26,370,18,54,150.667,56.667,16.333,26.3333,-83,13.667,20.333,65.667,-7267.6,-11739.8,19,0,0,0,0,0,-1,0,0,1,0
1621,17.6667,129.3333,1567,170.333,11.333,6.333,18.6667,4.6667,6.6667,5.667,-20,7,30.6667,-4806.56,-8245.96,34,1,0,0,0,0,1,-2,0,2,0
-4517,21,-42.667,233.333,46.667,22,41,47.333,-1,4.6667,29,19.667,26.667,53.333,3371.959,-9624.86,17,0,0,0,0,0,-1,0,0,1,0
36171,-32,-20.333,13.667,-49,-3,49.333,52.667,16,25.3333,-21,-29.667,-5.333,119.667,-626.513,-748.109,8,1,0,0,0,0,0,0,0,1,0
30766,-29.333,-15.333,25.667,-24.667,-6.333,44.333,0.333,18.333,-6.6667,-29,-14,-10.667,36,848.1276,-5677.56,4,-1,0,0,0,0,-1,0,0,1,0
-37844,-11.667,-32.333,-3,-16.333,7.333,0.333,25.667,20.333,0.3333,-46.667,13.667,-12.667,41,1523.89,1292.381,9,0,0,0,0,0,0,0,0,1,25
26342,-5.667,-47.333,53.667,-31.333,34.333,70.333,64.667,8.667,16,-84.667,19.333,-9.333,67,-153.417,5946.414,15,2,-2,0,0,0,-1,0,0,0,0
-1996,-11.667,14,12.667,-40,33.333,17,27,8,8.6667,-3,7.333,33.333,18,138.314,8486.297,7,0,0,0,0,-1,0,-1,0,1,0
22377,12.667,-8.333,-21.667,101.333,46.333,30,72.667,51,6.6667,-63.333,-27.667,-30.333,66,4991.639,-2600.45,13,0,0,0,0,0,0,0,0,1,36.4
7589,18.333,-39.667,33.333,37.333,30,59,53,23,6.6667,-15.333,-21.333,31.333,49.333,-3351.57,2971.399,23,2,0,0,0,0,1,0,0,0,0
-10362,2.6667,-10.667,85.333,69.333,-19.333,17,25,-17.6667,16.3333,130,53.667,39.333,95.6667,-10024.4,4848.696,30,3,0,0,0,0,0,-1,0,2,6.9
-4374,34.3333,-44,118.667,97,102.667,171.333,128.333,16.667,-5,31,-31.333,19.667,71,-35727.2,12038.22,22,4,0,0,0,0,0,-1,0,0,4.3
11577,-14.6667,2.6667,111.333,16,47.667,44.333,24,9.3333,7,-39.333,-38,25.6667,8.6667,-26271,-6238.37,56,2,0,0,0,0,0,0,0,1,7.5
715,21.6667,-18.3333,108,76,54,78,68,-1.6667,-3.3333,14.667,0.333,8.3333,21,-488.619,34906.26,8,1,0,0,1,0,0,0,0,0,0
-2369,26.6667,-62,100.333,20.667,-65.667,85,-63.333,-74.667,-23,126.333,42,60.3333,79.3333,-21887,12152.56,15,-4,-2,0,0,-1,1,0,0,3,6.7
8355,14.6667,368.3333,2471,353.667,130.333,199,41.667,15.333,14,-445.67,26,16,20.3333,-3308.61,-25918.6,60,6,-2,0,0,-1,1,-3,0,1,6.3
119,44.333,99.667,1362.333,310.333,52.333,213.333,64.333,20.333,15,-292,-1.333,-18.333,86.667,-4234.71,-3222.91,30,0,0,0,-1,0,1,0,0,0,0
6690,26.6667,-6.3333,61.333,65.333,26.333,141.333,105,-3,24,-130.667,-35.333,60,45.6667,-501.95,11033.79,15,-1,0,0,0,0,0,-1,1,0,0
2384,-24.333,-23,127.667,32,30,68.333,27,11.667,19.6667,-223,-87.333,43.667,58,-1144.81,12497.44,27,0,0,0,0,0,0,0,0,0,4.2
10643,-18,-51.667,53,-42.667,-16.667,31.333,36,20.333,16.6667,-108.333,23.333,27.333,62.3333,-747.973,-4733.53,17,-2,1,0,0,0,0,0,0,1,5
6658,-26.333,-31.333,20,67.667,-50,53.333,82.333,61.667,3,-54.333,-92.333,44.667,52.333,2313.468,-19022.5,20,3,0,0,0,0,0,1,0,0,9.1
5811,21.3333,6.3333,117.333,79,-1.667,59,30,17.6667,6.3333,-165,-6.333,21.3333,-11.3333,-696.715,10964.05,21,-1,0,0,0,-1,0,0,0,3,0
8813,-72.667,-8.667,35.667,12.333,15,32.333,86.667,-0.333,4.3333,1.333,-33.333,-20.667,97.667,3372.92,-6588.81,20,2,2,0,0,0,0,0,-1,1,4
3987,63,-37.333,230,185.333,140.333,343.667,134,25.333,17,-183.667,-3.333,25,50.667,2288.781,21275.11,22,0,-1,0,-1,-1,1,0,0,0,4.2
7038,-33,-25.333,45.333,-24,30.333,113.667,85.333,19.333,16.3333,-112.333,-29,26.333,92,93.73816,-4925.66,20,-2,0,0,0,0,0,2,0,1,4.8
12480,-42.333,-75.333,34.667,-9.667,-19.333,10.333,86,19.333,-6.6667,-37,-99.333,39,64.333,552.0208,-20041,28,1,0,0,0,0,0,0,1,1,0
-2890,203,73,1072.333,605,679.667,1405.333,361.667,16.667,13.6667,20.667,-0.667,65.667,54,-1485.58,-12854.8,30,0,1,0,0,0,1,-1,0,0,0
5508,-1.333,-15,142.333,129.333,82.333,222.667,88,1,20,-366.667,-7.333,31.667,77,-779.613,2301.477,28,5,-1,0,0,-1,0,-1,0,0,13.8
32063,15.333,18.333,122.667,56,58,80.667,62.333,33.667,14,-133,-2.667,45.333,70,580.8855,19080.14,18,-2,-1,0,0,-2,0,0,0,0,0
-3168,7.667,-49.667,19.667,-11.333,33.333,76.333,47,35,16.3333,-44.333,-48.333,11.667,79,277.8047,-25463.3,32,0,0,0,0,0,0,0,0,1,6.7
-2985,43.667,5,610.333,285,164.333,318.667,116.667,-21.667,46.6667,-619,-105.333,10.333,72.667,-4417.76,-28620.4,51,-2,-2,0,0,0,1,0,-1,2,3.7
-8779,24.333,131.667,1820,199.333,115.667,112,137,13,18.667,-51.333,-1.333,30.667,62.333,-935.154,-21024.6,30,-4,0,0,0,-1,0,0,1,1,0
-12507,9,-18.667,242.667,73.333,40.667,52.667,147,-27,40,-149,-47.333,-25.667,55.333,-1097.67,986.9258,29,-1,0,0,1,1,0,-1,-1,0,6.9
-18570,-5.667,-30.667,239.333,69.667,14.333,-7.667,43.667,21.667,18,-77.667,3.667,15,64,1169.666,14307.22,16,1,0,0,0,1,-1,0,0,0,0
35726,32.667,18,222.333,162.333,81.667,119.667,67,37.333,17.6667,-123,-24.667,-4.333,71.667,2377.362,25455.83,33,-1,-2,0,0,0,0,-1,2,0,0
-997,76,1.667,175.667,291,108.333,149.333,135.333,49.333,35.6667,-312.333,-121,1,102.667,-1209.9,-12626.8,16,1,0,0,0,0,0,-1,0,0,5.9
-10891,29.667,-19.333,163,57.667,103.667,150.333,111.333,72,29,-292,-138,74.333,39.333,-2948.7,-29188.4,54,-2,-1,0,-1,-1,0,0,1,0,0
95,41.667,-39.667,137.333,109.667,11.333,66,69.667,48.333,26.6667,-207,-216.667,-136,-92.333,-139.24,-16487.7,38,2,-1,0,0,0,-1,1,0,0,0
-50440,-25.667,-2,141,66.333,46.333,137,95.333,14.333,24.6667,-42.667,-20.667,46,73,-473.07,926.1405,17,1,0,0,1,-1,0,0,0,1,12.5
-30863,0,222,2329,143,15.333,15.333,15,-8.3333,18,-25,-15.3333,26.6667,7.3333,-3125.46,-6065.49,23,0,0,0,0,0,-1,-3,0,0,0
-955,81,178,1464.667,271.333,139.333,216,103,33.333,37,-118,-88.333,-77.6667,-49,-224.164,2172.839,18,0,0,0,0,0,0,-1,0,1,6.3
9584,-14.333,7.333,405.333,94.667,-22,11,43,15.333,14.3333,-160.333,17.333,-27,73.667,739.0784,-2567.58,17,0,0,0,0,0,0,0,0,0,0
-7429,-60.3333,100.667,2289,-0.333,-216.333,-217.667,-215.333,-186.667,-43.3333,132.667,121.667,27,97.6667,-1634.8,-4688.73,31,-2,0,0,0,-1,0,-2,-1,1,6.1
-9148,-31.667,-9.333,135,-50,-37,22.667,19,2,11.3333,-157.333,-20,26.667,61.667,135.3375,39422.86,13,0,0,0,0,0,0,0,-1,1,8.3
-7912,-32,-20,43,-16,-17.333,101.667,79.667,24,34.6667,-178.333,-37.333,73.333,67.667,-944.051,18028.18,22,-2,-1,0,0,0,1,1,0,0,4.8
-8608,11.667,-42.333,-66,-7.333,-4.333,46,20,20,28.3333,3,9.333,34.333,69.667,-445.684,11124.6,14,0,0,0,0,0,0,0,0,1,0
1069,3.6667,-17.6667,-8.333,35.667,9,-4.333,35.333,14,5,-25.667,19,25,32,202.266,11176.08,7,1,0,0,1,-1,0,0,0,0,16.7
5607,-31,-33,209.333,141.333,52,188,66.667,44,27.6667,-170,-43,91.667,80.333,-634.154,-5662.93,30,1,0,0,0,0,-1,0,0,1,0
25515,20,-25,-13.667,4.667,32.333,2.667,73.333,16.333,19,-105,-174.667,-8,-21,-109.227,5988.847,18,1,0,0,0,0,0,-2,0,0,0
2559,27.667,-27,172.333,48.667,-29.333,47.667,61,26.667,23.3333,-63,-31.667,42,52.667,266.6038,-376.607,20,1,0,0,0,0,0,-1,0,1,0
36444,26.667,-39.667,17,38.667,-26.333,61,79,12.667,29.3333,-146.333,-65,16.333,57.333,-588.48,44346.59,14,2,0,0,0,0,0,0,0,0,0
-18855,13,-2,178.667,113.667,39.667,71,69.667,19,8.6667,-583,-99.667,13,34,-1899.69,-8738.23,36,0,0,0,0,0,-1,1,0,2,0
12828,-17.667,-28.667,40.667,31.667,60.333,-19.333,50,13,8.6667,-77.333,-48.667,23.667,38.333,-401.25,22433.22,18,-1,0,0,0,0,0,1,1,1,0
17126,37,-78.333,137.333,43,-35,143.667,65,32.667,28.3333,-6.333,71,158,146,-1584.69,-5352.67,20,-1,0,0,0,0,0,-1,0,1,0
3886,-22,-33.667,4.667,-63.667,8,44,63,36.333,35.3333,-89.667,-46.333,9.333,58,-304.966,-21809.6,22,6,1,0,0,1,0,0,0,1,4.5
-16018,-10.667,-14.667,-64.333,45,-20.667,35,39,14.333,23.3333,-39,-63.333,40.667,69.667,276.0977,368.5811,17,4,-1,0,0,0,0,1,0,0,7.1
-9172,-40.667,-52,50,14,-28.333,68.333,93,36,25,-116,-12.333,60.333,72,-1917.35,4367.855,31,0,0,0,-1,-1,0,1,0,2,0
-2210,22.3333,-44.333,85,17,-23.333,32.333,31.333,26.667,14.3333,-54.333,-24.333,56.667,45.6667,-463.624,-2894.92,12,0,0,0,0,0,0,0,0,0,0
7769,-77.333,-9.333,-74.333,-56.333,-20.667,-24,154,20.333,17,-149.333,-188.333,22.667,151.333,-2695.31,-17526.5,20,-1,0,0,0,0,0,0,1,0,0
56841,-22,-54,-24,-32.667,-18,19,62.333,32.333,18.6667,-107.667,-47.667,49.333,95,-652.093,5139.978,10,0,0,0,0,0,-1,0,0,1,0
4258,-4.6667,11.333,166,91,54.667,88.667,39,3.667,-6,-106.333,-48.333,-6.333,45.3333,18316.74,10932.96,17,0,0,0,0,0,0,0,0,0,0
6807,-43.333,-16.333,287.333,73,-61,67.333,12.333,-21.333,33,212,128,96.333,125,-1247.42,-11696.3,32,-2,0,0,0,0,0,1,0,2,2.8
-17247,-13,37.667,696,11.667,-7,19.333,4.667,13.333,10.6667,-145,-9.667,34.6667,18,6197.785,18615.92,37,6,-1,0,0,1,0,-2,0,0,4.8
-6446,-45,-19,-1,-43.667,-35,12.333,7.333,32,16.3333,17,-32.333,32.333,44.333,1655.266,-7378.39,7,0,0,0,0,0,0,-1,0,0,0
-1350,-28.333,-13,24.333,-18.667,-35.333,36.667,34.333,-7.667,21.6667,-80.333,-74,43,35.667,2280.337,22564.56,5,-1,0,0,0,0,0,0,0,0,20
-13919,26,90.333,1648.333,203.333,24,66.333,39,9.667,18,-185.333,-32,8.6667,22,-4667.76,1552.91,47,-3,0,0,0,0,-1,2,1,1,6.1
1578,-13,12.667,132,15.667,-10.333,64,24.667,3.667,-0.6667,-51,-38.667,24,58.333,3650.548,11084.66,17,-1,-1,0,0,0,0,0,0,1,5.6
-7623,75,135.667,484.667,120.667,143,78.667,70,16.333,16,-20.333,-35,-43,37.333,691.1314,6411.108,15,1,0,0,0,0,-1,0,0,1,0
-13151,-66,-14.333,204.333,-59,-27.333,7.667,61,2,23.3333,-54.333,-49.667,4,83.667,387.5718,-9498.26,16,3,0,0,0,0,0,-1,0,0,7.1
11428,4.6667,91.333,1173,95.333,-0.667,20,6.333,-7.333,28.3333,-68.667,-32.333,25,42.3333,-575.929,-2112.26,15,0,0,0,0,0,0,0,0,0,6.7
15952,-7.333,-10.333,189.667,-15.667,-25.333,42,49.667,-7.667,28,-85.333,-31.333,49.667,83.667,-665.741,-7608.09,18,0,0,0,0,0,0,-1,0,1,6.7
3220,-90.333,-32.333,42,-46.333,-96,36.333,26.333,-37.667,10.3333,12,11.333,-59,60.333,-135.087,-1536.58,7,1,-1,0,0,0,0,-1,0,1,0
1039,369.3333,278.333,614.333,802.333,679,563,377,145,50.3333,-73.667,-77.333,-82.333,-61.667,-1006.22,4856.064,8,2,0,0,0,0,0,0,0,0,0
4173,-52.333,91.333,1333,93.667,5,82,63,11.667,38.667,-151.333,-60.667,81,82,2432.231,-11425.8,27,0,0,0,0,0,-1,0,0,1,0
-10355,-49.333,-29,77.333,-31.333,-42.333,73.667,36.667,10,17.3333,-107.333,-40.667,-5.333,83,-746.293,-11871.8,13,1,0,0,0,0,0,-2,0,0,0
265,9.333,-5.333,312.667,161.667,-7.667,31.333,21.667,12.667,17.3333,-259,-45.667,22.333,45.667,-996.822,15853.2,24,0,0,0,1,-3,0,0,0,2,4.3
-5578,-12.667,-42,41,21,-28.667,3.667,28.333,24.667,19.3333,-88.333,-17.667,12,89.667,246.7751,195.212,12,-1,0,0,0,0,0,0,0,0,0
856,-8,-52.333,29.667,27.667,-51,-56,-17.667,-40.333,-3.6667,-79.667,0,28.667,44.6667,430.152,21303.07,8,-1,0,0,0,0,0,0,0,1,0
-2181,30.6667,29,89.667,66.667,25.333,58.667,38.667,10.3333,10.6667,-713.333,-518,-617.333,-537.667,-307.588,28650,8,0,0,0,0,0,0,0,0,0,33.3
401,245,113.667,680.333,603.333,327,365.667,272.333,128.333,79.3333,-317.667,-149.333,6.333,49,-1164.53,-2687.44,23,0,0,0,0,-1,-4,0,0,0,7.4
-5322,-40.667,-52.667,24,-68,-40.667,-52.667,41,-3.667,9.3333,-33.667,-29.333,88,76,-297.816,-6875.09,13,-1,0,0,0,-1,0,-3,1,3,7.7
-7289,-1.3333,-23,204,66,9,51.333,63.333,21.667,19,-153.667,1.333,9.333,69,-1215.52,-7812.82,32,0,-2,0,0,0,-1,1,0,1,2.9
-247,-35.667,-29,142.333,22.667,6,79.333,36.333,31.667,11,-242.333,-335.667,-240,-123.333,-1162.59,-8846.71,28,0,-1,0,0,0,-2,0,0,1,3.8
-3523,-43,-32,61.333,24,-16.667,61,0.667,28.333,25,-101.333,-62,97.333,51.333,-1375.74,-11588.9,23,0,0,0,0,0,0,0,0,0,3.8
12103,-61.333,-39.667,6.667,-103.333,8.333,64.667,29.333,23.667,6.3333,-35,-26,-19,116,-129.497,3647.603,9,0,0,0,0,0,0,0,0,0,0
-6858,-4.6667,-0.667,171.333,52.667,24,23.333,69,2.333,24.3333,-32.667,-38,-10,78.3333,-1627.19,2089.272,30,-1,1,0,0,0,0,0,0,0,6.1
-12409,5.3333,-54,-2.667,-20.333,-3.333,-0.333,31.667,26.667,28.6667,-172.667,3.333,23,80.6667,-862.019,7491.322,7,-1,0,0,0,0,0,0,0,0,0
-2486,-32.333,-35.667,-18.333,-40.667,-46.333,-3.667,-2.667,48.667,18.6667,-115.667,-7.333,57,56,-272.092,9160.298,11,0,0,0,0,0,0,0,0,0,0
2256,-7.333,-29.667,35.333,20.667,-55.667,59.333,45.333,9.333,28.6667,-110.333,-49.333,42.667,44,-766.969,-7713.74,23,-1,0,0,0,1,0,0,0,1,0
846,-26.333,-32.667,16,-9.667,-45.667,26.667,73.333,14.333,21,-121.667,-77.667,14.333,96,-18.242,-7838.42,17,-1,0,0,0,-1,1,1,0,1,5.3
3682,-42.667,-20.667,149.333,20,-58.667,95,30.667,28.667,16.6667,-170.667,-9.667,42,53.333,-1602.68,-8469.11,35,2,1,0,0,-1,0,1,0,1,2.9
6318,-55,-43.667,0.667,-45.667,-44.667,12.333,24.667,-20,48.3333,-58,-56,22.333,51.333,608.3217,-4980.14,17,-1,1,0,0,0,0,0,0,3,10.5
645,-4.333,-18.667,38.667,17,4.333,-4,53.667,37,37,-92,-65.333,45.333,119.333,395.4706,-1878.45,27,0,1,0,0,0,0,-1,0,0,14.8
-19418,-31.333,-44.667,18.333,-13.667,1.333,-6,99,10.667,42,-56.667,-79,12.667,106,212.6497,20420.61,15,-1,0,0,0,0,0,0,1,1,0
2167,-67.333,-56.333,2,25,-24.333,69.333,52,8.333,24.6667,-60.333,-112,50.667,114,130.7639,2945.656,22,1,0,0,0,-1,0,0,0,0,0
11412,6,-36,7.667,-6,-30.333,7.333,14,3,25.6667,-57.333,27.333,2.667,50.6667,-131.873,-204.29,14,0,0,0,0,0,0,-2,0,0,0
-3666,-33,-72,8.667,-20.667,-70,-10.667,81,-3.333,22.6667,-89.667,-81,31.333,114,-603.863,-14164.8,18,0,0,0,0,1,1,-2,1,0,0
4112,-3.333,-67,92.667,93,-37,6,29.333,19.667,3,-185.333,-71.333,70,48.333,944.2688,-5993.95,19,3,0,0,0,0,-1,0,0,1,0
16303,-42.333,-36.333,-2.667,-9.667,-20.667,-37.667,55.667,21.667,27,-184,4,13.667,37.333,-357.076,2637.25,22,2,0,0,0,-1,0,1,0,0,10
-3654,-49.333,-16.333,28,-22,11.667,-17.667,54,38,28.333,-71.667,-26.333,19.667,78,-2137.83,3041.452,14,0,0,0,0,-2,0,0,0,2,7.1
-8367,-2.667,-39.667,161,52.333,12,21,71.333,9.333,33.3333,-75.667,-78.667,3.333,61,-398.229,24567.07,18,1,0,0,-1,0,0,-1,0,0,5.9
-6774,-24,-59,69.667,-24,-36.333,-2.333,54.667,8.333,18,-102,-28.333,23.333,80.667,-1360.55,3186.346,13,1,-1,0,0,0,0,-1,0,0,16.7
-6266,-27.6667,0,41.667,17,9.667,13.333,32,8.667,19.6667,-79.333,-50.333,25,28.333,-300.079,28758.9,14,2,0,0,0,-2,1,1,0,0,0
15236,-19,-16.667,-79,1,-36,-31.667,67,3,14,-48,2.333,-46,45.333,145.3518,3538.15,11,0,0,0,0,1,0,0,-2,0,0
14039,-34,-56.667,94.667,40.667,-49.667,42.667,83.667,42.667,13.6667,-49,-32,58.333,84,685.5061,9939.794,25,0,0,0,0,0,1,-1,0,1,0
-16595,1.667,-59,31.667,-22.333,2.333,25.333,61.333,11,30.6667,-113,-69.667,53.333,98,-223.608,14051.78,16,2,0,0,0,0,0,-1,0,0,0
1486,-5,-83,-29.667,-29.667,-57,-19.333,51,19.333,15.3333,-11,-112.667,33.333,97.333,1765.899,-290.278,11,-1,0,0,0,0,0,-1,0,0,0
15893,-29.333,25.667,347.667,-21,28.667,32.667,4.333,58,16.3333,-106.667,-1.667,8.667,45.333,357.8209,-16732.2,33,-2,0,0,0,-2,0,0,0,2,2.7
-565,-43,-36.667,33.667,-88.667,-3.667,26.667,64.667,36.333,9.3333,-217,-206.333,-162.333,-54,-670.345,21302.46,18,1,0,0,0,0,0,-1,0,0,0
-116559,-28,-35.333,-38.667,-58.667,-13,12.333,75.667,36.333,21.6667,-189.667,0.333,53.333,139,-395.2,-3412.93,10,1,0,0,0,0,0,0,0,1,0
-639,-18.333,-2,402,-18,14,-3.333,105,39,43.3333,-117,-13.333,51,74.667,-3449.72,-22827.7,45,4,0,0,0,0,0,-2,0,2,4.4
24004,-49.667,-17,386.333,4.667,-34,9,41,59.333,22.6667,-75.667,-26.333,-19,125.667,822.2979,-28168.8,38,2,0,0,0,0,0,-1,0,1,2.7
8156,3.667,27,509.333,12,-101.667,6.333,94.667,22.667,18,292,-37,9.667,118.667,-3107.26,14117.87,20,1,0,0,0,0,0,1,0,0,0
293,-40.333,-84.333,-4,-19.333,-46.667,-12.333,47.333,7.333,10.6667,-88.333,-7.667,23,92,1245.58,-2205.36,5,0,0,0,0,0,0,0,0,1,0
-54183,-22.333,-116.667,-23,10,-153,29.333,40.667,6.667,20,107,19.667,34.333,66.333,-494.742,7359.279,15,-1,0,0,0,0,0,0,0,0,8.3
56978,-61,-78.667,53,-9.333,-105.667,48.667,66.333,4.333,0.3333,-14,-24,-45.667,25,1207.527,-15011.7,13,3,0,0,0,0,0,0,0,0,0
-32112,-27.333,-56,-9,-46.333,-39.667,1,0,14.667,29,-85.667,2,31.667,86.333,-347.608,-7278.8,12,-2,0,0,0,0,1,0,0,0,0
13293,-68.333,-152.667,1.667,-55,-70,23,72,11.333,41.333,-75.333,-91.667,107.667,108,-667.933,600.5464,10,-1,0,0,0,0,0,0,0,1,0
4971,-33.667,-77.667,-16.333,-40.333,-85,14.333,124.667,20.667,22.333,-53.333,-83.333,28,106.667,486.9505,-25948.3,25,1,0,0,0,0,0,-3,0,1,0
14578,-25,-49.667,11,-8,-7,81.667,30.667,11,16.6667,-107,-5.667,40.667,86.667,-2242.44,-22953,31,-1,-1,0,0,2,-1,-2,1,1,15.6
927,-51,-75.667,25,-34,-52.333,-9.667,57,14,26.3333,-77.333,-96,-111.667,-43.333,-285.313,9531.256,17,0,0,0,0,0,0,0,0,1,6.3
5606,-28.667,-74.667,-13.333,-55.333,-36,29,45,-0.333,31.6667,-21,5.667,49,78,-530.485,-9704.25,17,2,0,0,0,0,0,-1,0,1,7.7
11163,-69,-77.667,12,-34.333,-66.667,-13,56.667,39.333,13.3333,-64.667,-55.667,37,122.333,-2262.51,-22049.1,28,1,0,0,0,0,0,0,-1,0,0
8127,-63.667,-74,33.667,-92.667,-4.667,44,43.667,9.667,2,-62.667,-39,16.667,115,-272.432,2171.65,5,1,0,0,0,0,0,0,1,1,0
7913,-8.333,-57,-2,-10.333,-80.667,39,11.667,29,18,-36.333,-36.667,-5,114.667,1116.674,404.4982,9,-1,0,0,0,0,0,0,-1,0,11.1
293,-36,-54.333,14,-23,-32,18.667,15,5.6667,9.6667,-62.667,16,5,47.333,116.6149,30457.14,5,0,0,0,0,-1,0,0,0,0,0
3576,139.333,18.333,242,346.667,166.667,283.333,240.333,74.333,60,-146.333,-161.667,-88,85.333,-2056.52,-25068.9,31,1,0,0,0,0,2,-1,0,2,0
-3314,-35,-55.667,43.667,4,27.667,37.667,105,20.333,24,-203.333,-104,62,138.667,480.8725,-30837.4,14,0,0,0,0,0,0,0,0,1,0
9529,-13.333,-70.333,43.667,41.667,-31,118.667,50.333,58,25.6667,-205.333,-9.333,28.333,81.667,36.13808,835.1923,29,1,0,0,0,-1,1,0,0,1,0
5885,-43.667,-82.333,77.667,-6.667,-18.667,14.333,40.333,21,4,-168.333,-6.667,9,95.333,8.5287,21878.56,20,-1,0,0,0,0,-1,-1,0,0,0
-4939,-28.333,10.667,70.333,-54.333,-60.333,45.667,83.333,17.667,28.6667,-145,-54.667,31.667,77.333,40.52971,178.06,33,0,0,0,0,0,0,-1,-1,0,0
-8416,-37.333,0.667,62.333,-29.667,-23.333,94.333,68.667,31.667,25.6667,-249,-65.333,19.667,66,727.539,-8855.41,23,-1,0,0,0,0,1,-1,0,1,4.5
8213,-35.667,-66.333,74.667,-109.333,-2,19.667,36,13,28.3333,458.333,403.333,352.667,335.333,-580.989,9968.22,36,0,1,0,0,0,-1,-1,-1,1,2.9
9119,-39,-77,125.667,-6.667,-14.333,56,43.333,1,15,-190.667,-62.333,34.667,46.333,-1189.97,1411.918,25,1,-1,0,0,0,0,1,0,0,4
5550,184,56.333,178.667,348.667,251.333,166.333,121.667,45.333,32.6667,-299.333,-386.333,-340.667,-214,185.8219,11024.01,6,1,0,0,0,0,0,0,0,0,0
2107,-40.667,-30.333,116,21.333,-8.333,83.333,64,38.333,20.667,-139.667,-48.667,47.333,52.667,-372.693,18654.28,34,0,-1,0,0,-1,0,-3,0,0,0
-11,-94.667,-92,123.333,-78.667,-30.667,61.667,124,82,17,-173,-61,79.333,162.667,338.1791,2971.034,42,1,0,0,0,-1,0,-2,1,0,0
2459,-18.667,-37.333,47.667,22.333,-50.333,48,65.667,32,22.6667,-129,-58.667,54.667,80,445.757,-12853.7,19,0,0,0,1,-1,0,-1,1,1,5
-3003,-17,-42.667,43.667,30,23.333,-53.667,60,9.667,23,-72.667,-44.333,41.667,81.667,408.3086,1885.046,10,1,0,0,0,0,0,0,0,1,8.3
2830,-30,-1.667,51.333,45.333,-10.667,39.667,37,19.667,17.6667,-15.667,-60,42.667,45,834.8126,26793.41,12,-1,0,0,0,0,0,0,0,1,13.3
3389,-36.3333,-108.333,-166.333,-161.667,-212.667,-249.333,-178.333,-139.667,-31.6667,28.333,44.3333,31,38.6667,676.1584,18551.97,1,0,0,0,1,0,0,0,0,1,0
-10623,-83,71.333,322,238.667,45.67,164,187.333,57,47.333,-646.667,-83,23,25.333,-2039.88,-21029.9,39,4,0,0,0,0,0,0,0,1,2.9
3055,-20.667,-9,93.667,-1.667,-27.333,80.667,36.333,-17.333,31.3333,12.667,-60.667,26,62.333,198.1184,-864.944,14,1,0,0,0,0,0,0,0,0,0
-15959,19.333,13.667,81.333,62.333,71.333,64.333,42.667,5,7.3333,30,-8.333,-20.333,38.333,364.7669,-2646.94,8,0,0,0,0,0,0,0,0,0,0
-2398,11.3333,5.667,166.333,125,3,41,42,-8.667,23.6667,-92,-50.333,29.667,20,-11262.5,-22494.9,32,-2,0,0,0,1,0,0,0,2,0
