자치구,행정동,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세
서초구,방배3동,1420,2185,3109,3146,3486,3837,3129,1609,541,112
서초구,방배4동,1785,2756,3316,3855,4485,3540,2323,1594,546,83
서초구,양재1동,4928,4177,5689,7702,8008,6441,5375,2755,948,202
서초구,양재2동,1686,1692,3624,4805,4021,3455,2445,1225,347,75
서초구,내곡동,2331,1240,2025,3171,2989,2519,2348,1379,460,79
강남구,계,39067,60127,77834,88205,100225,80140,57173,31718,10752,2105
강남구,신사동,1085,1786,2509,2731,3229,2469,1822,1386,541,85
강남구,논현1동,819,1003,4829,6199,3915,2879,2305,1296,440,73
강남구,논현2동,1265,1399,3597,4849,3846,2905,2248,1424,451,76
강남구,삼성1동,997,1474,2193,2346,2514,2442,1761,987,268,71
강남구,삼성2동,2601,3449,3973,5461,6396,3854,2431,1597,453,82
강남구,대치1동,2022,5564,2684,1809,6187,3761,1883,984,332,48
강남구,대치4동,829,2652,3553,3627,4246,3154,1527,966,266,31
강남구,역삼1동,1248,1525,8140,10600,6017,4300,2974,1677,515,85
강남구,역삼2동,3145,5325,4806,5695,8559,4621,2547,1680,501,93
강남구,도곡1동,1859,2380,3302,3505,3913,3526,2494,1199,416,87
강남구,도곡2동,2948,4826,4250,3980,6695,5432,3477,1944,666,135
강남구,개포1동,385,654,898,759,996,1233,1213,672,201,55
강남구,개포4동,1227,1752,2764,2936,3150,3180,2177,987,301,70
강남구,일원본동,2374,3502,2756,3239,4690,3714,2721,969,420,96
강남구,일원1동,855,1345,2504,2483,2295,2760,2504,1317,482,103
강남구,일원2동,1284,1902,2047,2771,3127,2696,2482,1324,388,63
강남구,수서동,763,730,1864,2671,1801,2548,3284,1717,661,143
강남구,세곡동,5222,4484,5459,7675,7685,6063,4558,2591,1197,239
강남구,압구정동,2346,2921,3368,3822,5094,3875,3110,2320,830,164
강남구,청담동,2455,2662,4329,5178,5194,4528,3275,1808,579,134
강남구,대치2동,2033,6626,5509,3578,7700,6954,4002,1905,551,116
강남구,개포2동,1305,2166,2500,2291,2976,3246,2378,968,293,56
송파구,계,55162,63010,97896,117972,112618,107296,79446,37324,12930,2261
송파구,풍납1동,874,1073,1996,2413,2365,2959,2418,1250,424,45
송파구,풍납2동,1983,2160,3806,4144,4044,3705,2994,1451,503,84
송파구,거여1동,748,1187,1865,1713,2170,2440,1796,999,314,42
송파구,거여2동,1172,1547,1926,2366,2899,2985,2310,1380,487,76
송파구,마천1동,1260,1771,2616,2580,3252,3834,3105,1824,652,93
송파구,마천2동,1101,1622,2600,2486,3097,4035,3010,1731,610,117
송파구,방이1동,1139,1839,2566,2355,2833,2767,1806,817,335,49
송파구,방이2동,1441,1469,4763,5838,3800,3947,3025,1418,441,68
송파구,오륜동,1412,2968,2375,1875,3523,3172,2322,908,338,75
송파구,오금동,3127,3632,6038,6123,6142,7351,5306,2299,930,188
송파구,송파1동,1543,1591,4826,5851,3682,3950,2995,1379,430,63
송파구,송파2동,1709,2078,3021,3148,3172,3506,2647,1061,402,78
송파구,석촌동,1972,2188,5733,7453,5302,5225,3757,1877,584,80
송파구,삼전동,1932,2314,5433,7259,5454,4853,3440,1595,505,105
송파구,가락본동,1777,2131,4460,5092,4128,5049,3306,1408,534,74
송파구,가락1동,2975,2212,3656,5300,3901,3872,2820,1013,265,44
송파구,가락2동,2825,3812,4919,5141,5809,5502,3769,1529,591,92
송파구,문정1동,1462,1710,3447,3785,3030,3663,2716,1106,362,68
송파구,문정2동,1780,1641,5511,7954,4240,3584,3049,1469,590,99
송파구,장지동,2901,3392,4811,5521,5502,5793,3957,1769,664,148
송파구,위례동,4953,3352,2877,5399,5449,3300,1936,822,251,68
송파구,잠실본동,1514,2034,5205,6436,4730,4425,3263,1505,481,70
송파구,잠실4동,3360,2375,2291,3986,4554,3117,2576,1154,348,78
송파구,잠실6동,1514,1723,2216,2656,2703,2749,2330,1044,437,90
송파구,잠실7동,659,1137,1335,1146,1533,1684,1452,858,390,61
송파구,잠실2동,4519,6006,3270,4861,8963,4473,2730,1463,422,79
송파구,잠실3동,3510,4046,4334,5091,6341,5356,4611,2195,640,127
강동구,계,31178,38222,58421,66375,68963,71618,55572,27093,9221,1666
강동구,강일동,3008,4497,3983,3621,5737,5059,3612,1978,883,146
강동구,상일동,657,1296,1472,1389,1659,2135,1561,660,229,49
강동구,명일1동,1657,2510,2938,3072,3746,3680,2942,1284,459,107
강동구,명일2동,1201,2675,2420,1913,3177,3045,2279,858,314,83
강동구,고덕1동,3375,3455,2833,4367,5381,3777,2624,1024,436,108
강동구,고덕2동,313,560,942,832,1060,1514,1207,624,245,49
강동구,암사2동,1356,1044,1926,2707,2374,2191,1731,957,288,43
강동구,암사3동,2144,2088,2100,2806,3395,2797,2262,986,295,67
강동구,천호1동,1690,2092,4076,4469,4289,5101,4220,2155,671,117
강동구,천호3동,1691,1539,4195,5093,4155,4896,4012,2029,657,90
강동구,성내1동,1695,1932,2753,3464,3496,3159,2516,1235,409,69
강동구,성내2동,1318,1382,3968,4661,3848,4414,3451,1829,578,93
강동구,성내3동,1482,2070,3630,3833,3773,4127,3017,1561,465,71
강동구,둔촌1동,8,7,25,32,53,40,60,37,11,8
강동구,둔촌2동,2053,2529,4059,4136,4231,4805,3786,1636,601,115
강동구,암사1동,2542,3008,5114,5844,6012,6406,4872,2527,833,134
강동구,천호2동,2068,2141,4989,6503,5459,6543,4847,2641,844,145
강동구,길동,2920,3397,6998,7633,7118,7929,6573,3072,1003,172
