"행정구역","2019년06월_총인구수","2019년06월_세대수","2019년06월_세대당 인구","2019년06월_남자 인구수","2019년06월_여자 인구수","2019년06월_남여 비율"
"서울특별시 중구 (1114000000)","126,143","62,156","          2.03","62,086","64,057","          0.97"
"서울특별시 중구 소공동(1114052000)","2,050","1,107","          1.85","1,005","1,045","          0.96"
"서울특별시 중구 회현동(1114054000)","5,296","3,213","          1.65","2,881","2,415","          1.19"
"서울특별시 중구 명동(1114055000)","2,809","1,415","          1.99","1,176","1,633","          0.72"
"서울특별시 중구 필동(1114057000)","4,042","2,303","          1.76","2,115","1,927","          1.10"
"서울특별시 중구 장충동(1114058000)","4,728","2,694","          1.76","2,404","2,324","          1.03"
"서울특별시 중구 광희동(1114059000)","4,959","2,936","          1.69","2,640","2,319","          1.14"
"서울특별시 중구 을지로동(1114060500)","1,802","1,331","          1.35","1,100","702","          1.57"
"서울특별시 중구 신당동(1114061500)","7,628","4,425","          1.72","3,820","3,808","          1.00"
"서울특별시 중구 다산동(1114062500)","14,567","6,931","          2.10","7,096","7,471","          0.95"
"서울특별시 중구 약수동(1114063500)","17,594","7,777","          2.26","8,289","9,305","          0.89"
"서울특별시 중구 청구동(1114064500)","14,525","6,441","          2.26","6,912","7,613","          0.91"
"서울특별시 중구 신당제5동(1114065000)","9,809","4,805","          2.04","4,856","4,953","          0.98"
"서울특별시 중구 동화동(1114066500)","10,985","4,188","          2.62","5,277","5,708","          0.92"
"서울특별시 중구 황학동(1114067000)","12,609","6,739","          1.87","6,129","6,480","          0.95"
"서울특별시 중구 중림동(1114068000)","12,740","5,851","          2.18","6,386","6,354","          1.01"
