NM,CD,GUBUN,2018년2분기길단위생존인구,2018년2분기건물단위생존인구,2018년2분기주거인구,2018년2분기직장인구,2019년2분기길단위생존인구,2019년2분기건물단위생존인구,2019년2분기주거인구,2019년2분기직장인구,2020년2분기길단위생존인구,2020년2분기건물단위생존인구,2020년2분기주거인구,2020년2분기직장인구
대림2동,11560710,dong,77073.01195,132292.5082,224.0576506,38.67744715,75879.5812,128065.9924,220.0541345,65.69247774,84414.50317,140350.0305,220.1411675,80.17476218
대림3동,11560720,dong,71148.34478,150616.8141,258.6059202,85.68442604,66365.33989,139213.0568,255.4899282,120.2280349,59625.16008,125201.3776,254.7082532,64.85760666
동작구,11590,gu,50679.29058,111528.1973,224.4027176,41.1396505,48796.36605,107269.5787,224.3798577,50.58417949,50599.78931,108702.8947,226.7252739,44.41088879
노량진1동,11590510,dong,47887.84633,122718.3196,170.3537937,22.8687127,42713.42711,109048.2528,172.1600597,35.33674339,42751.2841,106679.3665,170.8226769,31.29795396
노량진2동,11590520,dong,77693.65774,156828.4418,235.6106665,85.41410922,70889.61335,141037.387,234.8525054,68.47646716,70974.97907,140732.2756,226.4320776,75.68706335
상도1동,11590530,dong,68573.41193,164562.2284,312.7200703,32.72535029,69304.23788,161877.4386,312.3046379,34.85611634,65707.7326,155207.065,306.6627982,41.46953172
상도2동,11590540,dong,69772.75053,152105.2332,336.0229853,36.20602328,69244.89391,150806.9272,331.9943366,18.77013515,72829.5752,158668.7787,360.6741704,22.38426055
상도3동,11590550,dong,91058.02661,139752.8379,389.4607965,21.24084583,86055.10543,135229.5343,389.1588655,22.72030773,95383.24857,145820.9129,386.7585141,20.69737003
상도4동,11590560,dong,68944.04607,110040.8638,310.9255763,19.2045373,68464.9145,108921.1406,312.5197958,24.66289122,79325.05395,126844.46,311.105058,26.71109366
흑석동,11590605,dong,40148.11485,85656.48755,142.4317409,28.74043945,41729.35302,85690.74797,142.0923059,7.419077503,39125.8872,74975.79713,158.8312965,7.011755601
사당1동,11590620,dong,111224.4759,215450.4467,366.7414946,84.00295081,103312.6988,206933.8461,363.8382765,73.72270301,107221.5092,212667.9539,370.199973,62.12569507
사당2동,11590630,dong,24021.47275,53375.3486,91.28905034,12.81799427,22535.56112,51973.06498,92.22233607,8.725895285,22472.23149,49896.53294,90.80609129,8.725895285
사당3동,11590640,dong,40457.10105,88120.36471,271.962264,28.84093944,41191.69871,89547.0359,271.3609471,161.7431063,46958.07151,102271.9585,287.5408255,40.04325027
사당4동,11590650,dong,101047.7507,157150.6833,337.8097904,23.7002544,102906.9452,161183.8143,340.3143182,34.97062977,98478.3138,152760.9189,339.920087,32.44291184
사당5동,11590651,dong,42382.4342,66789.2773,192.3100276,14.61793011,31116.59431,52396.85661,193.7520872,28.6590364,49317.78439,81294.1973,192.4162846,23.64977686
대방동,11590660,dong,34930.43428,118930.819,252.4317221,61.38040903,33092.00591,111181.3414,251.3952092,71.10478454,32873.66604,112008.8401,249.8498627,70.80325352
신대방1동,11590670,dong,39167.38021,121389.3946,357.0141799,44.40249903,38220.48671,115487.898,354.5052345,118.6206052,40393.94819,120612.1313,349.0789107,108.2784988
신대방2동,11590680,dong,48936.11163,121746.3849,209.3098409,185.0486834,48821.1323,124120.6362,209.9444385,204.2428225,52984.65933,126846.8201,206.5176111,215.2067178
관악구,11620,gu,44559.91843,77984.7941,168.7227585,23.07609318,42667.04869,74831.52537,169.2445315,25.32769011,43938.78549,76372.86949,168.2174696,24.63703891
보라매동,11620525,dong,74550.28542,147186.4392,323.5079545,70.72531375,65379.85997,133483.6571,323.4419917,25.46164065,65213.58095,135959.6325,314.2599699,24.08961442
청림동,11620545,dong,82215.95464,155548.8733,575.5671091,22.11831992,83436.22497,149530.4641,572.7859594,84.38335367,88729.27634,169203.3891,531.5922246,100.7103384
성현동,11620565,dong,85924.37017,192900.9643,475.9604672,24.28032345,94007.48967,194418.8675,474.1778976,89.70350404,90375.30279,202849.4863,542.5049416,105.4447439
행운동,11620575,dong,116350.2244,194029.6206,404.3807805,52.4194803,102443.113,180994.9515,404.9895229,51.63487904,103116.7473,174270.5079,395.5607802,57.58702648
낙성대동,11620585,dong,24098.4605,47368.63402,70.16724139,53.37391294,22835.75339,44527.79825,69.45826567,41.01808913,22466.9707,43343.14933,67.67301357,44.1785833
청룡동,11620595,dong,78456.6567,129007.5299,238.2558143,65.01411224,85066.16063,137288.2711,240.0598885,59.04549302,94847.29439,143393.6026,243.2212334,56.1876372
은천동,11620605,dong,113988.832,186312.8848,477.8909238,48.21310763,107551.0478,177025.6761,476.9832873,97.14419634,114162.4751,183177.8539,465.4955898,62.91139978
중앙동,11620615,dong,133011.5855,204080.3298,395.2889369,52.44900503,130226.7251,198678.8963,396.9506875,34.79290432,147471.958,220616.4664,393.6012214,36.87009264
인헌동,11620625,dong,83504.76547,151742.7644,383.1542875,34.86038935,81048.47482,147458.2938,380.5615989,47.51383707,90509.28013,161054.8898,369.415856,48.4015511
남현동,11620630,dong,16296.38936,26326.86799,44.67524931,10.18568188,15787.49401,25732.20283,44.61598889,11.05562492,16649.93942,26594.85183,44.54487638,8.803728761
서원동,11620645,dong,86678.49196,181560.7212,357.1550825,65.17916881,88684.54465,190450.3989,356.3771025,39.9726151,89334.34471,188894.1714,356.0036721,45.30955826
신원동,11620655,dong,112083.6073,136987.2814,341.7499067,17.77405462,115583.7848,140929.6965,341.7681178,15.98936471,115241.0515,142926.4535,332.953935,18.41144387
서림동,11620665,dong,53922.40242,101277.4588,248.2128249,16.31048812,48215.98306,89931.33295,247.4691237,17.77751516,52069.34352,98004.54809,259.0729,18.41933949
신사동,11620685,dong,118790.4466,180338.7876,378.3363183,34.22706745,114568.1234,174062.548,379.2720223,73.06699148,116895.0058,177448.5832,374.0681948,69.42267063
신림동,11620695,dong,194413.059,329040.3572,411.3334358,51.60873488,162060.5871,274965.39,419.8429676,44.00531058,153397.076,259264.075,425.8902507,38.33228934
난향동,11620715,dong,18094.11869,58777.86324,211.1476076,17.48445015,17660.7178,54916.22013,210.7918194,24.60021474,18560.97638,58968.68276,206.6621346,16.70934008
조원동,11620725,dong,87818.80537,183355.1732,272.4309613,59.45731409,92904.32123,199916.4262,270.484807,49.25149678,90361.04994,192837.012,266.3473135,49.86445878
대학동,11620735,dong,10540.4285,18693.15356,29.24298666,2.817115084,9421.488643,16644.12678,29.42923201,3.558396243,9493.254773,15993.48704,29.72155087,3.795211521
삼성동,11620745,dong,20461.43868,33313.54336,100.3880788,4.363860292,19395.2253,32892.30826,107.0399754,7.276958895,20070.18831,34363.47642,96.9232277,6.925843699
미성동,11620765,dong,45719.64879,82388.62215,235.7485428,23.30849258,43080.3217,77174.99506,235.8149487,30.65004058,45173.27529,81516.73297,234.8114809,27.21906589
난곡동,11620775,dong,72315.67128,100687.3759,296.3064011,11.54440524,65822.30982,90429.43202,294.1481878,16.44110623,66309.7199,91633.71771,285.8207421,15.07695252
서초구,11650,gu,21358.518,54669.90412,91.11129145,102.9406615,20202.28216,51872.29849,90.81667381,116.1177238,20239.77347,51398.56708,88.77259356,120.979439
서초1동,11650510,dong,58111.60272,120884.2909,151.9219786,286.0303208,55493.37411,113024.0116,154.314963,229.8566378,52338.28558,106745.6535,154.4523247,342.5799409
서초2동,11650520,dong,62651.38129,166438.9066,142.3530952,471.4175704,57974.22097,146243.0253,145.4268682,571.4615628,55629.87545,139498.8407,149.5414955,551.7991737
서초3동,11650530,dong,40162.7881,93891.558,97.34453644,249.8634184,39585.35013,93992.28025,104.0431459,233.8534775,38235.86438,91536.70613,100.1323207,225.3877299
서초4동,11650531,dong,75389.86372,244206.1457,337.1319823,298.6848216,72148.89496,241460.4058,355.2680766,403.015508,69693.77074,233886.7215,352.345458,424.6632758
잠원동,11650540,dong,35090.03538,85823.37264,184.4600702,109.8525015,34614.14187,85000.06866,185.4161596,108.5433109,35381.58833,87252.66217,182.5424591,88.55778257
반포본동,11650550,dong,6925.292906,35101.02001,83.88186129,10.07199262,5876.65229,28661.68821,84.10315008,143.0464358,6152.384823,30257.40439,81.03192996,163.814053
반포1동,11650560,dong,66399.96642,157363.7709,280.695898,83.57411781,65378.98694,157335.7639,295.5377498,79.09657598,69926.06059,165889.5726,304.7426963,73.27976941
반포2동,11650570,dong,18735.67028,63314.71976,186.1531736,16.82763006,14515.1703,54928.1674,144.04038,83.20019077,13357.96669,53231.20854,128.587894,78.38321211
반포3동,11650580,dong,23147.19199,69398.56045,143.5999215,62.68016964,19317.83812,58642.37228,147.1693557,68.53615467,18347.59346,56828.92766,138.8985315,65.16292618
반포4동,11650581,dong,39344.09836,143780.5256,136.5673144,229.2082302,40631.26896,142829.9641,138.3187206,213.8269286,41057.89881,129310.2433,138.3893418,667.7448173
방배본동,11650590,dong,91150.95485,201884.7187,319.8181898,114.9789014,82599.16817,182768.1652,325.0568914,369.828107,83144.17482,182710.5604,322.7554965,429.9520492
방배1동,11650600,dong,75525.60347,161934.4815,248.0125576,159.4728124,64211.26567,138959.4897,252.1212647,229.5233755,64229.13276,137530.5219,250.8481442,274.9216959
방배2동,11650610,dong,28968.7205,61978.06239,136.9651238,70.61483653,27767.43746,58786.43994,125.4440048,94.05671167,27054.40587,56188.60719,109.2744745,88.36714036
방배3동,11650620,dong,17227.02765,39068.75966,91.00460392,40.8606484,17338.75074,39237.01353,90.61486258,73.78549963,16934.72164,37235.87345,91.80067135,73.83940003
방배4동,11650621,dong,77671.35414,138056.6976,265.6807703,129.561281,68743.4431,120763.9287,253.9158056,216.1903934,75232.86354,131563.1615,248.9604821,228.772515
양재1동,11650651,dong,13303.20221,34105.55777,81.52159639,64.37509739,12754.71034,33027.81567,81.0961293,67.43215726,13658.87344,34866.63279,79.56759937,58.47108487
양재2동,11650652,dong,7915.337782,19211.04607,31.49280945,160.7845412,7654.388999,18698.98481,31.56730772,140.2270122,7867.2731,19309.86345,30.35272,57.7374825
내곡동,11650660,dong,228.5775368,4859.110571,14.06823439,4.929226706,225.97798,5040.327625,14.14783586,4.337901447,229.8716294,5229.38186,13.808961,10.77349134
강남구,11680,gu,35536.57296,95303.79321,141.254335,211.3094288,34520.60904,92668.14695,141.5331784,323.0699248,35629.39564,94989.23959,142.0864184,293.2828555
신사동,11680510,dong,40628.66654,97598.16925,101.5317266,183.5757636,38505.32587,93851.94226,101.3475003,184.4278103,38030.94311,92207.32559,99.71249181,160.8641135
논현1동,11680521,dong,84417.76385,186843.012,186.3283228,336.4943457,77453.18872,169969.5393,188.1938382,371.1737999,81977.3029,177876.3878,184.3352507,331.4558594
논현2동,11680531,dong,79837.03258,157706.0681,150.453283,449.4159723,77327.66773,154618.8467,149.7269234,392.8014306,78723.28121,154884.0864,149.1043294,383.047459
압구정동,11680545,dong,31612.88723,84477.35159,110.696584,137.8411667,30771.544,82180.15974,110.8988891,247.4032555,30176.88605,79341.81888,109.1971463,176.4814385
청담동,11680565,dong,41393.23615,85005.35361,123.2142984,188.7275879,38038.05667,80720.24203,125.8603258,346.8182884,40803.91008,84816.62405,124.5687625,239.5346682
삼성1동,11680580,dong,26317.63938,104673.2406,75.90333798,481.1710919,25103.03541,100905.4162,78.46806089,665.5404037,22333.65903,85410.23215,76.16811707,675.7421862
삼성2동,11680590,dong,69941.2015,153357.3422,237.2455665,469.3702061,68348.48107,150197.6683,241.7013338,404.7615804,72395.43973,157986.1038,242.2382698,498.1884421
대치1동,11680600,dong,50459.66063,142270.7645,317.6456248,47.84099749,51181.88753,142533.4461,321.4910004,343.3442956,57450.75469,164635.4128,317.7084577,251.9977732
대치2동,11680610,dong,31299.3505,120822.0496,199.9975537,311.6580026,29711.96379,117980.6216,198.4906122,470.3516604,29618.99823,119902.6066,188.4655373,451.9699101
대치4동,11680630,dong,117063.2841,225231.7177,290.2639333,379.9970744,120976.0168,231735.4327,293.5099854,502.4275733,130630.1103,249875.2928,287.0178811,463.9904151
역삼1동,11680640,dong,78228.52351,236619.7031,149.8316184,797.2192892,75052.31523,225719.2151,151.9713438,775.9449112,74779.69727,222433.4352,152.674699,723.7991692
역삼2동,11680650,dong,81911.19357,201201.9649,322.0133194,430.4183211,89255.54153,225697.1592,322.8824751,561.4834537,93318.01964,228884.8162,322.3059942,454.169331
도곡1동,11680655,dong,45743.92024,124462.3102,221.2385487,135.9346903,46102.87309,122849.6826,213.0640845,606.8659632,47913.61469,130113.5552,212.7218521,399.805612
도곡2동,11680656,dong,40669.99398,136839.7027,293.1406492,291.5709145,40600.17491,130877.5165,330.3365375,1955.684731,44587.39864,141368.0229,334.6849952,1877.60749
개포1동,11680660,dong,10679.56526,43815.42127,135.4773204,14.79840259,8318.685655,29040.56067,90.78408925,149.7310596,8235.896814,28044.48708,71.12482247,156.9761109
개포2동,11680670,dong,7891.417836,25946.41546,58.912416,11.07585464,7309.903846,25286.08486,58.17458785,48.74303596,10797.94639,36236.96148,91.04799425,53.08568166
개포4동,11680690,dong,27935.91081,55875.74958,119.2225939,61.1355222,25488.17797,50579.15321,119.517192,65.69538935,23894.88225,49631.89973,116.5455932,56.41554735
세곡동,11680700,dong,4649.667612,24789.59347,75.74185815,8.373539953,4489.623749,24286.72221,75.82158999,2.799096621,5069.613533,27928.84495,76.10319608,2.602311647
일원본동,11680720,dong,12779.69716,37833.60997,104.4064432,33.86438625,12608.55709,37143.41213,104.9313097,162.7296081,13788.68371,40208.77728,102.3741601,154.4325185
일원1동,11680730,dong,37286.58871,77957.32386,179.2089361,38.42226086,39326.32336,79483.33579,180.770302,27.48214979,36558.45416,79762.34618,171.5814527,26.56431984
일원2동,11680740,dong,10476.92763,47140.95732,148.9877969,127.8269891,9640.879347,44987.03213,147.9628053,67.05552485,9547.212358,46115.43647,173.0415716,53.64441988
수서동,11680750,dong,12017.83191,46920.15696,100.4614798,114.5600594,10944.55024,43893.88465,98.57479375,126.8932833,10876.7812,41771.23283,96.54857792,109.4217216
송파구,11710,gu,36431.3813,94195.37194,196.7894173,91.57891524,35927.14732,93354.12125,197.6902014,115.5933645,37045.80156,94798.3856,201.3589141,119.1491066
풍납1동,11710510,dong,45275.10976,61833.17705,148.8623501,13.31458448,45930.96653,63177.95339,146.5928186,16.82290184,44842.24392,62547.95312,139.1128212,16.2460626
풍납2동,11710520,dong,32332.35229,63738.76008,123.3329765,68.51165103,31840.3509,62595.08399,122.8828014,27.940869,33037.89674,62876.52272,122.1175037,118.0259121
거여1동,11710531,dong,83612.36524,125921.0384,222.2105105,61.01810047,70586.87467,106436.5607,241.359185,88.7163361,69448.22148,104197.2813,256.447794,74.85745852
거여2동,11710532,dong,77867.42764,117118.2621,337.577395,45.15279014,81566.54498,119484.5428,332.4602095,58.1516177,76764.58594,119801.4712,325.4804469,57.81831443
마천1동,11710540,dong,64652.48938,99085.04113,374.338226,20.72501902,59991.28202,94141.70861,369.1470644,20.74483261,69196.79654,106046.0601,359.022318,18.70403246
마천2동,11710550,dong,48131.95312,80430.18027,241.0965401,34.54460195,47518.3111,78848.62607,244.674908,28.74444151,54286.79924,89487.4254,240.8294977,27.71899878
방이1동,11710561,dong,69592.91576,136761.8273,283.9846864,109.0781624,65832.26225,129278.4725,283.2629973,167.6380832,66050.31548,130692.3119,281.5275067,156.8642949
방이2동,11710562,dong,94801.82687,227848.2649,326.6145501,186.8369794,96357.51013,231971.7912,328.2901006,270.2087108,95895.21526,231360.9855,334.4948739,326.0909405
오륜동,11710566,dong,1548.918538,18563.17274,61.27454481,14.12831532,1789.617291,17689.65418,61.17614495,85.84276782,1871.022543,17012.77789,60.03978529,79.62135734
오금동,11710570,dong,43540.21705,95712.61023,233.3672952,76.23982104,44276.84522,97432.73392,240.7707123,160.44482,47502.81915,107746.6312,241.2969935,162.3370672
송파1동,11710580,dong,87981.94423,201417.6655,379.1741546,99.24241206,92535.09017,208063.8839,381.5429877,205.8983946,92073.89882,206782.4339,373.5883875,126.6302178
송파2동,11710590,dong,47024.06858,134394.8957,331.5010943,82.01051546,44825.69621,126224.8925,330.9036251,213.406581,55546.99882,145270.8523,324.5830294,223.201932
석촌동,11710600,dong,79401.56958,164455.382,360.3868962,94.79571825,78192.48182,166767.0699,360.7471348,114.1532434,84339.0523,179888.6289,354.9727225,93.97988385
삼전동,11710610,dong,67771.38498,145533.0949,332.9984674,78.68509538,66819.15326,143801.4535,332.0714564,72.38746641,72436.13449,153240.3979,325.6025319,78.21151368
가락본동,11710620,dong,78392.02977,172455.5057,267.9543778,239.1575036,75589.72602,163133.5318,276.063562,284.0068543,73490.15969,162598.623,268.7057703,272.7945166
가락1동,11710631,dong,4688.359462,34758.30119,6.483378606,79.92974375,9105.131668,72888.288,6.446541228,42.81976871,10882.51308,75411.05239,201.839364,43.56388375
가락2동,11710632,dong,80023.7994,155427.3685,362.7508814,77.27579794,79533.6366,152302.1657,361.583929,96.5465705,85318.39063,160456.9228,360.6310964,108.8905709
문정1동,11710641,dong,90375.31378,183404.2559,353.5869182,107.6083737,88665.08031,177398.2046,359.6763971,537.661276,90327.50806,179843.6131,344.7174598,578.7487114
문정2동,11710642,dong,8446.95058,70225.12143,122.0530136,194.0400837,8602.467446,66308.98088,124.3062742,169.7693675,8295.069087,63893.43577,127.3176021,173.6141505
장지동,11710646,dong,52625.54797,107798.9887,268.4304767,62.57717955,53432.4293,108028.0484,266.2617313,56.61891825,54992.54446,110193.7592,253.2261052,52.24283774
위례동,11710647,dong,5151.509153,35991.19325,110.5269349,8.763277679,6084.958112,39030.47409,109.7731864,5.596011376,6049.592843,40641.59294,108.615916,4.838456095
잠실본동,11710650,dong,71797.00764,164700.8365,255.7119986,124.938279,68809.86938,158377.9391,254.37416,87.29396626,67950.63376,159853.0756,254.8582463,82.92838779
잠실2동,11710670,dong,9243.039152,46765.79634,127.8947379,11.68947165,8746.659285,45031.70026,127.8843442,26.94052505,8696.183911,45719.69977,126.9835551,26.9994228
잠실3동,11710680,dong,25081.26058,130540.4913,241.4619139,34.36275574,23798.34897,123674.6191,241.1366724,132.5193004,23851.45625,115531.1574,238.2094993,144.9050262
잠실4동,11710690,dong,29253.44418,122182.5619,360.4136598,12.33345659,22406.95636,108509.5868,358.3620597,114.9611747,21820.13908,107458.614,264.7160562,115.1281654
잠실6동,11710710,dong,21229.47227,130485.0676,115.1142411,608.9344502,20019.97803,124618.0426,117.3094728,419.9520898,18785.90148,108966.339,123.04701,332.7842878
잠실7동,11710720,dong,11044.38762,51540.7213,150.3982175,9.807291173,9784.121077,43055.7706,152.0278278,103.8950649,10337.21082,47686.24935,150.9463592,209.3308524
강동구,11740,gu,43623.16306,86021.1981,168.4407437,36.5853223,42629.69302,83224.52917,167.7504546,32.45379095,44340.12502,86435.98094,163.9772143,29.43245168
강일동,11740515,dong,9167.851048,36417.60855,88.7191462,35.99480923,7058.665361,29241.26614,87.7360044,4.378473063,10339.01738,39790.95246,85.91746068,3.645145979
상일동,11740520,dong,11706.1404,27336.12794,59.3133113,20.49096144,10113.1694,23837.33252,61.71715478,17.08782967,18607.46957,34135.21164,59.14676325,20.04683331
명일1동,11740530,dong,103909.4599,205571.9077,353.2851857,53.42036288,91452.37702,180177.2947,353.3327833,40.87046474,108126.6857,206228.9165,343.3214234,66.95394457
명일2동,11740540,dong,23341.33597,96017.39092,195.4077655,26.82024788,23450.83208,92939.9651,196.5153223,21.9122511,21417.44467,86177.00223,192.4759975,31.20704146
고덕1동,11740550,dong,16338.82926,54570.33896,142.0093204,8.318625381,10996.89756,36043.28281,141.5110421,10.26977837,17378.7361,57229.30207,141.2855056,11.4761364
고덕2동,11740560,dong,5387.996922,10805.60895,32.41976347,6.332796118,5111.65031,10433.03132,31.78440753,8.542007617,10556.91232,20477.45383,28.74881805,8.243016587
암사1동,11740570,dong,118520.8961,191340.0692,507.5802515,33.00531173,135880.7285,228939.9597,505.9008676,58.08772343,119912.2657,192883.4953,491.9646896,53.36107026
암사2동,11740580,dong,10620.70612,26976.20073,63.06429238,10.95059272,10827.86909,25621.60774,62.84613604,10.37312006,11683.09755,27677.93601,61.17788168,11.28424359
암사3동,11740590,dong,7081.987004,34818.43308,102.5651038,6.486244931,6020.759238,32489.07702,102.2125905,17.43042743,6545.038728,33736.91606,101.1821669,17.31111523
천호1동,11740600,dong,141515.0447,214406.3629,434.6215711,40.21978252,194502.5994,316134.951,432.9488583,47.26907229,156302.543,243169.3623,419.2087172,36.59059308
천호2동,11740610,dong,62261.87318,124385.4336,195.018112,41.68255081,58626.00726,114857.2593,192.1357207,27.47296322,62775.90146,119675.7668,190.762893,20.87682672
천호3동,11740620,dong,167330.8631,291853.3144,486.1006234,74.52805338,156537.6416,274276.5189,490.6664325,67.87250856,154119.9579,275430.2237,480.481166,48.52050224
성내1동,11740640,dong,104538.8245,199238.3772,311.7534403,293.2854624,99568.85776,189583.4435,317.1449964,217.7581151,101407.1658,197074.2323,310.5991917,259.2806905
성내2동,11740650,dong,170627.1373,228902.0876,402.8612047,59.95530168,156459.5954,209895.1676,399.8194137,138.4495191,153031.8171,208573.4663,390.5019275,36.88571831
성내3동,11740660,dong,129551.0247,223817.3035,369.5326751,91.77956082,127427.4619,213435.9933,371.2305658,72.58872258,125587.8674,210815.6256,368.3332477,72.29275998
길동,11740685,dong,95020.08678,161506.0846,306.7525547,65.46594425,86938.87456,152801.5693,297.7433644,60.82617984,93829.49054,157368.9092,289.1176778,59.5247825
둔촌1동,11740690,dong,12373.63487,35228.38048,1.459998819,3.588699386,11652.80782,34966.75638,3.466104066,16.77326887,12877.63538,37014.94404,2.986867812,16.92929928
둔촌2동,11740700,dong,47224.6437,92371.47671,178.7498877,42.42459647,45316.34716,89106.55741,178.2159685,53.86303149,45567.37716,86980.6725,173.6682326,31.16204073
