NM,CD,GUBUN,2018년2분기길단위생존인구,2018년2분기건물단위생존인구,2018년2분기주거인구,2018년2분기직장인구,2019년2분기길단위생존인구,2019년2분기건물단위생존인구,2019년2분기주거인구,2019년2분기직장인구,2020년2분기길단위생존인구,2020년2분기건물단위생존인구,2020년2분기주거인구,2020년2분기직장인구
창3동,11320513,dong,60927.99478,96643.89265,237.2303288,14.97451498,55407.10683,87939.66262,236.7894388,12.84879519,66505.22218,104409.114,231.4200281,12.20320622
창4동,11320514,dong,33566.06351,115640.8365,247.473738,33.07783024,33945.18234,115264.7869,246.4787209,27.39325413,31623.81604,108506.0777,241.0104529,23.77658318
창5동,11320515,dong,74504.58024,165702.51,386.8532254,75.79563252,77173.59121,169764.8319,384.1937295,91.57530806,67557.68151,157162.0262,374.7820691,104.7545876
도봉1동,11320521,dong,4439.821233,9763.869293,26.73504298,3.832830109,3635.114106,7952.870054,26.55252726,3.504067819,3986.105874,8733.550519,25.82129441,2.529480676
도봉2동,11320522,dong,23063.64026,74216.82285,237.0193601,42.65435113,22553.58987,72750.16291,236.8698997,17.01358097,21665.40456,70065.02061,236.9612366,17.66954627
쌍문1동,11320660,dong,38646.36664,80554.53046,183.8302138,20.46711583,36522.72283,76808.38396,184.6713282,17.90978836,34310.85547,68918.87393,187.6449648,15.02960892
쌍문2동,11320670,dong,99545.11072,177510.9549,370.8304288,55.89709743,90165.00304,166336.7423,377.5974074,32.68543375,98117.66756,175688.2312,368.809605,27.23477152
쌍문3동,11320680,dong,96550.81437,162440.272,341.1591568,42.70431619,93799.99089,153164.5774,340.3866761,39.25786395,99842.71105,155045.6655,337.6334757,40.05015182
쌍문4동,11320681,dong,55903.63085,127153.9661,347.1231224,22.08597531,54834.95285,119580.0458,363.122122,25.37772351,55965.03391,123194.0109,363.600253,25.10187869
방학1동,11320690,dong,70344.91762,131613.2529,290.827762,50.22149484,58210.4273,107007.194,291.1541249,61.55780703,62423.02394,112785.8424,285.3179879,63.18002275
방학2동,11320700,dong,36006.86196,56397.83515,196.2672116,11.8509861,38219.89296,59322.47069,194.8879238,9.228524398,30954.56699,52139.31778,190.2328274,9.228524398
방학3동,11320710,dong,18574.87463,55008.928,158.5004554,9.941958566,17870.57897,52819.91979,156.8955238,17.06182272,20071.30097,58433.79706,154.5904543,16.18395747
노원구,11350,gu,26395.41448,66420.82248,152.5491481,19.28915219,25759.40371,63734.6719,153.2194155,17.21828803,27111.51953,66645.34952,150.2386005,15.98857145
월계1동,11350560,dong,48024.70027,106980.8903,205.7371441,22.9380754,50292.63274,109174.2806,211.2747696,25.1531256,50582.66485,108065.2732,211.5208863,24.15225107
월계2동,11350570,dong,18103.43052,42526.65649,134.9458464,11.04919655,17432.61873,41004.20648,139.2449883,7.563677273,17716.35708,42214.92942,129.9285067,6.368355101
월계3동,11350580,dong,17768.31078,83866.71053,260.6975512,14.39304477,15452.83853,74207.31188,259.0395288,12.56745637,16895.00926,85002.95428,254.7974611,11.78254155
공릉1동,11350595,dong,89417.79159,165278.231,310.7888396,75.65768124,89354.82705,166234.3916,316.3426014,57.59152411,94654.36459,175713.4849,316.1372108,51.7666467
공릉2동,11350600,dong,10637.81515,29610.63981,56.10114912,8.97557337,9987.940071,26570.34764,56.60341494,10.37692274,9637.411255,25340.89774,56.24405901,9.820545419
하계1동,11350611,dong,31248.8331,93824.54404,190.6699683,52.23629394,30159.12105,89619.3001,190.4587336,33.7498518,29511.65947,85389.24073,196.3392347,31.55573666
하계2동,11350612,dong,59540.39743,169225.1508,467.5425264,12.68835493,62429.19723,176417.9246,465.109943,37.67585145,54896.3233,158826.557,454.0173628,27.51738324
중계본동,11350619,dong,18918.64935,47045.85398,127.5553077,11.89325765,19070.6978,47273.15098,129.326644,9.749511092,22080.21241,54455.2866,123.5256371,8.584535232
중계1동,11350621,dong,55745.97923,171022.5773,455.7027292,24.80352534,60175.77037,186988.7004,453.2047628,44.3709288,64115.41566,200398.4077,449.5699014,34.73134051
중계4동,11350624,dong,21485.67894,58516.21963,135.1679424,14.1120447,21375.93734,53865.53643,137.816385,12.46325935,21272.7065,58517.07337,137.9721758,13.3980038
중계2.3동,11350625,dong,51068.9781,178471.8806,418.113234,31.12198084,52065.63789,172991.9841,414.4298999,25.03790217,54611.06294,176004.5312,402.5358001,24.39112623
상계1동,11350630,dong,12577.90235,31787.25155,81.70937133,12.06040166,11532.32136,30901.97147,81.54328317,13.41712181,12904.40566,33570.95024,79.93843132,11.14391519
상계2동,11350640,dong,158764.7689,259607.9864,340.6739416,73.95175415,156788.4786,243670.7047,340.1176744,38.65262542,176013.1215,259073.0373,334.7934024,39.47907958
상계3.4동,11350665,dong,12630.29494,18385.91366,54.01862399,6.07470461,11221.22948,16550.47193,54.74710174,4.92722177,13011.59132,19033.72982,52.06268734,4.423024765
상계5동,11350670,dong,116881.1708,198225.0241,465.3254618,47.42358595,104276.9064,179812.8109,473.5179602,35.30375588,111858.5781,190439.397,449.4683322,35.05037964
상계6.7동,11350695,dong,39072.90786,122056.0507,245.5853834,61.7345505,39084.86008,126786.0516,244.1279655,45.01259725,39185.12206,130184.9186,240.8435451,44.25250847
상계8동,11350700,dong,17446.79992,106872.6916,370.1544391,17.13165814,15544.84204,100016.6605,367.1496718,13.20004724,19276.64339,120516.7883,357.6121518,17.63992723
상계9동,11350710,dong,25192.22555,131880.59,270.6347607,15.66984383,26580.08658,103357.6166,267.9711272,29.86389073,27723.8412,108312.3569,262.7158503,31.50766455
상계10동,11350720,dong,32147.2836,86640.01635,213.8562398,12.50869005,32561.95165,82023.83603,211.4641397,14.95062556,31232.08105,87132.76828,206.4307624,13.25622133
은평구,11380,gu,38769.55823,65409.63887,154.294837,16.50773736,36822.82964,62647.39587,155.4779767,16.31723999,38578.92336,65986.32108,152.8293244,15.71105359
녹번동,11380510,dong,41287.88572,75776.68729,168.9374005,37.79471872,44345.11862,77887.6825,171.9898909,27.68041934,47040.15039,83626.82739,197.1898368,27.03560025
불광1동,11380520,dong,17943.09325,41389.39431,102.8902746,8.926336695,18158.62765,42795.91471,102.2798108,11.23931604,18626.74482,41656.46525,100.5230318,10.167613
불광2동,11380530,dong,56044.93577,90547.16657,232.768377,20.3803265,51339.11269,82521.968,231.7095109,21.22855796,54563.10387,90792.32271,229.7397922,21.41072848
갈현1동,11380551,dong,89274.63184,127007.2052,265.6646177,24.53100391,99884.15915,142366.2371,269.6981653,25.93779984,98742.58822,137360.8252,264.6644737,28.65247635
갈현2동,11380552,dong,72987.11257,127565.1754,296.6680805,32.67511821,68111.20537,114891.2076,294.6946133,32.89111959,70870.29902,120341.0128,292.8095103,38.43842782
구산동,11380560,dong,52427.24952,93628.19058,254.6371383,32.05753949,48017.15002,87557.38755,254.5307863,37.77775921,50933.68723,91233.8732,255.1916881,32.10311893
대조동,11380570,dong,146758.8396,215775.9025,375.4501067,41.23000742,130067.2106,204864.1429,372.2342353,34.37178701,130634.322,211389.4145,318.7516425,30.1646434
응암1동,11380580,dong,66206.39052,96967.84702,228.6628942,34.48986078,63057.91456,91416.60733,228.8138151,24.87531272,68855.31836,100051.7161,224.9875268,25.70093873
응암2동,11380590,dong,51060.13763,81824.22254,243.0519836,17.6509126,43812.84979,77251.17592,229.6784394,19.76252484,54644.57234,91844.93511,233.4324167,15.99049955
응암3동,11380600,dong,123662.2081,162615.8938,360.7112199,32.44021815,118239.7618,153787.2754,361.5257084,27.59615519,121173.1849,157559.6633,355.2777245,25.7742731
역촌동,11380625,dong,136094.3884,200658.4684,435.4828087,36.28364821,127985.8975,186581.1357,430.7058715,40.5688419,132343.9307,192860.6709,422.8818806,42.11432159
신사1동,11380631,dong,90940.60945,140925.3129,335.2770741,25.00309655,87206.21058,141902.6933,346.8253718,31.65763608,86001.71464,143222.5719,343.194519,30.0547178
신사2동,11380632,dong,51503.97458,78114.23864,206.2481678,17.1889336,46730.77143,70346.46256,207.2760775,21.65272644,48880.24472,71370.84924,207.3427013,18.25491398
증산동,11380640,dong,42802.54667,65099.99462,184.4058154,25.07729746,38964.08492,60351.7524,182.3510047,35.76016163,46458.765,70996.3291,179.8228344,31.20945514
수색동,11380650,dong,24255.36809,40955.62435,97.57127808,12.03074124,19089.90478,34215.34291,93.21045503,17.5715517,18720.79104,36077.1215,70.5170739,14.64723507
진관동,11380690,dong,4191.529654,16518.71019,43.47330553,3.836750586,3903.787383,15662.20579,46.91898021,2.656511573,4550.632371,17805.86968,45.24716971,2.800633169
서대문구,11410,gu,53719.82673,99326.76884,177.4311395,42.84850769,53600.32041,98996.91003,178.1123292,36.49478153,52637.96865,95690.54372,178.2712157,38.22808866
천연동,11410520,dong,38906.67353,78467.97195,215.796622,18.13979412,43920.42262,87387.78645,214.3888263,21.38234001,41816.43728,84091.84332,208.8038006,21.03616073
북아현동,11410555,dong,268806.1878,298192.0677,374.2132574,28.14399151,303676.7449,392644.6612,375.1015589,37.26533133,320682.5189,395877.9391,368.1034763,39.97356761
충현동,11410565,dong,91070.30982,165936.0483,159.135572,221.294202,90958.35934,164909.1941,158.6528376,121.3330841,80270.8403,145531.2362,157.4328363,124.4050299
신촌동,11410585,dong,50823.9995,125566.542,73.57409272,81.7108412,43307.48046,111689.3454,74.24483548,20.19814061,37499.19551,89946.45832,74.65606467,20.14623789
연희동,11410615,dong,31946.3409,65054.02315,125.7417997,29.69896418,31921.03205,65170.42316,125.4585671,49.70732628,30256.88188,62760.61792,127.8053517,50.09171342
홍제1동,11410620,dong,46453.54588,82042.49157,154.0048361,12.17079866,48833.185,80197.61463,152.3226388,14.22160504,43779.01288,79491.30572,165.7601119,16.60080853
홍제3동,11410640,dong,42978.87363,75099.95985,146.8208928,14.45069523,39756.71614,70952.13253,149.9396821,12.5208872,39906.26255,71120.60916,149.0159351,10.98435758
홍제2동,11410655,dong,25967.82814,45443.85972,208.4919315,15.87753881,28267.77469,51772.35933,207.0175886,12.90050028,36843.2334,63518.20757,204.7777215,10.47634034
홍은1동,11410660,dong,19779.74322,37182.06438,144.8092779,9.174115082,20789.72811,37912.97003,144.0160518,14.52514039,21625.69741,41089.19561,144.4581778,49.31005583
홍은2동,11410685,dong,29677.66234,55963.01496,140.666278,17.08505204,24471.10738,46347.09352,148.8233902,25.26655755,26625.23875,48275.86256,133.6263779,28.46695565
남가좌1동,11410690,dong,26644.18842,157097.6768,360.8140027,27.80728807,28576.07294,151251.1895,360.1332604,81.73032294,29676.09048,160814.3713,354.8936082,82.49357936
남가좌2동,11410700,dong,81189.84913,123380.9406,282.3312689,20.31443545,83990.8909,125930.7928,282.0390662,52.10100048,83106.12673,123218.0112,315.1850087,23.21105288
북가좌1동,11410710,dong,53598.47677,113390.2605,311.5759695,31.52365518,44992.6433,103176.2082,311.3094223,56.33031957,47090.99212,108349.3521,311.3094223,30.83063232
북가좌2동,11410720,dong,140484.6009,212531.7463,436.1073751,32.89926305,147539.8814,220630.6584,433.2066865,36.19662702,151987.4799,228260.9917,425.372348,37.48582195
마포구,11440,gu,45065.69373,89309.78115,151.0358968,89.54659496,43996.65493,86629.53277,150.9590164,70.68566696,44050.4871,85378.41116,126.9454718,58.08825761
아현동,11440555,dong,74401.84002,188318.7361,307.9670819,252.4794836,72989.32401,179251.3579,314.2612661,251.6410248,72590.49326,178307.1995,300.9378105,249.6425064
공덕동,11440565,dong,137468.1135,182253.6873,426.364635,122.5750638,139407.7932,187437.7853,428.5863361,103.1856725,144518.4014,196309.5124,363.1359199,50.62785497
도화동,11440585,dong,64777.19,128365.9809,260.852144,180.3672428,60704.22552,120196.6122,258.3391622,136.8474933,60126.27444,125493.5472,212.4222365,152.1801565
용강동,11440590,dong,63537.35989,114091.2079,219.510802,203.5176211,67147.72163,121987.3649,219.6206453,187.0301454,77392.6941,140080.0948,191.9181712,144.5098134
대흥동,11440600,dong,78091.59063,156482.7669,139.5297647,69.0799372,68486.29466,140768.7987,137.8203289,40.65178677,60661.01304,121638.7558,102.1329309,65.89523501
염리동,11440610,dong,69317.48669,112711.6299,217.3576831,143.9953712,77917.81674,128594.5433,235.4617259,411.6440836,83399.19323,132257.5074,270.6508904,84.15195751
신수동,11440630,dong,54983.22239,103063.1562,231.6818948,46.99698353,53566.66309,98773.41876,231.4959631,57.59509315,53812.19144,97576.107,171.2868883,60.71218422
서강동,11440655,dong,31379.40628,68769.91568,132.9845192,51.47054156,29902.04147,66405.66731,131.9689664,41.04525769,30414.12867,64819.89685,103.20555,33.23290645
서교동,11440660,dong,115631.5387,254408.7524,150.2063693,300.7843555,105479.4925,230998.0917,139.2832666,177.882697,92706.50482,199145.4469,114.9819522,164.0536712
합정동,11440680,dong,29286.47494,64085.84135,102.6932073,61.3068797,28960.37701,64333.83727,101.7839242,35.56245297,27213.11421,60109.23871,104.3946266,32.00899688
망원1동,11440690,dong,58739.80448,93740.24361,190.6311909,26.26138308,55888.96446,83913.03659,193.4291662,30.46284451,56056.11425,83567.3802,148.481626,28.35761544
망원2동,11440700,dong,53568.81783,67499.53215,161.8849122,21.68551783,53282.03657,67643.76018,160.7688066,19.10607385,56684.12476,71798.74575,119.6134472,43.00726791
연남동,11440710,dong,80168.53346,135331.9054,258.6600546,77.47177992,91243.38233,154669.2769,255.0132237,50.30756499,94441.71538,155978.678,196.289895,50.13613277
성산1동,11440720,dong,53107.58969,105369.2972,231.7654441,104.1857769,54899.15036,109430.4135,231.57848,119.2130211,61205.6968,123080.0425,181.1682689,68.42888176
성산2동,11440730,dong,37454.18582,85309.29197,203.6442394,47.4905358,34138.82908,78469.35296,207.2003789,16.56015828,34734.6482,78220.91211,172.7038163,13.84784846
상암동,11440740,dong,6352.031081,22159.8216,43.13687742,47.13498051,6318.224418,21741.35139,43.07671624,21.84374152,6570.494653,22097.28351,36.46944871,20.03629027
양천구,11470,gu,47651.29717,99287.02854,256.7378595,39.76701234,44923.90434,94654.9586,257.3572694,82.01558115,47605.14358,99952.57644,256.36073,78.11279505
목1동,11470510,dong,33696.41142,109379.8471,183.8231086,91.18658942,31378.48253,106513.4864,186.3668449,155.3459799,31791.36274,109343.8075,202.875694,110.8242342
목2동,11470520,dong,67476.6324,116388.0581,304.4052863,25.39402839,63749.65247,111462.2466,305.1297112,53.23543808,67968.73226,118628.0609,304.9534998,54.1360744
목3동,11470530,dong,113901.5034,203531.4487,412.1379021,45.09692838,106599.0275,186536.1308,430.0341041,48.28597906,109057.8606,192600.6515,429.3962939,46.97284054
목4동,11470540,dong,110744.7809,161331.4319,463.635263,36.71930401,95322.58678,144960.2781,467.0425653,60.88174758,116279.5372,168670.15,462.562914,49.79504298
목5동,11470550,dong,22599.08259,83551.73729,211.3930561,30.43604562,22856.89122,84439.69133,210.8334805,158.1263269,25357.65881,90452.09371,208.5124583,151.5865914
신월1동,11470560,dong,74918.22006,138414.3753,346.3564509,42.32393387,68547.5653,127980.9525,349.9353717,40.63033743,70120.54892,130791.9811,343.5604191,35.90104923
신월2동,11470570,dong,93246.50574,125737.5534,367.4976157,35.43591936,87307.14967,118114.8393,366.9385339,49.56095636,87802.95656,120395.9139,361.660144,49.26497188
신월3동,11470580,dong,33892.58058,61485.56723,180.0944512,28.45121132,32805.98462,59917.39064,170.9003757,17.25096071,32608.43538,59176.15806,177.0261833,18.01266358
신월4동,11470590,dong,101776.8128,138649.7769,408.8264317,42.93698323,98681.7134,134443.3051,409.2304944,37.19503896,101077.4652,136417.9836,403.2120862,38.55609242
신월5동,11470600,dong,54499.76403,106783.585,290.716004,51.85693295,49875.4975,97153.87542,317.1985792,36.05528094,53349.28147,103819.8226,289.6842154,41.84476167
신월6동,11470610,dong,44619.23405,51843.42409,156.2374865,28.00742288,40320.6438,47675.07248,154.9561011,27.0006201,41300.07986,48317.70829,150.7687168,25.51329781
신월7동,11470611,dong,23843.40228,71269.72892,182.6270661,25.47091999,20974.04901,63133.10685,181.1027997,25.97663456,21485.43328,65921.0415,175.5613076,31.04802579
신정1동,11470620,dong,42878.75685,102690.0967,296.4244202,37.45779598,39326.79748,94472.85216,296.1061604,180.7438977,43174.58626,113545.7011,295.4004539,159.5311895
신정2동,11470630,dong,65212.27767,112441.2532,352.0342051,31.78156602,62515.97062,108496.1373,351.7652971,130.2187062,71534.89334,120939.8177,344.9921765,235.0424118
신정3동,11470640,dong,26592.38092,56441.04178,173.6050203,23.08697793,25772.68758,54227.0244,170.4890327,29.31895301,27321.77098,57029.59502,168.7311027,26.64056178
신정4동,11470650,dong,105822.5663,173288.5826,355.9392456,79.05412051,101991.5075,165468.2133,355.2768651,68.13487675,108266.6202,175247.3565,348.783528,72.52063918
신정6동,11470670,dong,17815.5808,75438.21261,254.5457537,59.33848539,16693.43462,72772.26936,257.2602503,211.4222729,15641.50548,68047.83334,259.7793855,186.6730553
신정7동,11470680,dong,27021.45419,95354.07644,264.7118464,17.48954648,27576.92429,96128.41968,262.9288042,57.32830352,29078.09725,103799.3447,267.8758723,50.28353867
강서구,11500,gu,26970.65546,56115.57654,138.5658503,45.14950017,26124.37124,54315.73104,138.1151015,34.67278718,27323.45903,56421.46633,137.4951185,34.80436212
염창동,11500510,dong,43528.53989,75746.23214,208.3275875,62.5253457,44010.69295,75982.48509,206.4020806,69.90049675,44876.6603,78283.53789,214.2164719,100.4072677
등촌1동,11500520,dong,59270.765,145795.7204,345.2698812,456.4590089,62326.77993,145224.5012,346.501723,130.0825026,70071.52382,159296.0972,359.8056154,132.5615844
등촌2동,11500530,dong,49100.69572,85594.07788,243.1652412,26.3190614,45475.12398,78076.16452,242.2850051,54.00248887,52297.4274,91372.08804,239.3362139,54.92673684
등촌3동,11500535,dong,55214.47774,166103.5706,317.6117321,182.7489629,43704.12336,144672.3726,314.5336742,143.2678682,46336.17728,154882.1368,308.8063902,146.2696893
화곡1동,11500540,dong,148158.1181,207448.8148,449.2801173,41.38844204,145149.3248,198975.8257,446.4762491,44.10024289,156942.0595,212591.4518,447.3467037,42.10824103
화곡2동,11500550,dong,98228.04406,154763.1992,435.2707204,35.32422198,95218.46858,152070.9642,431.2361724,33.54814378,88096.83354,138521.9536,421.9830242,33.59199756
화곡3동,11500560,dong,76661.24252,162436.6273,436.6597103,47.7505644,71841.98481,153751.1402,435.9226992,109.4267605,77228.79929,169473.1565,435.6899588,103.4336961
화곡4동,11500570,dong,56975.83952,103946.098,262.2032667,22.53181168,54514.79858,98420.83261,262.2501347,31.90542029,60342.46479,106556.3311,253.7318679,31.75309915
화곡본동,11500590,dong,86084.57376,136175.1924,356.2484484,23.31562484,83074.94166,131143.2229,357.3804677,30.42550022,95245.66804,147748.784,351.4125416,29.62117075
화곡6동,11500591,dong,64044.69643,119942.9625,235.1288971,95.78358901,54931.11507,97819.787,236.6270259,123.3974855,51201.59594,94278.38587,238.3957844,103.9411419
화곡8동,11500593,dong,148195.0889,247662.3958,469.2105894,31.48756717,133801.1981,223434.9699,465.1556396,47.72499683,134409.7227,221789.3417,459.0379543,35.91275158
가양1동,11500603,dong,4600.247676,24054.23919,65.398769,44.99095459,4170.566543,22918.81537,65.69833635,9.970346217,4484.846546,24678.43034,66.97276696,9.064874272
가양2동,11500604,dong,17894.47286,53617.30608,160.9319467,22.24939587,16309.76014,56287.35065,158.9658144,31.20733568,20496.45845,66266.13818,151.2617855,28.57913833
가양3동,11500605,dong,33571.56391,100833.0418,236.8661982,82.48445552,29121.01915,84393.41122,237.3434885,55.45246405,25866.7521,76117.22816,232.7586082,46.51411695
발산1동,11500611,dong,19273.27735,46374.51715,127.6577782,24.60157648,18414.8703,44692.49784,126.5563135,10.90911729,20258.20113,48934.83122,126.4738686,10.65188901
우장산동,11500615,dong,61656.03303,132123.8716,359.0813735,36.56405134,65738.26982,138656.9695,361.7223734,53.54528605,67182.73117,142182.5427,351.6944576,49.48524154
공항동,11500620,dong,4659.976082,12416.13693,27.50400576,38.4418006,4491.351232,11578.21744,27.52246247,29.38483188,4387.346821,11351.92342,27.37568772,29.80933609
방화1동,11500630,dong,53289.2487,114964.8037,323.9328151,72.70456542,53724.07263,121215.5471,321.3746093,73.87707643,56781.40398,124461.0018,320.6639965,66.69988781
방화2동,11500640,dong,7123.237226,17946.4577,43.3781001,7.090097982,9464.658962,23370.48197,42.97551912,6.173507368,8576.000998,20459.33679,42.74727009,6.047700813
방화3동,11500641,dong,14975.89736,41844.29856,127.1625681,16.85250242,14588.25416,41127.95917,125.8948119,26.74507408,14609.43435,41147.74721,124.0262716,25.51295759
구로구,11530,gu,37807.5809,89669.82973,199.973347,85.56773259,35611.56902,86046.49116,200.2120679,73.55444037,36885.56309,86933.47339,197.6653795,69.68257697
신도림동,11530510,dong,41199.94422,116232.2851,264.1267296,70.7660582,40946.59319,115058.7803,267.4646074,102.0719991,41754.33676,117510.5059,281.3724317,98.93988086
구로1동,11530520,dong,15696.03652,67056.92063,215.2275509,23.56120786,15036.28287,64657.69797,214.6499727,53.16707047,17104.51079,73804.50471,210.6467581,47.49087078
구로2동,11530530,dong,42920.00009,90266.74114,144.1476731,151.0911493,40066.34201,87686.79987,144.0480854,81.70618086,46353.65697,86871.28759,140.5016565,77.40731151
구로3동,11530540,dong,79076.51194,212023.1038,241.6665779,765.6033582,73533.67681,199037.3747,241.0180814,540.3234159,75081.45406,193030.5905,234.8622042,507.1242664
구로4동,11530550,dong,105745.2133,168808.659,408.1268638,49.58984792,100047.3231,160339.6964,401.2151278,43.10545042,94181.41449,150455.0776,389.8627872,40.1140808
구로5동,11530560,dong,65295.32742,153510.012,283.9937074,186.8064027,58782.54143,139079.016,284.1703609,151.5965755,57263.48889,128308.5479,278.2478207,133.8103597
가리봉동,11530595,dong,78295.30176,135960.2498,239.3259427,37.30598363,67534.55794,116868.2632,234.9723753,24.70228574,66288.98066,118995.594,225.1828619,23.37937852
고척1동,11530720,dong,40708.43317,106525.684,214.428814,56.884083,39210.70381,101738.9978,216.0468017,68.60085881,38755.12211,97943.0642,218.3283461,70.60061883
고척2동,11530730,dong,59011.38851,88836.86456,287.2128586,19.65644131,58663.07597,88898.44257,285.9405652,31.65939618,59448.13037,90011.91458,280.1314112,31.01831807
개봉1동,11530740,dong,51762.05212,102746.7045,284.3458274,26.33212202,50682.34952,98780.2991,283.7979549,42.80253905,52157.34213,99193.38076,277.9254465,41.44997881
개봉2동,11530750,dong,53898.20056,156214.0379,393.2912349,17.2286786,49051.62303,144562.0568,391.4375164,95.6785337,50744.1408,148721.3453,384.1559159,94.53964777
개봉3동,11530760,dong,35814.1484,85514.26239,271.48701,59.13602247,35488.275,85551.34072,270.8857898,25.07088387,39089.22349,91225.3923,269.3827392,24.73420053
오류1동,11530770,dong,50480.47742,131081.9056,311.5410179,41.5340885,41949.81121,106465.425,312.6723516,53.29995899,46184.26598,116488.09,318.8664036,60.75261974
오류2동,11530780,dong,14319.70115,39290.14164,100.6120483,10.51755259,12975.45456,40758.68641,102.7048976,10.9370495,14685.88951,46395.03721,98.98504922,10.5662235
수궁동,11530790,dong,12291.25018,35444.14574,93.47479608,15.57292338,12934.56094,38363.60306,93.29969383,16.33666723,12185.02645,35420.88698,90.75139728,13.75111488
금천구,11545,gu,31126.42997,82279.89691,181.3810276,145.3565457,30084.02996,78314.1765,182.5360134,112.3571773,31147.28458,80730.07774,184.0991997,100.0043668
가산동,11545510,dong,21971.06816,126070.3994,88.19576137,602.4773019,20577.05138,119120.9246,90.10192638,430.6062406,21531.87527,120814.3244,93.45998345,376.1157523
독산1동,11545610,dong,22380.49861,72936.87599,184.8998459,88.13007199,22135.21798,70453.60281,189.7104729,69.29143197,21119.52644,74311.89513,210.5224412,65.69240821
독산2동,11545620,dong,68846.654,122300.027,342.576859,27.80095921,66220.92965,114562.4238,338.3204132,40.82166162,58119.32125,108474.8241,325.5678333,29.97945511
독산3동,11545630,dong,62331.1059,108521.8438,259.9975175,49.11007698,58243.59493,101409.1466,262.7953777,43.35157199,62745.36217,108289.8439,257.3217458,42.60886728
독산4동,11545640,dong,57861.90414,88067.83873,275.2760611,29.40354925,56703.39769,87296.87255,273.3422695,31.53567846,79338.03173,106550.0768,264.9294497,29.17215538
시흥1동,11545670,dong,41497.87666,97338.14572,238.9476869,68.94848688,40798.27768,94901.06045,236.5756698,52.52522442,39055.02593,93189.0104,239.1146324,45.93087761
시흥2동,11545680,dong,9517.377635,51451.85561,196.1355687,11.67310852,10937.56596,48510.00281,196.6824786,30.36204582,12542.90893,57234.29305,193.0421095,29.35368066
시흥3동,11545690,dong,16309.17199,43447.36469,85.82883313,66.50567801,15378.52156,40344.92976,85.42234681,64.37538861,15127.71951,36118.52117,85.35459909,60.62668146
시흥4동,11545700,dong,49352.30534,81412.70741,272.0727236,10.68791739,46337.60316,74721.00736,269.2920342,19.396167,45473.38091,74388.69598,263.3415877,18.43494102
시흥5동,11545710,dong,20026.48696,38293.89821,132.8074424,13.99242144,19977.61213,37798.20386,138.3678772,13.39326815,21230.2663,39674.27389,135.0725341,12.18765481
영등포구,11560,gu,46477.20389,97475.7675,169.1656343,224.5805935,43732.77571,91274.88136,168.841467,182.91395,43895.0651,90779.15985,169.1832823,184.7117317
영등포본동,11560515,dong,95644.38006,143176.5483,279.3313308,30.83265962,86535.86001,117782.5616,262.7355124,50.59353759,77590.45314,103702.6934,260.0801815,67.66352215
영등포동,11560535,dong,65153.54388,178204.6121,175.8239229,174.57975,62885.91294,170329.7057,179.8656869,98.69958763,59694.62388,164533.5026,188.3591445,103.7266214
여의동,11560540,dong,8880.095818,46309.69064,48.57454549,424.9802827,8677.825695,45241.57544,49.30998099,302.3311217,8095.407019,41876.97969,51.09262892,324.9297271
당산1동,11560550,dong,71712.84766,149985.1298,278.3988682,245.3623633,72707.7475,148721.6559,279.3098505,211.3612889,71970.8566,151292.802,278.9347402,121.6161362
당산2동,11560560,dong,51130.27598,121643.5918,229.4522073,195.5803479,45723.41409,108484.5384,229.2818982,99.49326493,47810.6569,107980.3427,232.347462,91.06296458
도림동,11560585,dong,110400.9625,140862.2848,346.0894616,38.41112885,106821.2937,136290.7787,344.6249446,40.56155884,102602.2984,132694.367,345.7186978,30.01332896
문래동,11560605,dong,39124.43377,109056.853,183.1892895,236.7189635,37678.86797,104772.7526,183.3215893,447.771754,39524.45678,110920.3248,182.4702685,469.6472483
양평1동,11560610,dong,45557.23326,102539.7145,198.5917226,223.3050014,39327.65852,89672.17726,200.8112027,170.3824751,43016.4575,98742.52604,202.8696843,147.4401804
양평2동,11560620,dong,16366.09932,42580.41393,86.58583975,134.9304422,16049.81348,40766.19142,87.91482086,61.51395042,16362.03078,42641.64277,86.22445014,57.41042978
신길1동,11560630,dong,82510.63724,118843.8383,226.2067989,49.52247125,74899.78843,105632.8967,229.313423,53.54666359,77614.50597,111971.5547,226.7180155,46.33719848
신길3동,11560650,dong,97610.6675,136762.5305,309.1106822,31.05803051,99090.91087,141640.1272,306.0538666,27.922835,95381.79823,131903.2247,300.4888945,26.10050261
신길4동,11560660,dong,82988.70582,95341.42225,316.3976461,37.59146811,88993.70017,101353.1318,313.5523435,46.69643634,92983.8186,106183.3249,298.9241409,41.7757366
신길5동,11560670,dong,64846.99641,79155.64611,213.2278731,26.12427692,53418.06668,67581.15541,205.3023052,29.13398624,49285.75585,61643.20799,190.2136292,28.17087926
신길6동,11560680,dong,89867.57494,142378.1463,269.5542193,41.43460477,81222.26907,129108.1866,274.2879121,40.47307342,78161.74437,124906.4896,287.5866303,38.96420884
신길7동,11560690,dong,55350.99,82973.73617,265.6839247,45.76788809,53445.33456,74458.95434,263.3321491,50.53815631,59084.80903,79286.14287,260.496675,44.91724585
대림1동,11560700,dong,110485.4682,135397.3321,273.817991,54.93380993,95041.61069,118241.2512,271.1229719,49.09797914,120513.7152,152347.6759,260.9710579,49.13850574
