name,code,type,parent,male,female,onehouse,convnum,rent
가락2동,11710632,dong,송파구,"16,555","17,226",2823,19,121732
문정1동,11710641,dong,송파구,"10,495","10,655",2768,15,108140
문정2동,11710642,dong,송파구,"13,914","15,842",8388,64,231907
장지동,11710646,dong,송파구,"16,583","17,655",3708,25,119764
위례동,11710647,dong,송파구,"13,821","14,528",1050,14,215981
잠실본동,11710650,dong,송파구,"13,738","15,311",7907,55,167542
잠실2동,11710670,dong,송파구,"17,528","19,177",1862,23,543268
잠실3동,11710680,dong,송파구,"17,185","18,862",1966,17,128940
잠실4동,11710690,dong,송파구,"11,481","12,288",1381,6,448214
잠실6동,11710710,dong,송파구,"8,255","9,056",952,30,212606
잠실7동,11710720,dong,송파구,"4,793","5,452",504,2, 
강동구,11740,gu,강동구,"209,746","214,489",62524,399,109765
강일동,11740515,dong,강동구,"15,666","16,727",2202,21,175627
상일동,11740520,dong,강동구,"5,496","5,530",1164,11,80301
명일1동,11740530,dong,강동구,"10,942","11,392",1954,18,126290
명일2동,11740540,dong,강동구,"8,847","9,079",1127,18,117438
고덕1동,11740550,dong,강동구,"13,859","13,455",1573,8,184567
고덕2동,11740560,dong,강동구,"3,835","3,400",1460,6,81687
암사1동,11740570,dong,강동구,"18,360","18,622",6116,32,102735
암사2동,11740580,dong,강동구,"7,095","7,482",1820,10,116545
암사3동,11740590,dong,강동구,"9,256","9,638",1039,7,95057
천호1동,11740600,dong,강동구,"14,133","14,437",5089,23,90920
천호2동,11740610,dong,강동구,"17,713","17,696",8529,48,104572
천호3동,11740620,dong,강동구,"13,717","14,065",6494,29,112109
성내1동,11740640,dong,강동구,"9,987","10,620",2359,23,106415
성내2동,11740650,dong,강동구,"12,307","12,512",6108,26,117569
성내3동,11740660,dong,강동구,"11,786","11,973",3742,31,111788
길동,11740685,dong,강동구,"22,846","23,652",8106,62,106628
둔촌1동,11740690,dong,강동구,130,144,115,4, 
둔촌2동,11740700,dong,강동구,"13,771","14,065",3527,22,94649
