code,profitscore,stablescore,profit2018,profit2019,expectedprofit2020,survive2018,survive2019,expectedsurvive2020
11650531,0.642986,-0.66291,96330336,1.06E+08,55272746,97.3,100,97.99264
11650540,0.947719,-1.24657,84470324,90478832,57652680,97.3,87.5,97.32376
11650550,0.428767,0.622376,35341248,22060329,53599710,100,100,99.46557
11650560,1.427683,-0.99868,72505271,59607436,61401157,92.9,96.6,97.60784
11650570,0.87143,0.716023,1.25E+08,38556660,57056866,100,85.7,99.57289
11650580,1.088036,0.731865,24696334,25140160,58748540,100,100,99.59104
11650581,1.390922,0.435624,1.75E+08,2.80E+08,61114060,100,97.5,99.25155
11650590,0.13582,0.300222,37903682,38856373,51311817,87.5,95,99.09638
11650600,0.271011,0.464706,78185832,57299614,52367650,94.1,100,99.28488
11650610,-0.08662,-0.05726,40369486,23814036,49574566,100,88,98.68671
11650620,-0.34492,0.767778,71590642,51991201,47557282,100,100,99.6322
11650621,0.566185,0.09339,52920947,44316465,54672937,100,100,98.85935
11650651,-0.95694,-0.68539,61421578,58479916,42777460,100,97.8,97.96688
11650652,0.668345,-1.10992,49656431,49328578,55470796,100,91.3,97.48037
11650660,-0.88365,0.984665,24869447,19506004,43349853,100,92.3,99.88075
11650,0,0,69624882.44,64182753.78,54659436.44,97.36111111,95.44444444,98.63283944
11680510,0.914087,-0.54886,63490563,54623856,57390018,94,93.2,98.12334
11680521,2.692569,-2.97061,80451883,77653987,71279807,96.4,98.7,95.34803
11680531,2.115733,-2.42743,66614871,59048123,66774764,97.4,94.8,95.9705
11680545,0.916094,-0.57807,36710837,32004295,57405690,94.6,96.5,98.08987
11680565,1.321059,-1.10568,78701016,65379803,60568430,100,98.2,97.48522
11680580,1.864763,-0.60672,77699116,70158173,64814715,96.5,94.5,98.05703
11680590,2.982666,-2.38376,79898284,61267138,73545437,94.5,96.1,96.02055
11680600,1.432521,-0.65,45025997,40659295,61438940,91.3,100,98.00743
11680610,2.49201,-2.18069,55891642,42853404,69713454,98,100,96.25327
11680630,2.252444,-2.37842,70854879,65255135,67842470,93.9,91.8,96.02668
11680640,5.54577,-7.73473,82172086,66624506,93563050,96.9,97.5,89.88837
11680650,3.364572,-2.02734,80665610,78340835,76528087,94.6,100,96.42901
11680655,0.660558,-0.04406,70970328,58673309,55409980,96.4,100,98.70183
11680656,2.491966,1.088726,52267047,38399238,69713110,95.8,100,100
11680660,-0.25535,1.088726,0,0,48256780,100,100,100
11680670,0.163995,-0.35075,31478843,22336448,51531863,91.7,90.9,98.35037
11680690,-0.25239,-0.20342,47358255,33291550,48279970,96.6,96.9,98.51921
11680700,-2.42663,-0.10994,50424661,23094627,31299314,100,90.9,98.62633
11680720,-0.3232,0.253807,3.20E+08,2.50E+08,47726930,100,90,99.04319
11680730,-0.79503,0.741797,98481903,62769486,44042000,91.7,91.7,99.60242
11680740,-0.23601,0.543221,77839841,62103062,48407845,100,100,99.37485
11680750,-1.58376,0.652958,1.16E+08,97188214,37882054,100,100,99.50061
11680,0,0,76499893.73,61896567.45,59246123.09,96.37727273,96.44090909,97.60991409
11710510,-0.70454,1.088726,51980027,56826598,44748680,100,100,100
11710520,0.081609,0.684554,79850836,69056777,50888440,100,100,99.53682
11710531,-0.39237,0.34859,31661813,25314958,47186666,92.9,100,99.15181
11710532,-0.78818,0.712685,41565403,42475238,44095480,100,100,99.56906
11710540,-1.19178,0.467104,47899515,34498090,40943413,90.9,80,99.28763
11710550,-0.97939,0.726871,61346960,40603952,42602105,88.9,90,99.58532
11710561,0.007641,0.041752,49691742,45251346,50310755,100,95.5,98.80017
11710562,0.864848,-0.97456,95377128,80389375,57005463,97.4,94.7,97.63549
11710566,0.845726,0.201452,57351282,57436896,56856120,100,100,98.98319
11710570,-1.24303,-1.03194,34235185,23423344,40543090,97.2,100,97.56973
11710580,0.710483,-0.18926,54375491,52780885,55799890,96.2,95.8,98.53544
11710590,-0.56591,0.706579,36501706,36294310,45831375,91.7,100,99.56206
11710600,1.295594,-1.71283,46560369,43040427,60369550,95.7,100,96.78944
11710610,1.356647,-1.3541,55322866,52432216,60846370,97.2,97.2,97.20054
11710620,0.055196,-0.66693,64876164,53983828,50682154,97.7,95.3,97.98803
11710631,-0.68666,0.033281,2.74E+08,1.84E+08,44888310,100,100,98.79047
11710632,0.092962,-0.47021,50846676,49211057,50977100,100,100,98.21347
11710641,-0.24547,0.678104,62381164,75540988,48333993,95,93.3,99.52943
11710642,1.508526,-1.838,55685046,37666415,62032533,94.2,95.3,96.64599
11710646,-0.88248,-0.51985,32461182,27723276,43358955,91.7,96,98.15659
11710647,-1.55208,-0.14187,37598937,14681029,38129494,87.5,92.9,98.58974
11710650,1.382671,-1.74927,73602864,56952574,61049620,95.2,90.9,96.74768
11710670,2.458015,-0.9956,1.16E+08,1.11E+08,69447956,100,100,97.61138
11710680,0.428665,0.404247,23547860,20792533,53598914,100,100,99.21559
11710690,0.088145,1.088726,82171476,47024290,50939480,100,66.7,100
11710710,0.392634,1.088726,57383964,55584780,53317513,100,100,100
11710720,-0.14194,1.088726,2.03E+08,80829767,49142504,100,100,100
11710,0,0,69528728,54622775.89,50886145.3,96.64444444,95.68888889,98.65537296
11740515,-1.29738,-0.16564,39822235,12591717,40118670,91.3,95.2,98.56251
11740520,-1.6715,-0.03421,39206665,44173407,37196834,90.9,100,98.71312
11740530,-0.56805,-0.22627,62627353,57476246,45814633,100,94.4,98.49303
11740540,-0.86335,0.074663,35802597,29002557,43508363,100,94.4,98.83789
11740550,-0.73528,0.254204,38497159,43661778,44508643,100,100,99.04364
11740560,-0.634,0.786802,58020890,41491029,45299620,100,100,99.654
11740570,-0.82795,-1.11202,49705019,40598638,43784866,100,96.9,97.47796
11740580,-0.06935,0.922956,45905884,43316667,49709430,90,100,99.81003
11740590,-1.28215,1.038639,1.01E+08,75578443,40237627,100,100,99.9426
11740600,-0.66895,0.12485,40378473,36530692,45026655,100,100,98.8954
11740610,-0.34564,-1.7624,52537860,44631042,47551675,92.2,93.7,96.73263
11740620,-0.48218,-0.14844,51282602,33548246,46485290,96.7,96.6,98.58221
11740640,0.178596,0.239902,42181131,32657224,51645900,88.5,91.3,99.02725
11740650,0.159921,-0.38813,75887299,62775537,51500044,88,96.2,98.30753
11740660,-0.01364,-0.84021,53451279,50129366,50144553,97.1,90.3,97.78945
11740685,-0.42064,-1.81061,50669299,43496128,46965933,100,95.2,96.67738
11740690,-0.38671,1.088726,0,0,47230880,100,100,100
11740700,-1.15802,0.077422,50568142,44515671,41207066,100,95.5,98.84105
11740,0,0,49307993.72,40898577.11,45440926.78,96.37222222,96.65,98.63264889
11,0,0,64539680.12,50757686.22,50251078.57,96.4995283,96.45400943,98.75232708
