name,code,type,parent,male,female,onehouse,convnum,rent
문정1동,11710641,dong,송파구,"10,595","10,818",2590,20,99403
문정2동,11710642,dong,송파구,"14,031","15,749",7875,69,233411
장지동,11710646,dong,송파구,"16,913","17,938",3565,24,86205
위례동,11710647,dong,송파구,"14,004","14,736",1065,16,265931
잠실본동,11710650,dong,송파구,"13,807","15,300",7233,62,134629
잠실2동,11710670,dong,송파구,"17,612","19,327",1888,24,372406
잠실3동,11710680,dong,송파구,"17,398","18,986",2068,18,274458
잠실4동,11710690,dong,송파구,"14,603","15,636",1757,8,284213
잠실6동,11710710,dong,송파구,"8,250","9,051",959,30,291690
잠실7동,11710720,dong,송파구,"4,834","5,551",491,2,160038
강동구,11740,gu,강동구,"214,740","218,009",60501,417,107111
강일동,11740515,dong,강동구,"16,070","16,951",2156,23,260066
상일동,11740520,dong,강동구,"5,548","5,511",1137,11,80149
명일1동,11740530,dong,강동구,"11,030","11,401",1992,18,105643
명일2동,11740540,dong,강동구,"8,948","9,064",982,17,103153
고덕1동,11740550,dong,강동구,"13,873","13,552",1524,9,74613
고덕2동,11740560,dong,강동구,"4,136","3,661",1507,6,99824
암사1동,11740570,dong,강동구,"18,814","18,909",6079,34,116120
암사2동,11740580,dong,강동구,"7,184","7,559",1783,10,113140
암사3동,11740590,dong,강동구,"9,307","9,623",1018,7,91580
천호1동,11740600,dong,강동구,"14,489","14,790",5018,24,98646
천호2동,11740610,dong,강동구,"18,089","17,963",8182,51,101158
천호3동,11740620,dong,강동구,"13,901","14,007",6134,30,105651
성내1동,11740640,dong,강동구,"10,182","10,771",2276,26,96383
성내2동,11740650,dong,강동구,"12,581","12,652",5791,25,111401
성내3동,11740660,dong,강동구,"11,997","12,097",3670,35,103780
길동,11740685,dong,강동구,"24,275","24,949",7785,65,118674
둔촌1동,11740690,dong,강동구,156,175,140,3, 
둔촌2동,11740700,dong,강동구,"14,160","14,374",3327,23,88007
