NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
시흥3동,11545690,dong,금천구,시흥3동,5760,5738,1429,1238,993,780,220,680,778,1545,1609,1657,2167,1818,1018,322,52,9140.191109,6888.166581,9,11.1,0,86902
시흥4동,11545700,dong,금천구,시흥4동,10680,10822,3078,2215,1774,1498,384,1367,1736,2971,2991,3324,4387,3220,1724,550,65,23428.40698,1687.466529,12,8.3,0,120069
시흥5동,11545710,dong,금천구,시흥5동,10222,10223,3784,2284,1577,1246,335,1139,1641,2733,2611,3310,3955,3070,1895,738,78,19233.13493,1861.664273,12,8.3,0,137902
영등포구,11560,gu,영등포구,계,183460,185557,79442,34534,28325,24147,5576,28160,26498,59013,72754,63303,69094,47268,26239,10207,1429,414505.8015,449053.7473,487,4.5,15,113743
영등포본동,11560515,dong,영등포구,영등포본동,11319,10832,4483,1988,1747,1529,354,1823,1567,3033,3979,3970,4988,3348,1736,628,105,26799.02226,5160.540834,20,10,1,100810
영등포동,11560535,dong,영등포구,영등포동,14335,11892,12084,2206,1347,1027,224,1288,985,5933,6413,3483,3806,2902,1507,541,82,22663.07655,12436.14804,67,9,1,123568
여의동,11560540,dong,영등포구,여의동,16075,18011,3932,2877,2990,2764,597,3110,2957,4093,5510,5606,5100,3952,2679,1269,180,41420.38403,253958.1422,97,1,4,225105
당산1동,11560550,dong,영등포구,당산1동,10330,10625,5273,2104,1546,1199,275,1355,1159,3560,4320,3159,3231,2633,1428,556,75,20948.23879,15852.09667,33,3,1,93185
당산2동,11560560,dong,영등포구,당산2동,16831,18919,8541,2886,2664,2426,522,2752,2345,7220,7857,5061,4751,3443,1826,799,131,35538.69422,15421.45606,38,2.6,1,135625
도림동,11560585,dong,영등포구,도림동,9523,9339,4388,2065,1435,1049,269,1382,1111,2923,4029,3517,4216,2619,1481,609,71,30671.62007,3609.978737,11,0,0,81208
문래동,11560605,dong,영등포구,문래동,15742,16088,3633,2666,2815,2647,561,3332,2970,3648,6005,5697,4093,3444,1953,768,117,27314.91681,66717.99135,39,2.6,1,98580
양평1동,11560610,dong,영등포구,양평1동,8931,8965,4271,1917,1387,1016,224,1433,1097,2777,4458,2882,2219,1752,1115,430,70,17671.38584,14993.65781,18,11.1,1,91690
양평2동,11560620,dong,영등포구,양평2동,11350,11329,4158,2056,1797,1663,346,1842,1823,3798,5050,3608,3131,2089,1077,450,62,26374.44626,18454.18513,37,8.1,1,105773
신길1동,11560630,dong,영등포구,신길1동,8869,8624,5918,1775,1130,797,217,831,1088,3314,3351,3009,3435,2430,1519,600,79,15134.68592,3534.079797,16,25,1,88591
신길3동,11560650,dong,영등포구,신길3동,8590,8679,2934,1597,1424,1228,313,1369,1299,2356,2769,2978,3583,2492,1332,487,70,15914.80106,1451.98742,10,0,0,123715
신길4동,11560660,dong,영등포구,신길4동,4557,4514,1875,954,730,541,142,416,687,1340,1269,1559,2175,1501,848,314,48,10974.33202,1634.375272,5,0,0,70967
신길5동,11560670,dong,영등포구,신길5동,4539,4815,1795,939,720,566,150,563,746,1319,1405,1835,2434,1604,844,312,38,9649.208344,1369.297353,7,0,0,76080
신길6동,11560680,dong,영등포구,신길6동,9058,9303,3630,1806,1411,1193,287,1240,1292,3017,3193,2906,3460,2573,1385,525,71,18651.57802,2752.168993,13,0,1,96695
신길7동,11560690,dong,영등포구,신길7동,8486,8499,1920,1315,1390,1499,338,1681,1587,2426,2951,2884,2611,1748,913,343,48,16853.25754,3234.442004,13,0,1,106559
대림1동,11560700,dong,영등포구,대림1동,6532,6519,2998,1417,948,770,183,823,1022,2169,2248,2715,3656,2235,1312,433,57,13285.02562,2405.800978,15,6.7,0,112057
대림2동,11560710,dong,영등포구,대림2동,6253,6611,3615,1543,867,598,167,1126,925,2461,3397,3789,5816,2738,1399,468,51,12102.9774,3613.086276,19,0,0,126878
대림3동,11560720,dong,영등포구,대림3동,12140,11993,3994,2423,1977,1635,407,1794,1838,3626,4550,4645,6389,3765,1885,675,74,24271.54318,11421.66332,29,0,1,97682
동작구,11590,gu,동작구,계,193449,205436,76209,37297,31039,27498,6454,27839,30813,71703,67546,62565,62800,47422,28721,10674,1635,366861.0673,82705.13347,340,5.3,11,130395
노량진1동,11590510,dong,동작구,노량진1동,16019,16247,6588,3112,2460,2088,535,2178,2135,5681,5413,4521,5001,4005,2465,1020,157,27201.28943,5583.205456,43,2.3,2,141025
노량진2동,11590520,dong,동작구,노량진2동,6688,6355,4096,1413,926,597,130,485,689,2426,2152,1816,2803,1984,1214,463,66,15030.56035,4382.493898,19,5.3,0,164676
상도1동,11590530,dong,동작구,상도1동,22491,23713,9694,3890,3604,3242,718,3379,3714,11411,7144,6845,6524,4966,2997,1230,193,47158.00032,5263.273567,48,6.3,2,148106
상도2동,11590540,dong,동작구,상도2동,13943,15082,5123,2675,2298,2108,469,2465,2114,4642,5174,4659,4296,3196,1936,793,123,32535.44499,1839.473245,19,5.3,1,146064
상도3동,11590550,dong,동작구,상도3동,12339,13381,5028,2577,2076,1577,387,1548,1838,4331,4546,3989,4042,3051,1997,695,110,23349.53193,1363.218464,12,8.3,0,134293
상도4동,11590560,dong,동작구,상도4동,14643,15189,5374,3042,2465,1983,466,2016,2149,4734,5268,4638,4764,3575,2154,847,99,23438.98469,1849.716842,14,7.1,0,88902
흑석동,11590605,dong,동작구,흑석동,16023,16830,5509,3001,2718,2377,572,2506,2568,7290,5267,5003,5309,3851,2502,1056,180,23871.50739,1246.405021,28,3.6,1,117570
사당1동,11590620,dong,동작구,사당1동,11261,12320,7407,2598,1570,1116,260,982,1094,5353,5006,3080,3538,3002,1688,461,64,28743.22384,5824.093538,28,3.6,0,117786
사당2동,11590630,dong,동작구,사당2동,13562,14513,4150,2864,2377,1932,464,2021,1811,3907,4979,4265,4497,3836,2339,762,127,25361.14242,2399.621203,27,14.8,2,152933
사당3동,11590640,dong,동작구,사당3동,12757,13488,3467,2450,2222,1973,465,2304,1783,3718,4546,4043,4047,3434,1964,599,101,24965.20713,14880.36578,13,0,0,135543
사당4동,11590650,dong,동작구,사당4동,7098,7738,3060,1574,1135,936,210,836,863,2665,2735,2174,2263,1901,1197,348,68,12931.94409,1328.883931,9,11.1,1,102743
사당5동,11590651,dong,동작구,사당5동,6284,6676,2249,1231,1067,929,194,942,961,2079,2233,2053,2020,1523,900,327,44,11043.86897,1633.565075,6,0,0,69552
대방동,11590660,dong,동작구,대방동,18906,20831,6844,3218,2860,3200,720,2627,4507,6594,5837,7141,5980,3960,2396,990,141,38966.25743,11021.2416,36,2.8,2,120680
신대방1동,11590670,dong,동작구,신대방1동,11543,12423,3515,1926,1785,1987,475,1901,2754,3413,3637,4930,4868,3038,1588,606,101,21979.32454,7354.477522,10,0,1,121534
신대방2동,11590680,dong,동작구,신대방2동,9892,10650,4105,1726,1476,1453,389,1649,1833,3459,3609,3408,2848,2100,1384,477,61,21624.27717,21037.01072,28,7.1,0,148477
관악구,11620,gu,관악구,계,251875,250214,148296,49133,33337,27183,6662,26925,32239,110655,93485,74466,74987,58092,35644,11507,1559,500456.0796,74893.97966,475,1.7,4,129783
보라매동,11620525,dong,관악구,보라매동,12345,12916,5732,2664,1898,1492,369,1520,1665,4922,4664,3687,3915,3261,1996,653,91,24581.59137,1935.084689,21,0,0,110564
청림동,11620545,dong,관악구,청림동,7984,8263,1966,1561,1486,1208,261,1556,1234,2007,2824,2738,2366,1889,1206,486,56,17183.57878,2531.50061,7,0,0, 
성현동,11620565,dong,관악구,성현동,15778,16713,3920,3041,2628,2591,635,2349,3358,4094,4445,5766,5095,3941,2614,906,121,32244.09704,6099.838275,10,0,0,84944
행운동,11620575,dong,관악구,행운동,14662,15352,10475,2927,1830,1406,358,1410,1545,7681,6347,3916,3801,3167,2023,596,80,29159.24565,3717.711291,36,0,0,116881
낙성대동,11620585,dong,관악구,낙성대동,8516,8480,7493,1473,873,669,169,898,957,5535,3806,2202,1757,1348,942,311,41,15767.02631,9311.106233,26,0,0,158253
청룡동,11620595,dong,관악구,청룡동,14214,15348,14014,2514,1350,1101,295,1061,1616,9957,5750,3646,3595,2892,1841,545,74,28327.06684,6967.368176,42,2.4,1,145424
은천동,11620605,dong,관악구,은천동,17204,17841,6604,3494,2663,2409,537,2568,2753,5555,6054,5727,5286,4259,2632,811,108,37204.69641,7577.247315,24,4.2,0,125185
중앙동,11620615,dong,관악구,중앙동,7406,8031,5926,1562,854,670,163,496,759,4357,3088,1879,2088,1663,1125,369,41,15481.07681,1356.923268,19,5.3,1,146400
인헌동,11620625,dong,관악구,인헌동,13155,13739,7568,2663,1830,1496,373,1442,1819,5842,5333,3974,3614,2866,1763,565,70,41100.65268,5131.494404,22,0,1,120228
남현동,11620630,dong,관악구,남현동,9066,9829,4625,1884,1375,1085,272,1199,949,3969,4038,2485,2700,2127,1238,344,55,14589.42837,3615.189349,20,0,0,212269
서원동,11620645,dong,관악구,서원동,11913,11420,8566,2528,1404,935,249,864,1007,6501,4984,3007,3213,2516,1537,460,50,23164.51166,2598.219982,28,0,0,173563
신원동,11620655,dong,관악구,신원동,9351,9401,5945,2155,1230,857,193,842,992,4438,3622,2714,3041,2325,1534,482,74,18797.24648,879.4150591,10,0,0,164874
서림동,11620665,dong,관악구,서림동,13298,10802,9098,2247,1405,1066,278,1034,1286,6102,4944,3316,3278,2629,1549,489,76,24499.44325,1759.974001,25,0,0,103531
신사동,11620685,dong,관악구,신사동,11614,11493,8038,2308,1459,1106,240,1162,1406,5769,4711,3850,4521,2783,1584,487,70,24273.40943,4676.287455,25,0,0,99350
신림동,11620695,dong,관악구,신림동,10953,10815,13469,1966,680,414,90,500,567,8429,5929,2541,1972,1500,915,277,37,22671.52025,2376.286771,39,10.3,1,197512
난향동,11620715,dong,관악구,난향동,8130,8290,1905,1502,1320,1310,321,1413,1569,1779,2221,3193,2599,2064,1234,388,66,16863.34555,1968.017179,4,0,0,78648
조원동,11620725,dong,관악구,조원동,8843,8655,6278,1796,1006,833,169,929,975,3977,3686,2750,3444,2242,1175,430,58,18122.48207,3299.850284,22,0,0,96721
대학동,11620735,dong,관악구,대학동,14304,9470,11667,1801,1159,857,230,851,1158,7067,4957,3653,3162,2117,1244,470,50,24426.26257,2953.468882,43,2.3,0,125414
삼성동,11620745,dong,관악구,삼성동,12830,12671,4625,2723,1955,1616,449,1123,1865,3265,3094,3917,4644,4030,2637,946,149,28472.63346,1935.671066,9,0,0,78878
미성동,11620765,dong,관악구,미성동,15827,16450,5405,3171,2612,2211,580,2058,2601,5088,4842,5090,5498,4563,2424,716,96,32542.46292,4229.7056,21,0,0,100013
난곡동,11620775,dong,관악구,난곡동,14482,14235,4977,3153,2320,1851,431,1650,2158,4321,4146,4415,5398,3910,2431,776,96,28238.22603,1578.346198,22,0,0,109023
서초구,11650,gu,서초구,계,206478,224882,57802,34293,34106,35237,8591,36921,46180,57607,69201,79955,62994,46100,25885,8863,1731,426656.7336,545521.0664,526,4.6,17,136653
서초1동,11650510,dong,서초구,서초1동,10292,11013,3827,1735,1617,1507,404,1651,2001,3030,3926,3899,2918,2329,1252,440,97,21912.72475,32639.64257,34,8.8,1,132931
서초2동,11650520,dong,서초구,서초2동,8721,9519,3640,1484,1398,1335,288,1510,1685,2714,3887,3287,2425,1755,926,305,65,18032.93166,70861.23379,40,0,1,159087
서초3동,11650530,dong,서초구,서초3동,14985,15599,5587,2588,2288,2108,586,1757,2775,5182,5031,4921,4855,3501,2051,698,118,30484.64175,68519.06891,81,4.9,0,121117
서초4동,11650531,dong,서초구,서초4동,15298,16301,2380,1912,2588,3290,654,3158,4220,3727,4208,6468,4538,3014,1779,620,120,31263.59074,35465.3647,35,0,0,139766
잠원동,11650540,dong,서초구,잠원동,16353,18005,4692,2607,2906,2964,581,2718,4043,4565,5436,6795,5342,3285,1591,638,146,32633.24409,19103.62272,32,12.5,1,155668
반포본동,11650550,dong,서초구,반포본동,5776,6490,740,836,978,1287,251,672,2040,1520,966,2596,2018,1179,976,315,39,8494.418158,14447.69002,8,0,1,143968
반포1동,11650560,dong,서초구,반포1동,15814,17058,6316,2264,2317,2673,629,3233,3525,4625,6143,6708,4058,2905,1480,454,100,29553.77498,7909.657598,29,3.4,2,172872
반포2동,11650570,dong,서초구,반포2동,7732,8512,738,826,1313,1697,471,2052,2711,1400,1822,3871,1977,1338,890,274,68,19445.4513,11232.02575,7,14.3,1, 
반포3동,11650580,dong,서초구,반포3동,9545,10661,1288,1370,1849,2018,384,1910,2735,2220,2680,4341,2918,1868,1107,402,72,18837.67753,8772.627798,9,0,0,227111
반포4동,11650581,dong,서초구,반포4동,9349,10468,1904,1501,1764,1640,418,1909,2304,2445,3110,3781,2889,2257,1177,404,87,19779.57705,30577.25079,40,2.5,1,224702
방배본동,11650590,dong,서초구,방배본동,9935,11421,2086,1550,1721,1898,483,1614,2914,2705,2637,4191,3403,2150,1262,584,96,21778.81172,24778.48317,20,5,0,129364
방배1동,11650600,dong,서초구,방배1동,8223,9243,2881,1692,1402,1220,290,1257,1416,2564,3260,2855,2459,2065,1231,396,78,17648.48853,16066.63629,18,0,0,121183
방배2동,11650610,dong,서초구,방배2동,10005,11175,3133,2061,1686,1518,387,1330,1761,3147,3416,3253,3402,2834,1601,491,94,24210.69293,18152.94535,25,12,1,138448
방배3동,11650620,dong,서초구,방배3동,10838,11593,2272,1895,1886,1866,447,1420,2185,3109,3146,3486,3837,3129,1609,541,112,21747.56702,17708.51991,18,0,0,134998
방배4동,11650621,dong,서초구,방배4동,11027,12958,3402,2000,1803,1924,469,1785,2756,3316,3855,4485,3540,2323,1594,546,83,24883.74895,21186.65855,25,0,0,115970
양재1동,11650651,dong,서초구,양재1동,21922,23915,5908,3952,3418,3469,1102,4928,4177,5689,7702,8008,6441,5375,2755,948,202,46711.37048,38840.92258,46,2.2,1,120974
양재2동,11650652,dong,서초구,양재2동,11635,11492,4936,2210,1656,1462,398,1686,1692,3624,4805,4021,3455,2445,1225,347,75,23928.01925,106292.0752,46,8.7,1,91743
내곡동,11650660,dong,서초구,내곡동,9028,9459,2072,1810,1516,1361,349,2331,1240,2025,3171,2989,2519,2348,1379,460,79,17939.45587,5500.459035,13,7.7,1,87352
강남구,11680,gu,강남구,계,259645,282853,90342,43268,41077,43077,9885,39067,60127,77834,88205,100225,80140,57173,31718,10752,2105,559056.0547,1276126.203,976,3.3,26,164009
신사동,11680510,dong,강남구,신사동,8068,9307,2943,1575,1291,1234,325,1085,1786,2509,2731,3229,2469,1822,1386,541,85,19154.67756,34856.85615,44,6.8,1,189594
논현1동,11680521,dong,강남구,논현1동,10751,12430,9268,2453,1211,858,259,819,1003,4829,6199,3915,2879,2305,1296,440,73,23524.22978,46396.72499,80,1.3,2,164930
논현2동,11680531,dong,강남구,논현2동,10196,11607,6126,2094,1525,1216,279,1265,1399,3597,4849,3846,2905,2248,1424,451,76,22009.85774,57741.8103,77,5.2,2,139437
압구정동,11680545,dong,강남구,압구정동,12748,14963,3036,2362,2392,2254,517,2346,2921,3368,3822,5094,3875,3110,2320,830,164,28057.41894,62593.02364,57,3.5,0,197817
청담동,11680565,dong,강남구,청담동,14047,15860,4663,2425,2391,2268,548,2455,2662,4329,5178,5194,4528,3275,1808,579,134,29325.45591,80808.6612,55,1.8,1,168623
삼성1동,11680580,dong,강남구,삼성1동,7340,7405,1974,1222,1186,1144,286,997,1474,2193,2346,2514,2442,1761,987,268,71,15222.80381,129114.8383,55,5.5,3,173572
삼성2동,11680590,dong,강남구,삼성2동,14337,15742,5621,2292,2293,2331,491,2601,3449,3973,5461,6396,3854,2431,1597,453,82,29970.96539,50190.43597,51,3.9,4,155942
대치1동,11680600,dong,강남구,대치1동,12656,12578,573,914,1941,3140,665,2022,5564,2684,1809,6187,3761,1883,984,332,48,25397.78903,27124.19935,23,0,0,279105
대치2동,11680610,dong,강남구,대치2동,19679,19151,2427,1996,3215,4347,819,2033,6626,5509,3578,7700,6954,4002,1905,551,116,39698.12244,94070.33208,49,0,2,157488
대치4동,11680630,dong,강남구,대치4동,9751,10810,5285,1653,1412,1383,320,829,2652,3553,3627,4246,3154,1527,966,266,31,21426.22893,36677.21285,61,8.2,0,178629
역삼1동,11680640,dong,강남구,역삼1동,17430,18611,16463,3579,1727,1178,332,1248,1525,8140,10600,6017,4300,2974,1677,515,85,35713.26579,182347.0541,200,2.5,2,157738
역삼2동,11680650,dong,강남구,역삼2동,17239,19403,6216,2305,2783,3160,639,3145,5325,4806,5695,8559,4621,2547,1680,501,93,37131.48464,64570.59718,54,0,0,152412
도곡1동,11680655,dong,강남구,도곡1동,10639,11899,2500,1562,1828,2095,431,1859,2380,3302,3505,3913,3526,2494,1199,416,87,21732.53662,61900.32825,29,0,1,183753
도곡2동,11680656,dong,강남구,도곡2동,15941,18298,2223,2298,3008,3433,700,2948,4826,4250,3980,6695,5432,3477,1944,666,135,33694.32683,199479.8426,25,0,2,180024
개포1동,11680660,dong,강남구,개포1동,3402,3649,880,626,509,601,151,385,654,898,759,996,1233,1213,672,201,55,11529.57933,19015.84457,2,0,0,132795
개포2동,11680670,dong,강남구,개포2동,8788,9368,1458,1301,1554,1807,337,1305,2166,2500,2291,2976,3246,2378,968,293,56,11634.91757,9748.607192,11,9.1,3,168681
개포4동,11680690,dong,강남구,개포4동,9031,9364,2928,1536,1424,1435,352,1227,1752,2764,2936,3150,3180,2177,987,301,70,17808.06161,9788.613013,32,3.1,0,86258
세곡동,11680700,dong,강남구,세곡동,21443,23516,5738,3774,3248,3389,1161,5222,4484,5459,7675,7685,6063,4558,2591,1197,239,48222.53123,1780.225451,22,9.1,0,155771
일원본동,11680720,dong,강남구,일원본동,12011,12438,1491,1479,2008,2595,497,2374,3502,2756,3239,4690,3714,2721,969,420,96,27072.2779,41984.23889,10,10,1,142033
일원1동,11680730,dong,강남구,일원1동,8062,8415,3116,1765,1303,990,289,855,1345,2504,2483,2295,2760,2504,1317,482,103,16630.86778,2528.357781,12,8.3,0,120060
일원2동,11680740,dong,강남구,일원2동,8683,9334,2163,1746,1547,1472,294,1284,1902,2047,2771,3127,2696,2482,1324,388,63,18347.38786,8314.885081,7,0,1,218536
수서동,11680750,dong,강남구,수서동,7403,8705,3250,2311,1281,747,193,763,730,1864,2671,1801,2548,3284,1717,661,143,14096.19551,18145.73951,20,0,1,132788
송파구,11710,gu,송파구,계,329200,350047,94289,57966,55523,54770,12103,55162,63010,97896,117972,112618,107296,79446,37324,12930,2261,669576.7121,391514.7256,622,3.7,18,142495
풍납1동,11710510,dong,송파구,풍납1동,7392,7523,2528,1592,1195,1040,207,874,1073,1996,2413,2365,2959,2418,1250,424,45,11287.64703,1295.363442,8,0,0,90189
풍납2동,11710520,dong,송파구,풍납2동,11748,12937,3900,2004,2104,1911,400,1983,2160,3806,4144,4044,3705,2994,1451,503,84,19538.36542,4442.598171,18,0,0,107433
거여1동,11710531,dong,송파구,거여1동,6724,6437,1801,1267,1050,1014,239,748,1187,1865,1713,2170,2440,1796,999,314,42,12309.31844,4524.533141,12,0,1,97150
거여2동,11710532,dong,송파구,거여2동,8424,8665,2486,1782,1422,1193,254,1172,1547,1926,2366,2899,2985,2310,1380,487,76,17620.3911,3082.035738,11,0,0,136240
마천1동,11710540,dong,송파구,마천1동,10655,10149,3548,2081,1559,1388,431,1260,1771,2616,2580,3252,3834,3105,1824,652,93,21410.52974,1203.200291,10,20,1,72130
마천2동,11710550,dong,송파구,마천2동,10284,9954,3086,2093,1642,1357,353,1101,1622,2600,2486,3097,4035,3010,1731,610,117,21776.06681,2558.255294,10,10,0,97886
방이1동,11710561,dong,송파구,방이1동,7928,8448,1798,1198,1329,1457,337,1139,1839,2566,2355,2833,2767,1806,817,335,49,14163.14987,8381.90416,22,4.5,1,110210
방이2동,11710562,dong,송파구,방이2동,12362,13371,7062,2690,1830,1400,334,1441,1469,4763,5838,3800,3947,3025,1418,441,68,26263.20805,21616.69686,38,5.3,0,135306
오륜동,11710566,dong,송파구,오륜동,9279,9678,668,1049,1610,2097,448,1412,2968,2375,1875,3523,3172,2322,908,338,75,19392.83795,27212.1574,16,0,1,333684
오금동,11710570,dong,송파구,오금동,19961,20938,4223,3541,3559,3374,798,3127,3632,6038,6123,6142,7351,5306,2299,930,188,39727.16753,26473.3953,40,0,1,103822
송파1동,11710580,dong,송파구,송파1동,12198,13630,5801,2653,1940,1524,385,1543,1591,4826,5851,3682,3950,2995,1379,430,63,28997.26707,15648.27799,24,4.2,0,109775
송파2동,11710590,dong,송파구,송파2동,9993,10664,1528,1501,1755,1934,452,1709,2078,3021,3148,3172,3506,2647,1061,402,78,17537.89213,11310.54879,13,0,0,129176
석촌동,11710600,dong,송파구,석촌동,16040,17385,8257,3478,2473,1908,440,1972,2188,5733,7453,5302,5225,3757,1877,584,80,34270.97781,10844.55812,45,0,1,128332
삼전동,11710610,dong,송파구,삼전동,15479,17015,8185,3238,2398,1925,439,1932,2314,5433,7259,5454,4853,3440,1595,505,105,31546.78836,6876.809309,36,2.8,0,143652
가락본동,11710620,dong,송파구,가락본동,13662,13938,4425,2436,2271,2054,500,1777,2131,4460,5092,4128,5049,3306,1408,534,74,31195.18251,32092.77454,43,4.7,0,127851
가락1동,11710631,dong,송파구,가락1동,12723,13263,1684,2351,2394,2377,431,2975,2212,3656,5300,3901,3872,2820,1013,265,44,863.8365246,5737.849007,6,0,2,102804
가락2동,11710632,dong,송파구,가락2동,16555,17226,2823,2484,2933,3199,630,2825,3812,4919,5141,5809,5502,3769,1529,591,92,34712.05718,9268.470768,19,0,2,121732
문정1동,11710641,dong,송파구,문정1동,10495,10655,2768,1834,1746,1684,399,1462,1710,3447,3785,3030,3663,2716,1106,362,68,20141.87824,30109.03146,15,6.7,1,108140
문정2동,11710642,dong,송파구,문정2동,13914,15842,8388,2755,1960,1800,365,1780,1641,5511,7954,4240,3584,3049,1469,590,99,27347.38032,37349.26085,64,4.7,0,231907
장지동,11710646,dong,송파구,장지동,16583,17655,3708,3152,2969,2730,650,2901,3392,4811,5521,5502,5793,3957,1769,664,148,36477.85719,7756.7918,25,4,1,119764
위례동,11710647,dong,송파구,위례동,13821,14528,1050,1740,2335,2903,780,4953,3352,2877,5399,5449,3300,1936,822,251,68,27992.16253,1426.982901,14,7.1,1,215981
잠실본동,11710650,dong,송파구,잠실본동,13738,15311,7907,2911,2054,1610,378,1514,2034,5205,6436,4730,4425,3263,1505,481,70,23911.17104,8205.632828,55,9.1,0,167542
잠실2동,11710670,dong,송파구,잠실2동,17528,19177,1862,1878,3061,4330,697,4519,6006,3270,4861,8963,4473,2730,1463,422,79,27878.78704,5873.034461,23,0,0,543268
잠실3동,11710680,dong,송파구,잠실3동,17185,18862,1966,2566,3210,3638,711,3510,4046,4334,5091,6341,5356,4611,2195,640,127,35929.36419,19745.37576,17,0,1,128940
잠실4동,11710690,dong,송파구,잠실4동,11481,12288,1381,1553,2239,2372,444,3360,2375,2291,3986,4554,3117,2576,1154,348,78,55904.48131,17933.94325,6,33.3,1,448214
잠실6동,11710710,dong,송파구,잠실6동,8255,9056,952,1340,1584,1556,389,1514,1723,2216,2656,2703,2749,2330,1044,437,90,32729.34291,117166.6331,30,0,2,212606
잠실7동,11710720,dong,송파구,잠실7동,4793,5452,504,799,901,995,212,659,1137,1335,1146,1533,1684,1452,858,390,61,9121.669668,6233.703894,2,0,1, 
강동구,11740,gu,강동구,계,209746,214489,62524,38257,34433,32260,7689,31178,38222,58421,66375,68963,71618,55572,27093,9221,1666,412498.3679,79803.87195,399,4.5,10,109765
강일동,11740515,dong,강동구,강일동,15666,16727,2202,2569,2237,2877,1066,3008,4497,3983,3621,5737,5059,3612,1978,883,146,24566.08123,1225.972458,21,4.8,0,175627
상일동,11740520,dong,강동구,상일동,5496,5530,1164,880,930,921,224,657,1296,1472,1389,1659,2135,1561,660,229,49,16355.04602,4528.274863,11,0,1,80301
명일1동,11740530,dong,강동구,명일1동,10942,11392,1954,1676,1945,2016,451,1657,2510,2938,3072,3746,3680,2942,1284,459,107,21553.29978,2493.098349,18,5.6,2,126290
명일2동,11740540,dong,강동구,명일2동,8847,9079,1127,1064,1343,1946,423,1201,2675,2420,1913,3177,3045,2279,858,314,83,19061.98626,2125.488357,18,5.6,0,117438
고덕1동,11740550,dong,강동구,고덕1동,13859,13455,1573,1617,2281,2914,599,3375,3455,2833,4367,5381,3777,2624,1024,436,108,24481.41028,1776.671658,8,0,1,184567
고덕2동,11740560,dong,강동구,고덕2동,3835,3400,1460,766,558,417,114,313,560,942,832,1060,1514,1207,624,245,49,6388.665914,1716.943531,6,0,0,81687
암사1동,11740570,dong,강동구,암사1동,18360,18622,6116,3697,3097,2569,551,2542,3008,5114,5844,6012,6406,4872,2527,833,134,51601.8885,5924.94779,32,3.1,1,102735
암사2동,11740580,dong,강동구,암사2동,7095,7482,1820,1332,1288,1182,213,1356,1044,1926,2707,2374,2191,1731,957,288,43,7415.844053,1224.028167,10,0,0,116545
암사3동,11740590,dong,강동구,암사3동,9256,9638,1039,1331,1638,1811,407,2144,2088,2100,2806,3395,2797,2262,986,295,67,25655.36022,4375.037285,7,0,0,95057
천호1동,11740600,dong,강동구,천호1동,14133,14437,5089,2959,2398,1829,446,1690,2092,4076,4469,4289,5101,4220,2155,671,117,30739.36894,3356.104133,23,0,0,90920
천호2동,11740610,dong,강동구,천호2동,17713,17696,8529,3846,2725,1980,437,2068,2141,4989,6503,5459,6543,4847,2641,844,145,30165.30815,4313.255226,48,6.3,0,104572
천호3동,11740620,dong,강동구,천호3동,13717,14065,6494,2938,2193,1571,372,1691,1539,4195,5093,4155,4896,4012,2029,657,90,38762.64817,5361.928176,29,3.4,0,112109
성내1동,11740640,dong,강동구,성내1동,9987,10620,2359,1844,1800,1637,398,1695,1932,2753,3464,3496,3159,2516,1235,409,69,18394.40979,12629.97068,23,8.7,1,106415
성내2동,11740650,dong,강동구,성내2동,12307,12512,6108,2742,1954,1291,317,1318,1382,3968,4661,3848,4414,3451,1829,578,93,26787.90072,9276.11778,26,3.8,2,117569
성내3동,11740660,dong,강동구,성내3동,11786,11973,3742,2230,1972,1771,392,1482,2070,3630,3833,3773,4127,3017,1561,465,71,26357.37017,5153.799303,31,9.7,1,111788
길동,11740685,dong,강동구,길동,22846,23652,8106,4322,3748,3213,788,2920,3397,6998,7633,7118,7929,6573,3072,1003,172,64610.31007,13199.28103,62,4.8,1,106628
둔촌1동,11740690,dong,강동구,둔촌1동,130,144,115,21,13,14,2,8,7,25,32,53,40,60,37,11,8,318.8815741,1543.140736,4,0,0, 
둔촌2동,11740700,dong,강동구,둔촌2동,13771,14065,3527,2423,2313,2301,489,2053,2529,4059,4136,4231,4805,3786,1636,601,115,17465.16491,5278.577086,22,4.5,0,94649
