NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
수유2동,11305620,dong,강북구,수유2동,10613,11388,3393,2447,1801,1412,380,1231,1618,3111,2782,3324,3876,3151,2091,855,99,21494.83312,2047.904191,19,5.3,1,79360
수유3동,11305630,dong,강북구,수유3동,11984,11998,6742,2575,1822,1174,281,1012,1283,4401,3804,3484,4233,3214,2128,705,89,23778.1002,3410.915149,35,2.9,1,120010
우이동,11305645,dong,강북구,우이동,10417,10944,3544,2407,1755,1290,363,1259,1554,2768,2781,3190,3725,3078,2165,812,137,20850.41972,2999.257125,19,10.5,3,82934
인수동,11305660,dong,강북구,인수동,15878,16817,5583,3599,2734,1975,527,1911,2430,4367,4398,4899,5666,4750,3182,1179,164,37130.8031,4481.619128,27,14.8,0,60844
도봉구,11320,gu,도봉구,계,164731,171967,44181,33044,28751,24747,5962,21525,28699,46277,45180,52449,59586,46413,26723,10475,1523,335534.6981,37191.69506,220,2.7,5,103940
창1동,11320511,dong,도봉구,창1동,12672,13745,3579,2536,2283,2031,414,1802,2454,3539,3773,4502,4346,3299,1954,784,115,21180.54223,1637.481945,13,0,1,81261
창2동,11320512,dong,도봉구,창2동,15096,15638,3721,3000,2733,2233,532,2182,2545,4376,4676,4961,5377,3780,2219,819,84,50563.12489,3893.494649,20,0,0,101554
창3동,11320513,dong,도봉구,창3동,7448,7439,2559,1672,1201,948,236,934,1217,1957,1923,2356,2722,2027,1322,463,60,15864.8924,860.8692777,10,0,0,80754
창4동,11320514,dong,도봉구,창4동,13571,14529,2757,2289,2381,2505,550,2051,2937,3836,3692,4779,5021,3223,1681,837,134,23661.95721,2629.752396,20,0,0,215119
창5동,11320515,dong,도봉구,창5동,12503,13366,2708,2280,2345,2097,460,1760,2189,3757,3846,3790,4649,3395,1719,752,114,26893.56107,6410.271564,19,0,1,140496
도봉1동,11320521,dong,도봉구,도봉1동,11307,11088,4033,2683,1810,1234,380,1063,1346,2832,2730,3202,4013,3747,2600,891,114,23153.80377,3055.547138,20,10,0,98691
도봉2동,11320522,dong,도봉구,도봉2동,14133,14601,4035,3092,2517,1908,459,1866,1955,3545,3986,4051,4810,4684,2737,1044,148,19660.20168,1412.127221,14,7.1,2,105854
쌍문1동,11320660,dong,도봉구,쌍문1동,10774,11447,3080,2253,1884,1499,422,1311,1905,3233,2737,3540,3814,3112,1995,707,102,22899.2447,2220.813757,17,5.9,0,95225
쌍문2동,11320670,dong,도봉구,쌍문2동,9721,10369,2965,2194,1724,1323,316,1224,1600,2813,2981,2977,3485,2801,1597,695,102,20390.26,1765.013423,12,16.7,0,101101
쌍문3동,11320680,dong,도봉구,쌍문3동,8304,8904,3102,1876,1414,1074,277,930,1185,2617,2595,2603,2909,2343,1592,538,72,17019.33381,1962.893198,16,0,0,72936
쌍문4동,11320681,dong,도봉구,쌍문4동,9491,10403,1488,1591,1710,1869,410,1339,2192,2735,2506,3222,3602,2564,1145,533,99,18882.35034,1319.641623,10,0,0,118387
방학1동,11320690,dong,도봉구,방학1동,14918,15158,4646,2958,2411,2105,558,1757,2468,4331,3775,4600,5631,4360,2502,816,139,20089.63462,4247.488685,27,0,1,118707
방학2동,11320700,dong,도봉구,방학2동,10691,10492,3713,2297,1795,1302,331,1141,1684,2934,2528,3261,4006,3143,1886,682,102,14421.70636,682.9108055,12,0,0,74361
방학3동,11320710,dong,도봉구,방학3동,14102,14788,1795,2323,2543,2619,617,2165,3022,3772,3432,4605,5201,3935,1774,914,138,41420.41828,4504.321198,10,0,0,94694
노원구,11350,gu,노원구,계,260946,277404,68669,48244,44528,44119,9468,37016,58836,77564,70066,92080,89940,63701,35910,15085,2145,543009.6085,61021.61278,355,3.7,13,133134
월계1동,11350560,dong,노원구,월계1동,12124,11365,4328,2197,1788,1629,449,1469,1929,4313,3135,3696,3768,3078,1910,669,99,24507.87327,2917.76257,37,2.7,2,133370
월계2동,11350570,dong,노원구,월계2동,12666,13590,3865,2888,2162,1813,419,1768,2297,3112,3240,4267,4417,3996,2263,887,145,27013.52773,1467.353391,19,0,0,131897
월계3동,11350580,dong,노원구,월계3동,15399,16595,3669,3521,2864,2297,496,2697,2410,3790,5205,4983,4984,4474,2548,950,131,30307.62487,1470.392395,8,0,1,148960
공릉1동,11350595,dong,노원구,공릉1동,19036,19748,8132,3663,2981,2581,583,2476,3097,7203,6100,5768,6111,5114,2536,964,139,44604.3068,8120.4049,45,4.4,2,113500
공릉2동,11350600,dong,노원구,공릉2동,19924,20818,5430,3104,3254,3548,761,3261,4909,6930,5639,7035,6241,4181,2106,874,121,38603.52899,7077.061309,37,2.7,1,140378
하계1동,11350611,dong,노원구,하계1동,14149,15068,4816,2347,2175,2440,499,1336,3947,5802,2979,4624,5161,3226,1731,858,120,29521.10371,5231.227029,21,0,0,107662
하계2동,11350612,dong,노원구,하계2동,11256,12283,1588,1759,2017,2367,457,1659,3153,3320,2699,4395,4083,2249,1330,630,78,23720.60709,1921.468424,5,0,1, 
중계본동,11350619,dong,노원구,중계본동,12928,13403,2117,1426,1948,2776,678,1686,4704,3628,2051,5495,4807,2218,1147,576,80,25477.34887,1920.653685,12,8.3,0,112986
중계1동,11350621,dong,노원구,중계1동,13729,14368,1407,1328,2308,3333,610,2006,6003,3252,2101,6868,4561,1849,1007,467,55,28551.90006,2795.368514,14,0,0,171461
중계4동,11350624,dong,노원구,중계4동,10448,11016,2489,1963,1689,1845,393,1316,2575,2724,2193,3863,3679,2603,1775,710,89,23428.78545,2118.75409,14,0,0,103525
중계2.3동,11350625,dong,노원구,중계2.3동,17293,19832,4830,3938,3199,2777,583,2488,3638,4598,4749,6443,5854,4671,3231,1414,179,37298.69099,2253.411195,9,0,1,245656
상계1동,11350630,dong,노원구,상계1동,19703,20705,4335,3580,3381,3237,848,2644,3693,5723,5374,6194,7302,5443,2779,1177,198,45827.32514,7540.422457,26,0,1,117979
상계2동,11350640,dong,노원구,상계2동,10513,10767,3117,1710,1663,1793,366,1124,2071,3554,2530,3409,4082,2665,1387,546,77,20747.17814,2357.810151,32,15.6,1,185410
상계3.4동,11350665,dong,노원구,상계3.4동,12997,13068,4535,2824,1991,1661,464,1328,2157,3218,2812,4020,4768,4017,2706,1021,133,30767.87118,2769.098635,16,6.3,1,75983
상계5동,11350670,dong,노원구,상계5동,12580,13199,3875,2623,2187,1786,427,1284,2357,3684,2929,4108,4799,3497,2222,875,138,20834.79025,1553.365259,13,7.7,1,88078
상계6.7동,11350695,dong,노원구,상계6.7동,16271,18607,4178,3257,3068,2887,545,2901,3468,4798,5326,6124,5715,3710,1933,919,144,27098.20417,4996.398295,28,0,0,184853
상계8동,11350700,dong,노원구,상계8동,11653,12496,2237,2248,2308,2062,363,2819,2415,2681,5249,4186,3028,2116,1129,504,71,24599.02801,884.4031651,5,0,1, 
상계9동,11350710,dong,노원구,상계9동,10548,11485,2026,2107,2045,1902,317,1645,2436,2777,3090,3817,3686,2649,1324,601,90,21705.6613,2418.975149,9,11.1,0,132678
상계10동,11350720,dong,노원구,상계10동,7729,8991,1695,1761,1500,1385,210,1109,1577,2457,2665,2785,2894,1945,846,443,58,16917.13118,1196.050045,5,0,0, 
은평구,11380,gu,은평구,계,233566,250164,75336,47777,39482,33351,8531,32976,42087,66969,72420,80055,79150,60482,37817,13998,1945,461925.0688,48478.52001,359,2.2,11,106182
녹번동,11380510,dong,은평구,녹번동,18103,19466,6534,4050,3115,2424,590,2743,2597,5049,6437,5916,6140,4775,3037,1123,167,30270.2208,4871.753804,28,0,2,107256
불광1동,11380520,dong,은평구,불광1동,19464,21462,6448,4269,3541,2739,612,2850,2988,5585,6022,6590,6942,5222,3451,1394,175,32013.58078,3517.905921,15,0,1,133751
불광2동,11380530,dong,은평구,불광2동,14315,15104,5815,3302,2354,1721,441,1435,2086,4372,4333,4428,5213,4131,2650,945,120,31975.9125,2929.540998,24,0,1,116847
갈현1동,11380551,dong,은평구,갈현1동,11943,12634,4505,2657,2000,1537,370,1226,1925,3939,3550,3770,4306,3337,2046,648,101,26160.72203,2515.966584,20,0,0,127468
갈현2동,11380552,dong,은평구,갈현2동,14282,15698,4186,3019,2597,2116,500,1885,2867,4455,4491,4974,4952,3583,2205,833,90,28290.68288,3157.547481,33,0,0,93562
구산동,11380560,dong,은평구,구산동,16836,16942,3928,3135,2754,2397,648,2163,3111,4608,4535,5472,5862,4409,2688,1012,144,35125.24851,5213.330771,22,4.5,1,65642
대조동,11380570,dong,은평구,대조동,14915,16694,7365,3434,2421,1766,421,1657,2241,5203,5110,5006,5099,3950,2678,941,115,31639.91,2921.601896,34,2.9,1,123953
응암1동,11380580,dong,은평구,응암1동,12265,13285,4658,2472,1984,1682,419,1798,2593,3426,3969,4473,3903,2946,1922,707,119,27457.65781,2985.037526,25,4,0,104676
응암2동,11380590,dong,은평구,응암2동,10863,11321,2547,2018,1980,1712,406,2508,1979,2376,3941,4221,3063,2291,1405,531,68,17914.91827,1541.476938,4,0,0,117947
응암3동,11380600,dong,은평구,응암3동,12713,13242,5774,2862,1976,1481,364,1192,1918,3699,3516,3986,4521,3734,2596,1024,123,22776.11963,1738.557777,33,0,0,101563
역촌동,11380625,dong,은평구,역촌동,23223,25534,7340,4856,4104,3366,861,3358,4047,6780,7731,8119,7987,5883,3779,1300,179,49961.88109,4705.98566,39,0,0,97973
신사1동,11380631,dong,은평구,신사1동,13863,14688,3665,2852,2517,2047,483,1888,2345,4054,4533,4498,4748,3644,2206,764,105,29133.33123,2659.241431,20,5,1,90614
신사2동,11380632,dong,은평구,신사2동,11027,10958,3143,2131,1842,1576,386,1370,1928,3093,3180,3556,3712,2985,1588,639,90,20727.60775,2165.272644,12,8.3,1,76533
증산동,11380640,dong,은평구,증산동,8020,8256,2464,1667,1292,1134,313,915,1356,2188,2244,2508,2856,2317,1451,490,75,14770.43138,2896.573092,15,13.3,1,78440
수색동,11380650,dong,은평구,수색동,4608,4624,1421,954,757,613,162,497,640,1256,1292,1250,1719,1454,809,330,51,12024.1487,2266.730169,1,0,1,97136
진관동,11380690,dong,은평구,진관동,27126,30256,5543,4099,4248,5040,1555,5491,7466,6886,7536,11288,8127,5821,3306,1317,223,54097.58418,3062.957844,34,2.9,1,130484
서대문구,11410,gu,서대문구,계,149775,161440,58356,29414,24416,21028,5172,21198,26112,56159,47246,49868,50489,36903,24344,10255,1465,314012.0364,64340.29984,311,2.6,7,123256
천연동,11410520,dong,서대문구,천연동,8854,9693,3314,1698,1524,1311,294,1445,1619,2462,2610,3149,3107,2095,1493,728,98,20795.71615,2074.086981,12,0,0,129935
북아현동,11410555,dong,서대문구,북아현동,8196,9019,2872,1673,1487,1223,250,1505,1182,2705,3161,2880,2902,1741,1066,437,62,17254.67171,1714.205241,9,0,0,105222
충현동,11410565,dong,서대문구,충현동,8697,9165,4453,1702,1247,1062,286,851,1305,3019,2721,2705,3178,2306,1399,647,142,17769.11781,13589.30542,28,0,2,118171
신촌동,11410585,dong,서대문구,신촌동,8494,10263,9163,1511,830,629,154,951,1333,10950,3810,2125,2079,1417,1032,448,82,19526.39173,5312.11098,84,6,2,190797
연희동,11410615,dong,서대문구,연희동,18396,19559,9904,3644,2643,2157,588,2044,3055,8751,6488,6035,5784,4361,3047,1319,181,38264.86297,15160.73452,39,5.1,0,110370
홍제1동,11410620,dong,서대문구,홍제1동,11644,13062,3407,2461,2075,1734,450,1728,2076,3232,3665,4017,4152,3173,1995,832,108,18735.68457,1749.25742,15,0,0,100415
홍제3동,11410640,dong,서대문구,홍제3동,7966,8409,2640,1658,1320,1140,278,876,1304,2245,2062,2489,2831,2280,1603,747,82,12145.11425,1014.191863,13,0,1,108586
홍제2동,11410655,dong,서대문구,홍제2동,6959,7603,1736,1410,1296,1099,252,928,1204,1945,1984,2241,2669,1846,1273,519,68,21736.8468,1354.552529,5,0,1,234712
홍은1동,11410660,dong,서대문구,홍은1동,11035,11685,3104,2144,1857,1667,446,1432,1962,3049,2888,3467,4082,3113,1974,868,130,22754.53618,2294.972182,11,0,0,78321
홍은2동,11410685,dong,서대문구,홍은2동,13526,14253,4689,2748,2219,1862,462,1563,2567,4444,3816,4498,4757,3553,2209,982,137,30657.61838,5204.910855,21,0,0,90499
남가좌1동,11410690,dong,서대문구,남가좌1동,8108,8657,1461,1243,1464,1491,363,2342,1474,1893,2801,3239,2296,1620,1011,382,50,18366.79628,4168.24647,8,0,1,137421
남가좌2동,11410700,dong,서대문구,남가좌2동,12129,12917,4568,2408,1982,1748,390,1927,2217,4223,3726,4061,3893,2883,1992,789,135,21717.0081,4011.777037,25,0,0,105295
북가좌1동,11410710,dong,서대문구,북가좌1동,9295,9850,1577,1617,1675,1622,409,1635,2043,2278,2769,3480,3026,2110,1349,522,71,17122.01823,3098.167576,10,0,0,98704
북가좌2동,11410720,dong,서대문구,북가좌2동,16476,17305,5468,3497,2797,2283,550,1971,2771,4963,4745,5482,5733,4405,2901,1035,119,36389.36167,3040.51667,31,3.2,0,83187
마포구,11440,gu,마포구,계,177388,197034,77236,35628,28521,24943,5795,27366,30979,65592,68316,64234,55290,37949,24344,10152,1447,360037.2541,168585.3157,543,2.8,15,141500
아현동,11440555,dong,마포구,아현동,11729,13179,3166,2263,2370,1933,341,2709,1665,3259,5444,3992,3914,2419,1279,587,98,23883.85622,19124.71788,23,4.3,1,157396
공덕동,11440565,dong,마포구,공덕동,18978,20970,8523,3983,3134,2583,536,2488,2716,6809,6957,6225,6959,4411,2740,1174,160,43287.21995,10421.75292,29,0,1,93005
도화동,11440585,dong,마포구,도화동,10654,11754,3637,2046,1819,1621,393,1642,1758,3179,3875,3517,3593,2581,1598,801,130,16017.02806,8484.544585,23,0,0,202560
용강동,11440590,dong,마포구,용강동,10424,11552,3173,1954,1870,1693,364,2352,2058,2496,3972,4502,3104,2061,1276,604,68,18448.13421,15710.53221,26,0,1,165496
대흥동,11440600,dong,마포구,대흥동,5696,5938,4767,1149,582,505,109,459,795,4182,2038,1797,1726,1280,874,359,68,12128.18894,3577.357236,40,2.5,3,134605
염리동,11440610,dong,마포구,염리동,6044,6438,2455,1182,998,848,184,1017,1185,2449,2123,2273,1910,1185,886,357,43,10124.85421,17700.69559,10,10,1,125407
신수동,11440630,dong,마포구,신수동,10336,10776,3574,1894,1715,1564,324,1572,1926,3442,3422,3709,3182,2210,1445,611,86,18056.68512,4492.417266,18,0,0,121770
서강동,11440655,dong,마포구,서강동,12095,13261,5185,2263,1953,1807,381,2036,1996,5290,4536,4321,3739,2327,1347,619,85,19135.50013,5951.562365,41,0,2,159598
서교동,11440660,dong,마포구,서교동,11347,13125,8662,2444,1493,1098,289,1058,1462,6421,5585,3890,3159,2226,1574,738,105,22981.73899,29350.64501,124,4,2,153770
합정동,11440680,dong,마포구,합정동,8803,10104,4944,2102,1283,948,218,1341,1108,3749,4097,2758,2584,1883,1210,476,68,17506.83496,6116.741911,28,10.7,1,140609
망원1동,11440690,dong,마포구,망원1동,10270,11482,5085,2399,1528,1294,317,1248,1485,3657,4321,3516,3277,2370,1609,585,69,21857.49578,3442.30143,25,0,0,130339
망원2동,11440700,dong,마포구,망원2동,9212,10067,2996,1881,1511,1440,335,1380,1790,2703,3192,3477,2817,2146,1399,487,65,10771.51004,1280.106948,17,0,0,109939
연남동,11440710,dong,마포구,연남동,7513,8555,4825,1729,1059,778,215,808,936,3570,3527,2577,2221,1791,1134,498,85,16320.84632,3219.684159,26,3.8,0,130961
성산1동,11440720,dong,마포구,성산1동,9448,10531,4137,2061,1494,1202,339,1145,1631,3293,3673,3673,2929,2106,1385,493,53,18526.2784,9537.041688,28,3.6,0,105097
성산2동,11440730,dong,마포구,성산2동,19203,22261,7855,3846,3227,2921,687,2961,3921,6748,7057,7154,5746,4065,2888,1030,156,42890.47843,3427.952764,32,3.1,2,118071
상암동,11440740,dong,마포구,상암동,15636,17041,4252,2432,2485,2708,763,3150,4547,4345,4497,6853,4430,2888,1700,733,108,36184.44164,18348.74288,53,1.9,1,192119
양천구,11470,gu,양천구,계,226881,234170,49734,37201,38449,40245,8947,34206,53455,62192,62296,82224,79075,53417,26533,9963,1566,448059.006,142789.1268,316,4.1,7,121681
목1동,11470510,dong,양천구,목1동,15406,16555,1584,1689,2830,3498,656,3024,5272,3658,3621,7165,4978,2659,1264,439,80,26277.72513,21903.78317,37,0,2,200270
목2동,11470520,dong,양천구,목2동,15298,15988,4446,2837,2596,2387,568,2026,2813,5144,5703,4849,5111,3561,1602,628,97,31428.36025,5483.250122,28,7.1,1,101236
목3동,11470530,dong,양천구,목3동,11057,11897,3497,2351,1985,1584,325,1530,1702,3702,4280,3394,3895,2745,1285,523,73,22791.80752,2559.15689,17,0,1,119871
목4동,11470540,dong,양천구,목4동,13267,13701,2879,1900,2094,2549,563,1608,3738,4239,3172,5036,4905,2475,1424,503,73,26621.42622,3470.259612,20,5,0,93014
목5동,11470550,dong,양천구,목5동,21181,21690,1648,2037,3657,5095,866,3612,7693,4875,4334,9452,6734,3789,1535,739,159,38160.85997,28620.86517,19,15.8,0,179597
신월1동,11470560,dong,양천구,신월1동,11142,10574,4298,2316,1794,1299,326,1234,1493,2883,3103,3457,4181,3415,1694,540,76,22745.79916,2640.971933,16,0,0,102844
신월2동,11470570,dong,양천구,신월2동,11007,11432,2408,2038,1914,1711,469,1700,1935,2826,3489,3515,3672,3319,1579,505,79,22383.25057,3023.218338,9,11.1,0,96441
신월3동,11470580,dong,양천구,신월3동,8848,7903,3917,1829,1245,889,263,1063,1317,2285,2297,2570,3281,2417,1278,432,53,14868.33269,1500.833582,11,0,0,76592
신월4동,11470590,dong,양천구,신월4동,9381,9640,1466,1559,1667,1595,436,1781,1760,2236,2825,3162,3046,2526,1280,436,59,21279.98571,1934.142026,17,0,0,78040
신월5동,11470600,dong,양천구,신월5동,7676,7773,2140,1462,1309,1126,279,1113,1404,2226,2384,2426,2718,1948,1007,323,44,21886.70196,2487.814385,19,0,0,79424
신월6동,11470610,dong,양천구,신월6동,3312,3353,659,566,556,568,134,422,723,831,830,1071,1177,981,485,153,23,6353.200145,1107.025424,5,0,0,98771
신월7동,11470611,dong,양천구,신월7동,10749,11066,2921,2550,1882,1486,318,1360,1633,2854,3079,3261,3895,3298,1784,714,88,21551.23316,3091.219513,13,7.7,1,85517
신정1동,11470620,dong,양천구,신정1동,10451,10903,1376,1227,1651,2343,493,1915,3178,2615,2335,4232,3603,2049,1061,457,95,20727.43123,12652.07284,10,0,0,119243
신정2동,11470630,dong,양천구,신정2동,10092,10518,1527,1276,1522,2197,509,1399,3035,2875,2013,3948,3798,2098,1040,468,65,18291.79545,6771.372722,11,0,0,153387
신정3동,11470640,dong,양천구,신정3동,23618,24664,4404,4067,3937,4140,1140,4128,5693,6111,6468,8748,8104,5385,2868,1046,165,46373.01689,7974.755219,19,0,1,130896
신정4동,11470650,dong,양천구,신정4동,17236,17817,6646,3523,2919,2169,571,2122,2599,5498,5929,5656,6002,4679,2534,746,113,35882.96338,6881.622552,43,9.3,1,111366
신정6동,11470670,dong,양천구,신정6동,12297,12957,1027,1417,2289,2773,522,2092,3834,3337,2896,4863,4446,2373,905,442,86,24696.98403,20296.5382,11,0,0,161151
신정7동,11470680,dong,양천구,신정7동,14863,15739,2891,2557,2602,2836,509,2077,3633,3997,3538,5419,5529,3700,1908,869,138,31814.38531,6936.724726,11,9.1,0,171447
강서구,11500,gu,강서구,계,288905,306697,101063,57832,47939,41713,10019,45730,48634,88670,106788,95052,91999,72729,36653,13524,2233,572348.9806,143684.0301,558,4.8,17,133785
염창동,11500510,dong,강서구,염창동,20535,21371,3424,2900,3750,4081,800,4387,4725,5507,7254,7844,6128,3825,1650,608,86,35913.96202,12162.68643,27,3.7,1,112480
등촌1동,11500520,dong,강서구,등촌1동,11098,12278,6317,2182,1673,1429,290,1510,1489,4578,5669,3320,3170,2063,1043,625,123,20443.60166,7674.867653,35,2.9,1,89705
등촌2동,11500530,dong,강서구,등촌2동,10805,11029,2518,1977,1876,1690,412,1568,1812,3444,3798,3171,3684,2746,1234,417,92,22290.22047,4968.228976,10,0,0,107480
등촌3동,11500535,dong,강서구,등촌3동,15615,17121,5561,3944,2636,2104,445,1860,2549,4546,4859,4352,5975,4778,2368,1363,268,23904.55924,10888.35798,28,10.7,0,152034
화곡1동,11500540,dong,강서구,화곡1동,26313,27317,11926,6046,4348,2893,713,3398,2891,9028,11734,7881,8228,6882,3548,1054,140,50005.3399,4939.227204,58,3.4,1,107443
화곡2동,11500550,dong,강서구,화곡2동,9469,10001,2803,2025,1690,1259,390,1528,1661,2649,3468,3416,2996,2410,1261,347,52,20268.1001,1576.762758,11,9.1,0,95735
화곡3동,11500560,dong,강서구,화곡3동,10803,11698,3202,2123,1917,1577,418,1477,1753,3388,3503,3306,3641,3315,1671,517,83,22232.05766,5580.764786,16,0,0,122846
화곡4동,11500570,dong,강서구,화곡4동,10794,11148,3542,2408,1907,1368,343,1413,1543,3061,3857,3481,3739,3034,1558,544,60,21504.51105,2616.244464,17,5.9,0,122191
화곡본동,11500590,dong,강서구,화곡본동,17438,18246,6877,3669,2923,2220,542,2750,2743,5663,7062,5990,5057,4068,2021,650,113,39669.23191,3377.230524,28,0,0,105134
화곡6동,11500591,dong,강서구,화곡6동,12302,12548,4925,2420,1894,1635,400,1487,1853,4038,4198,3807,4191,3409,1487,518,72,26502.2269,13820.51838,32,3.1,0,104271
화곡8동,11500593,dong,강서구,화곡8동,12637,13633,4225,3038,2191,1668,401,1736,1841,3934,4907,4228,4169,3457,1936,512,73,24653.2489,2529.424832,15,0,1,146460
가양1동,11500603,dong,강서구,가양1동,15783,17940,11762,2559,2056,1905,469,2055,2099,8230,8116,4628,4378,2882,1161,456,80,30878.21808,4686.062722,82,9.8,2,236100
가양2동,11500604,dong,강서구,가양2동,7287,8034,3977,2177,1129,626,136,595,534,2017,2712,1504,2672,3075,1479,700,122,15896.58144,3120.733568,6,0,1,180154
가양3동,11500605,dong,강서구,가양3동,7696,8631,3112,2436,1431,721,179,902,764,2058,3331,2080,2557,2596,1460,606,88,23497.00536,5489.793941,8,0,0,98568
발산1동,11500611,dong,강서구,발산1동,18331,20125,2649,2892,3104,3672,914,3964,5235,4711,4969,7569,5730,3611,1997,708,118,37460.6688,3229.098718,34,2.9,0,118303
우장산동,11500615,dong,강서구,우장산동,21997,23789,3967,3184,3770,4483,919,4377,5715,5532,6540,8966,6744,4940,2390,692,130,49194.24278,7282.158903,27,3.7,1,137671
공항동,11500620,dong,강서구,공항동,13934,13684,5543,2663,2166,1807,468,2849,1805,4050,5607,4430,4286,3127,1663,593,90,29916.9167,31941.31225,45,8.9,4,120392
방화1동,11500630,dong,강서구,방화1동,22318,23314,4868,3747,3684,3829,1032,4884,4323,5705,7301,7941,6803,5291,2623,936,161,33422.95937,7683.215949,32,6.3,2,121070
방화2동,11500640,dong,강서구,방화2동,11908,12124,5412,2583,1780,1329,382,1370,1622,3617,3859,3451,3903,3528,2051,816,111,27547.30776,3957.218223,27,3.7,2,61987
방화3동,11500641,dong,강서구,방화3동,11842,12666,4453,2859,2014,1417,366,1620,1677,2914,4044,3687,3948,3692,2052,862,171,29962.96523,6365.327631,20,0,1,147961
구로구,11530,gu,구로구,계,200561,204854,64538,39355,32640,28736,7148,32748,32875,58264,71471,71263,75841,55495,29734,10147,1332,402826.6806,147991.534,360,3.3,10,117675
신도림동,11530510,dong,구로구,신도림동,18139,19005,2962,2853,3354,3383,704,3863,3693,4625,6743,6701,5331,3967,1814,651,96,39317.29729,15004.58387,31,3.2,2,129209
구로1동,11530520,dong,구로구,구로1동,10551,10858,1767,1792,1863,1962,413,2147,2095,2747,4162,3761,3183,2415,935,341,62,21894.29722,5423.041188,10,0,0,138793
구로2동,11530530,dong,구로구,구로2동,13040,12699,6178,2913,1870,1375,361,1789,1868,4276,5056,6092,8440,4749,2654,888,108,25352.46303,14380.28783,28,0,1,112997
구로3동,11530540,dong,구로구,구로3동,12483,12045,7670,2192,1629,1314,331,1766,1576,4566,5882,4430,3602,2673,1482,532,50,24583.8443,55112.98842,72,2.8,2,168180
구로4동,11530550,dong,구로구,구로4동,10396,10828,4941,2532,1656,1125,250,1372,1464,3217,4154,4365,5744,3543,2052,714,79,18455.89588,1982.850719,19,0,0,128100
구로5동,11530560,dong,구로구,구로5동,14531,15512,6820,2866,2244,1885,452,2340,1908,5418,6433,5111,5935,3867,2014,687,87,29269.54717,15614.44728,29,0,1,111857
가리봉동,11530595,dong,구로구,가리봉동,5182,4361,3883,1023,511,331,91,561,487,1610,2169,2837,4697,2197,909,381,49,9398.895012,988.0914296,14,14.3,0,94573
고척1동,11530720,dong,구로구,고척1동,12010,11939,2885,2155,1992,1951,433,1567,2250,3484,3225,3832,4213,3370,1829,563,90,25061.429,7957.699622,15,6.7,0,101455
고척2동,11530730,dong,구로구,고척2동,14167,14397,3693,2743,2341,2225,516,2151,2547,3826,3843,4822,5206,3802,2140,792,90,29165.93765,3229.25841,23,0,0,79060
개봉1동,11530740,dong,구로구,개봉1동,16625,16625,4761,3414,2716,2322,614,2404,2672,4482,4900,5341,6055,4876,2713,892,101,37177.53209,5607.132616,21,4.8,1,91282
개봉2동,11530750,dong,구로구,개봉2동,16156,16881,3117,3209,2917,2532,654,2729,2630,4042,5290,5149,5315,4853,2633,782,127,31315.00131,7654.282696,12,0,0,139488
개봉3동,11530760,dong,구로구,개봉3동,10625,11065,2597,2286,1914,1565,388,1546,1659,2843,3414,3412,3726,3253,1659,587,77,21941.74897,2030.741593,9,0,0,96867
오류1동,11530770,dong,구로구,오류1동,10772,11224,5060,2351,1673,1234,330,1401,1324,3713,4503,3221,3298,2888,1688,582,73,18447.66874,3144.69758,23,4.3,0,153515
오류2동,11530780,dong,구로구,오류2동,23574,24917,5426,4547,3818,3741,1107,5310,4456,6172,8013,8024,6942,5624,3397,1191,163,47244.2529,5031.04277,30,13.3,2,126987
수궁동,11530790,dong,구로구,수궁동,12310,12498,2778,2479,2142,1791,504,1802,2246,3243,3684,4165,4154,3418,1815,564,80,24911.01825,4361.89015,24,0,1,80094
금천구,11545,gu,금천구,계,118912,115167,48816,23522,17798,14748,3690,15599,16775,37626,39812,38995,48955,32430,17248,5710,751,237661.8894,146289.0448,280,3.9,3,110918
가산동,11545510,dong,금천구,가산동,11548,9334,9590,1764,1106,783,179,1018,829,5543,5396,3443,4354,2467,1077,341,45,22705.68545,108512.7726,112,3.6,1,137590
독산1동,11545610,dong,금천구,독산1동,21218,19792,9441,3750,3006,2624,655,3459,2454,7332,8819,6577,7000,4543,2466,812,97,39649.48884,14481.90928,42,2.4,1,110389
독산2동,11545620,dong,금천구,독산2동,10062,9686,3974,2161,1610,1197,271,1216,1449,2998,3047,3319,4793,2964,1468,444,67,20299.22479,2449.299697,15,0,0,90324
독산3동,11545630,dong,금천구,독산3동,12815,12527,5624,2782,1928,1489,350,1551,1734,4126,4449,4720,7064,4090,1918,628,91,24177.17475,3988.344623,19,0,0,86576
독산4동,11545640,dong,금천구,독산4동,8185,8069,3297,1767,1253,966,265,969,1228,2473,2523,3011,4243,2511,1256,339,40,16127.1939,1860.605029,14,0,0,102744
시흥1동,11545670,dong,금천구,시흥1동,17342,17317,6587,3547,2696,2283,554,2406,2623,5194,5580,5788,7046,4759,2687,913,128,40454.43954,8981.813376,41,7.3,1,111267
시흥2동,11545680,dong,금천구,시흥2동,11080,11659,2012,2014,1855,1882,477,1794,2303,2711,2787,3846,3946,2988,1739,623,88,24781.9923,3825.617773,4,0,0,123494
