NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
창2동,11320512,dong,도봉구,창2동,15380,15955,3514,2955,2741,2369,577,2340,2732,4562,4834,5144,5394,3631,2137,728,83,50767.44346,3721.867052,19,0,0,80417
창3동,11320513,dong,도봉구,창3동,7575,7613,2439,1622,1259,1005,252,1017,1277,1991,2038,2492,2682,1984,1291,432,64,15894.43203,1003.292504,11,9.1,0,74091
창4동,11320514,dong,도봉구,창4동,13803,14756,2615,2206,2349,2642,583,2154,3152,3929,3757,5043,5022,3013,1640,811,119,23757.47885,3175.471703,17,5.9,0,218012
창5동,11320515,dong,도봉구,창5동,12694,13546,2454,2234,2362,2182,511,1915,2341,3764,3912,4037,4636,3254,1698,683,95,27079.72578,5305.694276,18,0,1,139074
도봉1동,11320521,dong,도봉구,도봉1동,11605,11362,3917,2679,1830,1354,383,1167,1493,2945,2917,3325,4175,3641,2531,811,98,23312.95748,3342.227855,23,0,0,69514
도봉2동,11320522,dong,도봉구,도봉2동,14289,14758,3793,3021,2525,2029,483,1971,2076,3566,4117,4180,4898,4601,2632,969,133,19672.60689,3540.311144,13,7.7,2,88623
쌍문1동,11320660,dong,도봉구,쌍문1동,10764,11386,2929,2191,1895,1547,416,1367,2075,3176,2799,3632,3809,2916,1946,606,95,22794.94651,2537.922363,18,5.6,0,88584
쌍문2동,11320670,dong,도봉구,쌍문2동,9864,10479,2853,2121,1792,1366,328,1251,1754,2830,3003,3181,3492,2651,1590,641,93,20024.84316,3018.443261,14,28.6,0,94776
쌍문3동,11320680,dong,도봉구,쌍문3동,8371,8895,2895,1798,1426,1142,285,1025,1211,2587,2648,2697,2896,2258,1562,471,66,17057.95784,2135.21581,16,0,0,108029
쌍문4동,11320681,dong,도봉구,쌍문4동,9655,10532,1502,1476,1733,1944,434,1395,2286,2892,2535,3360,3660,2401,1107,506,90,18050.40236,1148.470716,10,0,0,144198
방학1동,11320690,dong,도봉구,방학1동,15055,15294,4353,2899,2452,2167,608,1886,2628,4329,3876,4833,5626,4203,2368,757,117,20067.11558,3465.283144,24,0,1,88058
방학2동,11320700,dong,도봉구,방학2동,11023,10761,3548,2317,1843,1411,342,1222,1883,2999,2743,3508,4029,3020,1827,632,102,14523.77366,876.9729714,12,8.3,0,101506
방학3동,11320710,dong,도봉구,방학3동,14473,15121,1717,2211,2621,2735,677,2288,3215,3991,3603,4883,5334,3662,1687,870,129,41844.12023,2624.677061,9,0,0,58673
노원구,11350,gu,노원구,계,266826,282539,66145,47105,45114,46634,10089,39696,62573,78398,73725,96722,89995,61019,34730,14060,2019,540634.1809,68360.75536,350,4,13,128814
월계1동,11350560,dong,노원구,월계1동,12231,11481,4264,2126,1766,1742,454,1611,1960,4195,3396,3737,3758,3003,1780,609,93,23865.50872,2660.816746,36,0,2,103361
월계2동,11350570,dong,노원구,월계2동,12997,13897,3636,2895,2217,1922,468,1888,2446,3236,3510,4439,4527,3814,2177,843,145,26179.4942,2143.544131,18,0,0,88942
월계3동,11350580,dong,노원구,월계3동,15816,16937,3466,3409,2963,2470,524,2938,2556,3938,5536,5187,5029,4284,2424,903,125,30501.61349,1683.986238,9,0,1, 
공릉1동,11350595,dong,노원구,공릉1동,19277,19987,7702,3666,3040,2732,606,2570,3296,7149,6357,5956,6250,4870,2452,872,133,43821.22638,10667.73305,48,2.1,2,105489
공릉2동,11350600,dong,노원구,공릉2동,20206,21016,5087,2972,3223,3781,782,3504,5080,6757,5874,7283,6249,3976,2017,809,110,38260.9837,6121.341038,41,7.3,1,97328
하계1동,11350611,dong,노원구,하계1동,14441,15270,4620,2292,2228,2551,531,1394,4338,5658,3040,5001,5155,3044,1687,790,111,29553.84509,8096.625561,21,0,0,87420
하계2동,11350612,dong,노원구,하계2동,11523,12498,1545,1722,2048,2391,546,1733,3340,3384,2823,4582,4112,2138,1281,609,71,23844.66885,647.1061014,4,0,1, 
중계본동,11350619,dong,노원구,중계본동,13234,13736,2127,1367,1947,2916,702,1724,4955,3780,2094,5850,4802,2097,1119,545,78,25128.39562,2342.971757,14,0,0,152734
중계1동,11350621,dong,노원구,중계1동,13920,14547,1391,1275,2253,3454,631,2034,6172,3354,2099,7210,4427,1722,1001,461,54,28709.27194,1562.622096,14,0,0,210576
중계4동,11350624,dong,노원구,중계4동,10629,11163,2338,1931,1702,1940,414,1402,2699,2764,2391,4017,3614,2573,1686,630,88,22978.55021,2399.047599,11,9.1,0,143662
중계2.3동,11350625,dong,노원구,중계2.3동,17851,20299,4599,3880,3267,2977,633,2698,3971,4687,5068,6829,5873,4557,3133,1316,154,37630.19106,2800.978276,9,0,1,208505
상계1동,11350630,dong,노원구,상계1동,20130,21061,4242,3499,3366,3431,875,2860,3924,5924,5573,6580,7361,5104,2737,1076,174,45920.66669,6777.945733,27,14.8,1,117448
상계2동,11350640,dong,노원구,상계2동,10698,10954,3003,1675,1643,1891,412,1199,2229,3630,2614,3554,4076,2559,1339,520,84,20781.11044,4511.057003,25,4,1,151481
상계3.4동,11350665,dong,노원구,상계3.4동,13530,13514,4541,2793,2074,1817,498,1488,2392,3285,3073,4331,4921,3923,2698,927,122,30358.46668,3413.983991,15,6.7,1,82843
상계5동,11350670,dong,노원구,상계5동,12974,13511,3812,2622,2202,1937,448,1430,2580,3762,3160,4351,4810,3369,2210,812,133,20474.32032,2086.637782,12,8.3,1,94242
상계6.7동,11350695,dong,노원구,상계6.7동,16623,18943,4021,3133,3136,3055,565,3139,3721,4881,5548,6448,5637,3504,1823,872,144,27259.97756,6852.535106,28,7.1,0,158613
상계8동,11350700,dong,노원구,상계8동,11955,12809,2107,2176,2365,2191,412,3049,2606,2653,5523,4321,2948,2050,1084,498,71,24800.34742,1147.821095,6,0,1,185570
상계9동,11350710,dong,노원구,상계9동,10861,11691,1965,2050,2040,2016,363,1800,2593,2860,3248,4090,3604,2540,1269,558,75,21921.41562,1269.25735,7,0,0,156429
상계10동,11350720,dong,노원구,상계10동,7930,9225,1679,1622,1634,1420,225,1235,1715,2501,2798,2956,2842,1892,813,410,54,17108.49918,1000.695204,5,0,0, 
은평구,11380,gu,은평구,계,234905,249737,71730,45944,39547,34658,8907,34420,44037,66440,73297,82585,78522,57989,36785,12810,1782,458409.9607,49044.4877,357,4.5,11,99553
녹번동,11380510,dong,은평구,녹번동,15792,16972,5957,3332,2656,2140,513,2226,2447,4406,5223,5388,5453,4144,2746,954,148,29732.98249,6651.870495,26,0,2,96273
불광1동,11380520,dong,은평구,불광1동,19932,21753,6079,4123,3680,2885,692,3103,3185,5683,6363,6831,6995,4989,3393,1277,164,32204.65595,2793.943386,13,15.4,1,117929
불광2동,11380530,dong,은평구,불광2동,14544,15296,5506,3267,2424,1824,466,1558,2316,4376,4435,4726,5196,3965,2583,855,103,32122.03603,2812.485057,25,0,1,104358
갈현1동,11380551,dong,은평구,갈현1동,12246,12773,4263,2622,2082,1607,423,1336,2115,3956,3631,4015,4347,3208,1989,624,87,25769.46792,2379.507379,21,4.8,0,95771
갈현2동,11380552,dong,은평구,갈현2동,14625,15915,3971,2893,2677,2227,558,2010,3163,4467,4643,5241,4993,3410,2130,740,99,28480.13573,3136.811348,34,5.9,0,109404
구산동,11380560,dong,은평구,구산동,16886,16797,3606,2990,2764,2512,636,2272,3186,4554,4621,5643,5701,4286,2587,915,131,35139.92509,4423.94045,24,0,1,83293
대조동,11380570,dong,은평구,대조동,15422,17182,7258,3435,2477,1935,466,1901,2443,5275,5471,5249,5185,3906,2635,853,104,31913.25907,3504.550631,33,6.1,1,102072
응암1동,11380580,dong,은평구,응암1동,12495,13453,4411,2425,1993,1784,451,1883,2773,3404,4177,4641,3820,2873,1879,678,99,27439.5473,4138.783294,27,3.7,0,115080
응암2동,11380590,dong,은평구,응암2동,10486,10853,2432,1866,1871,1698,387,2362,1981,2319,3728,4063,2998,2166,1383,468,71,18958.05472,1376.771183,4,25,0,85725
응암3동,11380600,dong,은평구,응암3동,12922,13316,5511,2799,2060,1549,391,1311,2042,3672,3707,4172,4564,3514,2535,930,105,22724.80685,2043.733743,28,7.1,0,93465
역촌동,11380625,dong,은평구,역촌동,23918,26159,7012,4730,4278,3613,892,3665,4413,6910,8140,8593,8009,5749,3617,1193,166,50516.00581,4208.903192,41,4.9,0,92550
신사1동,11380631,dong,은평구,신사1동,13549,14332,3432,2662,2432,2085,499,1883,2384,3967,4431,4591,4575,3391,2127,670,88,28163.27422,2100.26011,20,10,1,93935
신사2동,11380632,dong,은평구,신사2동,11088,11045,2937,2108,1835,1651,409,1453,2065,3027,3272,3622,3756,2845,1567,572,96,20624.81678,1718.89336,12,0,1,75108
증산동,11380640,dong,은평구,증산동,8167,8355,2381,1646,1294,1203,318,1041,1389,2204,2275,2659,2857,2259,1400,468,71,14936.87105,2031.261094,16,0,1,63743
수색동,11380650,dong,은평구,수색동,6150,6098,1895,1260,973,851,212,647,924,1656,1705,1815,2252,1830,1059,407,58,12586.69487,1551.96562,1,0,1,73809
진관동,11380690,dong,은평구,진관동,26683,29438,5079,3786,4051,5094,1594,5769,7211,6564,7475,11336,7821,5454,3155,1206,192,50124.72128,4423.773426,32,3.1,1,131409
서대문구,11410,gu,서대문구,계,150131,161149,55942,28682,24323,21739,5301,21687,26972,54771,47422,51325,50420,35535,24200,9320,1373,312811.0989,75541.91906,294,2.7,7,134330
천연동,11410520,dong,서대문구,천연동,9112,9945,3331,1680,1548,1399,308,1585,1733,2412,2822,3325,3075,2059,1512,651,92,20932.27233,1759.56003,10,0,0,99609
북아현동,11410555,dong,서대문구,북아현동,8319,9113,2790,1683,1483,1295,239,1512,1234,2822,3227,2872,2942,1649,1078,407,56,17213.80984,1294.623609,8,0,0,188282
충현동,11410565,dong,서대문구,충현동,8873,9276,4313,1677,1258,1146,298,893,1419,2984,2723,2912,3250,2225,1416,626,129,17823.18406,24784.95062,27,7.4,2,108396
신촌동,11410585,dong,서대문구,신촌동,8414,9992,8497,1480,849,669,170,1038,1286,10124,3747,2199,2058,1420,1039,427,78,19349.98639,21489.95124,82,2.4,2,217905
연희동,11410615,dong,서대문구,연희동,18198,19359,9375,3508,2620,2213,631,2076,3171,8288,6455,6117,5803,4126,3048,1196,163,38351.24891,9058.184075,37,2.7,0,105565
홍제1동,11410620,dong,서대문구,홍제1동,10886,12252,3136,2246,1886,1672,405,1589,2057,3010,3356,3957,3780,2899,1947,722,101,18942.59484,1497.008235,14,0,0,119428
홍제3동,11410640,dong,서대문구,홍제3동,8064,8579,2582,1636,1365,1156,289,910,1422,2253,2090,2668,2866,2249,1617,640,87,11892.49232,1170.506314,11,9.1,1,104529
홍제2동,11410655,dong,서대문구,홍제2동,7097,7691,1632,1419,1271,1169,263,1009,1279,1979,2013,2376,2698,1783,1228,456,74,21891.65281,1667.141575,4,0,1,121252
홍은1동,11410660,dong,서대문구,홍은1동,11721,12272,3225,2156,1953,1829,472,1508,2245,3300,3026,3911,4240,3089,2031,817,114,22879.86591,1449.510183,10,0,0,102028
홍은2동,11410685,dong,서대문구,홍은2동,14250,14876,4687,2800,2326,2051,487,1736,2729,4514,4017,4903,4946,3494,2366,909,126,28977.25327,3519.52072,20,0,0,107582
남가좌1동,11410690,dong,서대문구,남가좌1동,8135,8761,1426,1162,1491,1489,387,2443,1432,2008,2919,3206,2273,1634,978,350,45,18401.51414,1418.171692,8,0,1,202508
남가좌2동,11410700,dong,서대문구,남가좌2동,10862,11550,4202,2185,1719,1516,386,1486,1981,3707,3168,3637,3666,2627,1855,714,134,21739.50771,1564.21153,21,0,0,84515
북가좌1동,11410710,dong,서대문구,북가좌1동,9415,10017,1489,1597,1704,1707,400,1758,2017,2396,2909,3548,3016,2051,1334,475,72,17136.67832,1733.801035,10,10,0, 
북가좌2동,11410720,dong,서대문구,북가좌2동,16785,17466,5257,3453,2850,2428,566,2144,2967,4974,4950,5694,5807,4230,2751,930,102,36633.01951,2763.538096,32,3.1,0,111716
마포구,11440,gu,마포구,계,178430,196261,73510,35075,28694,25680,6052,28490,31755,63553,69449,65607,54749,36785,24033,9494,1297,360220.6139,213568.629,555,4.3,15,149627
아현동,11440555,dong,마포구,아현동,12003,13354,3214,2270,2350,2001,373,2706,1787,3445,5459,4134,4015,2338,1296,566,85,23405.49822,19188.44075,22,4.5,1,206701
공덕동,11440565,dong,마포구,공덕동,19044,20890,7859,3929,3199,2701,546,2585,2841,6551,7048,6551,6836,4281,2739,1086,143,43062.82814,12380.08144,30,6.7,1,103366
도화동,11440585,dong,마포구,도화동,10834,11866,3524,2042,1823,1689,399,1719,1848,3182,4002,3701,3606,2488,1580,771,109,16172.83293,11182.76905,22,0,0,172000
용강동,11440590,dong,마포구,용강동,10532,11520,3079,1926,1898,1716,375,2429,2018,2599,4102,4458,3108,1974,1283,570,64,18438.90737,17095.48017,29,3.4,1,139479
대흥동,11440600,dong,마포구,대흥동,5854,6100,4664,1187,657,521,118,490,852,4028,2115,1901,1839,1213,890,365,62,12278.61929,6079.034474,41,4.9,3,131515
염리동,11440610,dong,마포구,염리동,5017,5320,2349,1026,754,623,171,654,959,2163,1593,1862,1656,1102,837,317,36,9346.380373,6191.800962,9,0,1,120056
신수동,11440630,dong,마포구,신수동,10445,10902,3487,1851,1760,1607,347,1656,1974,3330,3609,3852,3187,2108,1409,575,88,18071.18779,3665.764715,17,0,0,132489
서강동,11440655,dong,마포구,서강동,12041,13109,5036,2208,1968,1800,398,2033,2015,5021,4686,4345,3679,2160,1338,568,72,19282.75528,7463.228526,41,7.3,2,155007
서교동,11440660,dong,마포구,서교동,11514,13221,8332,2452,1515,1198,304,1145,1527,6072,5748,4057,3148,2196,1577,675,88,24784.05093,49629.41866,132,6.1,2,174220
합정동,11440680,dong,마포구,합정동,9014,10342,4836,2131,1303,1026,232,1487,1155,3736,4307,2823,2596,1866,1223,461,53,17663.23166,10544.78331,29,3.4,1,137632
망원1동,11440690,dong,마포구,망원1동,10147,11142,4769,2280,1501,1287,348,1277,1571,3484,4173,3555,3156,2305,1534,553,59,21541.32457,2967.536288,25,0,0,143486
망원2동,11440700,dong,마포구,망원2동,9396,10207,2799,1873,1531,1535,342,1477,1882,2738,3331,3568,2814,2110,1346,451,68,10846.28912,1452.929695,18,0,0,105055
연남동,11440710,dong,마포구,연남동,7826,8794,4704,1834,1109,834,213,851,1056,3588,3672,2674,2323,1789,1144,484,73,16554.24349,4958.193915,26,3.8,0,124463
성산1동,11440720,dong,마포구,성산1동,9563,10572,4030,1989,1566,1253,344,1241,1706,3206,3808,3731,2865,2085,1361,445,57,18541.23553,8334.862152,31,3.2,0,112213
성산2동,11440730,dong,마포구,성산2동,19323,21773,6940,3682,3242,3082,724,3193,4061,6273,6952,7384,5601,3988,2790,935,138,42154.35756,9830.540911,30,10,2,141841
상암동,11440740,dong,마포구,상암동,15877,17149,3888,2395,2518,2807,818,3547,4503,4137,4844,7011,4320,2782,1686,672,102,36234.97703,39593.38363,53,1.9,1,179654
양천구,11470,gu,양천구,계,230322,236829,47672,36099,38459,41850,9527,35999,55959,63156,64643,85223,79036,50933,25135,9369,1417,446980.6134,69234.36848,316,3.8,7,113300
목1동,11470510,dong,양천구,목1동,15596,16830,1582,1674,2791,3582,697,3132,5388,3758,3811,7379,4860,2550,1176,437,77,25919.05831,12857.30911,36,5.6,2,152416
목2동,11470520,dong,양천구,목2동,15468,16112,4160,2767,2622,2495,616,2135,2999,5134,5846,4958,5217,3313,1520,590,94,31353.74449,2615.584924,25,4,1,106250
목3동,11470530,dong,양천구,목3동,10678,11385,3263,2110,1902,1591,341,1496,1764,3567,4050,3350,3720,2494,1221,512,65,21843.30881,2390.137204,17,0,1,130152
목4동,11470540,dong,양천구,목4동,13424,13797,2715,1862,2070,2629,610,1756,3954,4158,3272,5309,4732,2376,1302,483,67,26427.20999,2093.000329,21,4.8,0,102755
목5동,11470550,dong,양천구,목5동,21505,21956,1612,1987,3550,5233,941,3724,7869,5111,4449,9678,6778,3574,1438,738,142,38262.14315,5508.924257,19,5.3,0,188222
신월1동,11470560,dong,양천구,신월1동,11484,10834,4129,2295,1821,1422,352,1361,1655,2964,3333,3650,4317,3214,1619,471,77,22513.16931,2751.055702,16,0,0,92224
신월2동,11470570,dong,양천구,신월2동,11199,11582,2342,1986,1947,1722,519,1810,2016,2922,3677,3601,3719,3215,1457,473,76,22417.35456,2161.591081,9,0,0,76263
신월3동,11470580,dong,양천구,신월3동,9032,8094,3811,1796,1284,963,282,1153,1431,2389,2396,2732,3300,2296,1217,404,47,15668.21725,2475.255385,11,0,0,87821
신월4동,11470590,dong,양천구,신월4동,9597,9884,1404,1576,1671,1661,462,1897,1854,2298,3062,3186,3146,2481,1208,399,53,21258.97445,2232.723128,15,6.7,0,127282
신월5동,11470600,dong,양천구,신월5동,7817,7937,2030,1419,1331,1200,297,1269,1431,2307,2460,2544,2711,1864,968,309,39,20059.40428,3578.128374,16,6.3,0,70434
신월6동,11470610,dong,양천구,신월6동,3452,3449,695,566,554,586,154,463,756,870,897,1131,1249,929,468,140,21,6405.736947,1148.304338,6,0,0,80162
신월7동,11470611,dong,양천구,신월7동,11190,11484,2803,2449,2037,1621,330,1506,1887,2963,3348,3530,3979,3177,1680,680,80,21732.62087,3031.039479,13,0,1,77072
신정1동,11470620,dong,양천구,신정1동,10552,10973,1399,1210,1640,2359,520,1913,3266,2683,2452,4320,3534,2002,1022,415,87,20749.70941,2622.045719,10,0,0,122610
신정2동,11470630,dong,양천구,신정2동,10294,10667,1546,1230,1509,2284,525,1404,3236,2925,2047,4183,3790,1982,1023,423,55,18305.77867,1652.641433,12,8.3,0,110392
신정3동,11470640,dong,양천구,신정3동,24253,25188,4228,3882,3986,4403,1205,4526,5978,6093,6863,9253,8065,5258,2754,1001,143,47220.56552,6279.657997,19,5.3,1,132155
신정4동,11470650,dong,양천구,신정4동,17512,18086,6273,3515,2917,2338,600,2337,2750,5469,6272,5838,6066,4482,2384,667,95,35949.86381,7984.466172,48,4.2,1,109967
신정6동,11470670,dong,양천구,신정6동,12497,13051,983,1362,2232,2927,524,2141,3983,3467,2920,5130,4317,2266,861,415,74,24436.39236,5696.494597,12,0,0,215697
신정7동,11470680,dong,양천구,신정7동,14772,15520,2697,2413,2595,2834,552,1976,3742,4078,3488,5451,5536,3460,1817,812,125,32030.13341,2116.235124,11,9.1,0,136951
강서구,11500,gu,강서구,계,291966,308291,94180,56202,48806,43863,10574,48407,50759,88807,109409,96999,93296,69489,35029,12599,1982,574216.8836,187099.5287,548,2.2,17,124556
염창동,11500510,dong,강서구,염창동,20162,20946,3033,2729,3573,4134,834,4366,4779,5411,7031,7891,5973,3601,1558,549,78,36249.00023,10879.41015,25,8,1,120022
등촌1동,11500520,dong,강서구,등촌1동,11028,12246,5893,2088,1702,1526,303,1573,1612,4560,5481,3384,3189,1948,1046,585,115,20370.92299,26931.08153,31,0,1,96292
등촌2동,11500530,dong,강서구,등촌2동,11001,11104,2339,1961,1887,1796,403,1596,1945,3485,3944,3259,3725,2678,1141,384,63,22371.20219,2421.353649,11,0,0,83520
등촌3동,11500535,dong,강서구,등촌3동,16138,17515,5153,3849,2856,2270,481,1955,2872,4889,5005,4684,6143,4446,2293,1301,235,24138.49164,13888.92118,29,0,0,153408
화곡1동,11500540,dong,강서구,화곡1동,26475,27286,11175,5827,4448,3040,782,3613,3060,8894,11990,7911,8378,6625,3391,919,133,50319.37314,4635.505508,60,1.7,1,88548
화곡2동,11500550,dong,강서구,화곡2동,9683,10202,2679,1965,1710,1385,406,1689,1730,2653,3750,3568,2968,2322,1192,293,46,20457.72386,1660.238433,12,0,0,74873
화곡3동,11500560,dong,강서구,화곡3동,10840,11693,2908,2045,1922,1641,442,1541,1851,3357,3572,3339,3742,3175,1577,477,74,22269.64523,2435.278784,13,0,0,111778
화곡4동,11500570,dong,강서구,화곡4동,11180,11512,3493,2371,1974,1503,363,1570,1684,3180,4133,3630,3829,2994,1474,492,60,21500.66787,1847.608558,16,0,0,120581
화곡본동,11500590,dong,강서구,화곡본동,17569,18352,6224,3618,2980,2349,576,3005,2880,5403,7265,6146,5186,3838,1945,615,96,39543.57777,2588.034357,25,0,0,113590
화곡6동,11500591,dong,강서구,화곡6동,12262,12541,4358,2303,1987,1729,421,1616,1920,3888,4311,3853,4222,3191,1412,509,68,26334.43648,10727.76197,36,0,0,110257
화곡8동,11500593,dong,강서구,화곡8동,12909,13703,4115,2920,2241,1770,407,1885,1954,3862,5152,4327,4142,3447,1819,479,69,24868.16124,1668.84106,15,0,1,152370
가양1동,11500603,dong,강서구,가양1동,15691,17349,10749,2485,2069,2004,474,2118,2228,7845,7846,4679,4421,2600,1121,421,80,30737.42143,21145.74866,87,5.7,2,239840
가양2동,11500604,dong,강서구,가양2동,7648,8391,3752,2167,1248,727,176,631,639,2308,2825,1650,2938,2905,1426,680,123,16093.19467,2224.939587,5,0,1,158938
가양3동,11500605,dong,강서구,가양3동,7790,8599,2846,2368,1466,801,182,942,857,2137,3256,2086,2704,2469,1400,572,80,23449.75362,8165.961096,3,0,0,92691
발산1동,11500611,dong,강서구,발산1동,18562,20325,2436,2833,3156,3772,957,4306,5322,4678,5372,7704,5629,3423,1865,668,99,37786.70235,7282.066638,24,4.2,0,107256
우장산동,11500615,dong,강서구,우장산동,22199,23997,3749,3105,3806,4600,963,4575,5730,5637,6911,9098,6747,4769,2255,635,111,48835.0668,4972.710982,30,3.3,1,126287
공항동,11500620,dong,강서구,공항동,13989,13727,5217,2602,2205,1887,484,2967,1860,4014,5738,4433,4359,3033,1639,561,81,29896.85426,41786.23725,44,0,4,103373
방화1동,11500630,dong,강서구,방화1동,22668,23582,4590,3667,3640,4000,1113,5242,4321,5782,7657,7977,6886,5118,2555,897,147,33689.01277,7561.274804,36,2.8,2,119026
방화2동,11500640,dong,강서구,방화2동,12074,12271,5134,2527,1818,1407,417,1462,1750,3683,3909,3593,4002,3389,1999,739,89,27805.36216,4544.752806,27,3.7,2,75611
방화3동,11500641,dong,강서구,방화3동,12098,12950,4337,2772,2118,1522,390,1755,1765,3141,4261,3787,4113,3518,1921,823,135,30264.69121,4010.895576,19,0,1,135092
구로구,11530,gu,구로구,계,202016,205219,61659,37733,32818,30040,7357,34397,33831,58183,73275,73205,75536,53077,28335,9145,1166,402346.3742,172162.278,357,2.5,10,108803
신도림동,11530510,dong,구로구,신도림동,18260,19033,2755,2820,3325,3447,738,4048,3658,4721,6870,6684,5367,3853,1742,592,91,38826.62925,10402.61056,31,3.2,2,121697
구로1동,11530520,dong,구로구,구로1동,10685,10944,1666,1710,1876,2083,396,2268,2185,2801,4226,3829,3252,2240,885,323,64,21953.21019,2403.243202,11,9.1,0,127816
구로2동,11530530,dong,구로구,구로2동,13398,13094,6030,2901,1949,1502,384,1851,2005,4279,5237,6565,8287,4546,2656,798,89,25369.99047,26592.04228,25,0,1,113861
구로3동,11530540,dong,구로구,구로3동,12836,12552,7805,2185,1694,1427,341,1913,1613,4839,6295,4483,3640,2619,1393,483,41,24649.99095,78091.54254,71,2.8,2,171524
구로4동,11530550,dong,구로구,구로4동,10869,11098,4831,2523,1733,1225,284,1537,1523,3286,4521,4620,5748,3437,1979,637,77,18773.83573,2281.133004,18,0,0,126113
구로5동,11530560,dong,구로구,구로5동,14852,15742,6490,2808,2340,1997,460,2536,2040,5444,6705,5356,5943,3642,1962,620,75,29251.35186,19241.05948,31,0,1,86362
가리봉동,11530595,dong,구로구,가리봉동,5417,4531,3796,1048,559,368,113,618,533,1547,2268,3154,4813,2135,917,352,46,9573.037708,1492.239345,17,5.9,0,76350
고척1동,11530720,dong,구로구,고척1동,12135,12101,2760,2092,2025,2031,438,1728,2326,3449,3394,4023,4190,3226,1724,552,70,24873.74242,6598.553628,12,8.3,0,101807
고척2동,11530730,dong,구로구,고척2동,14590,14657,3593,2600,2437,2333,553,2334,2703,3968,4131,5065,5206,3633,2058,710,74,29295.71158,2004.957014,23,4.3,0,69820
개봉1동,11530740,dong,구로구,개봉1동,16913,16871,4655,3285,2740,2479,650,2547,2851,4522,5115,5576,6115,4702,2569,786,96,37249.30339,3449.507985,21,4.8,1,93218
개봉2동,11530750,dong,구로구,개봉2동,16438,17030,3159,3093,2949,2643,657,2907,2699,4079,5643,5174,5352,4772,2484,718,104,31463.29879,1378.294288,11,0,0,99193
개봉3동,11530760,dong,구로구,개봉3동,10636,11078,2464,2132,1973,1624,391,1640,1784,2857,3542,3562,3619,3014,1558,515,66,21990.44781,4790.01782,11,0,0,79498
오류1동,11530770,dong,구로구,오류1동,10797,11116,4707,2286,1648,1298,357,1452,1388,3665,4488,3245,3314,2811,1621,523,57,18380.92006,2450.511222,27,0,0,97961
오류2동,11530780,dong,구로구,오류2동,21557,22646,4345,3858,3389,3637,1059,4968,4204,5386,6914,7574,6536,5144,3036,1024,155,46281.54222,4838.074191,25,4,2,108371
수궁동,11530790,dong,구로구,수궁동,12633,12726,2603,2392,2181,1946,536,2050,2319,3340,3926,4295,4154,3303,1751,512,61,24957.77055,4157.970542,23,0,1,73171
금천구,11545,gu,금천구,계,118530,114733,45252,22512,18047,15441,3836,16235,17816,36406,39551,40714,48826,30711,16515,5103,723,236158.0979,189254.2225,255,4.7,3,100783
가산동,11545510,dong,금천구,가산동,11096,9076,8664,1686,1141,824,200,1071,874,5121,5134,3535,4411,2295,1034,299,49,22225.33187,151824.2801,104,3.8,1,108401
독산1동,11545610,dong,금천구,독산1동,19279,17715,8068,3286,2707,2461,620,3074,2342,6482,7780,6053,6559,4045,2301,715,85,38644.06779,18419.18505,33,3,1,101676
독산2동,11545620,dong,금천구,독산2동,10431,10031,3888,2134,1663,1318,294,1313,1612,3096,3152,3663,4869,2854,1368,387,69,20554.61154,1668.057553,14,7.1,0,77147
독산3동,11545630,dong,금천구,독산3동,13034,12746,5392,2701,2003,1578,383,1686,1869,4014,4586,5166,7030,3913,1848,545,83,23919.77161,4518.127082,17,5.9,0,90960
독산4동,11545640,dong,금천구,독산4동,8459,8334,3215,1700,1348,1048,272,1082,1337,2531,2645,3235,4172,2424,1210,308,43,16241.2876,1734.809406,13,15.4,0,79178
시흥1동,11545670,dong,금천구,시흥1동,17402,17350,5966,3404,2776,2409,589,2596,2816,4817,5750,6067,7053,4582,2577,812,127,40860.05446,11790.19126,39,5.1,1,108348
시흥2동,11545680,dong,금천구,시흥2동,11451,11997,1939,2015,1895,2007,504,1934,2431,2859,2933,4065,4037,2890,1712,585,88,24713.08166,1470.811674,3,0,0,154199
시흥3동,11545690,dong,금천구,시흥3동,5890,5837,1389,1208,1010,838,226,747,853,1601,1697,1760,2209,1737,953,287,42,9183.685145,7116.107547,9,0,0,106961
시흥4동,11545700,dong,금천구,시흥4동,11031,11217,3018,2166,1844,1616,409,1515,1899,3120,3162,3635,4452,3060,1629,511,63,23670.32695,929.8488129,11,9.1,0,92996
시흥5동,11545710,dong,금천구,시흥5동,10457,10430,3713,2212,1660,1342,339,1217,1783,2765,2712,3535,4034,2911,1883,654,74,18460.23449,1944.94658,12,0,0,106072
영등포구,11560,gu,영등포구,계,183888,185115,74245,33751,28410,25130,5927,29137,27818,57864,72586,65467,69657,45526,25496,9408,1304,415301.6322,551345.357,507,4.1,15,112828
영등포본동,11560515,dong,영등포구,영등포본동,11506,11088,4272,2003,1804,1584,388,1894,1684,3179,4093,4225,5017,3196,1670,601,94,28491.79574,3144.931281,23,13,1,130543
영등포동,11560535,dong,영등포구,영등포동,13648,11005,10924,2025,1257,1062,236,1284,1029,5204,5804,3475,3755,2784,1430,501,71,22153.81429,21997.0485,72,1.4,1,128215
