NM,CD,GUBUN,자치구,행정동,남자 인구수,여자 인구수,1인세대,2인세대,3인세대,4인세대,5인세대,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,주거인구,직장인구,편의점 수,폐업률,지하철역 수,1층 임대시세
독산3동,11545630,dong,금천구,독산3동,"12,405","12,238",5978,2866,1839,1380,307,1404,1539,4123,4192,4290,6685,4298,1999,696,103,23673.60061,3920.01579,23,4.3,0,93418
독산4동,11545640,dong,금천구,독산4동,"7,906","7,799",3471,1814,1204,872,244,877,1090,2471,2384,2693,4091,2617,1311,399,53,15630.83753,1721.157167,15,0,0,107298
시흥1동,11545670,dong,금천구,시흥1동,"16,919","16,939",6899,3689,2652,2103,500,2201,2425,5100,5266,5564,6790,4996,2801,960,149,40888.60214,7854.180071,42,4.8,1,136440
시흥2동,11545680,dong,금천구,시흥2동,"10,694","11,407",2137,2075,1837,1755,451,1654,2184,2581,2606,3616,3864,3169,1828,674,103,24323.3058,3698.563763,3,0,0,152894
시흥3동,11545690,dong,금천구,시흥3동,"5,607","5,634",1511,1291,945,749,213,599,753,1513,1513,1623,2094,1910,1047,361,43,9132.942103,6487.054916,9,0,0,110290
시흥4동,11545700,dong,금천구,시흥4동,"10,399","10,572",3213,2314,1730,1419,332,1257,1610,2844,2801,3216,4233,3420,1793,620,68,22910.71813,1603.839869,11,0,0,99453
시흥5동,11545710,dong,금천구,시흥5동,"9,832","9,962",3944,2395,1528,1124,290,1052,1506,2611,2477,3076,3830,3171,1948,824,83,18775.08224,1694.084019,16,0,0,110252
영등포구,11560,gu,영등포구,계,"185,603","189,530",84507,36497,28444,23612,5208,27528,25427,60160,73224,61745,67471,49574,27149,11062,1542,415344.958,453467.3013,530,1.3,15,124311
영등포본동,11560515,dong,영등포구,영등포본동,"11,062","10,572",4666,2047,1673,1459,311,1664,1432,2930,3765,3683,4735,3484,1823,667,107,26528.17851,6901.679259,21,0,1,89692
영등포동,11560535,dong,영등포구,영등포동,"14,695","12,544",13109,2332,1300,1006,204,1218,890,6405,6748,3579,3720,2992,1538,557,91,23733.25221,13069.5543,68,1.5,1,136441
여의동,11560540,dong,영등포구,여의동,"16,111","18,221",4195,3079,2949,2725,570,3081,2933,3981,5500,5593,5165,4094,2691,1407,205,42917.80829,272940.9708,108,1.9,4,204094
당산1동,11560550,dong,영등포구,당산1동,"10,245","10,640",5553,2180,1521,1112,262,1219,1048,3665,4346,3025,3208,2673,1442,618,80,20920.10552,9121.210215,37,0,1,107130
당산2동,11560560,dong,영등포구,당산2동,"17,590","19,919",9079,3125,2783,2402,496,2744,2306,7439,8116,5199,4790,3695,1932,864,134,36013.85661,14114.75951,42,0,1,158043
도림동,11560585,dong,영등포구,도림동,"9,259","9,165",4643,2073,1388,979,234,1266,1056,2872,3818,3290,3990,2676,1549,631,86,30768.9641,2671.186277,12,8.3,0,99885
문래동,11560605,dong,영등포구,문래동,"16,043","16,556",3997,2848,2840,2660,548,3312,2940,3828,6134,5879,4139,3523,2020,812,121,27188.07001,69977.44,45,0,1,106184
양평1동,11560610,dong,영등포구,양평1동,"8,665","8,889",4554,2029,1310,939,187,1296,1038,2819,4388,2903,2143,1787,1129,445,73,17852.53222,12974.73588,22,0,1,94279
양평2동,11560620,dong,영등포구,양평2동,"11,136","11,275",4157,2172,1797,1599,314,1743,1656,3746,5148,3457,3106,2171,1100,470,62,25867.33504,17223.12893,38,0,1,114266
신길1동,11560630,dong,영등포구,신길1동,"8,935","8,654",6489,1817,1077,748,185,765,993,3505,3322,2857,3264,2517,1549,662,82,14963.38902,3058.2551,17,5.9,1,129279
신길3동,11560650,dong,영등포구,신길3동,"8,404","8,608",3026,1659,1488,1141,288,1329,1237,2278,2776,2809,3437,2561,1415,516,70,15625.42251,1357.226136,11,0,0,89922
신길4동,11560660,dong,영등포구,신길4동,"4,449","4,419",1976,984,719,486,136,379,653,1322,1237,1413,1986,1577,858,354,49,10462.34493,1462.150781,5,0,0,52660
신길5동,11560670,dong,영등포구,신길5동,"5,411","5,770",1955,1141,900,716,183,915,803,1512,1869,1973,2504,1845,899,328,49,8940.040572,1324.031325,9,0,0,99342
신길6동,11560680,dong,영등포구,신길6동,"8,771","9,150",3888,1879,1367,1099,249,1112,1171,3133,3089,2734,3239,2633,1396,572,79,19555.89086,2649.566201,15,0,1,102609
신길7동,11560690,dong,영등포구,신길7동,"10,133","10,202",2242,1658,1686,1807,393,2172,1781,2892,3579,3357,3220,2101,1032,434,55,16671.7872,2874.703734,16,0,1,117875
대림1동,11560700,dong,영등포구,대림1동,"7,008","7,080",3101,1436,915,730,149,734,936,2100,2060,2462,3455,2341,1378,474,63,12787.58184,2407.786781,14,0,0,108577
대림2동,11560710,dong,영등포구,대림2동,"6,062","6,319",3798,1520,842,514,142,1011,850,2274,3128,3345,5320,2882,1442,508,55,12107.76421,4409.61192,20,5,0,149784
대림3동,11560720,dong,영등포구,대림3동,"11,624","11,547",4079,2518,1889,1490,357,1568,1704,3459,4201,4187,6050,4022,1956,743,81,24197.28405,6161.472633,30,3.3,1,95373
동작구,11590,gu,동작구,계,"190,754","203,364",80504,38324,30910,26154,5940,26139,29069,71224,65149,61298,61333,49314,29608,11581,1750,370695.8228,72611.80317,341,2.6,11,139489
노량진1동,11590510,dong,동작구,노량진1동,"16,082","16,230",7361,3200,2459,1956,480,2031,2050,5770,5567,4450,4799,4180,2482,1120,170,26989.98295,4945.076726,40,2.5,2,173989
노량진2동,11590520,dong,동작구,노량진2동,"6,509","6,100",4287,1457,821,535,123,414,627,2325,2068,1750,2571,2071,1235,498,77,14491.65297,4843.972054,18,5.6,0,149362
상도1동,11590530,dong,동작구,상도1동,"22,070","23,422",10065,3987,3653,3043,658,3115,3475,11362,6622,6706,6440,5174,3093,1290,215,46306.08253,6261.89929,50,2,2,117707
상도2동,11590540,dong,동작구,상도2동,"13,622","14,674",5211,2712,2261,2032,431,2375,1992,4521,4961,4491,4242,3340,1944,844,124,35346.0687,2193.657534,16,0,1,132651
상도3동,11590550,dong,동작구,상도3동,"12,090","13,167",5390,2663,1998,1536,336,1387,1749,4314,4393,3880,3990,3139,2073,755,104,23205.51085,1241.842202,12,0,0,157731
상도4동,11590560,dong,동작구,상도4동,"14,160","15,011",5874,3107,2386,1822,428,1857,1999,4676,5057,4539,4612,3701,2244,916,111,23332.87935,2003.332025,14,7.1,0,112427
흑석동,11590605,dong,동작구,흑석동,"15,899","16,713",5599,3060,2774,2313,527,2444,2332,6987,5002,5020,5290,4003,2522,1143,193,26683.65781,1177.974941,29,3.4,1,135996
사당1동,11590620,dong,동작구,사당1동,"11,011","12,172",7749,2647,1525,1053,205,884,991,5389,4811,3063,3350,3107,1765,500,64,29245.79787,4907.929911,27,3.7,0,120344
사당2동,11590630,dong,동작구,사당2동,"13,254","14,289",4198,2962,2395,1824,439,1855,1731,3815,4650,4190,4452,3906,2423,864,129,24971.6751,2399.621203,27,0,2,182644
사당3동,11590640,dong,동작구,사당3동,"12,211","12,993",3547,2423,2162,1832,434,2196,1677,3477,4270,3950,3782,3443,2019,648,97,26453.75595,3683.979025,13,0,0,125161
사당4동,11590650,dong,동작구,사당4동,"6,949","7,587",3321,1618,1107,868,183,804,770,2608,2645,2134,2188,1974,1216,407,67,12916.96331,1232.83065,9,11.1,1,175360
사당5동,11590651,dong,동작구,사당5동,"7,172","7,584",2536,1456,1255,1007,202,1090,989,2264,2601,2306,2214,1763,988,371,64,10967.72822,1348.037281,9,11.1,0,86960
대방동,11590660,dong,동작구,대방동,"18,601","20,519",7137,3275,2877,3040,699,2428,4298,6621,5642,6875,5965,4120,2505,1047,158,38726.72872,10974.5043,36,2.8,2,112480
신대방1동,11590670,dong,동작구,신대방1동,"11,454","12,308",3879,1998,1762,1915,443,1747,2646,3525,3441,4636,4661,3243,1638,658,103,21642.89246,6713.266926,11,0,1,118103
신대방2동,11590680,dong,동작구,신대방2동,"9,670","10,595",4350,1759,1475,1378,352,1512,1743,3570,3419,3308,2777,2150,1461,520,74,21271.31394,22166.29193,30,0,0,160773
관악구,11620,gu,관악구,계,"250,520","248,796",157514,50306,32489,25540,6058,24573,30328,112950,91661,72215,73133,59888,36974,12607,1673,497419.0576,72851.72406,459,2.6,4,124519
보라매동,11620525,dong,관악구,보라매동,"12,134","12,620",6082,2753,1848,1388,309,1350,1563,4956,4471,3613,3652,3347,2114,686,95,23883.75771,1830.810696,17,5.9,0,103544
청림동,11620545,dong,관악구,청림동,"7,743","8,061",2021,1668,1412,1147,244,1403,1186,1983,2686,2592,2347,1983,1210,528,66,15947.76674,3021.310152,7,0,0,75670
성현동,11620565,dong,관악구,성현동,"14,730","15,705",3960,2989,2482,2381,545,2147,3022,3970,4077,5227,4861,3829,2491,920,129,36890.33603,7170.242585,9,11.1,0,111480
행운동,11620575,dong,관악구,행운동,"14,359","15,230",10989,2975,1753,1320,315,1295,1464,7713,6307,3785,3636,3193,2078,645,92,28480.37617,4146.265907,31,9.7,0,113750
낙성대동,11620585,dong,관악구,낙성대동,"8,676","8,509",7929,1469,845,639,170,810,919,5751,3741,2129,1758,1384,960,332,46,15361.77408,10028.53841,28,0,0,137546
청룡동,11620595,dong,관악구,청룡동,"16,786","18,189",15581,2996,1725,1367,330,1320,1774,11225,6812,4189,4176,3386,2110,667,87,28700.10554,6630.14119,43,0,1,130694
은천동,11620605,dong,관악구,은천동,"16,760","17,489",7100,3486,2583,2224,509,2305,2659,5670,5706,5458,5151,4316,2713,890,110,36308.656,4907.089183,24,0,0,138511
중앙동,11620615,dong,관악구,중앙동,"7,452","8,174",6508,1587,825,618,146,468,676,4619,3140,1851,2026,1666,1160,408,42,15350.44763,1437.933613,20,0,1,115033
인헌동,11620625,dong,관악구,인헌동,"12,917","13,521",7916,2731,1772,1390,343,1271,1686,5962,5156,3813,3583,2935,1839,609,75,39896.91245,5227.367519,22,4.5,1,139326
남현동,11620630,dong,관악구,남현동,"8,947","9,566",4879,1910,1381,983,240,1091,861,3977,3854,2405,2656,2208,1318,380,61,14566.17458,2878.819305,19,0,0,158590
서원동,11620645,dong,관악구,서원동,"11,904","11,227",9155,2599,1330,848,201,769,935,6713,4910,2968,3031,2601,1526,534,53,23140.23869,2945.121287,27,3.7,0,155004
신원동,11620655,dong,관악구,신원동,"9,263","9,255",6526,2131,1143,784,155,731,936,4514,3461,2557,2884,2378,1557,539,77,18312.46643,1012.629413,10,0,0,125867
서림동,11620665,dong,관악구,서림동,"13,158","10,794",9503,2287,1345,977,259,887,1199,6072,4847,3316,3190,2722,1561,551,76,25648.2171,1823.51461,22,4.5,0,97431
신사동,11620685,dong,관악구,신사동,"11,505","11,485",8579,2341,1371,1034,220,1073,1310,5974,4438,3644,4347,2877,1680,548,70,23940.36447,4443.05092,24,8.3,0,132995
신림동,11620695,dong,관악구,신림동,"11,420","10,542",14197,1927,623,356,84,413,541,8648,5902,2566,1945,1520,967,291,45,22998.07354,2069.943624,37,2.7,1,161686
난향동,11620715,dong,관악구,난향동,"7,867","8,097",1944,1560,1291,1237,299,1273,1499,1748,2024,3069,2645,2102,1305,429,64,16532.97077,1336.747206,3,0,0,105507
조원동,11620725,dong,관악구,조원동,"8,923","8,722",6742,1833,984,751,183,835,908,4213,3649,2612,3135,2401,1239,465,64,17845.27,3340.918738,24,0,0,102115
대학동,11620735,dong,관악구,대학동,"14,385","9,439",12172,1831,1129,817,184,804,1064,6969,5109,3634,3195,2230,1313,499,58,24668.88722,3150.025562,42,0,0,115241
삼성동,11620745,dong,관악구,삼성동,"12,281","12,273",4765,2776,1872,1496,401,997,1675,3099,2893,3599,4498,4140,2702,1040,170,25781.57857,1842.274424,9,0,0,74483
미성동,11620765,dong,관악구,미성동,"15,399","16,057",5620,3259,2543,2087,536,1907,2454,4973,4579,4977,5275,4617,2595,816,86,32403.98436,3756.231093,22,0,0,105343
난곡동,11620775,dong,관악구,난곡동,"13,911","13,841",5346,3198,2232,1696,385,1424,1997,4201,3899,4211,5142,4053,2536,830,107,27438.79124,1447.387442,19,5.3,0,128676
서초구,11650,gu,서초구,계,"204,280","222,957",59312,34979,34214,34591,8153,35283,45642,56849,66465,79028,63658,47389,27178,9538,1812,417053.6445,568361.4044,518,2.7,17,138477
서초1동,11650510,dong,서초구,서초1동,"10,177","10,933",3927,1801,1566,1505,390,1581,1958,2908,3799,3860,2982,2414,1330,470,98,21932.23011,48646.35161,34,2.9,1,128043
서초2동,11650520,dong,서초구,서초2동,"8,906","9,889",3873,1535,1442,1329,297,1512,1669,2791,3949,3356,2481,1786,1024,297,71,18543.14544,68423.09754,42,0,1,191125
서초3동,11650530,dong,서초구,서초3동,"15,038","15,892",6034,2720,2284,2061,556,1708,2717,5266,5163,4945,4769,3564,2135,750,124,29338.76997,66038.60486,77,1.3,0,142860
서초4동,11650531,dong,서초구,서초4동,"15,425","16,264",2370,1943,2606,3326,634,3132,4221,3641,4052,6499,4713,3057,1839,677,128,31006.4003,37370.36827,35,8.6,0,174247
잠원동,11650540,dong,서초구,잠원동,"15,234","16,708",4660,2567,2870,2887,535,2554,3884,4551,5024,6450,5452,3358,1666,684,143,32127.4728,15586.16973,28,3.6,1,132407
반포본동,11650550,dong,서초구,반포본동,"5,687","6,324",762,832,977,1253,238,632,1937,1511,936,2355,2103,1246,1002,335,38,8184.224926,16545.21935,7,14.3,1,117101
반포1동,11650560,dong,서초구,반포1동,"15,730","16,820",6406,2216,2357,2629,582,3171,3543,4437,5863,6705,4124,2966,1574,486,93,30474.26963,7327.976941,27,3.7,2,155522
반포2동,11650570,dong,서초구,반포2동,"7,723","8,430",686,853,1299,1719,452,1954,2766,1395,1659,3801,2119,1303,924,317,63,17359.36569,10581.73363,7,0,1,295833
반포3동,11650580,dong,서초구,반포3동,"10,482","11,703",1394,1491,1977,2119,430,1975,2885,2426,2687,4519,3308,2125,1233,485,85,17779.01203,8340.854551,10,0,0,224457
반포4동,11650581,dong,서초구,반포4동,"9,204","10,269",1901,1500,1776,1601,390,1855,2259,2396,2892,3791,2909,2295,1230,420,96,19789.67588,95487.50887,45,0,1,182582
방배본동,11650590,dong,서초구,방배본동,"9,836","11,380",2200,1576,1705,1881,450,1524,2844,2728,2508,4066,3462,2240,1333,604,109,21624.61827,28806.7873,21,0,0,122414
방배1동,11650600,dong,서초구,방배1동,"8,139","9,259",2991,1762,1386,1193,283,1225,1373,2594,3148,2902,2486,2088,1305,442,83,17559.37009,19244.51871,21,0,0,133015
방배2동,11650610,dong,서초구,방배2동,"9,584","10,819",3073,2143,1621,1408,354,1210,1666,2942,3267,3145,3282,2839,1650,526,89,21089.97358,17054.85809,25,0,1,124352
방배3동,11650620,dong,서초구,방배3동,"10,502","11,290",2256,1886,1891,1793,385,1393,2055,2917,3084,3362,3630,3164,1636,581,112,22032.16112,17721.45601,18,0,0,114923
방배4동,11650621,dong,서초구,방배4동,"10,877","12,897",3447,2038,1828,1890,437,1734,2652,3280,3727,4409,3544,2364,1617,601,89,24398.12725,22419.70647,22,4.5,0,121448
양재1동,11650651,dong,서초구,양재1동,"21,498","23,441",6105,4022,3482,3299,1040,4432,4280,5549,7151,7937,6367,5592,2947,1006,220,45830.93724,33679.34489,43,9.3,1,136925
양재2동,11650652,dong,서초구,양재2동,"11,337","11,223",5054,2251,1600,1398,374,1542,1673,3494,4640,3913,3362,2568,1281,366,84,23007.36176,43765.01174,43,2.3,1,93580
내곡동,11650660,dong,서초구,내곡동,"8,901","9,416",2173,1843,1547,1300,326,2149,1260,2023,2916,3013,2565,2420,1452,491,87,17509.76255,13660.78702,13,0,1,154196
강남구,11680,gu,강남구,계,"258,407","281,741",93397,44204,41235,42381,9350,37895,59493,76459,85461,100336,80573,58529,33556,11373,2199,561241.3527,1158467.279,951,4.4,26,171681
신사동,11680510,dong,강남구,신사동,"7,851","9,064",2918,1552,1290,1228,286,1009,1731,2461,2568,3096,2522,1795,1404,590,84,18845.66095,30403.31745,42,7.1,1,173290
논현1동,11680521,dong,강남구,논현1동,"10,818","12,335",9612,2513,1171,818,228,755,953,4972,6158,3947,2874,2326,1360,484,68,23041.90634,41431.98243,79,1.3,2,159334
논현2동,11680531,dong,강남구,논현2동,"10,097","11,625",6315,2090,1544,1155,243,1161,1328,3631,4721,3758,2955,2236,1504,450,88,21918.33642,56307.97647,74,6.8,2,140442
압구정동,11680545,dong,강남구,압구정동,"12,698","14,876",3010,2387,2404,2214,531,2283,2871,3310,3620,5023,4030,3140,2429,914,167,27626.87801,44649.80394,55,0,0,203676
청담동,11680565,dong,강남구,청담동,"12,723","14,478",4772,2308,2209,1947,478,2251,2319,3966,4614,4864,4076,3004,1769,579,132,29024.52166,55811.57769,54,9.3,1,167299
삼성1동,11680580,dong,강남구,삼성1동,"7,074","7,206",2111,1266,1174,1099,287,930,1438,2185,2252,2443,2455,1812,1031,306,64,14776.61471,131093.9841,58,10.3,3,181339
삼성2동,11680590,dong,강남구,삼성2동,"14,365","15,864",5908,2314,2256,2355,478,2515,3490,3980,5215,6550,4087,2436,1670,498,81,30037.54546,61775.36682,52,5.8,4,172438
대치1동,11680600,dong,강남구,대치1동,"12,610","12,515",579,925,1965,3094,654,2054,5577,2515,1667,6205,3762,1929,1023,337,57,25098.96816,19907.82408,21,0,0,278364
대치2동,11680610,dong,강남구,대치2동,"19,377","18,753",2490,2083,3229,4179,789,2036,6508,5146,3466,7559,6789,4068,2029,575,112,37693.10746,90393.98202,47,4.3,2,177188
대치4동,11680630,dong,강남구,대치4동,"9,698","10,842",5405,1679,1365,1378,291,811,2557,3539,3461,4169,3276,1545,1040,300,37,20952.30532,33871.3003,61,1.6,0,201765
역삼1동,11680640,dong,강남구,역삼1동,"17,569","18,670",17134,3486,1638,1170,309,1112,1471,7951,10569,6110,4338,3034,1678,535,99,35878.55427,170092.8048,192,4.7,2,169188
역삼2동,11680650,dong,강남구,역삼2동,"17,420","19,730",6522,2325,2812,3221,612,3105,5540,4852,5525,8715,4814,2585,1754,546,101,37065.18933,52229.47307,54,5.6,0,193215
도곡1동,11680655,dong,강남구,도곡1동,"10,547","11,717",2639,1583,1863,2055,385,1871,2330,3108,3414,3911,3536,2535,1255,446,97,21697.62891,40780.17242,26,11.5,1,177980
도곡2동,11680656,dong,강남구,도곡2동,"15,907","18,343",2199,2315,2997,3457,699,2974,4804,4094,3794,6677,5502,3549,2105,722,142,34137.86951,191515.964,24,0,2,191104
개포1동,11680660,dong,강남구,개포1동,"3,283","3,502",834,606,534,569,131,401,597,807,727,985,1137,1201,707,230,48,9032.852454,19935.96608,2,0,0, 
개포2동,11680670,dong,강남구,개포2동,"10,836","11,602",1612,1766,2063,2163,377,1686,2620,3010,2930,3763,3888,2935,1266,354,79,18209.59885,10617.13633,10,10,3,157113
개포4동,11680690,dong,강남구,개포4동,"8,843","9,184",2978,1598,1466,1323,312,1138,1641,2687,2887,2992,3100,2331,1039,329,65,17365.29339,8405.916555,27,0,0,88367
세곡동,11680700,dong,강남구,세곡동,"21,282","23,446",5954,3967,3269,3330,1080,4760,4562,5514,7230,7815,6062,4896,2687,1204,255,48401.63271,1655.070207,22,0,0,146949
일원본동,11680720,dong,강남구,일원본동,"11,857","12,196",1461,1534,2005,2579,463,2326,3402,2647,3151,4627,3692,2806,1069,382,102,26412.53331,39843.58977,12,0,1,199699
일원1동,11680730,dong,강남구,일원1동,"7,807","8,117",3196,1778,1254,935,263,775,1263,2344,2348,2253,2643,2543,1398,501,104,15785.49365,2443.917425,12,0,0,131773
일원2동,11680740,dong,강남구,일원2동,"8,667","9,237",2291,1797,1542,1440,274,1267,1852,2027,2678,3143,2640,2490,1443,404,68,21457.15488,6651.908065,8,0,1,156133
수서동,11680750,dong,강남구,수서동,"7,078","8,439",3457,2332,1185,672,180,675,639,1713,2466,1731,2395,3333,1896,687,149,13806.44664,15647.30619,19,0,1,184392
송파구,11710,gu,송파구,계,"324,134","347,178",97868,59598,55402,52580,11465,52459,60203,96080,114622,110971,105028,82697,39523,13773,2426,682002.6421,403558.0241,644,3.9,18,148293
풍납1동,11710510,dong,송파구,풍납1동,"6,999","7,201",2506,1593,1144,949,185,758,983,1848,2219,2206,2781,2488,1260,436,54,10711.68723,1250.94682,8,12.5,0,87904
풍납2동,11710520,dong,송파구,풍납2동,"12,230","13,491",4181,2279,2223,1898,398,2049,2140,3925,4440,4130,3795,3231,1586,558,94,19416.68309,18766.12002,21,0,0,113474
거여1동,11710531,dong,송파구,거여1동,"6,642","6,366",1919,1371,1045,963,207,695,1078,1842,1726,2088,2392,1901,1074,340,44,13078.83749,3817.730385,12,0,1,97746
거여2동,11710532,dong,송파구,거여2동,"9,262","9,590",2553,1797,1428,1091,258,1097,1438,1894,2291,2703,2889,2390,1447,521,95,17250.46369,3064.370665,11,0,0,111590
마천1동,11710540,dong,송파구,마천1동,"10,239","9,787",3537,2144,1589,1294,374,1087,1695,2508,2337,3080,3730,3295,1891,711,104,20823.29444,1084.833883,14,0,1,99137
마천2동,11710550,dong,송파구,마천2동,"10,008","9,688",3341,2166,1647,1249,315,979,1469,2516,2401,2912,3909,3263,1791,680,115,21433.8253,2466.990891,11,9.1,0,125973
방이1동,11710561,dong,송파구,방이1동,"7,835","8,453",1886,1219,1338,1446,319,1154,1723,2526,2392,2732,2769,1905,832,362,59,14076.37534,7843.214745,20,0,1,129212
방이2동,11710562,dong,송파구,방이2동,"12,373","13,842",7987,2825,1784,1311,277,1285,1351,5184,6053,3775,3806,3153,1505,472,76,26759.58991,26087.27524,42,7.1,0,144311
오륜동,11710566,dong,송파구,오륜동,"9,186","9,465",657,1134,1569,2071,428,1380,2839,2248,1807,3490,3133,2390,983,350,88,19032.61194,25239.97028,16,0,1,345767
오금동,11710570,dong,송파구,오금동,"19,606","20,813",4433,3753,3601,3215,745,3039,3409,5821,6007,6092,7164,5664,2449,993,194,39814.00393,26785.61609,43,2.3,1,104174
송파1동,11710580,dong,송파구,송파1동,"11,756","13,298",5993,2666,1898,1414,354,1370,1453,4730,5680,3652,3745,3041,1471,457,74,28392.71745,9623.896553,27,3.7,0,123838
송파2동,11710590,dong,송파구,송파2동,"9,939","10,710",1741,1588,1797,1881,424,1679,1949,2977,3133,3195,3448,2773,1142,413,76,17202.90056,11829.7024,16,0,0,108827
석촌동,11710600,dong,송파구,석촌동,"15,721","17,269",8813,3555,2403,1791,399,1770,2013,5838,7352,5176,5095,3919,1962,617,78,33722.40864,8928.088966,45,2.2,1,147191
삼전동,11710610,dong,송파구,삼전동,"14,995","16,671",8365,3331,2368,1759,397,1745,2127,5475,6929,5276,4738,3588,1687,536,106,30932.24053,7430.0938,37,2.7,0,142871
가락본동,11710620,dong,송파구,가락본동,"13,497","13,748",4660,2535,2209,1947,498,1732,1962,4380,4960,4028,4931,3560,1512,558,83,30363.75204,30825.78038,41,4.9,0,143558
가락1동,11710631,dong,송파구,가락1동,"13,585","14,391",1600,2520,2628,2570,476,3229,2275,3713,5641,4363,4067,3171,1220,324,58,27046.47478,5837.560423,11,0,2,169185
가락2동,11710632,dong,송파구,가락2동,"16,300","16,896",3020,2505,2972,3086,583,2660,3640,4721,4981,5754,5399,3975,1650,614,101,34620.58525,10453.49481,20,5,2,115464
문정1동,11710641,dong,송파구,문정1동,"10,294","10,581",2772,1927,1726,1641,397,1433,1642,3395,3686,2967,3562,2901,1171,394,71,19304.17775,32409.92784,13,15.4,1,102419
문정2동,11710642,dong,송파구,문정2동,"13,746","15,961",8530,2811,1975,1763,358,1794,1527,5396,7871,4341,3556,3148,1567,664,113,28009.87246,38195.11311,71,0,0,207509
장지동,11710646,dong,송파구,장지동,"14,810","15,840",3475,2975,2766,2339,568,2548,2905,4234,5002,4929,5104,3745,1742,653,155,34691.97641,7157.26877,20,15,1,127557
위례동,11710647,dong,송파구,위례동,"13,814","14,558",1038,1780,2338,2932,748,4715,3565,2716,5108,5701,3249,2079,861,269,78,27697.05858,1233.806304,15,13.3,1,206886
잠실본동,11710650,dong,송파구,잠실본동,"13,637","15,198",8444,2973,2022,1493,350,1340,1881,5262,6366,4571,4353,3426,1608,522,66,23956.67515,7795.268452,55,7.3,0,166724
잠실2동,11710670,dong,송파구,잠실2동,"17,399","19,023",1819,1885,3092,4299,709,4355,5973,3363,4419,8897,4787,2812,1528,463,85,27682.41501,5885.87417,23,0,0,451144
잠실3동,11710680,dong,송파구,잠실3동,"16,878","18,594",1891,2611,3313,3512,677,3421,4000,4094,4811,6318,5307,4632,2381,669,133,35493.2154,21590.8489,20,0,1,252070
잠실4동,11710690,dong,송파구,잠실4동,"10,562","11,335",1205,1453,2039,2210,420,2990,2324,2083,3363,4356,2943,2401,1151,361,71,41295.70477,17959.9938,6,0,1,336928
잠실6동,11710710,dong,송파구,잠실6동,"8,157","9,059",971,1352,1601,1520,389,1537,1748,2088,2537,2783,2703,2397,1136,439,85,34330.11579,92846.8163,24,8.3,2,199164
잠실7동,11710720,dong,송파구,잠실7동,"4,664","5,350",531,850,887,936,212,618,1094,1303,1110,1456,1673,1449,916,397,70,9056.781552,12559.85114,2,0,1,168896
강동구,11740,gu,강동구,계,"225,103","232,227",67911,43223,37911,34317,7670,35110,39643,61983,72779,74415,73890,61657,29875,10118,1835,403219.97,72374.39868,399,4,10,125177
강일동,11740515,dong,강동구,강일동,"15,273","16,374",2382,2659,2286,2739,964,2524,4455,4000,3447,5513,5020,3765,2052,919,156,24056.88899,1020.640874,23,8.7,0,217976
상일동,11740520,dong,강동구,상일동,"16,208","16,666",1983,2532,2883,3185,641,4124,3236,3618,5462,5668,4816,3810,1385,408,89,15673.89226,5312.410827,15,0,1,124857
명일1동,11740530,dong,강동구,명일1동,"12,923","13,544",2368,2453,2411,2237,456,2151,2595,3358,4245,4312,4151,3506,1563,544,114,20942.60683,4084.190619,17,0,2,115613
명일2동,11740540,dong,강동구,명일2동,"8,587","8,862",1174,1113,1368,1842,377,1200,2545,2188,1898,3120,2797,2396,941,322,88,18670.17176,3027.083022,17,0,0,143253
고덕1동,11740550,dong,강동구,고덕1동,"13,400","12,992",1593,1584,2330,2763,521,3231,3461,2577,3877,5466,3561,2697,1078,434,128,24442.39247,1985.371597,8,0,1,134010
고덕2동,11740560,dong,강동구,고덕2동,"10,771","10,462",2105,1900,1880,1850,326,2399,1876,2328,3700,3563,3225,2688,1080,360,83,5778.512428,1656.846334,8,0,0,216979
암사1동,11740570,dong,강동구,암사1동,"17,757","18,108",6343,3762,3047,2402,487,2309,2773,4966,5605,5763,6180,4960,2645,889,140,50180.39834,5442.829167,32,0,1,107218
암사2동,11740580,dong,강동구,암사2동,"7,525","7,994",1941,1561,1386,1190,240,1454,1063,2053,2970,2469,2270,1888,1101,324,43,7218.990038,1331.540744,11,9.1,0,134084
암사3동,11740590,dong,강동구,암사3동,"8,962","9,364",1126,1399,1591,1717,394,2073,1945,1996,2697,3274,2699,2315,1039,327,65,25396.72389,4345.089923,7,0,0,116392
천호1동,11740600,dong,강동구,천호1동,"13,614","14,044",5355,3008,2340,1658,390,1567,1879,3908,4225,4201,4769,4354,2260,737,127,29763.81892,2597.932109,25,4,0,111019
천호2동,11740610,dong,강동구,천호2동,"17,274","17,653",8750,3988,2639,1837,415,1920,1958,5089,6449,5230,6172,5021,2740,887,152,29949.7742,3277.661795,49,2,0,123504
천호3동,11740620,dong,강동구,천호3동,"13,100","13,680",6949,2959,2028,1413,322,1429,1392,4218,4879,3949,4574,3983,2062,706,97,37958.01211,3833.119677,27,0,0,144388
성내1동,11740640,dong,강동구,성내1동,"9,845","10,447",2426,1921,1830,1562,337,1602,1789,2743,3388,3440,3070,2562,1300,426,78,18014.75312,15038.28005,21,19,1,126344
