CD,林芭牢备,流厘牢备
11290525,2591479.874,4513739.015
11290555,18722375.94,3680370.48
11290575,13113672.99,10382486.92
11290580,20756018.92,3332394.373
11290590,27527270.09,3990855.682
11290600,7024743.941000001,2539930.6890000002
11290610,18464853.08,7814248.547
11290620,26188746.93,2465451.839
11290630,12766600.45,1048264.1140000001
11290640,2957475.7860000003,472253.1404
11290650,4363445.549,346951.5835
11290660,28125556.29,1689282.8480000002
11290685,10842969.53,619761.4616
11290705,16535652.85,2640312.924
11290715,19626258.65,1876468.4640000002
11290725,9201245.949,2209918.15
11290760,17666191.95,1101121.8190000001
11290770,13476783.28,2012161.695
11290780,10650313.69,1228145.924
11290810,11185064.27,1346246.11
11305,8185507.831,746624.7622
11305534,16915011.81,788211.1747
11305535,16495549.93,1387422.0219999999
11305545,16204107.59,1354895.79
11305555,19074782.85,1410339.965
11305575,33217754.98,1197451.828
11305590,19127894.3,2787815.869
11305600,10683280.29,739677.3282
11305606,10656140.99,712247.215
11305610,7671950.381,786848.9609999999
11305620,22814691.29,2173652.694
11305630,19980209.19,2866116.202
11305645,1227091.822,176512.7005
11305660,6848821.914,826640.1135
11320,9825677.266,1089108.205
11320511,14561622.78,1125768.837
11320512,28589430.43,2201461.9280000003
11320513,14325761.05,777352.109
11320514,14911962.61,1657291.875
11320515,23243720.63,5540306.137999999
11320521,1606427.899,211996.103
11320522,14330628.93,1029321.6490000001
11320660,11172615.36,1083542.196
11320670,22844643.15,1977468.7419999999
11320680,20593393.9,2375100.769
11320681,21968888.38,1535352.2719999999
11320690,17614824.56,3724247.325
11320700,11790719.39,558325.7261
11320710,9492179.19,1032240.275
11350,9269774.638,1041706.426
11350560,12782123.56,1521764.0990000002
11350570,8424321.792000001,457602.475
11350580,15671891.49,760331.1104
11350595,19138727.38,3484287.209
11350600,3424506.604,627803.8258
11350611,11522753.38,2041866.034
11350612,28139151.55,2279389.0130000003
11350619,7824261.962,589845.4211
11350621,27418888.15,2684441.192
11350624,8337891.293,754027.1907
11350625,25073008.94,1514793.081
11350630,4933368.632,811735.8695
11350640,20577119.3,2338483.838
11350665,3312199.655,298096.9171
11350670,28647836.59,2135877.231
11350695,14769741.91,2723262.1339999996
11350700,22212555.14,798602.858
11350710,16212253.2,1806765.389
11350720,12793580.45,904512.8464
11380,9406417.59,987193.0194
11380510,10405388.4,1674665.37
11380520,6187928.552999999,679978.6204
11380530,14018425.41,1284327.757
11380551,16316739.0,1569236.89
11380552,17829024.1,1989912.735
11380560,15399112.57,2285554.432
11380570,22520171.24,2079493.114
11380580,13843235.81,1504956.42
11380590,13895545.58,1195632.753
11380600,21872305.36,1669567.389
11380625,26057705.23,2454414.935
11380631,20982934.99,1915286.983
11380632,12540202.69,1309989.95
11380640,11032235.78,2163489.779
11380650,5639232.529,1063078.878
11380690,2838598.3030000003,160718.9502
11410,10775795.92,2207934.2830000003
11410520,12970523.99,1293631.571
11410555,22693644.31,2254552.545
11410565,9598496.675,7340651.5879999995
11410585,4491812.547,1221987.507
11410615,7590243.31,3007293.24
11410620,9215519.647,860407.1049
11410640,9071350.767,757513.6756
11410655,12524564.11,780480.2669
11410660,8712971.134,878770.9936
11410685,9003815.107,1528626.7319999998
11410690,21788062.25,4944684.538
11410700,17063363.51,3152110.5289999996
11410710,18834220.05,3407984.334
11410720,26209004.53,2189895.935
11440,9133020.492,4276482.851
11440555,19012806.6,15224282.0
11440565,25929473.33,6242733.186000001
11440585,15629519.31,8279273.345
11440590,13287049.04,11315323.8
11440600,8338129.897999999,2459433.1
11440610,14245434.42,24904467.06
11440630,14005505.77,3484503.1360000004
11440655,7984122.467,2483238.09
11440660,8426637.629,10761903.17
11440680,6157927.414,2151528.405
11440690,11702464.56,1843002.093
11440700,9726512.799,1155917.4679999999
11440710,15428300.03,3043607.682
11440720,14010498.04,7212387.777000001
11440730,12535622.92,1001889.5759999999
11440740,2606141.333,1321546.362
11470,15570114.8,4961942.66
11470510,11275194.12,9398431.784
11470520,18460347.53,3220744.0039999997
11470530,26017063.3,2921301.733
11470540,28256075.2,3683345.729
11470550,12755425.57,9566642.777
11470560,21171089.99,2458135.415
11470570,22199781.3,2998437.86
11470580,10339472.73,1043683.123
11470590,24758444.91,2250299.857
11470600,19190514.04,2181344.497
11470610,9374844.117,1633537.5159999998
11470611,10956719.38,1571586.3909999998
11470620,17914422.7,10935005.81
11470630,21281800.47,7878231.725
11470640,10314586.48,1773796.657
11470650,21494250.34,4122160.043
11470670,15564245.14,12791047.51
11470680,15907192.65,3468362.363
11500,8355963.641,2097703.624
11500510,12487325.88,4228980.053
11500520,20963354.24,7869991.407000001
11500530,14658242.81,3267150.577
11500535,19029287.29,8667706.026
11500540,27011813.07,2668064.695
11500550,26089788.43,2029662.699
11500560,26373323.3,6620319.01
11500570,15866133.15,1930277.928
11500590,21621518.3,1840742.763
11500591,14315935.07,7465547.873
11500593,28141916.2,2887362.308
11500603,3974749.349,603205.9461
11500604,9617431.771,1888043.8090000001
11500605,14359281.05,3354874.075
11500611,7656656.967,660001.596
11500615,21884203.59,3239489.8060000003
11500620,1665108.979,1777782.3290000001
11500630,19443163.86,4469563.124
11500640,2600018.9069999997,373497.1958
11500641,7616636.12,1618076.9819999998
11530,12112830.11,4450043.642
11530510,16181608.75,6175355.946
11530520,12986323.35,3216607.7630000003
11530530,8714909.167000001,4943223.942
11530540,14581593.92,32689566.66
11530550,24273515.23,2607879.75
11530560,17192306.83,9171592.818
11530595,14215828.71,1494488.2869999998
11530720,13070831.5,4150351.958
11530730,17299404.19,1915393.469
11530740,17169776.27,2589553.613
11530750,23681969.74,5788551.289
11530760,16388590.28,1516788.4740000002
11530770,18916677.27,3224647.519
11530780,6213646.305,661691.4948
11530790,5644631.477000001,988368.3674
11545,11043428.81,6797609.227000001
11545510,5451166.546,26051677.56
11545610,11477483.61,4192131.6339999996
11545620,20468385.0,2469710.528
11545630,15899120.35,2622770.105
11545640,16537207.3,1907908.5469999998
11545670,14312828.02,3177776.077
11545680,11899289.96,1836903.7719999999
11545690,5168051.982,3894711.0110000004
11545700,16292168.07,1173468.104
11545710,8371256.571,810292.7231
11560,10214908.75,11066293.98
11560515,15895498.5,3060909.0239999997
11560535,10881874.06,5971325.052
11560540,2983253.85,18291032.86
11560550,16898245.96,12787357.98
11560560,13871554.84,6019342.528
11560585,20849809.15,2453974.31
11560605,11090956.15,27090191.12
11560610,12149077.76,10308139.74
11560620,5318846.662,3721594.0
11560630,13873462.09,3239573.147
11560650,18516258.93,1689331.5180000002
11560660,18969916.78,2825134.3989999997
11560670,12420789.46,1762606.168
11560680,16594418.68,2448620.942
11560690,15931595.02,3057558.457
11560700,16402939.8,2970427.738
11560710,13313275.14,3974394.903
11560720,15457140.66,7273796.1110000005
11590,13574981.39,3060342.8589999997
11590510,10415683.61,2137872.975
11590520,14208576.58,4142826.2630000003
11590530,18894430.59,2108795.039
11590540,20085657.36,1135593.1770000001
11590550,23544111.36,1374578.618
11590560,18907447.65,1492104.919
11590605,8596584.507000001,448854.1889
11590620,22012215.73,4460223.532
11590630,5579451.332,527916.6647
11590640,16417337.3,9785457.931
11590650,20589016.25,2115723.101
11590651,11722001.28,1733871.7019999998
11590660,15209410.16,4301839.465
11590670,21447566.69,7176546.615
11590680,12701638.53,12356690.76
11620,10239294.16,1532325.2519999999
11620525,19568240.5,1540429.259
11620545,34653550.54,5105192.897
11620565,28687762.8,5427061.994
11620575,24501866.14,3123910.182
11620585,4202225.073,2481594.392
11620595,14523623.25,3572252.328
11620605,28857488.88,5877223.879
11620615,24015516.59,2104970.711
11620625,23023976.73,2874587.143
11620630,2699267.328,668865.3077
11620645,21560814.7,2418343.214
11620655,20676971.13,967356.565
11620665,14971881.98,1075539.6670000001
11620685,22945957.35,4420552.985
11620695,25400499.54,2662321.29
11620715,12752905.07,1488312.9919999999
11620725,16364330.82,2979715.555
11620735,1780468.5369999998,215282.9727
11620745,6475918.512,440256.0131
11620765,14266804.4,1854327.455
11620775,17795965.36,994686.9269
11650,5494408.766,7025122.29
11650510,9336055.262,13906326.59
11650520,8798325.526,34573424.55
11650530,6294610.3270000005,14148135.39
11650531,21493718.63,24382438.23
11650540,11217677.66,6566870.308999999
11650550,5088240.58,8654309.366
11650560,17880033.86,4785342.847
11650570,8714442.99,5033611.541999999
11650580,8903746.02,4146437.358
11650581,8368282.596,12936529.18
11650590,19665941.93,22374600.47
11650600,15253336.51,13886164.22
11650610,7589362.29,5690431.056
11650620,5482199.186000001,4464022.728
11650621,15361906.24,13079518.8
11650651,4906315.823,4079645.514
11650652,1909822.1169999999,8483734.238
11650660,855944.0695,262443.0375
11680,8562757.293,19545730.45
11680510,6131523.767999999,11157882.52
11680521,11385727.21,22456014.89
11680531,9058478.866,23764486.55
11680545,6709382.791,14967896.96
11680565,7614549.711,20982506.45
11680580,4747317.683999999,40265194.42
11680590,14622930.69,24488075.61
11680600,19450205.52,20772329.88
11680610,12008682.04,28456275.45
11680630,17757354.12,30396868.18
11680640,9194266.3,46944667.13
11680650,19534389.74,33969748.95
11680655,12890377.11,36715390.77
11680656,19985360.52,118318926.2
11680660,5492437.4,9058729.106
11680670,3519562.565,2948953.6760000004
11680690,7230790.116,3974571.0560000003
11680700,4587206.194,169345.3456
11680720,6348344.237000001,9845141.29
11680730,10936603.27,1662670.062
11680740,8951749.721,4056859.253
11680750,5963775.022000001,7677043.64
11710,11960257.18,6993398.552
11710510,8868865.525,1017785.561
11710520,7434409.485,1690422.575
11710531,14602230.69,5367338.334
11710532,20113842.67,3518172.8710000003
11710540,22333397.4,1255062.373
11710550,14802831.93,1739038.711
11710561,17137411.34,10142104.03
11710562,19861551.09,16347627.0
11710566,3701156.769,5193487.453
11710570,14566628.09,9706911.61
11710580,23083350.76,12456852.87
11710590,20019669.32,12911098.15
11710600,21825201.66,6906271.226
11710610,20090323.11,4379441.718
11710620,16701845.5,17182414.69
11710631,390015.7443,2590596.0069999998
11710632,21875827.7,5841067.515
11710641,21760422.02,32528507.2
11710642,7520529.589,10271046.73
11710646,16108834.74,3425444.5539999995
11710647,6641277.777000001,338558.6882
11710650,15389636.68,5281284.959
11710670,7737002.824,1629901.7659999998
11710680,14588768.68,8017417.674
11710690,21680904.61,6955151.069
11710710,7097223.103999999,25407101.43
11710720,9197683.582,6285651.426
11740,10148902.5,1963454.352
11740515,5308028.266,264897.6203
11740520,3733887.8639999996,1033813.695
11740530,21376633.39,2472663.117
11740540,11889177.0,1325691.192
11740550,8561418.047,621321.5914
11740560,1922956.656,516791.4608
11740570,30607002.49,3514307.268
11740580,3802191.23,627573.7636
11740590,6183861.725,1054540.86
11740600,26193405.93,2859778.874
11740610,11624211.1,1662114.275
11740620,29685319.17,4106286.768
11740640,19187272.28,13174365.96
11740650,24189074.53,8376195.906
11740660,22459449.23,4391617.716
11740685,18013473.55,3679983.88
11740690,209699.296,1014782.767
11740700,10782066.09,3258713.405
