CD,林芭牢备,流厘牢备
11110,3894115.328,5462022.525
11110515,3244229.4930000002,2738050.018
11110530,4795244.386,24677545.94
11110540,1225535.918,2874509.9280000003
11110550,2759231.607,1113116.136
11110560,1352224.179,1391871.832
11110570,10939444.42,1013183.443
11110580,18095488.74,2375607.642
11110600,4759287.956,6232986.969
11110615,1838394.4209999999,22470122.36
11110630,5307097.198,11435482.82
11110640,6545885.443,3596471.267
11110650,8855389.162,3073702.5560000003
11110670,11274897.32,4005234.2810000004
11110680,20729038.68,908012.8155
11110690,19879410.81,623942.0987
11110700,14122296.5,1239246.211
11110710,17559921.98,3806249.026
11140,7233568.712,22977042.76
11140520,721427.1402,59288793.01
11140540,3004161.787,21023810.7
11140550,1725686.154,67850814.31
11140570,1681958.916,8713003.453
11140580,2780657.207,6643145.2129999995
11140590,4006348.38,35004413.81
11140605,1686451.105,14562198.84
11140615,8184709.872,3803748.088
11140625,16626339.12,7644254.685
11140635,21092070.01,37271881.35
11140645,25720660.42,5338018.742
11140650,17555442.43,2093553.761
11140665,20819908.56,2782586.828
11140670,22841614.43,3522615.611
11140680,9841040.163999999,6545389.845
11170,6403702.203,5352171.138
11170510,12683138.74,1570326.544
11170520,3074723.0439999998,560867.3078
11170530,6433520.347999999,17958942.69
11170555,14144018.04,4206599.007
11170560,14512755.94,5186647.073
11170570,9868278.347000001,3681936.985
11170580,11739573.37,2249452.9069999997
11170590,27311206.29,5887207.727000001
11170625,2812503.35,9046480.512
11170630,7823319.656,3423972.369
11170640,4544953.867,1116937.142
11170650,7196898.694,13470689.66
11170660,6537858.158,2108165.0209999997
11170685,3899073.52,8426053.72
11170690,3679899.659,3822746.9239999996
11170700,10265004.0,1699171.024
11200,11279659.84,3102852.8710000003
11200520,28221523.98,1972413.006
11200535,22623028.7,4099734.8419999997
11200540,13069799.69,2293192.33
11200550,5971520.231000001,1480094.1719999998
11200560,18962534.59,10179264.63
11200570,33109808.25,418156.7246
11200580,18021784.22,1412715.249
11200590,22052193.66,3364172.773
11200615,22969224.19,1041729.01
11200620,9732909.355,751024.0433
11200645,13430914.85,2665774.659
11200650,4544637.826,1175309.534
11200660,9391546.158,4141323.52
11200670,9466393.812,4882519.277
11200690,6430112.461,13661685.93
11200720,11651804.34,1551780.743
11200790,3814301.901,1346358.814
11215,12134989.93,2691627.5930000003
11215710,11542811.3,1586786.804
11215730,16211751.74,2270701.384
11215740,16197730.81,3612320.8060000003
11215750,24814897.75,3209301.642
11215760,17637744.16,1645357.043
11215770,8151224.828,1276964.603
11215780,6339004.18,1491302.711
11215810,7323793.632,2646866.756
11215820,22541288.21,12104749.63
11215830,10094424.89,1930820.282
11215840,16324732.09,1941308.073
11215847,11325005.35,740568.2306
11215850,24633381.25,4095354.3239999996
11215860,11163175.1,1748972.8380000002
11215870,12713991.55,6005597.772999999
11230,14311812.81,3421904.557
11230536,11505021.78,9124606.872000001
11230545,12501310.29,2696030.647
11230560,16445216.53,952730.8436
11230570,12190796.0,2906406.795
11230600,19576552.57,5477190.404
11230610,20060629.86,1939842.5659999999
11230650,16731988.23,4910813.197
11230660,16392922.16,3712349.4110000003
11230705,10919224.05,2754945.1380000003
11230710,7422525.294,619273.1896
11230720,15253812.04,1826873.514
11230730,12209869.28,2344679.671
11230740,15362140.08,2447126.251
11230750,18657333.97,1459498.967
11260,13330711.9,1360234.1909999999
11260520,21254208.69,1401152.729
11260540,15069754.54,1114478.721
11260550,10142023.94,1305712.731
11260565,25648780.93,1399312.1909999999
11260570,11050476.38,691660.8256
11260575,9862216.774,1463209.83
11260580,17508327.04,1606837.3830000001
11260590,17156895.92,5102634.178
11260600,20292659.08,1485893.9530000002
11260610,17636557.4,992162.657
11260620,18618009.4,1534473.7769999998
11260630,17599870.97,1973775.852
11260655,6120746.601,743572.2311
11260660,11313654.42,791186.5133
11260680,10364252.8,1093603.124
11260690,14403995.5,2421910.747
11290,10652421.98,2319176.878
