CD,林芭牢备,流厘牢备
11410685,8510309.819,1033645.6479999999
11410690,21829247.16,1682340.928
11410700,17081041.77,1229023.345
11410710,18850346.15,1907181.138
11410720,26384496.19,1990405.415
11440,9137671.756000001,5417568.995
11440555,18632008.45,15275008.76
11440565,25795060.42,7415791.36
11440585,15781554.71,10912218.19
11440590,13280403.52,12312816.08
11440600,8441550.764,4179336.2010000004
11440610,13150139.83,8711719.957999999
11440630,14016754.64,2843317.5039999997
11440655,8045563.4120000005,3113967.764
11440660,9087485.343,18197453.51
11440680,6212939.042,3709066.222
11440690,11533187.05,1588813.676
11440700,9794037.188,1311973.8290000001
11440710,15648933.3,4687042.685
11440720,14021809.37,6303239.502
11440730,12320476.48,2873177.416
11440740,2609781.0840000003,2851666.3210000005
11470,15532640.5,2405904.247
11470510,11121298.07,5516788.66
11470520,18416519.82,1536338.718
11470530,24934343.08,2728364.167
11470540,28049933.41,2221517.893
11470550,12789279.89,1841380.76
11470560,20954565.28,2560597.999
11470570,22233605.75,2143873.121
11470580,10895714.3,1721298.285
11470590,24733999.12,2597687.485
11470600,17588318.24,3137344.443
11470610,9452367.933,1694449.084
11470611,11048937.5,1540990.659
11470620,17933677.42,2266196.6569999997
11470630,21298069.41,1922784.744
11470640,10503103.73,1396762.165
11470650,21534324.36,4782774.291
11470670,15400018.1,3589978.3660000004
11470680,16015066.71,1058117.562
11500,8383233.943,2731544.76
11500510,12603819.04,3782783.415
11500520,20888827.81,27615770.04
11500530,14711497.09,1592303.215
11500535,19215509.79,11056312.26
11500540,27181447.1,2504000.7430000002
11500550,26333878.58,2137115.43
11500560,26417912.47,2888909.146
11500570,15863297.64,1363174.6069999998
11500590,21553031.13,1410595.303
11500591,14225298.27,5794907.135
11500593,28387240.66,1904997.814
11500603,3956625.525,2721952.753
11500604,9736382.775,1346088.45
11500605,14330404.99,4990309.558999999
11500611,7723295.581,1488395.3769999999
11500615,21724423.1,2212125.106
11500620,1663992.3480000002,2325728.9359999998
11500630,19597935.31,4398626.208000001
11500640,2624375.056,428950.9279
11500641,7693335.37,1019576.396
11530,12098387.49,5176847.822
11530510,15979667.14,4281346.521000001
11530520,13021266.83,1425453.076
11530530,8720934.223,9141014.533
11530540,14620827.96,46319003.17
11530550,24691675.26,3000185.7989999996
11530560,17181619.3,11301787.36
11530595,14479219.53,2257012.01
11530720,12972943.25,3441487.022
11530730,17376377.95,1189214.699
11530740,17202922.56,1593093.382
11530750,23794119.71,1042335.055
11530760,16424964.11,3577729.3589999997
11530770,18848231.58,2512812.3540000003
11530780,6087028.922,636311.9317
11530790,5655225.163,942161.8645
11545,10973552.17,8794071.015
11545510,5335843.563,36449876.76
11545610,11186440.68,5331869.355
11545620,20725899.97,1681958.032
11545630,15729849.81,2971159.6569999997
11545640,16654201.7,1778914.73
11545670,14456335.06,4171383.4560000002
11545680,11866201.91,706223.0655
11545690,5192644.404,4023593.52
11545700,16460399.78,646619.0021
11545710,8034850.265,846541.4971
11560,10234520.88,13587125.91
11560515,16899545.51,1865375.907
11560535,10637347.34,10562074.88
11560540,2938760.002,25711307.1
11560550,16843131.53,14844422.98
11560560,13881858.54,11832611.05
11560585,20938412.43,2323873.295
11560605,11082952.01,14321497.29
11560610,12014799.22,13509952.58
11560620,5238443.305,8163291.753
11560630,13685511.33,2996109.5110000004
11560650,18701196.27,1879010.846
11560660,19142057.59,2274283.821
11560670,12900286.32,1580518.754
11560680,16308030.27,2506793.589
11560690,16073877.44,2768957.229
11560700,16565988.46,3323495.501
11560710,13555487.86,2339985.5530000003
11560720,15645658.17,5183907.775
11590,13576364.41,2488948.855
11590510,10306404.52,1383557.118
11590520,14254445.32,5167553.608
11590530,18919564.25,1979883.6930000002
11590540,20329390.61,2190464.4080000003
11590550,23562378.19,1285071.173
11590560,18810997.37,1161874.507
11590605,8617120.324,1738796.5869999998
11590620,22187860.42,5082178.524
11590630,5522987.546,775488.6533
11590640,16453716.97,1744876.836
11590650,20437492.32,1433865.3909999998
11590651,11634756.67,884384.7717
11590660,15272119.19,3713514.7460000003
11590670,21599357.88,2686351.191
11590680,12663245.37,11195445.35
11620,10207726.89,1396103.6369999999
11620525,19572231.25,4278881.482
11620545,34821810.1,1338158.355
11620565,28795608.27,1468959.5690000001
11620575,24465037.22,3171378.558
11620585,4245118.103999999,3229121.733
11620595,14414476.77,3933353.791
11620605,28912400.89,2916893.012
11620615,23914980.68,3173164.8039999995
11620625,23180834.39,2109053.556
11620630,2702852.583,616233.7537
11620645,21607882.49,3943339.713
11620655,20675869.36,1075330.305
11620665,15016875.91,986784.5313
11620685,22889347.26,2070737.581
11620695,24885672.87,3122328.46
11620715,12774430.26,1057809.2340000002
11620725,16482073.16,3597167.502
11620735,1769200.6930000002,170435.4626
11620745,6073478.767000001,264013.5477
11620765,14262786.84,1410163.801
11620775,17926537.27,698436.517
11650,5512233.132999999,6227910.021000001
11650510,9191279.705,17304834.41
11650520,8612362.26,28520763.01
11650530,5889344.455,15116736.81
11650531,20396484.93,18070431.71
11650540,11159834.25,6646076.341
11650550,5074852.608,609355.5535
11650560,16982101.83,5056234.1280000005
11650570,11262267.0,1018071.6190000001
11650580,8687795.251,3792150.2630000003
11650581,8262322.521000001,13867097.93
11650590,19349000.48,6956223.535
11650600,15004759.73,9648105.15
11650610,8286389.99,4272197.61
11650620,5505778.5370000005,2472069.228
11650621,16073686.6,7838457.501
11650651,4932056.5819999995,3894693.392
11650652,1905314.9719999998,9727464.742999999
11650660,851128.1806,298218.2157
11680,8545887.268,12784220.44
11680510,6142669.459,11106333.7
11680521,11272863.53,20357907.91
11680531,9102423.622000001,27189666.32
11680545,6697143.332,8339390.585
11680565,7454465.052999999,11418019.07
11680580,4592151.948,29110851.06
11680590,14353356.77,28396897.47
11680600,19217560.3,2894380.348
11680610,12099852.0,18855309.16
11680630,17560967.96,22989823.0
11680640,9064812.912999999,48231767.0
11680650,19481805.82,26040308.43
11680655,13384932.2,8224048.762999999
11680656,17735009.28,17640040.33
11680660,8196377.884,895303.3567
11680670,3564201.168,670089.2057
11680690,7212966.931,3698699.0930000003
11680700,4582382.4180000005,506599.1672
11680720,6316589.813999999,2048795.368
11680730,10842140.63,2324546.7819999997
11680740,9013761.712000001,7733532.841
11680750,6077919.528,6930883.594
11710,11905759.75,5540524.372
11710510,9006172.181,805532.3609999999
11710520,7461645.078,4144954.887
11710531,13443735.89,3691595.078
11710532,20423432.4,2731743.8030000003
11710540,22647462.67,1253863.6509999998
11710550,14586340.68,2089948.418
11710561,17181073.53,6599228.825
11710562,19760180.28,11303637.25
11710566,3707109.961,854763.0769
11710570,14118721.36,4612509.173
11710580,22940036.35,6004165.93
11710590,20055816.21,4961636.185
11710600,21803407.22,5735140.954
11710610,20146407.28,4760448.27
11710620,16211239.86,14469028.97
11710631,392244.4057,4835749.4969999995
11710632,21946428.32,4675185.775
11710641,21392008.55,6510306.609
11710642,7384207.323,11739425.06
11710646,16240043.84,3785919.363
11710647,6686879.561000001,530178.2996
11710650,15470575.92,7558765.88
11710670,7737631.642999999,707213.0348
11710680,14608445.79,2078946.7219999998
11710690,21805026.42,746174.1237
11710710,6964411.587,36840534.24
11710720,9099092.159,593341.116
11740,10190664.99,2213411.999
11740515,5367508.345,2177685.958
11740520,3588455.334,1239703.1670000001
11740530,21373753.73,3231931.954
11740540,11822169.81,1622624.997
11740550,8591563.884,503276.8356
11740560,1961395.69,383134.1651
11740570,30708605.22,1996821.36
11740580,3815389.689,662510.8596
11740590,6205188.78,392417.8183
11740600,26294605.05,2433296.8419999997
11740610,11798595.78,2521794.324
11740620,29409087.72,4508947.228999999
11740640,18861083.14,17743770.48
11740650,24373102.88,3627295.752
11740660,22356726.84,5552663.43
11740685,18558529.56,3960689.627
11740690,88329.92855,217116.3129
11740700,10814368.21,2566688.086
