CD,林芭牢备,流厘牢备
11110,3877644.425,7870585.172
11110515,3248462.1789999995,1788932.38
11110530,4802533.574,34077474.52
11110540,1230752.814,1718097.888
11110550,2738532.603,866906.9394
11110560,1349252.417,187945.8242
11110570,10995509.91,1067914.037
11110580,17923491.35,6913954.859
11110600,4801026.708000001,23664802.18
11110615,1847851.439,37575219.08
11110630,5338374.767,18358924.07
11110640,6536977.272000001,13712913.3
11110650,8879353.624,2599623.01
11110670,10996077.65,5887775.8
11110680,21206568.74,1489046.9230000002
11110690,20008116.36,1222702.6770000001
11110700,14316487.67,1481985.159
11110710,16142468.78,4632816.152
11140,7267422.503,30739790.07
11140520,1169436.688,88784292.2
11140540,2990857.262,49401697.7
11140550,1726903.57,91258057.83
11140570,1683618.062,10140698.29
11140580,2814072.83,6017795.693
11140590,4050177.961,31673365.65
11140605,1612310.523,28782362.47
11140615,8280536.367000001,15768531.27
11140625,16612710.97,9213762.927000001
11140635,21248844.22,3419340.591
11140645,25794288.26,5082074.329
11140650,17487216.75,3652997.903
11140665,20990383.25,4960263.476
11140670,22745610.23,5943029.168
11140680,9347188.949,9386895.582999999
11170,6389292.227999999,4939841.612
11170510,12789731.45,2316475.491
11170520,3103386.9680000003,916359.0737
11170530,6338982.291,26792085.57
11170555,14102182.15,5688984.137
11170560,14363891.37,16755991.07
11170570,9867617.554,3472465.6960000005
11170580,11289682.8,2339431.024
11170590,26915937.28,2212669.903
11170625,2825291.5489999996,12634200.92
11170630,7864806.957,586184.5211
11170640,4607937.134,249901.3525
11170650,7206296.847999999,5967828.793
11170660,6499315.143999999,1817027.638
11170685,3872595.528,3002415.2180000003
11170690,3695312.852,1261679.883
11170700,10190949.76,671243.8912
11200,11115919.07,6896771.449
11200520,28475927.57,1925301.23
11200535,22726553.11,7016093.131
11200540,12842435.68,6441049.342999999
11200550,5807349.454,4022439.7589999996
11200560,14810682.22,6425955.047
11200570,33277864.9,1292845.3159999999
11200580,18227229.91,500359.6623
11200590,21654634.53,1325654.063
11200615,23016618.59,1150736.1409999998
11200620,9609355.867999999,604182.9945
11200645,13395273.54,1033109.7390000001
11200650,4446157.219,2029077.196
11200660,9411819.66,10650960.67
11200670,9566300.148,23030558.75
11200690,6308626.628,28586594.16
11200720,11677667.35,1974899.626
11200790,3884988.917,7104045.121
11215,12023982.31,2732897.0310000004
11215710,11493846.36,3343605.6980000003
11215730,16381724.3,5577740.318
11215740,15979927.64,4107145.5239999997
11215750,24891521.22,4323118.095
11215760,17681043.03,2510327.484
11215770,8173891.281,657854.2109
11215780,6366651.616,1803165.792
11215810,7416754.307999999,1740500.185
11215820,21974836.15,9603406.341
11215830,10030249.69,1947142.2980000002
11215840,16371733.29,1591175.523
11215847,9878632.408,1524854.216
11215850,24751516.47,4998869.995
11215860,11310438.34,1461099.804
11215870,12351982.95,5680206.1389999995
11230,14309979.65,3841117.3419999997
11230536,11587550.94,10772908.23
11230545,12334850.82,3104520.139
11230560,15574178.64,1463046.585
11230570,12209245.47,2036206.707
11230600,19142737.15,3682739.251
11230610,19870580.22,2741614.465
11230650,17067321.8,6251257.951
11230660,16364818.77,3712889.861
11230705,10999062.88,2901990.082
11230710,7334266.097,2992789.041
11230720,15180504.38,2021197.003
11230730,12223897.28,2016023.717
11230740,16387345.57,3307391.3789999997
11230750,18794189.06,864439.1504
11260,13279138.25,1758896.145
11260520,21224899.27,2175409.699
11260540,15222130.43,1319118.803
11260550,10263699.6,1080766.137
11260565,25557411.96,1748240.938
11260570,11131463.57,749508.822
11260575,9857653.749,1319854.813
11260580,16829576.76,2068572.263
11260590,16819046.09,6947955.284
11260600,19709694.94,1731802.282
11260610,17682543.35,2760416.992
11260620,18435139.35,1588619.656
11260630,17745353.77,1650874.994
11260655,6160886.511,1130607.5790000001
11260660,11382453.25,1061378.272
11260680,10293549.01,1697915.555
11260690,14547559.05,2771484.7860000003
11290,10712075.01,1642146.744
11290525,2529153.393,604527.4232
11290555,18713643.73,4408739.683
11290575,13150155.14,5156419.597
11290580,20843851.5,1241454.5520000001
11290590,27473260.71,1034936.605
11290600,7014468.385,4486681.535
11290610,18524126.77,3941700.5939999996
11290620,26394837.33,1465531.743
11290630,12716757.27,797490.6781
11290640,2956144.96,544688.1028
11290650,4376313.706,462439.2232
11290660,28139198.95,1719778.216
11290685,10971491.49,1610808.59
11290705,16578153.67,1576982.8530000001
11290715,19733645.03,2342016.379
11290725,9229898.937,2450967.0519999997
11290760,17619641.84,798122.8867
11290770,14986126.26,1822385.3159999999
11290780,10741490.08,1484351.57
11290810,11298303.11,1721435.043
11305,8217684.859,929831.5858
11305534,17829967.35,942700.565
11305535,16414448.01,1950066.5480000002
11305545,16435499.25,1963762.539
11305555,18765863.66,2249114.242
11305575,33353145.27,1284703.3429999999
11305590,19149384.13,4279404.808
11305600,10689982.47,1288647.075
11305606,10723652.58,827016.9087
11305610,7643230.74,1048093.8890000001
11305620,22888063.54,2135947.514
11305630,19877579.7,4112689.0130000003
11305645,1225109.17,138898.9543
11305660,6818884.935,718909.1526
11320,9826752.049,1150022.506
11320511,14722603.35,1002569.426
11320512,28704956.35,2104420.155
11320513,14352434.89,905958.1563
11320514,14972161.15,2001208.73
11320515,23404620.14,4585635.767
11320521,1617470.1,231886.2216
11320522,14339671.29,2580588.2430000002
11320660,11121727.93,1238260.508
11320670,22435240.94,3381774.395
11320680,20640128.99,2583611.129
11320681,21000948.91,1336201.506
11320690,17595079.6,3038400.438
11320700,11874166.3,716984.6591
11320710,9589277.552000001,601488.4932
11350,9229223.46,1166993.707
11350560,12447097.22,1387753.562
11350570,8164223.707,668476.3913
11350580,15772201.85,870779.2086
11350595,18802724.8,4577289.715
11350600,3394119.522,543022.1889
11350611,11535533.08,3160295.7830000003
11350612,28286322.85,767645.4733
11350619,7717096.116,719542.0878
11350621,27570015.12,1500613.283
11350624,8177660.515,853778.7044
11350625,25295850.66,1882879.841
11350630,4943416.965,729654.3004
11350640,20610773.47,4474081.126
11350665,3268126.751,367519.6289
11350670,28152190.44,2869126.95
11350695,14857915.7,3734940.305
11350700,22394343.57,1036465.317
11350710,16373403.02,948025.5517
11350720,12938302.51,756775.748
11380,9334837.639,998718.1103
11380510,10220712.73,2286580.483
11380520,6224861.613,540043.37
11380530,14082486.81,1233009.753
11380551,16072709.37,1484125.737
11380552,17948418.87,1976844.6519999998
11380560,15405546.87,1939481.139
11380570,22714731.46,2494415.449
11380580,13834105.1,2086636.5769999998
11380590,14704645.01,1067880.212
11380600,21823028.8,1962633.198
11380625,26346709.93,2195160.7169999997
11380631,20284262.98,1512687.341
11380632,12478014.15,1039930.483
11380640,11156551.83,1517176.496
11380650,5903062.324,727859.845
11380690,2630134.985,232123.4105
11410,10734583.94,2592334.715
11410520,13055695.63,1097457.544
11410555,22639902.07,1702711.486
11410565,9627702.106,13388299.22
11410585,4451232.61,4943505.893
11410615,7607378.882,1796787.333
11410620,9317292.583999999,736333.3189
11410640,8882664.014,874267.0614
11410655,12613761.86,960591.098
11410660,8760961.313,555033.9625
