CD,총생활인구수
11710531.0,12901.503864583332
11305600.0,12384.084729315477
11680565.0,42118.9281141369
11470620.0,15797.13061235119
11560535.0,51118.35154196429
11650620.0,22140.882776190476
11530560.0,35548.933633184526
11530790.0,24283.26993139881
11650540.0,38773.71039821429
11620715.0,11655.016645535714
11620725.0,28127.773461309527
11350625.0,37499.043092708336
11215710.0,38320.931422172616
11740600.0,42983.362340625
11215870.0,34693.207725744054
11650590.0,24881.97080372024
11545680.0,15505.664891220238
11290725.0,26955.52544449405
11680590.0,38410.55540252976
11650570.0,18311.200041964283
11620625.0,22482.848483482143
11260690.0,19185.167245386907
11620585.0,24769.81981279762
11230560.0,35871.864129613095
11560630.0,18001.21966815476
11260630.0,19579.46534985119
11710566.0,21165.38881636905
11560620.0,26605.65378467262
11620735.0,35000.50536875
11215847.0,27808.45953556548
11230705.0,21002.585523065478
11260575.0,21618.372357886907
11650580.0,20108.377602232144
11590640.0,18745.019397767857
11560660.0,7064.824308184524
11740520.0,16797.20744360119
11260655.0,31587.381288095232
11215740.0,16005.419501339285
11230750.0,18088.50721666667
11500615.0,38249.686979464284
11350595.0,44540.979117559524
11530510.0,34192.7112108631
11470570.0,15748.38411919643
11590520.0,19513.52328407738
11290760.0,18548.868381547618
11560680.0,19582.594891517856
11620775.0,19334.579454761904
11140520.0,30112.61889940476
11170570.0,13128.374037053572
11680730.0,18625.399575892858
11620665.0,18468.203995684522
11680690.0,16584.537068898808
11650610.0,25899.277554761906
11560610.0,19284.19758779762
11350600.0,45487.82231264881
11590540.0,23987.79274300595
11260620.0,28817.58374241071
11710610.0,30755.83009464286
11290715.0,22042.000854315476
11305534.0,25427.647371726187
11590680.0,26591.57469404762
11305645.0,18216.789482589284
11215730.0,18909.211770386904
11320515.0,26676.53116547619
11620630.0,24698.528362648813
11500520.0,19246.402619940476
11350611.0,27435.85679464286
11650560.0,34817.4331046131
11320681.0,14664.539190029762
11545710.0,13387.71545669643
11560720.0,27041.40158288691
11470580.0,14044.963550297622
11530550.0,18033.561133035713
11500535.0,31156.714754315482
11350695.0,41674.675171875
11710532.0,13552.686838690477
11500641.0,19802.267590029765
11320514.0,33078.73999315476
11350612.0,20118.060270386904
11320680.0,15700.398387202384
11500590.0,28571.607171875
11290650.0,20238.63689434524
11320512.0,27916.53293110119
11305535.0,22967.81143065476
11650520.0,41536.30189583333
11650531.0,45092.14292723214
11710720.0,9485.325383333335
11590670.0,16854.907024553573
11170555.0,23318.827839136906
11410520.0,18948.378620238094
11215830.0,24788.38105877976
11290780.0,7753.007197916666
11680600.0,25689.26378377976
11650510.0,32697.427608333335
11590605.0,33176.51786443453
11710540.0,11632.626804315476
11440600.0,21869.353055357144
11530595.0,9281.173520386903
11320522.0,20532.244303125
11440610.0,11884.951685565477
11110560.0,19486.806461011904
11470630.0,14759.355171279763
11215820.0,27307.71775729167
11305545.0,33686.836768303576
11440590.0,24350.184649107145
11530720.0,24897.308395982145
11320660.0,19189.777617113094
11140615.0,24805.803832142858
11740550.0,14813.732283333333
11200620.0,9756.70226264881
11650581.0,45131.439123958335
11320700.0,15811.944931398812
11710510.0,18461.070059226193
11320710.0,22208.83242827381
11230545.0,34422.866826190475
11320521.0,17311.347305952382
11350619.0,21803.250696726194
11230740.0,22740.37307440476
11320670.0,18696.998069791665
11500604.0,14428.698122767857
11350570.0,19657.97797157738
11380640.0,11721.522442857142
11215860.0,23519.072104464285
11260590.0,27241.493620535715
11470540.0,17808.81139747024
11290660.0,32618.204406845238
11110680.0,10151.627252232143
11290555.0,27944.64767172619
11530760.0,16651.20154434524
11260550.0,11250.709870982144
11290630.0,21856.813288839283
11140580.0,11408.380483035715
11140650.0,10628.111735565477
11140540.0,28123.80435595238
11590550.0,18874.60544672619
11110710.0,14980.63607738095
11110690.0,4147.055608779761
11470590.0,13975.293401488094
11110515.0,15151.244672767856
11110580.0,6177.278755952381
11290620.0,16153.928290029764
11350560.0,25132.02646696429
11140570.0,13785.083124553572
11320511.0,22485.244582291667
11545690.0,12278.424971428572
11680531.0,43250.17759687499
11110630.0,19732.23226800595
11320513.0,13028.846397470237
11305630.0,30296.183410267855
11110600.0,7459.876728124999
11305606.0,16257.467274851191
11710520.0,37908.54577782738
11110615.0,67695.8660345238
11380650.0,11819.27003809524
11350624.0,20145.36376845238
11440680.0,23156.28137842262
11680656.0,28755.33537738095
11530540.0,42778.24284598214
11530780.0,44031.42074330357
11290575.0,26237.715492708332
11590530.0,46986.62147232142
11290580.0,17022.244044642855
11620575.0,27316.301088690474
11215770.0,28738.326439880955
11500593.0,29645.03772678571
11470530.0,20430.073354910717
11110640.0,23346.20308735119
11350640.0,31306.67180877976
11680521.0,42982.71693705357
11380551.0,28133.912567261905
11200720.0,10297.983608630953
11110530.0,27664.5592639881
11260680.0,33559.86794553571
11110540.0,6266.602131845239
11290685.0,13761.94057782738
11545700.0,13539.67823735119
11545630.0,21111.031992261906
11470520.0,25163.14715133929
11710590.0,17760.893898511906
11740660.0,27933.155488541666
11560515.0,23554.056253422616
11110550.0,12102.992078125
11380631.0,24869.10100104167
11530770.0,15608.89986294643
11500640.0,34984.96311264881
11110570.0,7075.033292410715
11545620.0,15795.047628125001
11350720.0,17159.661476636906
11140665.0,9312.101161755952
11500630.0,36377.70379419642
11590630.0,35804.15749285714
11710670.0,34450.75676696429
