"행정구역","2019년06월_총인구수","2019년06월_세대수","2019년06월_세대당 인구","2019년06월_남자 인구수","2019년06월_여자 인구수","2019년06월_남여 비율"
"서울특별시 서대문구 (1141000000)","311,215","140,007","          2.22","149,775","161,440","          0.93"
"서울특별시 서대문구 천연동(1141052000)","18,547","8,216","          2.26","8,854","9,693","          0.91"
"서울특별시 서대문구 북아현동(1141055500)","17,215","7,567","          2.28","8,196","9,019","          0.91"
"서울특별시 서대문구 충현동(1141056500)","17,862","8,843","          2.02","8,697","9,165","          0.95"
"서울특별시 서대문구 신촌동(1141058500)","18,757","12,354","          1.52","8,494","10,263","          0.83"
"서울특별시 서대문구 연희동(1141061500)","37,955","19,135","          1.98","18,396","19,559","          0.94"
"서울특별시 서대문구 홍제제1동(1141062000)","24,706","10,270","          2.41","11,644","13,062","          0.89"
"서울특별시 서대문구 홍제제3동(1141064000)","16,375","7,116","          2.30","7,966","8,409","          0.95"
"서울특별시 서대문구 홍제제2동(1141065500)","14,562","5,863","          2.48","6,959","7,603","          0.92"
"서울특별시 서대문구 홍은제1동(1141066000)","22,720","9,355","          2.43","11,035","11,685","          0.94"
"서울특별시 서대문구 홍은제2동(1141068500)","27,779","12,163","          2.28","13,526","14,253","          0.95"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,765","6,124","          2.74","8,108","8,657","          0.94"
"서울특별시 서대문구 남가좌제2동(1141070000)","25,046","11,218","          2.23","12,129","12,917","          0.94"
"서울특별시 서대문구 북가좌제1동(1141071000)","19,145","7,021","          2.73","9,295","9,850","          0.94"
"서울특별시 서대문구 북가좌제2동(1141072000)","33,781","14,762","          2.29","16,476","17,305","          0.95"
