CD,林芭牢备,流厘牢备
11110,153898.0124,215862.7414
11110515,13781.27239,11631.05545
11110530,9749.009247,50170.87853
11110540,3018.262012,7079.371558
11110550,10352.81942,4176.485337
11110560,19825.171019999998,20406.45149
11110570,6509.421472,602.8860157
11110580,10468.464559999999,1374.31847
11110600,4247.959497999999,5563.327212
11110615,7140.870893000001,87280.64057999999
11110630,5263.23689,11340.9747
11110640,8439.323381,4636.772873
11110650,16393.44771,5690.160104
11110670,5777.220112,2052.268805
11110680,8908.347201,390.22038349999997
11110690,7557.461962,237.2011284
11110700,5368.806936,471.11839410000005
11110710,10158.63255,2201.962246
11140,119084.8667,378266.6875
11140520,1132.819476,93098.10472
11140540,4171.067604999999,29190.084280000003
11140550,2823.8500710000003,111028.6052
11140570,3169.3110149999998,16417.8908
11140580,6250.733556,14933.351219999999
11140590,4900.3269439999995,42815.31607
11140605,1672.513492,14441.85009
11140615,7440.645339,3457.952807
11140625,14015.59165,6443.9171719999995
11140635,16734.2043,29571.07942
11140645,14454.586019999999,2999.878301
11140650,11316.73148,1349.563581
11140665,8947.398720000001,1195.8224380000001
11140670,12459.06242,1921.4266969999999
11140680,7807.767403,5193.036571
11170,231485.8962,193474.3517
11170510,18028.92449,2232.1997149999997
11170520,9961.086226000001,1817.0246670000001
11170530,12654.362340000001,35324.20133
11170555,21274.47342,6327.281151
11170560,14152.93555,5058.052517
11170570,11580.95475,4320.950842
11170580,8537.871544,1635.965751
11170590,12639.89712,2724.658121
11170625,13481.42101,43363.29502
11170630,36982.96565,16186.0512
11170640,9165.030938,2252.3360559999996
11170650,6780.549181999999,12691.39357
11170660,9293.484323,2996.730443
11170685,19398.696359999998,41921.35818
11170690,17030.94057,17692.051880000003
11170700,12046.53362,1994.068474
11200,314338.9502,86469.5858
11200520,19125.3303,1336.676582
11200535,26923.273830000002,4879.0232829999995
11200540,22683.12344,3979.920572
11200550,10857.30951,2691.080313
11200560,18492.3891,9926.886166
11200570,22985.32143,290.2906187
11200580,16979.20166,1330.9879210000001
11200590,16766.957159999998,2557.8834309999997
11200615,24298.02228,1101.994325
11200620,13513.46092,1042.744126
11200645,43289.72556,8592.166255
11200650,14873.36016,3846.467564
11200660,13815.66294,6092.19493
11200670,18463.37967,9522.930159
11200690,10947.133609999999,23258.738019999997
11200720,14444.38555,1923.695136
11200790,14626.744480000001,5162.896608
11215,342186.6581,75899.44915
11215710,22131.67125,3042.4342030000003
11215730,19829.25006,2777.386817
11215740,16599.32744,3701.882479
11215750,22558.99796,2917.546948
11215760,17491.97768,1631.759051
11215770,31257.58942,4896.789884000001
11215780,11525.46215,2711.459474
11215810,28932.01121,10456.21743
11215820,21237.246740000002,11404.47486
11215830,28030.79968,5361.616650999999
11215840,32379.633889999997,3850.5284090000005
11215847,21714.05985,1419.932475
11215850,22801.14628,3790.741193
11215860,25647.62544,4018.3012310000004
11215870,21435.1593,10125.14005
11230,336386.7409,80428.89719
11230536,30616.66952,24282.01168
11230545,24382.72089,5258.373824
11230560,32346.789539999998,1873.9664530000002
11230570,17329.06539,4131.42123
11230600,26209.92989,7333.097895999999
11230610,28184.356,2725.398647
11230650,34570.22363,10146.30826
11230660,29534.355630000002,6688.365054999999
11230705,21657.96505,5464.353994
11230710,9324.164006,777.9299572000001
11230720,15884.13485,1902.364155
11230730,21190.682230000002,4069.2787670000002
11230740,26407.64576,4206.630249
11230750,21278.61229,1664.5525400000001
11260,407633.339,41593.93807
11260520,25645.574119999997,1690.647095
11260540,27399.553710000004,2026.3249469999998
11260550,10728.7526,1381.249831
11260565,42818.626019999996,2336.041839
11260570,15890.76768,994.6196996
11260575,27222.97853,4038.9428369999996
11260580,24598.476000000002,2257.540125
11260590,19283.78384,5735.192134000001
11260600,22808.277980000003,1670.095683
11260610,28568.30786,1607.13951
11260620,36928.2831,3043.58435
11260630,20363.48707,2283.707598
11260655,29136.777210000004,3539.649629
11260660,18513.25269,1294.66884
11260680,43341.42079,4573.249427000001
11260690,23570.17445,3963.126677
11290,432611.5834,94185.41471
11290525,12250.63213,21337.67534
11290555,28470.389860000003,5596.596433
11290575,15823.109559999999,12527.62885
11290580,16810.65995,2698.964037
11290590,21839.8176,3166.298723
11290600,15442.825519999999,5583.649282
11290610,17091.43425,7233.023448000001
11290620,19046.3614,1793.0558829999998
11290630,24689.12814,2027.22151
11290640,18135.925890000002,2895.9655390000003
11290650,22574.51995,1794.972655
11290660,35331.27732,2122.074322
11290685,10394.91294,594.1514837999999
11290705,39904.22011,6371.664246
11290715,26276.47852,2512.296621
11290725,20683.79255,4967.74989
11290760,20440.2221,1274.0252460000002
11290770,14924.70215,2228.344356
11290780,11442.485779999999,1319.495621
11290810,31983.737489999996,3849.5963130000005
11305,319302.4542,29124.536180000003
11305534,25442.41446,1185.573833
11305535,25356.79576,2132.7313719999997
11305545,27051.4854,2261.892145
11305555,28375.710030000002,2098.026394
11305575,34041.33569,1227.140716
11305590,20866.79379,3041.253675
11305600,16775.3988,1161.4767960000001
11305606,19374.80181,1294.994936
11305610,21177.11923,2171.963248
11305620,21494.83312,2047.904191
11305630,23778.1002,3410.9151490000004
11305645,20850.419719999998,2999.257125
11305660,37130.8031,4481.619128
11320,335534.6981,37191.695060000005
11320511,21180.542230000003,1637.481945
11320512,50563.12489,3893.494649
11320513,15864.8924,860.8692777000001
11320514,23661.95721,2629.752396
11320515,26893.56107,6410.271564
11320521,23153.80377,3055.547138
11320522,19660.201680000002,1412.1272210000002
11320660,22899.2447,2220.813757
11320670,20390.26,1765.013423
11320680,17019.33381,1962.893198
11320681,18882.35034,1319.641623
11320690,20089.634619999997,4247.488685
11320700,14421.70636,682.9108054999999
11320710,41420.41828,4504.321198
11350,543009.6085,61021.612779999996
11350560,24507.87327,2917.76257
11350570,27013.52773,1467.353391
11350580,30307.62487,1470.3923949999999
11350595,44604.3068,8120.4049
11350600,38603.52899,7077.061309000001
11350611,29521.103710000003,5231.227029
11350612,23720.60709,1921.468424
11350619,25477.348869999998,1920.6536850000002
11350621,28551.900060000004,2795.3685140000002
11350624,23428.78545,2118.75409
11350625,37298.690989999996,2253.411195
11350630,45827.32514,7540.422457
11350640,20747.17814,2357.810151
11350665,30767.871180000002,2769.0986350000003
11350670,20834.79025,1553.365259
11350695,27098.204169999997,4996.398295
11350700,24599.028009999998,884.4031651
11350710,21705.6613,2418.975149
11350720,16917.13118,1196.050045
11380,461925.0688,48478.52001
11380510,30270.2208,4871.753804
11380520,32013.58078,3517.905921
11380530,31975.9125,2929.540998
11380551,26160.72203,2515.966584
11380552,28290.68288,3157.547481
11380560,35125.248510000005,5213.330771
11380570,31639.91,2921.601896
11380580,27457.65781,2985.037526
11380590,17914.91827,1541.476938
11380600,22776.11963,1738.557777
11380625,49961.881089999995,4705.98566
11380631,29133.33123,2659.241431
11380632,20727.60775,2165.272644
11380640,14770.431380000002,2896.573092
11380650,12024.1487,2266.730169
11380690,54097.58418,3062.957844
11410,314012.0364,64340.29984
11410520,20795.71615,2074.086981
11410555,17254.67171,1714.2052410000001
11410565,17769.11781,13589.305419999999
11410585,19526.391730000003,5312.1109799999995
11410615,38264.86297,15160.734519999998
11410620,18735.684569999998,1749.25742
11410640,12145.11425,1014.1918630000001
11410655,21736.8468,1354.5525289999998
11410660,22754.536180000003,2294.972182
11410685,30657.61838,5204.910855
11410690,18366.796280000002,4168.24647
11410700,21717.0081,4011.777037
11410710,17122.01823,3098.1675760000003
11410720,36389.36167,3040.51667
11440,360037.2541,168585.3157
11440555,23883.856219999998,19124.71788
11440565,43287.21995,10421.75292
11440585,16017.028059999999,8484.544585
11440590,18448.13421,15710.53221
11440600,12128.18894,3577.357236
11440610,10124.85421,17700.69559
11440630,18056.68512,4492.4172659999995
11440655,19135.50013,5951.562365
11440660,22981.73899,29350.645010000004
11440680,17506.83496,6116.741911
11440690,21857.49578,3442.3014299999995
11440700,10771.510040000001,1280.106948
11440710,16320.846319999999,3219.684159
11440720,18526.2784,9537.041688
11440730,42890.47843,3427.952764
11440740,36184.44164,18348.74288
11470,448059.006,142789.1268
11470510,26277.725130000003,21903.78317
11470520,31428.36025,5483.2501219999995
11470530,22791.80752,2559.1568899999997
11470540,26621.426219999998,3470.259612
11470550,38160.85997,28620.865169999997
11470560,22745.79916,2640.971933
11470570,22383.25057,3023.2183379999997
11470580,14868.332690000001,1500.833582
11470590,21279.98571,1934.1420260000002
11470600,21886.70196,2487.814385
11470610,6353.200145000001,1107.025424
11470611,21551.23316,3091.219513
11470620,20727.431230000002,12652.07284
11470630,18291.79545,6771.372722
11470640,46373.01689,7974.755219
11470650,35882.96338,6881.622552
11470670,24696.98403,20296.5382
11470680,31814.38531,6936.724726
11500,572348.9806,143684.0301
11500510,35913.96202,12162.68643
11500520,20443.60166,7674.867653
11500530,22290.22047,4968.228975999999
11500535,23904.559240000002,10888.357979999999
11500540,50005.3399,4939.227204
11500550,20268.1001,1576.762758
11500560,22232.05766,5580.764786
11500570,21504.51105,2616.244464
11500590,39669.23191,3377.230524
11500591,26502.2269,13820.518380000001
11500593,24653.2489,2529.424832
11500603,30878.218080000002,4686.062722
11500604,15896.58144,3120.733568
11500605,23497.00536,5489.793941
11500611,37460.6688,3229.098718
11500615,49194.24278,7282.1589030000005
11500620,29916.9167,31941.31225
11500630,33422.95937,7683.2159489999995
11500640,27547.307760000003,3957.218223
11500641,29962.96523,6365.327631
11530,402826.6806,147991.534
11530510,39317.297289999995,15004.583869999999
11530520,21894.29722,5423.041188
11530530,25352.463030000003,14380.287830000001
11530540,24583.8443,55112.98842
11530550,18455.89588,1982.850719
11530560,29269.547169999998,15614.44728
11530595,9398.895012,988.0914296
11530720,25061.429,7957.699622
11530730,29165.93765,3229.2584100000004
11530740,37177.53209,5607.132616
11530750,31315.001310000003,7654.282695999999
11530760,21941.74897,2030.741593
11530770,18447.66874,3144.69758
11530780,47244.2529,5031.04277
11530790,24911.01825,4361.89015
11545,237661.8894,146289.0448
11545510,22705.68545,108512.7726
11545610,39649.48884,14481.909280000002
11545620,20299.22479,2449.299697
11545630,24177.17475,3988.3446229999995
11545640,16127.1939,1860.6050289999998
11545670,40454.43954,8981.813376
11545680,24781.9923,3825.6177729999995
11545690,9140.191109000001,6888.166581
11545700,23428.40698,1687.4665289999998
11545710,19233.13493,1861.664273
11560,414505.8015,449053.7473
11560515,26799.022259999998,5160.540834
11560535,22663.07655,12436.14804
11560540,41420.38403,253958.1422
11560550,20948.23879,15852.096669999999
11560560,35538.69422,15421.456059999999
11560585,30671.620069999997,3609.978737
11560605,27314.916810000002,66717.99135
11560610,17671.38584,14993.657809999999
11560620,26374.44626,18454.18513
11560630,15134.685919999998,3534.079797
11560650,15914.80106,1451.98742
11560660,10974.33202,1634.375272
11560670,9649.208344,1369.297353
11560680,18651.578019999997,2752.168993
11560690,16853.257540000002,3234.442004
11560700,13285.02562,2405.800978
11560710,12102.9774,3613.086276
11560720,24271.54318,11421.66332
11590,366861.0673,82705.13347
11590510,27201.28943,5583.205456000001
11590520,15030.56035,4382.493898
11590530,47158.00032,5263.273567
11590540,32535.444989999996,1839.473245
11590550,23349.53193,1363.218464
11590560,23438.98469,1849.7168420000003
11590605,23871.50739,1246.405021
11590620,28743.22384,5824.093538
11590630,25361.14242,2399.621203
11590640,24965.207130000003,14880.365780000002
11590650,12931.94409,1328.883931
11590651,11043.86897,1633.565075
11590660,38966.25743,11021.2416
11590670,21979.32454,7354.477522
11590680,21624.277169999998,21037.01072
11620,500456.0796,74893.97966
11620525,24581.59137,1935.084689
11620545,17183.57878,2531.50061
11620565,32244.097039999997,6099.838275
11620575,29159.24565,3717.7112909999996
11620585,15767.02631,9311.106233
11620595,28327.066839999996,6967.368176000001
11620605,37204.696410000004,7577.2473150000005
11620615,15481.076809999999,1356.923268
11620625,41100.65268,5131.494404
11620630,14589.42837,3615.189349
11620645,23164.51166,2598.219982
11620655,18797.24648,879.4150591
11620665,24499.44325,1759.9740010000003
11620685,24273.40943,4676.287455
11620695,22671.52025,2376.286771
11620715,16863.34555,1968.017179
11620725,18122.48207,3299.850284
11620735,24426.26257,2953.468882
11620745,28472.63346,1935.671066
11620765,32542.462919999998,4229.7056
11620775,28238.22603,1578.346198
11650,426656.7336,545521.0664
11650510,21912.72475,32639.64257
11650520,18032.93166,70861.23379
11650530,30484.64175,68519.06891
11650531,31263.590739999996,35465.3647
11650540,32633.244089999997,19103.62272
11650550,8494.418158,14447.690019999998
11650560,29553.774980000002,7909.657598000001
11650570,19445.4513,11232.02575
11650580,18837.67753,8772.627798
11650581,19779.57705,30577.25079
11650590,21778.811719999998,24778.48317
11650600,17648.488530000002,16066.63629
11650610,24210.69293,18152.94535
11650620,21747.56702,17708.51991
11650621,24883.74895,21186.65855
11650651,46711.37048,38840.92258
11650652,23928.01925,106292.0752
11650660,17939.455869999998,5500.459035
11680,559056.0547,1276126.203
11680510,19154.67756,34856.85615
11680521,23524.22978,46396.724989999995
11680531,22009.85774,57741.8103
11680545,28057.418939999996,62593.02364
11680565,29325.45591,80808.6612
11680580,15222.80381,129114.8383
11680590,29970.965389999998,50190.43597
11680600,25397.78903,27124.19935
11680610,39698.12244,94070.33208
11680630,21426.22893,36677.21285
11680640,35713.26579,182347.0541
11680650,37131.484639999995,64570.59718
11680655,21732.53662,61900.32825
11680656,33694.32683,199479.8426
11680660,11529.57933,19015.844569999997
11680670,11634.91757,9748.607192
11680690,17808.06161,9788.613013
11680700,48222.53123,1780.2254510000002
11680720,27072.2779,41984.23889
11680730,16630.86778,2528.3577809999997
11680740,18347.38786,8314.885081
11680750,14096.19551,18145.73951
11710,669576.7121,391514.7256
11710510,11287.64703,1295.363442
11710520,19538.36542,4442.598171
11710531,12309.318440000001,4524.533141
11710532,17620.3911,3082.035738
11710540,21410.52974,1203.200291
11710550,21776.06681,2558.255294
11710561,14163.14987,8381.90416
11710562,26263.20805,21616.69686
11710566,19392.83795,27212.1574
11710570,39727.16753,26473.3953
11710580,28997.267069999998,15648.27799
11710590,17537.89213,11310.54879
11710600,34270.977810000004,10844.55812
11710610,31546.788360000002,6876.809309
11710620,31195.182510000002,32092.77454
11710631,863.8365246,5737.849007
11710632,34712.05718,9268.470768000001
11710641,20141.878240000002,30109.031460000002
11710642,27347.38032,37349.26085
11710646,36477.857189999995,7756.7918
11710647,27992.16253,1426.982901
11710650,23911.17104,8205.632828
11710670,27878.78704,5873.034461
11710680,35929.36419,19745.37576
11710690,55904.48131,17933.94325
11710710,32729.342910000003,117166.6331
11710720,9121.669668,6233.703893999999
11740,412498.3679,79803.87195
11740515,24566.08123,1225.972458
11740520,16355.046019999998,4528.274863000001
11740530,21553.29978,2493.098349
11740540,19061.986259999998,2125.488357
11740550,24481.41028,1776.6716579999998
11740560,6388.665914,1716.943531
11740570,51601.8885,5924.94779
11740580,7415.844053,1224.028167
11740590,25655.36022,4375.037285
11740600,30739.368939999997,3356.104133
11740610,30165.30815,4313.255226
11740620,38762.64817,5361.928175999999
11740640,18394.40979,12629.97068
11740650,26787.900719999998,9276.11778
11740660,26357.37017,5153.799303
11740685,64610.31007000001,13199.28103
11740690,318.8815741,1543.1407359999998
11740700,17465.16491,5278.577086
