이름,코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,90-99세주거,1인가구,2인가구,3인가구,4인가구,편의점수,지하철역수,직장인구,거주인구,폐업률,매출
갈현2동,11380552,93562,1885,2867,4455,4491,4974,4952,3583,2205,833,90,4186,3019,2597,2116,33,0,3157.547481,28290.68288,0,35142765
구산동,11380560,65642,2163,3111,4608,4535,5472,5862,4409,2688,1012,144,3928,3135,2754,2397,22,1,5213.330771,35125.24851,4.5,55099619
대조동,11380570,123953,1657,2241,5203,5110,5006,5099,3950,2678,941,115,7365,3434,2421,1766,34,1,2921.601896,31639.91,2.9,56196452
응암1동,11380580,104676,1798,2593,3426,3969,4473,3903,2946,1922,707,119,4658,2472,1984,1682,25,0,2985.037526,27457.65781,4,52472021
응암2동,11380590,117947,2508,1979,2376,3941,4221,3063,2291,1405,531,68,2547,2018,1980,1712,4,0,1541.476938,17914.91827,0,9294491
응암3동,11380600,101563,1192,1918,3699,3516,3986,4521,3734,2596,1024,123,5774,2862,1976,1481,33,0,1738.557777,22776.11963,0,73576518
역촌동,11380625,97973,3358,4047,6780,7731,8119,7987,5883,3779,1300,179,7340,4856,4104,3366,39,0,4705.98566,49961.88109,0,54735984
신사1동,11380631,90614,1888,2345,4054,4533,4498,4748,3644,2206,764,105,3665,2852,2517,2047,20,1,2659.241431,29133.33123,5,53343708
신사2동,11380632,76533,1370,1928,3093,3180,3556,3712,2985,1588,639,90,3143,2131,1842,1576,12,1,2165.272644,20727.60775,8.3,41932579
증산동,11380640,78440,915,1356,2188,2244,2508,2856,2317,1451,490,75,2464,1667,1292,1134,15,1,2896.573092,14770.43138,13.3,42243338
수색동,11380650,97136,497,640,1256,1292,1250,1719,1454,809,330,51,1421,954,757,613,1,1,2266.730169,12024.1487,0,0
진관동,11380690,130484,5491,7466,6886,7536,11288,8127,5821,3306,1317,223,5543,4099,4248,5040,34,1,3062.957844,54097.58418,2.9,9722996
천연동,11410520,129935,1445,1619,2462,2610,3149,3107,2095,1493,728,98,3314,1698,1524,1311,12,0,2074.086981,20795.71615,0,36500953
북아현동,11410555,105222,1505,1182,2705,3161,2880,2902,1741,1066,437,62,2872,1673,1487,1223,9,0,1714.205241,17254.67171,0,43464554
충현동,11410565,118171,851,1305,3019,2721,2705,3178,2306,1399,647,142,4453,1702,1247,1062,28,2,13589.30542,17769.11781,0,67365831
신촌동,11410585,190797,951,1333,10950,3810,2125,2079,1417,1032,448,82,9163,1511,830,629,84,2,5312.11098,19526.39173,6,61366343
연희동,11410615,110370,2044,3055,8751,6488,6035,5784,4361,3047,1319,181,9904,3644,2643,2157,39,0,15160.73452,38264.86297,5.1,68446332
홍제1동,11410620,100415,1728,2076,3232,3665,4017,4152,3173,1995,832,108,3407,2461,2075,1734,15,0,1749.25742,18735.68457,0,33462256
홍제3동,11410640,108586,876,1304,2245,2062,2489,2831,2280,1603,747,82,2640,1658,1320,1140,13,1,1014.191863,12145.11425,0,72014712
홍제2동,11410655,234712,928,1204,1945,1984,2241,2669,1846,1273,519,68,1736,1410,1296,1099,5,1,1354.552529,21736.8468,0,48817910
홍은1동,11410660,78321,1432,1962,3049,2888,3467,4082,3113,1974,868,130,3104,2144,1857,1667,11,0,2294.972182,22754.53618,0,54911113
홍은2동,11410685,90499,1563,2567,4444,3816,4498,4757,3553,2209,982,137,4689,2748,2219,1862,21,0,5204.910855,30657.61838,0,44483260
남가좌1동,11410690,137421,2342,1474,1893,2801,3239,2296,1620,1011,382,50,1461,1243,1464,1491,8,1,4168.24647,18366.79628,0,53801825
남가좌2동,11410700,105295,1927,2217,4223,3726,4061,3893,2883,1992,789,135,4568,2408,1982,1748,25,0,4011.777037,21717.0081,0,24177362
북가좌1동,11410710,98704,1635,2043,2278,2769,3480,3026,2110,1349,522,71,1577,1617,1675,1622,10,0,3098.167576,17122.01823,0,62491147
북가좌2동,11410720,83187,1971,2771,4963,4745,5482,5733,4405,2901,1035,119,5468,3497,2797,2283,31,0,3040.51667,36389.36167,3.2,45187151
아현동,11440555,157396,2709,1665,3259,5444,3992,3914,2419,1279,587,98,3166,2263,2370,1933,23,1,19124.71788,23883.85622,4.3,47779367
공덕동,11440565,93005,2488,2716,6809,6957,6225,6959,4411,2740,1174,160,8523,3983,3134,2583,29,1,10421.75292,43287.21995,0,36009669
도화동,11440585,202560,1642,1758,3179,3875,3517,3593,2581,1598,801,130,3637,2046,1819,1621,23,0,8484.544585,16017.02806,0,51462195
용강동,11440590,165496,2352,2058,2496,3972,4502,3104,2061,1276,604,68,3173,1954,1870,1693,26,1,15710.53221,18448.13421,0,50954476
대흥동,11440600,134605,459,795,4182,2038,1797,1726,1280,874,359,68,4767,1149,582,505,40,3,3577.357236,12128.18894,2.5,58834111
염리동,11440610,125407,1017,1185,2449,2123,2273,1910,1185,886,357,43,2455,1182,998,848,10,1,17700.69559,10124.85421,10,45335422
신수동,11440630,121770,1572,1926,3442,3422,3709,3182,2210,1445,611,86,3574,1894,1715,1564,18,0,4492.417266,18056.68512,0,50850414
서강동,11440655,159598,2036,1996,5290,4536,4321,3739,2327,1347,619,85,5185,2263,1953,1807,41,2,5951.562365,19135.50013,0,61457079
서교동,11440660,153770,1058,1462,6421,5585,3890,3159,2226,1574,738,105,8662,2444,1493,1098,124,2,29350.64501,22981.73899,4,59889367
합정동,11440680,140609,1341,1108,3749,4097,2758,2584,1883,1210,476,68,4944,2102,1283,948,28,1,6116.741911,17506.83496,10.7,66367006
망원1동,11440690,130339,1248,1485,3657,4321,3516,3277,2370,1609,585,69,5085,2399,1528,1294,25,0,3442.30143,21857.49578,0,44234513
망원2동,11440700,109939,1380,1790,2703,3192,3477,2817,2146,1399,487,65,2996,1881,1511,1440,17,0,1280.106948,10771.51004,0,54430556
연남동,11440710,130961,808,936,3570,3527,2577,2221,1791,1134,498,85,4825,1729,1059,778,26,0,3219.684159,16320.84632,3.8,46937921
성산1동,11440720,105097,1145,1631,3293,3673,3673,2929,2106,1385,493,53,4137,2061,1494,1202,28,0,9537.041688,18526.2784,3.6,41250407
성산2동,11440730,118071,2961,3921,6748,7057,7154,5746,4065,2888,1030,156,7855,3846,3227,2921,32,2,3427.952764,42890.47843,3.1,54068521
상암동,11440740,192119,3150,4547,4345,4497,6853,4430,2888,1700,733,108,4252,2432,2485,2708,53,1,18348.74288,36184.44164,1.9,59304156
목1동,11470510,200270,3024,5272,3658,3621,7165,4978,2659,1264,439,80,1584,1689,2830,3498,37,2,21903.78317,26277.72513,0,55840828
목2동,11470520,101236,2026,2813,5144,5703,4849,5111,3561,1602,628,97,4446,2837,2596,2387,28,1,5483.250122,31428.36025,7.1,22160352
목3동,11470530,119871,1530,1702,3702,4280,3394,3895,2745,1285,523,73,3497,2351,1985,1584,17,1,2559.15689,22791.80752,0,68391585
목4동,11470540,93014,1608,3738,4239,3172,5036,4905,2475,1424,503,73,2879,1900,2094,2549,20,0,3470.259612,26621.42622,5,30401312
목5동,11470550,179597,3612,7693,4875,4334,9452,6734,3789,1535,739,159,1648,2037,3657,5095,19,0,28620.86517,38160.85997,15.8,69847603
신월1동,11470560,102844,1234,1493,2883,3103,3457,4181,3415,1694,540,76,4298,2316,1794,1299,16,0,2640.971933,22745.79916,0,55061086
신월2동,11470570,96441,1700,1935,2826,3489,3515,3672,3319,1579,505,79,2408,2038,1914,1711,9,0,3023.218338,22383.25057,11.1,25549163
신월3동,11470580,76592,1063,1317,2285,2297,2570,3281,2417,1278,432,53,3917,1829,1245,889,11,0,1500.833582,14868.33269,0,65416499
신월4동,11470590,78040,1781,1760,2236,2825,3162,3046,2526,1280,436,59,1466,1559,1667,1595,17,0,1934.142026,21279.98571,0,34014228
신월5동,11470600,79424,1113,1404,2226,2384,2426,2718,1948,1007,323,44,2140,1462,1309,1126,19,0,2487.814385,21886.70196,0,28317845
신월6동,11470610,98771,422,723,831,830,1071,1177,981,485,153,23,659,566,556,568,5,0,1107.025424,6353.200145,0,55843103
신월7동,11470611,85517,1360,1633,2854,3079,3261,3895,3298,1784,714,88,2921,2550,1882,1486,13,1,3091.219513,21551.23316,7.7,34732442
신정1동,11470620,119243,1915,3178,2615,2335,4232,3603,2049,1061,457,95,1376,1227,1651,2343,10,0,12652.07284,20727.43123,0,70217374
신정2동,11470630,153387,1399,3035,2875,2013,3948,3798,2098,1040,468,65,1527,1276,1522,2197,11,0,6771.372722,18291.79545,0,36494489
신정3동,11470640,130896,4128,5693,6111,6468,8748,8104,5385,2868,1046,165,4404,4067,3937,4140,19,1,7974.755219,46373.01689,0,33136879
신정4동,11470650,111366,2122,2599,5498,5929,5656,6002,4679,2534,746,113,6646,3523,2919,2169,43,1,6881.622552,35882.96338,9.3,31844735
신정6동,11470670,161151,2092,3834,3337,2896,4863,4446,2373,905,442,86,1027,1417,2289,2773,11,0,20296.5382,24696.98403,0,50649019
신정7동,11470680,171447,2077,3633,3997,3538,5419,5529,3700,1908,869,138,2891,2557,2602,2836,11,0,6936.724726,31814.38531,9.1,51433708
염창동,11500510,112480,4387,4725,5507,7254,7844,6128,3825,1650,608,86,3424,2900,3750,4081,27,1,12162.68643,35913.96202,3.7,67360478
등촌1동,11500520,89705,1510,1489,4578,5669,3320,3170,2063,1043,625,123,6317,2182,1673,1429,35,1,7674.867653,20443.60166,2.9,52050277
등촌2동,11500530,107480,1568,1812,3444,3798,3171,3684,2746,1234,417,92,2518,1977,1876,1690,10,0,4968.228976,22290.22047,0,51912639
등촌3동,11500535,152034,1860,2549,4546,4859,4352,5975,4778,2368,1363,268,5561,3944,2636,2104,28,0,10888.35798,23904.55924,10.7,52429802
화곡1동,11500540,107443,3398,2891,9028,11734,7881,8228,6882,3548,1054,140,11926,6046,4348,2893,58,1,4939.227204,50005.3399,3.4,68396263
화곡2동,11500550,95735,1528,1661,2649,3468,3416,2996,2410,1261,347,52,2803,2025,1690,1259,11,0,1576.762758,20268.1001,9.1,30963443
화곡3동,11500560,122846,1477,1753,3388,3503,3306,3641,3315,1671,517,83,3202,2123,1917,1577,16,0,5580.764786,22232.05766,0,46016365
화곡4동,11500570,122191,1413,1543,3061,3857,3481,3739,3034,1558,544,60,3542,2408,1907,1368,17,0,2616.244464,21504.51105,5.9,52514098
화곡본동,11500590,105134,2750,2743,5663,7062,5990,5057,4068,2021,650,113,6877,3669,2923,2220,28,0,3377.230524,39669.23191,0,42786511
화곡6동,11500591,104271,1487,1853,4038,4198,3807,4191,3409,1487,518,72,4925,2420,1894,1635,32,0,13820.51838,26502.2269,3.1,55735798
화곡8동,11500593,146460,1736,1841,3934,4907,4228,4169,3457,1936,512,73,4225,3038,2191,1668,15,1,2529.424832,24653.2489,0,39486329
가양1동,11500603,236100,2055,2099,8230,8116,4628,4378,2882,1161,456,80,11762,2559,2056,1905,82,2,4686.062722,30878.21808,9.8,41907841
가양2동,11500604,180154,595,534,2017,2712,1504,2672,3075,1479,700,122,3977,2177,1129,626,6,1,3120.733568,15896.58144,0,1.26E+08
가양3동,11500605,98568,902,764,2058,3331,2080,2557,2596,1460,606,88,3112,2436,1431,721,8,0,5489.793941,23497.00536,0,0
발산1동,11500611,118303,3964,5235,4711,4969,7569,5730,3611,1997,708,118,2649,2892,3104,3672,34,0,3229.098718,37460.6688,2.9,26393159
우장산동,11500615,137671,4377,5715,5532,6540,8966,6744,4940,2390,692,130,3967,3184,3770,4483,27,1,7282.158903,49194.24278,3.7,30573851
공항동,11500620,120392,2849,1805,4050,5607,4430,4286,3127,1663,593,90,5543,2663,2166,1807,45,4,31941.31225,29916.9167,8.9,47852661
방화1동,11500630,121070,4884,4323,5705,7301,7941,6803,5291,2623,936,161,4868,3747,3684,3829,32,2,7683.215949,33422.95937,6.3,66814701
방화2동,11500640,61987,1370,1622,3617,3859,3451,3903,3528,2051,816,111,5412,2583,1780,1329,27,2,3957.218223,27547.30776,3.7,32169598
방화3동,11500641,147961,1620,1677,2914,4044,3687,3948,3692,2052,862,171,4453,2859,2014,1417,20,1,6365.327631,29962.96523,0,37350437
신도림동,11530510,129209,3863,3693,4625,6743,6701,5331,3967,1814,651,96,2962,2853,3354,3383,31,2,15004.58387,39317.29729,3.2,54291421
구로1동,11530520,138793,2147,2095,2747,4162,3761,3183,2415,935,341,62,1767,1792,1863,1962,10,0,5423.041188,21894.29722,0,13458139
구로2동,11530530,112997,1789,1868,4276,5056,6092,8440,4749,2654,888,108,6178,2913,1870,1375,28,1,14380.28783,25352.46303,0,39807228
구로3동,11530540,168180,1766,1576,4566,5882,4430,3602,2673,1482,532,50,7670,2192,1629,1314,72,2,55112.98842,24583.8443,2.8,62954825
구로4동,11530550,128100,1372,1464,3217,4154,4365,5744,3543,2052,714,79,4941,2532,1656,1125,19,0,1982.850719,18455.89588,0,41306153
구로5동,11530560,111857,2340,1908,5418,6433,5111,5935,3867,2014,687,87,6820,2866,2244,1885,29,1,15614.44728,29269.54717,0,67861080
가리봉동,11530595,94573,561,487,1610,2169,2837,4697,2197,909,381,49,3883,1023,511,331,14,0,988.0914296,9398.895012,14.3,60110278
고척1동,11530720,101455,1567,2250,3484,3225,3832,4213,3370,1829,563,90,2885,2155,1992,1951,15,0,7957.699622,25061.429,6.7,73790030
고척2동,11530730,79060,2151,2547,3826,3843,4822,5206,3802,2140,792,90,3693,2743,2341,2225,23,0,3229.25841,29165.93765,0,30915532
개봉1동,11530740,91282,2404,2672,4482,4900,5341,6055,4876,2713,892,101,4761,3414,2716,2322,21,1,5607.132616,37177.53209,4.8,39389970
개봉2동,11530750,139488,2729,2630,4042,5290,5149,5315,4853,2633,782,127,3117,3209,2917,2532,12,0,7654.282696,31315.00131,0,46919192
개봉3동,11530760,96867,1546,1659,2843,3414,3412,3726,3253,1659,587,77,2597,2286,1914,1565,9,0,2030.741593,21941.74897,0,38370648
오류1동,11530770,153515,1401,1324,3713,4503,3221,3298,2888,1688,582,73,5060,2351,1673,1234,23,0,3144.69758,18447.66874,4.3,98688549
오류2동,11530780,126987,5310,4456,6172,8013,8024,6942,5624,3397,1191,163,5426,4547,3818,3741,30,2,5031.04277,47244.2529,13.3,37521698
수궁동,11530790,80094,1802,2246,3243,3684,4165,4154,3418,1815,564,80,2778,2479,2142,1791,24,1,4361.89015,24911.01825,0,41473180
가산동,11545510,137590,1018,829,5543,5396,3443,4354,2467,1077,341,45,9590,1764,1106,783,112,1,108512.7726,22705.68545,3.6,61847935
독산1동,11545610,110389,3459,2454,7332,8819,6577,7000,4543,2466,812,97,9441,3750,3006,2624,42,1,14481.90928,39649.48884,2.4,55575097
독산2동,11545620,90324,1216,1449,2998,3047,3319,4793,2964,1468,444,67,3974,2161,1610,1197,15,0,2449.299697,20299.22479,0,32605303
독산3동,11545630,86576,1551,1734,4126,4449,4720,7064,4090,1918,628,91,5624,2782,1928,1489,19,0,3988.344623,24177.17475,0,56652809
독산4동,11545640,102744,969,1228,2473,2523,3011,4243,2511,1256,339,40,3297,1767,1253,966,14,0,1860.605029,16127.1939,0,51125119
시흥1동,11545670,111267,2406,2623,5194,5580,5788,7046,4759,2687,913,128,6587,3547,2696,2283,41,1,8981.813376,40454.43954,7.3,36174270
시흥2동,11545680,123494,1794,2303,2711,2787,3846,3946,2988,1739,623,88,2012,2014,1855,1882,4,0,3825.617773,24781.9923,0,46820317
시흥3동,11545690,86902,680,778,1545,1609,1657,2167,1818,1018,322,52,1429,1238,993,780,9,0,6888.166581,9140.191109,11.1,49305887
시흥4동,11545700,120069,1367,1736,2971,2991,3324,4387,3220,1724,550,65,3078,2215,1774,1498,12,0,1687.466529,23428.40698,8.3,68520676
시흥5동,11545710,137902,1139,1641,2733,2611,3310,3955,3070,1895,738,78,3784,2284,1577,1246,12,0,1861.664273,19233.13493,8.3,67849329
영등포본동,11560515,100810,1823,1567,3033,3979,3970,4988,3348,1736,628,105,4483,1988,1747,1529,20,1,5160.540834,26799.02226,10,46557359
영등포동,11560535,123568,1288,985,5933,6413,3483,3806,2902,1507,541,82,12084,2206,1347,1027,67,1,12436.14804,22663.07655,9,56079076
여의동,11560540,225105,3110,2957,4093,5510,5606,5100,3952,2679,1269,180,3932,2877,2990,2764,97,4,253958.1422,41420.38403,1,54434939
당산1동,11560550,93185,1355,1159,3560,4320,3159,3231,2633,1428,556,75,5273,2104,1546,1199,33,1,15852.09667,20948.23879,3,68698635
당산2동,11560560,135625,2752,2345,7220,7857,5061,4751,3443,1826,799,131,8541,2886,2664,2426,38,1,15421.45606,35538.69422,2.6,61349572
도림동,11560585,81208,1382,1111,2923,4029,3517,4216,2619,1481,609,71,4388,2065,1435,1049,11,0,3609.978737,30671.62007,0,41730195
문래동,11560605,98580,3332,2970,3648,6005,5697,4093,3444,1953,768,117,3633,2666,2815,2647,39,1,66717.99135,27314.91681,2.6,77481785
양평1동,11560610,91690,1433,1097,2777,4458,2882,2219,1752,1115,430,70,4271,1917,1387,1016,18,1,14993.65781,17671.38584,11.1,44228417
양평2동,11560620,105773,1842,1823,3798,5050,3608,3131,2089,1077,450,62,4158,2056,1797,1663,37,1,18454.18513,26374.44626,8.1,24689572
신길1동,11560630,88591,831,1088,3314,3351,3009,3435,2430,1519,600,79,5918,1775,1130,797,16,1,3534.079797,15134.68592,25,45550303
신길3동,11560650,123715,1369,1299,2356,2769,2978,3583,2492,1332,487,70,2934,1597,1424,1228,10,0,1451.98742,15914.80106,0,35364429
신길4동,11560660,70967,416,687,1340,1269,1559,2175,1501,848,314,48,1875,954,730,541,5,0,1634.375272,10974.33202,0,82076073
신길5동,11560670,76080,563,746,1319,1405,1835,2434,1604,844,312,38,1795,939,720,566,7,0,1369.297353,9649.208344,0,14644316
신길6동,11560680,96695,1240,1292,3017,3193,2906,3460,2573,1385,525,71,3630,1806,1411,1193,13,1,2752.168993,18651.57802,0,88171837
신길7동,11560690,106559,1681,1587,2426,2951,2884,2611,1748,913,343,48,1920,1315,1390,1499,13,1,3234.442004,16853.25754,0,35705927
대림1동,11560700,112057,823,1022,2169,2248,2715,3656,2235,1312,433,57,2998,1417,948,770,15,0,2405.800978,13285.02562,6.7,49413621
대림2동,11560710,126878,1126,925,2461,3397,3789,5816,2738,1399,468,51,3615,1543,867,598,19,0,3613.086276,12102.9774,0,48414919
대림3동,11560720,97682,1794,1838,3626,4550,4645,6389,3765,1885,675,74,3994,2423,1977,1635,29,1,11421.66332,24271.54318,0,68132912
노량진1동,11590510,141025,2178,2135,5681,5413,4521,5001,4005,2465,1020,157,6588,3112,2460,2088,43,2,5583.205456,27201.28943,2.3,55422041
노량진2동,11590520,164676,485,689,2426,2152,1816,2803,1984,1214,463,66,4096,1413,926,597,19,0,4382.493898,15030.56035,5.3,57553088
상도1동,11590530,148106,3379,3714,11411,7144,6845,6524,4966,2997,1230,193,9694,3890,3604,3242,48,2,5263.273567,47158.00032,6.3,76731905
상도2동,11590540,146064,2465,2114,4642,5174,4659,4296,3196,1936,793,123,5123,2675,2298,2108,19,1,1839.473245,32535.44499,5.3,40798454
상도3동,11590550,134293,1548,1838,4331,4546,3989,4042,3051,1997,695,110,5028,2577,2076,1577,12,0,1363.218464,23349.53193,8.3,41763163
상도4동,11590560,88902,2016,2149,4734,5268,4638,4764,3575,2154,847,99,5374,3042,2465,1983,14,0,1849.716842,23438.98469,7.1,43940557
흑석동,11590605,117570,2506,2568,7290,5267,5003,5309,3851,2502,1056,180,5509,3001,2718,2377,28,1,1246.405021,23871.50739,3.6,50732573
사당1동,11590620,117786,982,1094,5353,5006,3080,3538,3002,1688,461,64,7407,2598,1570,1116,28,0,5824.093538,28743.22384,3.6,53045285
사당2동,11590630,152933,2021,1811,3907,4979,4265,4497,3836,2339,762,127,4150,2864,2377,1932,27,2,2399.621203,25361.14242,14.8,18857144
사당3동,11590640,135543,2304,1783,3718,4546,4043,4047,3434,1964,599,101,3467,2450,2222,1973,13,0,14880.36578,24965.20713,0,27751957
사당4동,11590650,102743,836,863,2665,2735,2174,2263,1901,1197,348,68,3060,1574,1135,936,9,1,1328.883931,12931.94409,11.1,37361375
사당5동,11590651,69552,942,961,2079,2233,2053,2020,1523,900,327,44,2249,1231,1067,929,6,0,1633.565075,11043.86897,0,69443463
대방동,11590660,120680,2627,4507,6594,5837,7141,5980,3960,2396,990,141,6844,3218,2860,3200,36,2,11021.2416,38966.25743,2.8,40413518
신대방1동,11590670,121534,1901,2754,3413,3637,4930,4868,3038,1588,606,101,3515,1926,1785,1987,10,1,7354.477522,21979.32454,0,41607918
신대방2동,11590680,148477,1649,1833,3459,3609,3408,2848,2100,1384,477,61,4105,1726,1476,1453,28,0,21037.01072,21624.27717,7.1,69217908
보라매동,11620525,110564,1520,1665,4922,4664,3687,3915,3261,1996,653,91,5732,2664,1898,1492,21,0,1935.084689,24581.59137,0,24395868
청림동,11620545,129783,1556,1234,2007,2824,2738,2366,1889,1206,486,56,1966,1561,1486,1208,7,0,2531.50061,17183.57878,0,90845370
성현동,11620565,84944,2349,3358,4094,4445,5766,5095,3941,2614,906,121,3920,3041,2628,2591,10,0,6099.838275,32244.09704,0,65243423
행운동,11620575,116881,1410,1545,7681,6347,3916,3801,3167,2023,596,80,10475,2927,1830,1406,36,0,3717.711291,29159.24565,0,37166411
낙성대동,11620585,158253,898,957,5535,3806,2202,1757,1348,942,311,41,7493,1473,873,669,26,0,9311.106233,15767.02631,0,47211382
청룡동,11620595,145424,1061,1616,9957,5750,3646,3595,2892,1841,545,74,14014,2514,1350,1101,42,1,6967.368176,28327.06684,2.4,51006535
은천동,11620605,125185,2568,2753,5555,6054,5727,5286,4259,2632,811,108,6604,3494,2663,2409,24,0,7577.247315,37204.69641,4.2,57479477
중앙동,11620615,146400,496,759,4357,3088,1879,2088,1663,1125,369,41,5926,1562,854,670,19,1,1356.923268,15481.07681,5.3,66967525
인헌동,11620625,120228,1442,1819,5842,5333,3974,3614,2866,1763,565,70,7568,2663,1830,1496,22,1,5131.494404,41100.65268,0,40883169
남현동,11620630,212269,1199,949,3969,4038,2485,2700,2127,1238,344,55,4625,1884,1375,1085,20,0,3615.189349,14589.42837,0,61293599
서원동,11620645,173563,864,1007,6501,4984,3007,3213,2516,1537,460,50,8566,2528,1404,935,28,0,2598.219982,23164.51166,0,64880734
신원동,11620655,164874,842,992,4438,3622,2714,3041,2325,1534,482,74,5945,2155,1230,857,10,0,879.4150591,18797.24648,0,78108635
서림동,11620665,103531,1034,1286,6102,4944,3316,3278,2629,1549,489,76,9098,2247,1405,1066,25,0,1759.974001,24499.44325,0,50271031
신사동,11620685,99350,1162,1406,5769,4711,3850,4521,2783,1584,487,70,8038,2308,1459,1106,25,0,4676.287455,24273.40943,0,68248630
신림동,11620695,197512,500,567,8429,5929,2541,1972,1500,915,277,37,13469,1966,680,414,39,1,2376.286771,22671.52025,10.3,84535644
난향동,11620715,78648,1413,1569,1779,2221,3193,2599,2064,1234,388,66,1905,1502,1320,1310,4,0,1968.017179,16863.34555,0,68644786
조원동,11620725,96721,929,975,3977,3686,2750,3444,2242,1175,430,58,6278,1796,1006,833,22,0,3299.850284,18122.48207,0,43485780
대학동,11620735,125414,851,1158,7067,4957,3653,3162,2117,1244,470,50,11667,1801,1159,857,43,0,2953.468882,24426.26257,2.3,29604459
삼성동,11620745,78878,1123,1865,3265,3094,3917,4644,4030,2637,946,149,4625,2723,1955,1616,9,0,1935.671066,28472.63346,0,43582362
미성동,11620765,100013,2058,2601,5088,4842,5090,5498,4563,2424,716,96,5405,3171,2612,2211,21,0,4229.7056,32542.46292,0,29408192
난곡동,11620775,109023,1650,2158,4321,4146,4415,5398,3910,2431,776,96,4977,3153,2320,1851,22,0,1578.346198,28238.22603,0,27230137
서초1동,11650510,132931,1651,2001,3030,3926,3899,2918,2329,1252,440,97,3827,1735,1617,1507,34,1,32639.64257,21912.72475,8.8,60032255
서초2동,11650520,159087,1510,1685,2714,3887,3287,2425,1755,926,305,65,3640,1484,1398,1335,40,1,70861.23379,18032.93166,0,68593992
서초3동,11650530,121117,1757,2775,5182,5031,4921,4855,3501,2051,698,118,5587,2588,2288,2108,81,0,68519.06891,30484.64175,4.9,61227717
서초4동,11650531,139766,3158,4220,3727,4208,6468,4538,3014,1779,620,120,2380,1912,2588,3290,35,0,35465.3647,31263.59074,0,1.06E+08
잠원동,11650540,155668,2718,4043,4565,5436,6795,5342,3285,1591,638,146,4692,2607,2906,2964,32,1,19103.62272,32633.24409,12.5,90478832
반포본동,11650550,143968,672,2040,1520,966,2596,2018,1179,976,315,39,740,836,978,1287,8,1,14447.69002,8494.418158,0,22060329
반포1동,11650560,172872,3233,3525,4625,6143,6708,4058,2905,1480,454,100,6316,2264,2317,2673,29,2,7909.657598,29553.77498,3.4,59607436
반포2동,11650570,136653,2052,2711,1400,1822,3871,1977,1338,890,274,68,738,826,1313,1697,7,1,11232.02575,19445.4513,14.3,38556660
반포3동,11650580,227111,1910,2735,2220,2680,4341,2918,1868,1107,402,72,1288,1370,1849,2018,9,0,8772.627798,18837.67753,0,25140160
반포4동,11650581,224702,1909,2304,2445,3110,3781,2889,2257,1177,404,87,1904,1501,1764,1640,40,1,30577.25079,19779.57705,2.5,2.80E+08
방배본동,11650590,129364,1614,2914,2705,2637,4191,3403,2150,1262,584,96,2086,1550,1721,1898,20,0,24778.48317,21778.81172,5,38856373
방배1동,11650600,121183,1257,1416,2564,3260,2855,2459,2065,1231,396,78,2881,1692,1402,1220,18,0,16066.63629,17648.48853,0,57299614
방배2동,11650610,138448,1330,1761,3147,3416,3253,3402,2834,1601,491,94,3133,2061,1686,1518,25,1,18152.94535,24210.69293,12,23814036
방배3동,11650620,134998,1420,2185,3109,3146,3486,3837,3129,1609,541,112,2272,1895,1886,1866,18,0,17708.51991,21747.56702,0,51991201
방배4동,11650621,115970,1785,2756,3316,3855,4485,3540,2323,1594,546,83,3402,2000,1803,1924,25,0,21186.65855,24883.74895,0,44316465
양재1동,11650651,120974,4928,4177,5689,7702,8008,6441,5375,2755,948,202,5908,3952,3418,3469,46,1,38840.92258,46711.37048,2.2,58479916
양재2동,11650652,91743,1686,1692,3624,4805,4021,3455,2445,1225,347,75,4936,2210,1656,1462,46,1,106292.0752,23928.01925,8.7,49328578
내곡동,11650660,87352,2331,1240,2025,3171,2989,2519,2348,1379,460,79,2072,1810,1516,1361,13,1,5500.459035,17939.45587,7.7,19506004
신사동,11680510,189594,1085,1786,2509,2731,3229,2469,1822,1386,541,85,2943,1575,1291,1234,44,1,34856.85615,19154.67756,6.8,54623856
논현1동,11680521,164930,819,1003,4829,6199,3915,2879,2305,1296,440,73,9268,2453,1211,858,80,2,46396.72499,23524.22978,1.3,77653987
논현2동,11680531,139437,1265,1399,3597,4849,3846,2905,2248,1424,451,76,6126,2094,1525,1216,77,2,57741.8103,22009.85774,5.2,59048123
압구정동,11680545,197817,2346,2921,3368,3822,5094,3875,3110,2320,830,164,3036,2362,2392,2254,57,0,62593.02364,28057.41894,3.5,32004295
청담동,11680565,168623,2455,2662,4329,5178,5194,4528,3275,1808,579,134,4663,2425,2391,2268,55,1,80808.6612,29325.45591,1.8,65379803
삼성1동,11680580,173572,997,1474,2193,2346,2514,2442,1761,987,268,71,1974,1222,1186,1144,55,3,129114.8383,15222.80381,5.5,70158173
삼성2동,11680590,155942,2601,3449,3973,5461,6396,3854,2431,1597,453,82,5621,2292,2293,2331,51,4,50190.43597,29970.96539,3.9,61267138
대치1동,11680600,279105,2022,5564,2684,1809,6187,3761,1883,984,332,48,573,914,1941,3140,23,0,27124.19935,25397.78903,0,40659295
대치2동,11680610,157488,2033,6626,5509,3578,7700,6954,4002,1905,551,116,2427,1996,3215,4347,49,2,94070.33208,39698.12244,0,42853404
