"NM","CD","GUBUN","TOT_FLPOP_CO_1","TOT_BDPOP_CO_1","TOT_REPOP_CO_1","TOT_WRC_POPLTN_CO_1","TOT_FLPOP_CO_2","TOT_BDPOP_CO_2","TOT_REPOP_CO_2","TOT_WRC_POPLTN_CO_2","TOT_FLPOP_CO_3","TOT_BDPOP_CO_3","TOT_REPOP_CO_3","TOT_WRC_POPLTN_CO_3"
"신당동","11140615","dong","110173.65232638960061269326018779570183","228949.206275261018882058410836173499526","129.880535994797324870911418492975829549","253.611778319826627186959025206513779076","112676.508021101394398925178003417516543","235915.219501832675855823287934154108753","135.284460734896496207003859147633360477","267.326566625733489612352253902472202397","106589.545828076929527231122134289393214","215017.781334843947697462205136709978813","140.017553438293701446202065789988577221","59.6108801502663762212404057043084187557"
"다산동","11140625","dong","80158.3380418643154671957741481938951158","159912.491153906078416281693419256984425","293.06147120162336382459110866663788362","162.017266073610764358829481097985624745","78990.9352174965882704079621415337484349","155276.484501268018343560700629410141519","274.815522571852808505765682223903318998","147.093882163458921273987697124761366644","75600.4362508705307280921908466157707318","152480.33154315298251805354022086608187","270.216492310233687051946516093790182854","123.272782563480696274410057046746796165"
"약수동","11140635","dong","39847.9568900362194367828502439168032666","146546.189302996692154418476820542015528","373.109276690976550613963623514168768834","54.5941754434181725380107774909451408043","39696.6990253143434858999401250503047733","146228.321636451084129212104555403959599","348.629256274600261094042933283601134679","60.2675723161789966528921563815899253036","50626.3312360741664130978906349689337351","165195.938907920179821160396156224540877","343.937415954220202396961100913829150266","346.646512038791114950087849311438078505"
"청구동","11140645","dong","115729.816814154163551753913199696332227","176599.20547992837149463655487751873294","447.243519532676159182183278568820737495","90.317981884246944487908343330030077018","120812.253342373824301535144908638884543","184632.107071866108010686323939335987529","425.134882966208267413086690195123930064","83.5376136580955858064291799231558267703","114310.112020955394449370352984810816136","174523.149162305788811812908198450367125","414.790475031438886860573607561559368788","89.9412947605718690056039453629815075598"
"신당5동","11140650","dong","125900.337342565414493164543910918364388","206946.116371908095899370744956776976934","307.603578988745581843430519352895120937","59.5424126920709998163464543588719161509","101566.629184159398389648384009897959512","172443.980835591412746844864305805707437","290.172602112982372481610480495671253709","64.5042804164102498010419922221112424968","102771.621983007214040152464662802424227","176246.342233549314198996671682234258152","285.661813272673963404614536983635502486","28.6112892156704804312314131334839077608"
"동화동","11140665","dong","87975.5127268981272477723004765958993968","142916.142148590057839896500216634499726","369.490590791064357110610848692163890816","80.533496541422637244772745865007923066","84231.462601007729155367839320828119461","147869.515435586837106005471914776290793","344.130719984002375404864126235801350709","84.8358880045084214768110189699105284367","87344.8790937103278604086059948674287757","164848.320097924853582346863647519004754","339.919224115207135910122436365509363761","45.9022751167250923347745334783623037791"
"황학동","11140670","dong","161468.412604441948891343753623807576581","201223.654690046201639334256959236360751","378.676448149798287426684650924337949428","99.6051194101814497671608268689692212857","163964.582812013646877879973389808785025","200059.048685664064645675538764823280255","377.547345999621598198319163609953188035","98.2318870653719628677973963514742412128","162871.215219076333408606810011779281891","204993.063040519509054178593443883623136","382.704596361239448998150713775656557642","52.304894200076901011309331266364352109"
"중림동","11140680","dong","37559.5394359033258404843552594877516531","74616.7342116921259454936256091358065204","181.34608758429455100333076279390289924","153.124846177826636257732127914417444665","45292.8979277076804436641672272630318145","95000.2426288414524094705235696588839483","162.661820926378656865801434032848212381","156.611482107404794329499401119005037163","44641.3687302082136938651615337916550445","89494.4868082104123254631072899404400545","260.144059592760923425271137217582489704","89.175841304740184094377081726746189312"
"용산구","11170","gu","27299.4504339097932927646630312119387399","60310.5032046417617997437299330405483686","107.229926312392452068687579650699463309","78.7986617393122305543517548366884326027","26857.7462946966987166007424602104595302","59383.7071585844166250435278867528048791","105.846317384884417079838736183192635168","83.2134572870640629687877799434469191399","27337.395357834979762316522367648850838","58794.8396169386552999747143241407969072","106.236878630771978294922127104383142739","82.6972412825956297181193364809850357842"
"후암동","11170510","dong","40887.3225326146160923722850901486528658","79884.1458822499795600870106943927848834","212.125992775210473526570159569506643835","50.4376444468498927336397209117007274306","40144.2654816507158575723832017310015327","80019.401565409448882368588632644671401","209.638656884680889775322173332765238099","38.5191599713956372589097868606481582775","40491.6403634734724475730626129233221135","81439.9151772399553661392977191360192722","206.944043003273840711470188242962048551","26.7618917110682992495385185841991987554"
"용산2가동","11170520","dong","16768.759765687008601863777854950821722","22208.1384836082989351585246663120614141","53.8794840347044247995088277658843371446","14.2477069104553356123803146218007987899","15588.1538400671698544506622472888083945","20790.0494151699736292870724894216759543","50.8218684961562451308937859581204358616","17.3737036271819090755011241377255540951","17034.6209020747337896311665780153535282","22434.1811134116493198270737691265818642","50.6313780712307195604848616282437710852","8.77721265618383205191889796893247700561"
"남영동","11170530","dong","31707.6501432847745829523049893538529269","104415.425431450906111445525289185226654","107.480565855965171405006067012977836719","438.999004004364444722242226682084443581","26918.5281005289783095793582961816543854","91225.8957506450872141608023403859245299","106.339179315901824452032551257087806595","443.483022554613307751781038580223847641","23817.7749212918865081316997012013093334","77520.0419323674123272463913841621747218","105.619018760861855541227832982538144731","269.122640624936306554683965013784960058"
"청파동","11170555","dong","78476.5626800787390685002235857624274499","153528.568497918577902350647015706323559","239.040840129264840793107104495226328722","94.5975225775519894522840322885501039559","80524.2048875386665068527883680083349084","153645.990554077789405261871942983325573","233.785422208289730267980213812529100724","94.4476970666469972662606779489118057893","79732.4692627201858758338365933827834353","149201.703400808596757314942443953733882","228.610679562417307843019744697329417893","71.4437186230805047045210424167546411333"
"원효로1동","11170560","dong","76856.5266233832348539099329027616096549","153276.602510801060251758884359928999786","241.746903922320607370853937084036151734","279.656673918281876279072924550394200518","75630.1099281513132663831635821847838261","148840.749948243151975075259547865751221","239.88026350174955115782614450511968559","290.703791316388763503446496994708922881","85332.8898648212946339178746092782210577","174889.236102862068848486494008084249967","269.40712106350989489117486348070742278","78.0086001215013219208069316843544987731"
"원효로2동","11170570","dong","33895.596936106259836800583682024363045","68610.2962426561900985946413533908496047","165.198177741224836631289681694512799173","58.2699026941774878299458149977008782536","32018.7490374816916730288444209981355816","67791.2525243919887894605200930134004393","163.112038769418294892673064887659778039","57.8876259192391163071626653210524188836","35229.7210362540371157981884449745349057","73766.8865304232240786310559467521219092","159.223737858616573118078742462321162733","51.2141656481721162951482523944178853104"
"효창동","11170580","dong","76191.1530371597934858818280323793740838","104993.52327533091125416958803407907876","196.018441795737990524146429557864321074","38.1371236747615101876049036479911615357","75139.8219559351562665986784796141670385","103035.844009603331421165572481781290501","194.042535109524720079886119786687063123","39.9005672764357192937727069921601121805","75584.3584677162343042896296768436484161","102849.138462192194106274034886438481314","186.840036543650540718550151911105445429","35.0564089489451207852635604563707055899"
"용문동","11170590","dong","102098.214903001894332213326696256965473","187168.833741236985108059899614219936118","446.343385738582154560915916538764674161","34.9483552495125897042352843572406355001","110604.28506242999958518272700875264446","181241.835704705410599964049169674091896","451.424897332724934666279503878541502468","36.953305402303618589344726981098159594","97055.0393385047220032908836990638956873","163471.739881915349621824919456312827533","436.526043611122633813138645759876107908","93.4721588473610707816540147398404336223"
"한강로동","11170625","dong","14421.9156190197192222821614811268739454","58281.22491035905203878824253726455482","45.1300939934908346521955036029051883978","188.076295134559666753598439515135059822","14800.4528788111544182180415581508063815","60305.8473823414179882082408938967941229","46.4876586653710259973634665056642599665","211.979555552379965679812417906039852859","13690.9861278325765505710702968422331224","52069.5399403862390576119484744664711297","51.4445559870388299221543836835016594442","139.323051567213145989408613866927700154"
