NM,CD,GUBUN,TOT_REPOP_CO_1,TOT_WRC_POPLTN_CO_1,TOT_REPOP_CO_2,TOT_WRC_POPLTN_CO_2,TOT_REPOP_CO_3,TOT_WRC_POPLTN_CO_3,,,,면적(km),,,,,,
번3동,11305606,dong,183.1460956,14.35783557,176.1345619,14.24624618,169.7088726,11.74478389,,,,1.1,20146.07052,1579.361913,19374.80181,1567.08708,18667.97598,1291.926228
수유1동,11305610,dong,126.6146398,17.4668493,126.8090972,17.59839401,124.3840991,10.98112333,,,,1.67,21144.64484,2916.963834,21177.11923,2938.9318,20772.14455,1833.847597
수유2동,11305620,dong,373.1945392,35.47335708,377.1023354,36.24817875,372.2175901,37.62938259,,,,0.57,21272.08873,2021.981354,21494.83312,2066.146189,21216.40264,2144.874807
수유3동,11305630,dong,324.5141253,65.30277871,330.2513916,69.63331145,323.0936002,46.51874817,,,,0.72,23365.01702,4701.800067,23778.10019,5013.598424,23262.73921,3349.349868
우이동,11305645,dong,20.3274527,2.2003461,20.28250946,2.325812644,19.89300138,2.661950623,,,,10.28,20896.62137,2261.955791,20850.41972,2390.935398,20450.00542,2736.48524
인수동,11305660,dong,116.8625934,12.14066303,113.203668,12.4577699,112.5136992,14.97023203,,,,3.28,38330.93064,3982.137475,37130.8031,4086.148528,36904.49333,4910.236105
도봉구,11320,gu,165.4298729,18.77192877,162.4078887,19.43643882,159.9659103,17.47123677,,,,20.66,341778.1175,38782.80484,335534.698,40155.68261,330489.5706,36095.57517
창1동,11320511,dong,249.3402213,15.6663493,240.6879799,16.19127608,236.8596346,16.20032654,,,,0.88,21941.93948,1378.638738,21180.54223,1424.832295,20843.64784,1425.628736
창2동,11320512,dong,487.4468199,34.37134804,472.5525691,35.16570809,462.5772401,37.67099746,,,,1.07,52156.80973,3677.734241,50563.12489,3762.730765,49495.76469,4030.796728
창3동,11320513,dong,245.5600012,14.58086317,236.7894388,14.81705426,231.4200281,12.20320622,,,,0.67,16452.52008,976.9178323,15864.8924,992.7426352,15505.14188,817.6148164
창4동,11320514,dong,249.7752559,32.46351532,246.4787209,33.68349284,241.0104529,23.77658318,,,,0.96,23978.42457,3116.49747,23661.95721,3233.615313,23137.00348,2282.551985
창5동,11320515,dong,377.1608404,73.63848586,384.1937295,78.08575397,374.7820691,104.7545876,,,,0.7,26401.25883,5154.69401,26893.56106,5466.002778,26234.74484,7332.821134
도봉1동,11320521,dong,27.31768932,3.733382441,26.55252726,3.913558215,25.82129441,2.529480676,,,,8.72,23821.02509,3255.509489,23153.80377,3412.622764,22516.16873,2205.70715
도봉2동,11320522,dong,238.2233471,45.24499889,236.8698997,42.77059814,236.9612366,17.66954627,,,,0.83,19772.53781,3755.334908,19660.20167,3549.959646,19667.78264,1466.572341
쌍문1동,11320660,dong,204.0594387,20.44162751,184.6713282,21.12131588,187.6449648,15.02960892,,,,1.24,25303.3704,2534.761812,22899.2447,2619.043169,23267.97563,1863.671507
쌍문2동,11320670,dong,376.5777257,55.60046275,377.5974074,57.88084185,368.809605,27.23477152,,,,0.54,20335.19719,3002.424989,20390.26,3125.56546,19915.71867,1470.677662
쌍문3동,11320680,dong,348.7651203,40.84243969,340.3866761,45.25944457,337.6334757,40.05015182,,,,0.5,17438.25602,2042.121985,17019.3338,2262.972228,16881.67379,2002.507591
쌍문4동,11320681,dong,340.6867433,21.51589602,363.122122,22.58249599,363.600253,25.10187869,,,,0.52,17715.71065,1118.826593,18882.35034,1174.289792,18907.21316,1305.297692
방학1동,11320690,dong,292.9299232,48.64727367,291.1541249,51.62293563,285.3179879,63.18002275,,,,0.69,20212.1647,3356.661883,20089.63462,3561.982559,19686.94116,4359.42157
방학2동,11320700,dong,200.9132337,11.71487217,194.8879238,12.25025363,190.2328274,9.228524398,,,,0.74,14867.5793,866.9005406,14421.70636,906.5187683,14077.22923,682.9108054
방학3동,11320710,dong,161.2309933,9.791159628,156.8955238,10.37281267,154.5904543,16.18395747,,,,2.64,42564.98222,2584.866142,41420.41828,2738.422546,40811.87994,4272.564772
노원구,11350,gu,156.6277128,18.88563822,153.2194155,19.89259028,150.2386005,15.98857145,,,,35.44,555088.614,66930.70185,543009.6085,70499.33994,532445.6003,56663.49721
월계1동,11350560,dong,221.3081266,23.19239598,211.2747696,22.0684631,211.5208863,24.15225107,,,,1.16,25671.74269,2690.317934,24507.87327,2559.94172,24536.42281,2801.661124
월계2동,11350570,dong,134.8001979,10.99897293,139.2449883,11.01906238,129.9285067,6.368355101,,,,1.94,26151.23839,2133.800748,27013.52773,2137.698101,25206.1303,1235.46089
월계3동,11350580,dong,264.4457399,14.72817694,259.0395288,15.94523588,254.7974611,11.78254155,,,,1.17,30940.15157,1723.196702,30307.62487,1865.592597,29811.30295,1378.557362
공릉1동,11350595,dong,327.055775,72.96295657,316.3426014,82.05765232,316.1372108,51.7666467,,,,1.41,46114.86428,10287.77688,44604.30679,11570.12898,44575.34672,7299.097185
공릉2동,11350600,dong,56.58954019,9.162882445,56.60341494,9.171207293,56.24405901,9.820545419,,,,6.82,38594.06641,6249.085828,38603.52899,6254.763374,38358.44824,6697.611976
하계1동,11350611,dong,193.6817661,51.93647696,190.4587336,53.79670501,196.3392347,31.55573666,,,,1.55,30020.67374,8050.153929,29521.10371,8338.489277,30432.58138,4891.139182
하계2동,11350612,dong,475.8133099,11.57909691,465.109943,13.25271428,454.0173628,27.51738324,,,,0.51,24266.47881,590.5339423,23720.60709,675.8884281,23154.8855,1403.386545
중계본동,11350619,dong,135.4666397,11.18663295,129.326644,12.26089348,123.5256371,8.584535232,,,,1.97,26686.92802,2203.766692,25477.34886,2415.396015,24334.55051,1691.153441
중계1동,11350621,dong,470.146099,23.98688247,453.2047628,25.20384046,449.5699014,34.73134051,,,,0.63,29619.20424,1511.173596,28551.90006,1587.841949,28322.90379,2188.074452
중계4동,11350624,dong,139.7118391,13.73555041,137.816385,14.50801284,137.9721758,13.3980038,,,,1.7,23751.01264,2335.043569,23428.78546,2466.362182,23455.26988,2277.660646
중계2.3동,11350625,dong,431.7503401,30.69445099,414.4298999,32.45938192,402.5358001,24.39112623,,,,0.9,38857.53061,2762.500589,37298.69099,2921.344373,36228.22201,2195.201361
상계1동,11350630,dong,81.78341063,11.95634643,81.54328317,12.55066189,79.93843132,11.14391519,,,,5.62,45962.27678,6719.466693,45827.32514,7053.471983,44925.3984,6262.880337
상계2동,11350640,dong,347.3968283,71.31345817,340.1176744,75.41394228,334.7934024,39.47907958,,,,0.61,21191.20653,4350.120948,20747.17814,4600.250479,20422.39754,2408.223855
상계3.4동,11350665,dong,58.20345914,5.846946652,54.74710174,5.434895996,52.06268734,4.423024765,,,,5.62,32710.34404,3285.984019,30767.87118,3054.41155,29259.23028,2485.739918
상계5동,11350670,dong,468.0281417,34.90257684,473.5179602,47.36024189,449.4683322,35.05037964,,,,0.44,20593.23823,1535.713381,20834.79025,2083.850643,19776.60662,1542.216704
상계6.7동,11350695,dong,250.4387944,61.91585608,244.1279655,65.39552859,240.8435451,44.25250847,,,,1.11,27798.70618,6872.660025,27098.20417,7258.903673,26733.63351,4912.02844
상계8동,11350700,dong,374.1906936,17.69972359,367.1496718,17.26619996,357.6121518,17.63992723,,,,0.67,25070.77647,1185.881481,24599.02801,1156.835397,23960.01417,1181.875124
상계9동,11350710,dong,272.8064618,15.45387355,267.9711272,16.0777877,262.7158503,31.50766455,,,,0.81,22097.32341,1251.763757,21705.6613,1302.300803,21279.98387,2552.120828
상계10동,11350720,dong,217.9178264,12.45885463,211.4641397,13.49293957,206.4307624,13.25622133,,,,0.8,17433.42611,996.7083706,16917.13117,1079.435165,16514.46099,1060.497706
은평구,11380,gu,156.3610749,16.29186176,155.4779767,17.16371649,152.8293244,15.71105359,,,,29.71,464548.7537,48403.12128,461925.0687,50993.40169,454055.9228,46677.54022
녹번동,11380510,dong,168.9894021,38.32513442,171.9898909,39.36516521,197.1898368,27.03560025,,,,1.76,29742.13477,6745.223659,30270.2208,6928.269077,34705.41128,4758.265645
불광1동,11380520,dong,105.7662371,8.983991605,102.2798108,9.702982251,100.5230318,10.167613,,,,3.13,33104.83223,2811.989373,32013.58078,3037.033445,31463.70895,3182.462869
불광2동,11380530,dong,232.4723499,20.40879064,231.7095109,20.96668784,229.7397922,21.41072848,,,,1.38,32081.18429,2816.413108,31975.9125,2893.402922,31704.09132,2954.68053
갈현1동,11380551,dong,274.6439323,23.65175646,269.6981653,25.84987509,264.6644737,28.65247635,,,,0.97,26640.46143,2294.220377,26160.72204,2507.437884,25672.45395,2779.290206
갈현2동,11380552,dong,299.2502788,33.067848,294.6946133,32.46893507,292.8095103,38.43842782,,,,0.96,28728.02677,3174.513408,28290.68288,3117.017767,28109.71299,3690.089071
구산동,11380560,dong,256.3463673,31.75367655,254.5307863,32.50573731,255.1916881,32.10311893,,,,1.38,35375.79868,4382.007364,35125.2485,4485.791749,35216.45296,4430.230412
대조동,11380570,dong,379.5880918,40.3885787,372.2342353,41.20695458,318.7516425,30.1646434,,,,0.85,32264.98781,3433.02919,31639.91,3502.591139,27093.88961,2563.994689
응암1동,11380580,dong,237.5050825,34.3123068,228.8138151,34.79170255,224.9875268,25.70093873,,,,1.2,28500.6099,4117.476816,27457.65781,4175.004306,26998.50322,3084.112647
응암2동,11380590,dong,269.6366403,18.19235163,229.6784394,17.38019308,233.4324167,15.99049955,,,,0.78,21031.65794,1419.003427,17914.91827,1355.65506,18207.7285,1247.258965
응암3동,11380600,dong,330.8537875,31.73289923,361.5257084,33.5119135,355.2777245,25.7742731,,,,0.63,20843.78861,1999.172651,22776.11963,2111.250551,22382.49664,1623.779205
역촌동,11380625,dong,441.2256708,35.85337261,430.7058715,37.65350521,422.8818806,42.11432159,,,,1.16,51182.17781,4158.991223,49961.88109,4367.806604,49054.29815,4885.261305
신사1동,11380631,dong,341.8951837,24.65094026,346.8253718,26.3510051,343.194519,30.0547178,,,,0.84,28719.19543,2070.678982,29133.33123,2213.484429,28828.3396,2524.596295
신사2동,11380632,dong,210.521607,17.23652201,207.2760775,17.56964088,207.3427013,18.25491398,,,,1,21052.1607,1723.652201,20727.60775,1756.964088,20734.27013,1825.491398
증산동,11380640,dong,191.2049797,25.36776809,182.3510047,25.45383346,179.8228344,31.20945514,,,,0.81,15487.60336,2054.789215,14770.43138,2061.76051,14565.64959,2527.965866
수색동,11380650,dong,118.7084439,11.10727283,93.21045503,12.33001341,70.5170739,14.64723507,,,,1.29,15313.38927,1432.838195,12024.1487,1590.57173,9096.702534,1889.493324
진관동,11380690,dong,43.10482166,3.499428149,46.91898021,4.425701539,45.24716971,2.800633169,,,,11.53,49699.85938,4034.840656,54097.58419,5102.833875,52169.98667,3229.130044
서대문구,11410,gu,181.6280538,41.98589851,178.1123292,43.6637398,178.2712157,38.22808866,,,,17.63,320210.2588,74021.13907,314012.0363,76979.17327,314292.1532,67396.1203
천연동,11410520,dong,216.7082274,16.20119016,214.3888263,19.33988228,208.8038006,21.03616073,,,,0.97,21020.69806,1571.515446,20795.71615,1875.968581,20253.96866,2040.507591
북아현동,11410555,dong,352.764026,26.73570864,375.1015589,29.33561547,368.1034763,39.97356761,,,,0.46,16227.14519,1229.842597,17254.67171,1349.438312,16932.75991,1838.78411
충현동,11410565,dong,166.9295375,220.3550643,158.6528376,221.8910372,157.4328363,124.4050299,,,,1.12,18696.1082,24679.7672,17769.11782,24851.79617,17632.47766,13933.36335
신촌동,11410585,dong,72.61588878,79.41514425,74.24483548,82.8047907,74.65606467,20.14623789,,,,2.63,19097.97875,20886.18294,19526.39173,21777.65995,19634.54501,5298.460566
연희동,11410615,dong,127.211912,28.86612538,125.4585671,30.17439038,127.8053517,50.09171342,,,,3.05,38799.63315,8804.16824,38264.86297,9203.189065,38980.63228,15277.97259
홍제1동,11410620,dong,165.2842713,11.52070644,152.3226388,12.33164622,165.7601119,16.60080853,,,,1.23,20329.96536,1417.046892,18735.68457,1516.792485,20388.49377,2041.899449
홍제3동,11410640,dong,159.8265185,14.3226511,149.9396821,14.7067835,149.0159351,10.98435758,,,,0.81,12945.948,1160.134739,12145.11425,1191.249464,12070.29074,889.732964
홍제2동,11410655,dong,214.0915992,16.51547564,207.0175886,17.0258251,204.7777215,10.47634034,,,,1.05,22479.61792,1734.124942,21736.84681,1787.711636,21501.66076,1100.015736
홍은1동,11410660,dong,150.7324663,9.083089135,144.0160518,9.941333777,144.4581778,49.31005583,,,,1.58,23815.72967,1435.128083,22754.53618,1570.730737,22824.39209,7790.988821
홍은2동,11410685,dong,143.8032536,16.96796431,148.8233902,17.73391324,133.6263779,28.46695565,,,,2.06,29623.47024,3495.400647,30657.61839,3653.186128,27527.03385,5864.192863
남가좌1동,11410690,dong,359.8444607,27.35345992,360.1332604,31.35539901,354.8936082,82.49357936,,,,0.51,18352.0675,1395.026456,18366.79628,1599.125349,18099.57402,4207.172548
남가좌2동,11410700,dong,294.6800064,19.93330157,282.0390662,21.62299508,315.1850087,23.21105288,,,,0.77,22690.36049,1534.864221,21717.0081,1664.970621,24269.24567,1787.251072
북가좌1동,11410710,dong,323.4106676,29.37350734,311.3094223,31.8612817,311.3094223,30.83063232,,,,0.55,17787.58672,1615.542903,17122.01822,1752.370494,17122.01822,1695.684778
북가좌2동,11410720,dong,441.636038,32.22987337,433.2066865,34.02730862,425.372348,37.48582195,,,,0.84,37097.42719,2707.309363,36389.36166,2858.293924,35731.27723,3148.809044
마포구,11440,gu,152.305441,89.00070315,150.9590164,91.27620148,126.9454718,58.08825761,,,,23.85,363248.4769,212266.677,360037.2541,217693.7405,302764.9501,138540.4944
아현동,11440555,dong,313.3998358,253.249028,314.2612661,262.2538463,300.9378105,249.6425064,,,,0.76,23818.38752,19246.92613,23883.85622,19931.29232,22871.2736,18972.83049
공덕동,11440565,dong,412.4509515,121.6213032,428.5863361,124.3142742,363.1359199,50.62785497,,,,1.01,41657.5461,12283.75162,43287.21995,12555.74169,36676.72791,5113.413352
도화동,11440585,dong,264.6853098,169.1920011,258.3391622,182.0927464,212.4222365,152.1801565,,,,0.62,16410.48921,10489.90407,16017.02806,11289.75028,13170.17866,9435.169702
용강동,11440590,dong,218.6100871,189.1830736,219.6206453,207.0875275,191.9181712,144.5098134,,,,0.84,18363.24732,15891.37818,18448.1342,17395.35231,16121.12638,12138.82433
대흥동,11440600,dong,140.3376487,95.69327571,137.8203289,70.23907513,102.1329309,65.89523501,,,,0.88,12349.71308,8421.008263,12128.18895,6181.038611,8987.697917,5798.780681
염리동,11440610,dong,223.4348191,143.1584004,235.4617259,153.4749755,270.6508904,84.15195751,,,,0.43,9607.69722,6155.811216,10124.85421,6599.423946,11637.98829,3618.534173
신수동,11440630,dong,232.5349934,47.0626065,231.4959631,48.6594321,171.2868883,60.71218422,,,,0.78,18137.72949,3670.883307,18056.68512,3795.435704,13360.37729,4735.550369
서강동,11440655,dong,134.8199192,52.27981018,131.9689664,53.93008342,103.20555,33.23290645,,,,1.45,19548.88829,7580.572476,19135.50013,7819.862096,14964.80475,4818.771435
서교동,11440660,dong,152.7406753,294.8567599,139.2832666,308.4603786,114.9819522,164.0536712,,,,1.65,25202.21143,48651.36539,22981.73898,50895.96247,18972.02211,27068.85575
합정동,11440680,dong,110.3244913,60.41991029,101.7839242,64.88822791,104.3946266,32.00899688,,,,1.72,18975.81251,10392.22457,17506.83496,11160.7752,17955.87578,5505.547464
망원1동,11440690,dong,192.4395286,27.22403056,193.4291662,26.99911292,148.481626,28.35761544,,,,1.13,21745.66674,3076.315453,21857.49579,3050.899761,16778.42374,3204.410545
망원2동,11440700,dong,165.8119503,21.76819231,160.7688066,21.80126211,119.6134472,43.00726791,,,,0.67,11109.40067,1458.468885,10771.51004,1460.684561,8014.10096,2881.48695
연남동,11440710,dong,263.7718518,70.83267748,255.0132237,80.35495821,196.289895,50.13613277,,,,0.64,16881.39851,4533.291358,16320.84631,5142.717325,12562.55328,3208.712497
성산1동,11440720,dong,234.9321495,111.699399,231.57848,104.0455538,181.1682689,68.42888176,,,,0.8,18794.57196,8935.951922,18526.2784,8323.644305,14493.46151,5474.31054
성산2동,11440730,dong,201.5999614,47.68140204,207.2003789,49.8462271,172.7038163,13.84784846,,,,2.07,41731.19201,9870.050223,42890.47844,10318.16901,35749.68997,2866.504631
상암동,11440740,dong,43.34482586,46.24564126,43.07671624,45.68980422,36.46944871,20.03629027,,,,8.4,36409.65373,38846.33866,36184.44164,38379.43555,30634.33692,16830.48383
양천구,11470,gu,263.7807797,38.90644101,257.3572694,40.04230564,256.36073,78.11279505,,,,17.41,459242.3374,67736.1138,448059.006,69713.65412,446324.031,135994.3762
목1동,11470510,dong,202.4750555,88.76368053,186.3668449,92.07689715,202.875694,110.8242342,,,,1.41,28548.98282,12515.67896,26277.72514,12982.8425,28605.47285,15626.21702
목2동,11470520,dong,307.8707783,23.92559961,305.1297112,25.01223691,304.9534998,54.1360744,,,,1.03,31710.69016,2464.33676,31428.36025,2576.260401,31410.21047,5576.015663
목3동,11470530,dong,410.5246176,44.57167298,430.0341041,49.43028548,429.3962939,46.97284054,,,,0.53,21757.80473,2362.298668,22791.80752,2619.80513,22758.00358,2489.560549
목4동,11470540,dong,484.459588,35.47399554,467.0425653,38.91588979,462.562914,49.79504298,,,,0.57,27614.19652,2022.017746,26621.42622,2218.205718,26366.0861,2838.31745
목5동,11470550,dong,213.4902481,30.51876549,210.8334805,29.24877222,208.5124583,151.5865914,,,,1.81,38641.7349,5523.896553,38160.85998,5294.027771,37740.75496,27437.17304
신월1동,11470560,dong,361.4230684,41.73277285,349.9353717,43.02693617,343.5604191,35.90104923,,,,0.65,23492.49944,2712.630235,22745.79916,2796.750851,22331.42724,2333.5682
신월2동,11470570,dong,382.4119446,35.68257309,366.9385339,37.91890025,361.660144,49.26497188,,,,0.61,23327.12862,2176.636959,22383.25057,2313.052915,22061.26879,3005.163285
신월3동,11470580,dong,186.2202587,27.81824697,170.9003757,28.4297549,177.0261833,18.01266358,,,,0.87,16201.16251,2420.187486,14868.33269,2473.388677,15401.27794,1567.101731
신월4동,11470590,dong,420.4166525,41.66099561,409.2304944,43.31977951,403.2120862,38.55609242,,,,0.52,21861.66593,2166.371772,21279.98571,2252.628534,20967.02848,2004.916806
신월5동,11470600,dong,301.5879992,50.8824659,317.1985792,51.76139697,289.6842154,41.84476167,,,,0.69,20809.57194,3510.890147,21886.70196,3571.536391,19988.21086,2887.288555
신월6동,11470610,dong,161.2486185,27.82436783,154.9561011,30.08967409,150.7687168,25.51329781,,,,0.41,6611.193359,1140.799081,6353.200146,1233.676638,6181.517389,1046.04521
신월7동,11470611,dong,186.4875915,25.62762028,181.1027997,25.47804273,175.5613076,31.04802579,,,,1.19,22192.02339,3049.686813,21551.23316,3031.887085,20891.7956,3694.715069
신정1동,11470620,dong,327.807605,37.1118614,296.1061604,37.77605579,295.4004539,159.5311895,,,,0.7,22946.53235,2597.830298,20727.43123,2644.323905,20678.03177,11167.18326
신정2동,11470630,dong,357.5468194,31.02526223,351.7652971,31.84879302,344.9921765,235.0424118,,,,0.52,18592.43461,1613.313636,18291.79545,1656.137237,17939.59318,12222.20542
신정3동,11470640,dong,179.2070076,22.317412,170.4890327,23.03793696,168.7311027,26.64056178,,,,2.72,48744.30606,6070.336063,46373.01691,6266.318853,45894.85994,7246.232805
신정4동,11470650,dong,355.9292096,76.19384066,355.2768651,77.22755584,348.783528,72.52063918,,,,1.01,35948.85017,7695.577907,35882.96337,7799.983139,35227.13633,7324.584557
신정6동,11470670,dong,250.4123156,58.1560342,257.2602503,60.47980785,259.7793855,186.6730553,,,,0.96,24039.5823,5582.979283,24696.98403,5806.061553,24938.821,17920.61331
신정7동,11470680,dong,262.7627365,16.86023746,262.9288042,17.80420099,267.8758723,50.28353867,,,,1.21,31794.29112,2040.088733,31814.3853,2154.308319,32412.98055,6084.30818
강서구,11500,gu,139.3499533,42.19813006,138.1151015,46.9232048,137.4951185,34.80436212,,,,41.44,577466.2065,174869.051,572348.9807,194449.7607,569779.7712,144229.2766
염창동,11500510,dong,209.7934243,61.95841927,206.4020806,64.0575793,214.2164719,100.4072677,,,,1.74,36504.05582,10780.76495,35913.96202,11146.0188,37273.66611,17470.86458
등촌1동,11500520,dong,346.9790618,464.373593,346.501723,451.1928849,359.8056154,132.5615844,,,,0.59,20471.76464,27398.04199,20443.60166,26620.38021,21228.53131,7821.133479
등촌2동,11500530,dong,232.1512862,25.37280752,242.2850051,26.89121491,239.3362139,54.92673684,,,,0.92,21357.91833,2334.298292,22290.22047,2473.991772,22018.93168,5053.25979
등촌3동,11500535,dong,333.192613,186.4083258,314.5336742,184.7120586,308.8063902,146.2696893,,,,0.76,25322.63859,14167.03276,23904.55924,14038.11646,23469.28565,11116.49639
화곡1동,11500540,dong,453.573802,39.67264211,446.4762491,41.71486251,447.3467037,42.10824103,,,,1.12,50800.26582,4443.335917,50005.3399,4672.064601,50102.83082,4716.122995
화곡2동,11500550,dong,446.5630694,33.61392445,431.2361724,37.23186153,421.9830242,33.59199756,,,,0.47,20988.46426,1579.854449,20268.1001,1749.897492,19833.20214,1578.823885
화곡3동,11500560,dong,439.2780394,48.44878548,435.9226992,39.56586164,435.6899588,103.4336961,,,,0.51,22403.18001,2470.88806,22232.05766,2017.858944,22220.1879,5275.118504
화곡4동,11500570,dong,270.7215335,22.54352869,262.2501347,22.63726478,253.7318679,31.75309915,,,,0.82,22199.16575,1848.569353,21504.51105,1856.255712,20806.01317,2603.75413
화곡본동,11500590,dong,361.9780547,23.65324463,357.3804677,23.46457475,351.4125416,29.62117075,,,,1.11,40179.56407,2625.510153,39669.23191,2604.567797,39006.79212,3287.949953
화곡6동,11500591,dong,242.0686162,95.64827416,236.6270259,97.36870593,238.3957844,103.9411419,,,,1.12,27111.68502,10712.60671,26502.2269,10905.29506,26700.32785,11641.40789
화곡8동,11500593,dong,468.3819692,29.35431094,465.1556396,32.13988519,459.0379543,35.91275158,,,,0.53,24824.24437,1555.77848,24653.2489,1703.413915,24329.01158,1903.375834
가양1동,11500603,dong,61.71087485,25.0011805,65.69833635,53.92889354,66.97276696,9.064874272,,,,4.7,29004.11118,11750.55483,30878.21809,25346.57996,31477.20047,4260.490908
가양2동,11500604,dong,160.2598505,22.69077252,158.9658144,22.93152342,151.2617855,28.57913833,,,,1,16025.98505,2269.077252,15896.58144,2293.152342,15126.17855,2857.913833
가양3동,11500605,dong,242.3911959,81.87699504,237.3434885,83.56920638,232.7586082,46.51411695,,,,0.99,23996.72839,8105.822509,23497.00536,8273.351432,23043.10221,4604.897578
발산1동,11500611,dong,132.1196995,23.9090388,126.5563135,26.29994268,126.4738686,10.65188901,,,,2.96,39107.43106,7077.075486,37460.66881,7784.783035,37436.2651,3152.959148
우장산동,11500615,dong,371.3482265,34.15167538,361.7223734,37.62045127,351.6944576,49.48524154,,,,1.36,50503.3588,4644.627852,49194.24278,5116.381373,47830.44623,6729.99285
공항동,11500620,dong,25.13539531,37.24475146,27.52246247,39.32508576,27.37568772,29.80933609,,,,10.87,27322.1747,40485.04484,29916.9167,42746.36823,29757.37255,32402.74833
방화1동,11500630,dong,326.5887302,71.1856307,321.3746093,76.39086898,320.6639965,66.69988781,,,,1.04,33965.22794,7403.305593,33422.95936,7944.650374,33349.05564,6936.788332
방화2동,11500640,dong,43.45538127,8.606965585,42.97551912,6.858254474,42.74727009,6.047700813,,,,6.41,27854.89939,5517.06494,27547.30776,4396.141118,27401.00013,3876.576221
방화3동,11500641,dong,129.7642686,16.66921236,125.8948119,17.46856066,124.0262716,25.51295759,,,,2.38,30883.89593,3967.272542,29962.96523,4157.517438,29518.25263,6072.083906
구로구,11530,gu,205.197796,86.15381978,200.2120679,86.99158556,197.6653795,69.68257697,,,,20.12,412857.9655,173341.4854,402826.6806,175027.0702,397702.7436,140201.3449
신도림동,11530510,dong,284.0625479,68.44935761,267.4646074,72.35116913,281.3724317,98.93988086,,,,1.47,41757.19454,10062.05557,39317.29729,10635.62186,41361.74746,14544.16249
구로1동,11530520,dong,218.1453167,23.58112435,214.6499727,24.63669832,210.6467581,47.49087078,,,,1.02,22250.8223,2405.274683,21894.29721,2512.943229,21485.96933,4844.068819
구로2동,11530530,dong,151.4341736,150.0067498,144.0480854,149.9237601,140.5016565,77.40731151,,,,1.76,26652.41456,26401.18797,25352.46303,26386.58177,24728.29154,13623.68683
구로3동,11530540,dong,247.0094148,771.1978505,241.0180814,786.103591,234.8622042,507.1242664,,,,1.02,25194.96031,78662.18075,24583.84431,80182.56628,23955.94483,51726.67518
구로4동,11530550,dong,420.1480821,50.50026476,401.2151278,48.49363173,389.8627872,40.1140808,,,,0.46,19326.81178,2323.012179,18455.89588,2230.707059,17933.68821,1845.247717
구로5동,11530560,dong,284.8769748,204.6948916,284.1703609,186.406608,278.2478207,133.8103597,,,,1.03,29342.3284,21083.57383,29269.54717,19199.88062,28659.52553,13782.46705
가리봉동,11530595,dong,251.2802134,35.55012495,234.9723753,39.59100519,225.1828619,23.37937852,,,,0.4,10051.20854,1422.004998,9398.895012,1583.640208,9007.314474,935.1751409
고척1동,11530720,dong,228.3635055,55.62968807,216.0468017,58.46571139,218.3283461,70.60061883,,,,1.16,26490.16663,6453.043817,25061.42899,6782.022521,25326.08814,8189.671785
고척2동,11530730,dong,288.1300935,19.00550045,285.9405652,20.51449971,280.1314112,31.01831807,,,,1.02,29389.26954,1938.561046,29165.93765,2092.47897,28573.40394,3163.868443
개봉1동,11530740,dong,290.2525778,25.77568901,283.7979549,27.41074601,277.9254465,41.44997881,,,,1.31,38023.08769,3376.615261,37177.53209,3590.807727,36408.2335,5429.947224
개봉2동,11530750,dong,402.0146165,18.17371161,391.4375164,18.21005903,384.1559159,94.53964777,,,,0.8,32161.16932,1453.896928,31315.00131,1456.804722,30732.47327,7563.171822
개봉3동,11530760,dong,276.9701386,56.89948319,270.8857898,59.65307187,269.3827392,24.73420053,,,,0.81,22434.58123,4608.858138,21941.74897,4831.898822,21820.00188,2003.470243
오류1동,11530770,dong,296.395288,39.18657107,312.6723516,42.02904699,318.8664036,60.75261974,,,,0.59,17487.32199,2312.007693,18447.66875,2479.713773,18813.11781,3584.404565
오류2동,11530780,dong,104.4640035,9.896419026,102.7048976,10.7516365,98.98504922,10.5662235,,,,4.6,48053.44159,4552.352752,47244.25289,4945.752791,45533.12264,4860.462809
수궁동,11530790,dong,94.90169313,15.59900244,93.29969383,15.5505699,90.75139728,13.75111488,,,,2.67,25338.75206,4164.933651,24911.01825,4152.002164,24230.62307,3671.547673
금천구,11545,gu,186.1489039,144.716557,182.5360134,147.975832,184.0991997,100.0043668,,,,13.02,242365.8729,188420.9572,237661.8895,192664.5333,239697.158,130205.6856
가산동,11545510,dong,86.17380128,603.2344236,90.10192638,615.4418963,93.45998345,376.1157523,,,,2.52,21715.79792,152015.0747,22705.68545,155091.3579,23551.91583,94781.16958
독산1동,11545610,dong,187.011205,86.4737031,189.7104729,87.75687777,210.5224412,65.69240821,,,,2.09,39085.34185,18073.00395,39649.48883,18341.18745,43999.19022,13729.71332
독산2동,11545620,dong,352.8660627,26.87928787,338.3204132,29.10805675,325.5678333,29.97945511,,,,0.6,21171.96376,1612.757272,20299.22479,1746.483405,19534.07,1798.767306
독산3동,11545630,dong,265.2066245,49.06938083,262.7953777,49.45599424,257.3217458,42.60886728,,,,0.92,24399.00946,4514.383036,24177.17475,4549.95147,23673.60061,3920.01579
독산4동,11545640,dong,279.2923976,30.14731525,273.3422695,29.60188685,264.9294497,29.17215538,,,,0.59,16478.25146,1778.6916,16127.1939,1746.511324,15630.83753,1721.157168
시흥1동,11545670,dong,251.4477304,65.56088467,236.5756698,69.4214991,239.1146324,45.93087761,,,,1.71,42997.5619,11210.91128,40454.43953,11871.07635,40888.60214,7854.180072
