NM,CD,GUBUN,TOT_REPOP_CO_1,TOT_WRC_POPLTN_CO_1,TOT_REPOP_CO_2,TOT_WRC_POPLTN_CO_2,TOT_REPOP_CO_3,TOT_WRC_POPLTN_CO_3,,,,면적(km),,,,,,
시흥2동,11545680,dong,203.6555801,11.14328954,196.6824786,12.29692765,193.0421095,29.35368066,,,,1.26,25660.60309,1404.054482,24781.99231,1549.412884,24323.3058,3698.563763
시흥3동,11545690,dong,89.81089353,66.26479723,85.42234681,67.36381579,85.35459909,60.62668146,,,,1.07,9609.765608,7090.333304,9140.191109,7207.92829,9132.942103,6487.054916
시흥4동,11545700,dong,277.8286363,10.59637206,269.2920342,11.14564404,263.3415877,18.43494102,,,,0.87,24171.09136,921.8843691,23428.40697,969.6710319,22910.71813,1603.839869
시흥5동,11545710,dong,140.0411224,13.61247057,138.3678772,14.38698581,135.0725341,12.18765481,,,,1.39,19465.71601,1892.13341,19233.13493,1999.791027,18775.08224,1694.084019
영등포구,11560,gu,170.9067563,215.9980554,168.841467,228.4074395,169.1832823,184.7117317,,,,24.55,419576.0867,530275.2259,414505.8014,560740.2639,415344.9581,453467.3013
영등포본동,11560515,dong,292.2286524,30.90378456,262.7355124,38.2652154,260.0801815,67.66352215,,,,1.02,29807.32255,3152.186025,26799.02227,3903.051971,26528.17851,6901.67926
영등포동,11560535,dong,146.4312375,166.4890304,179.8656869,176.5287145,188.3591445,103.7266214,,,,1.26,18450.33593,20977.61783,22663.07654,22242.61803,23733.25221,13069.5543
여의동,11560540,dong,50.3915038,403.1171128,49.30998099,431.7394273,51.09262892,324.9297271,,,,8.4,42328.86319,338618.3748,41420.38403,362661.1189,42917.80829,272940.9708
당산1동,11560550,dong,277.0457916,220.7122542,279.3098505,252.0607625,278.9347402,121.6161362,,,,0.75,20778.43437,16553.41906,20948.23879,18904.55719,20920.10551,9121.210213
당산2동,11560560,dong,227.1923366,198.0367291,229.2818982,207.5019848,232.347462,91.06296458,,,,1.55,35214.81218,30695.69301,35538.69423,32162.80764,36013.85661,14114.75951
도림동,11560585,dong,362.8294468,39.96833677,344.6249446,38.70773988,345.7186978,30.01332896,,,,0.89,32291.82077,3557.181973,30671.62007,3444.988849,30768.9641,2671.186277
문래동,11560605,dong,182.0791211,257.0873898,183.3215893,240.6822071,182.4702685,469.6472483,,,,1.49,27129.78904,38306.02108,27314.91681,35861.64886,27188.07,69977.44
양평1동,11560610,dong,193.7157662,218.9350405,200.8112027,222.3045104,202.8696843,147.4401804,,,,0.88,17046.98743,19266.28357,17671.38584,19562.79691,17852.53222,12974.73588
양평2동,11560620,dong,87.98476723,115.8661693,87.91482086,134.980959,86.22445014,57.41042978,,,,3,26395.43017,34759.85078,26374.44626,40494.28771,25867.33504,17223.12893
신길1동,11560630,dong,246.6685717,54.16274515,229.313423,49.74530926,226.7180155,46.33719848,,,,0.66,16280.12573,3574.74118,15134.68592,3283.190411,14963.38903,3058.2551
신길3동,11560650,dong,318.4378888,31.66547464,306.0538666,28.62825399,300.4888945,26.10050261,,,,0.52,16558.77022,1646.604681,15914.80106,1488.669207,15625.42252,1357.226136
신길4동,11560660,dong,333.8376772,37.7253647,313.5523435,38.16052862,298.9241409,41.7757366,,,,0.35,11684.3187,1320.387765,10974.33202,1335.618502,10462.34493,1462.150781
신길5동,11560670,dong,236.4226996,23.57605636,205.3023052,26.58576568,190.2136292,28.17087926,,,,0.47,11111.86688,1108.074649,9649.208346,1249.530987,8940.040571,1324.031325
신길6동,11560680,dong,270.3382371,39.83698345,274.2879121,43.89020791,287.5866303,38.96420884,,,,0.68,18383.00013,2708.914875,18651.57802,2984.534138,19555.89086,2649.566201
신길7동,11560690,dong,257.5944838,49.97106148,263.3321491,39.07950503,260.496675,44.91724585,,,,0.64,16486.04697,3198.147935,16853.25754,2501.088322,16671.7872,2874.703735
대림1동,11560700,dong,277.0601192,52.34010735,271.1229719,58.05435833,260.9710579,49.13850574,,,,0.49,13575.94584,2564.66526,13285.02562,2844.663558,12787.58184,2407.786781
대림2동,11560710,dong,229.331848,41.09696342,220.0541345,39.70443607,220.1411675,80.17476218,,,,0.55,12613.25164,2260.332988,12102.9774,2183.743984,12107.76421,4409.61192
대림3동,11560720,dong,275.5779041,85.72725754,255.4899282,85.13832435,254.7082532,64.85760666,,,,0.95,26179.90089,8144.089466,24271.54318,8088.140813,24197.28405,6161.472633
동작구,11590,gu,227.597947,47.72041725,224.3798577,40.60358804,226.7252739,44.41088879,,,,16.35,372122.6433,78022.88221,366861.0674,66386.86645,370695.8228,72611.80317
노량진1동,11590510,dong,173.657289,22.08546462,172.1600597,23.21504689,170.8226769,31.29795396,,,,1.58,27437.85166,3489.50341,27201.28943,3667.977408,26989.98295,4945.076726
노량진2동,11590520,dong,239.0949815,106.3845232,234.8525054,89.7533718,226.4320776,75.68706335,,,,0.64,15302.07881,6808.609484,15030.56035,5744.215795,14491.65297,4843.972055
상도1동,11590530,dong,312.0500181,32.24291269,312.3046379,33.24129049,306.6627982,41.46953172,,,,1.51,47119.55273,4868.679816,47158.00032,5019.434865,46306.08253,6261.89929
상도2동,11590540,dong,334.5591998,36.07648474,331.9943366,36.93143913,360.6741704,22.38426055,,,,0.98,32786.80158,3535.495504,32535.44498,3619.281035,35346.0687,2193.657534
상도3동,11590550,dong,391.0308377,20.39543903,389.1588655,22.04096298,386.7585141,20.69737003,,,,0.6,23461.85026,1223.726342,23349.53193,1322.457779,23205.51084,1241.842202
상도4동,11590560,dong,317.2496653,18.2332248,312.5197958,20.0597146,311.105058,26.71109366,,,,0.75,23793.7249,1367.49186,23438.98468,1504.478595,23332.87935,2003.332024
흑석동,11590605,dong,157.8469352,28.09551311,142.0923059,29.83148026,158.8312965,7.011755601,,,,1.68,26518.28512,4720.046202,23871.5074,5011.688684,26683.65781,1177.974941
사당1동,11590620,dong,365.3930053,82.86070106,363.8382765,83.41596135,370.199973,62.12569507,,,,0.79,28866.04742,6545.995383,28743.22384,6589.860947,29245.79787,4907.92991
사당2동,11590630,dong,93.4917352,12.13597777,92.22233607,12.91915461,90.80609129,8.725895285,,,,2.75,25710.22718,3337.393888,25361.14242,3552.767519,24971.6751,2399.621203
사당3동,11590640,dong,276.3719212,30.75624507,271.3609471,29.0413784,287.5408255,40.04325027,,,,0.92,25426.21675,2829.574546,24965.20714,2671.806812,26453.75595,3683.979025
사당4동,11590650,dong,330.0643061,24.14086578,340.3143182,24.07129556,339.920087,32.44291184,,,,0.38,12542.44363,917.3528996,12931.94409,914.7092313,12916.96331,1232.83065
사당5동,11590651,dong,200.1275084,14.80008501,193.7520872,15.36172926,192.4162846,23.64977686,,,,0.57,11407.26798,843.6048453,11043.86897,875.6185677,10967.72822,1348.037281
대방동,11590660,dong,251.9794255,62.36666675,251.3952092,64.72865977,249.8498627,70.80325352,,,,1.55,39056.81096,9666.833346,38966.25742,10032.94226,38726.72872,10974.5043
신대방1동,11590670,dong,358.3270002,44.11076119,354.5052345,45.43816835,349.0789107,108.2784988,,,,0.62,22216.27401,2734.867194,21979.32454,2817.166438,21642.89246,6713.266924
신대방2동,11590680,dong,208.3432998,289.1812811,209.9444385,161.1780476,206.5176111,215.2067178,,,,1.03,21459.35988,29785.67196,21624.27717,16601.3389,21271.31394,22166.29193
관악구,11620,gu,169.1365437,22.55734785,169.2445315,23.4596014,168.2174696,24.63703891,,,,29.57,500136.7597,66702.0776,500456.0797,69370.04133,497419.0576,72851.72405
보라매동,11620525,dong,325.2229872,72.1237251,323.4419917,72.80973822,314.2599699,24.08961442,,,,0.76,24716.94703,5481.403108,24581.59137,5533.540105,23883.75772,1830.810696
청림동,11620545,dong,544.9090237,22.51095282,572.7859594,23.52525448,531.5922246,100.7103384,,,,0.3,16347.27071,675.3285847,17183.57878,705.7576343,15947.76674,3021.310151
성현동,11620565,dong,488.3378257,25.01347709,474.1778976,25.35849057,542.5049416,105.4447439,,,,0.68,33206.97215,1700.916442,32244.09704,1724.377358,36890.33603,7170.242588
행운동,11620575,dong,403.2715167,51.28316124,404.9895229,49.33518571,395.5607802,57.58702648,,,,0.72,29035.5492,3692.387609,29159.24565,3552.133371,28480.37618,4146.265907
낙성대동,11620585,dong,70.15869952,49.29089615,69.45826567,53.98465708,67.67301357,44.1785833,,,,2.27,15926.02479,11189.03343,15767.02631,12254.51716,15361.77408,10028.53841
청룡동,11620595,dong,231.1406807,65.41876439,240.0598885,68.22603869,243.2212334,56.1876372,,,,1.18,27274.60032,7719.414199,28327.06685,8050.672566,28700.10555,6630.14119
은천동,11620605,dong,477.0103809,48.53823114,476.9832873,47.63059466,465.4955898,62.91139978,,,,0.78,37206.80971,3785.982029,37204.69641,3715.186384,36308.65601,4907.089183
중앙동,11620615,dong,390.9528063,52.13742678,396.9506875,54.2146151,393.6012214,36.87009264,,,,0.39,15247.15944,2033.359644,15481.07681,2114.369989,15350.44763,1437.933613
인헌동,11620625,dong,387.0996832,34.88857075,380.5615989,34.28267069,369.415856,48.4015511,,,,1.08,41806.76579,3767.965641,41100.65268,3702.528435,39896.91245,5227.367519
남현동,11620630,dong,44.52354263,9.372628842,44.61598889,11.624525,44.54487638,8.803728761,,,,3.27,14559.19844,3064.849631,14589.42837,3801.219674,14566.17458,2878.819305
서원동,11620645,dong,359.5668207,61.10255333,356.3771025,57.36824908,356.0036721,45.30955826,,,,0.65,23371.84335,3971.665966,23164.51166,3728.93619,23140.23868,2945.121287
신원동,11620655,dong,339.6192054,18.86672191,341.7681178,18.1018548,332.953935,18.41144387,,,,0.55,18679.0563,1037.669705,18797.24648,995.6020142,18312.46642,1012.629413
서림동,11620665,dong,254.4273144,16.23917431,247.4691237,17.35981996,259.0729,18.41933949,,,,0.99,25188.30413,1607.678257,24499.44324,1718.622176,25648.2171,1823.51461
신사동,11620685,dong,380.2077263,33.65251237,379.2720223,35.21201904,374.0681948,69.42267063,,,,0.64,24333.29448,2153.760791,24273.40943,2253.569218,23940.36446,4443.05092
신림동,11620695,dong,396.2053791,50.72232531,419.8429676,53.0072922,425.8902507,38.33228934,,,,0.54,21395.09047,2739.005567,22671.52025,2862.393779,22998.07354,2069.943624
난향동,11620715,dong,213.7524858,17.54798376,210.7918194,14.47295692,206.6621346,16.70934008,,,,0.8,17100.19886,1403.838701,16863.34555,1157.836553,16532.97077,1336.747206
조원동,11620725,dong,266.6384704,60.19286849,270.484807,61.1429596,266.3473135,49.86445878,,,,0.67,17864.77752,4032.922189,18122.48207,4096.578293,17845.27,3340.918738
대학동,11620735,dong,29.14061339,2.762844916,29.42923201,3.081065447,29.72155087,3.795211521,,,,8.3,24186.70911,2293.16128,24426.26257,2557.284321,24668.88722,3150.025562
삼성동,11620745,dong,104.1693193,4.174798263,107.0399754,4.579931181,96.9232277,6.925843699,,,,2.66,27709.03894,1110.496338,28472.63346,1218.261694,25781.57857,1842.274424
미성동,11620765,dong,240.345311,22.91005681,235.8149487,23.45606139,234.8114809,27.21906589,,,,1.38,33167.65292,3161.58784,32542.46292,3236.936472,32403.98436,3756.231093
난곡동,11620775,dong,304.2368171,11.47314348,294.1481878,12.19594134,285.8207421,15.07695252,,,,0.96,29206.73444,1101.421774,28238.22603,1170.810368,27438.79124,1447.387442
서초구,11650,gu,92.58207303,102.5690868,90.81667381,105.6184318,88.77259356,120.979439,,,,46.98,434950.5791,481869.5697,426656.7335,496195.3925,417053.6445,568361.4046
서초1동,11650510,dong,153.8161234,283.593959,154.314963,287.1436731,154.4523247,342.5799409,,,,1.42,21841.88952,40270.34218,21912.72475,40774.40157,21932.2301,48646.3516
서초2동,11650520,dong,133.8392319,482.7531248,145.4268682,484.346933,149.5414955,551.7991737,,,,1.24,16596.06476,59861.38748,18032.93166,60059.01969,18543.14545,68423.09753
서초3동,11650530,dong,99.13479597,249.2061091,104.0431459,261.9493218,100.1323207,225.3877299,,,,2.93,29046.49522,73017.38996,30484.64175,76751.15128,29338.76995,66038.60487
서초4동,11650531,dong,329.8027799,286.4619323,355.2680766,302.5363345,352.345458,424.6632758,,,,0.88,29022.64463,25208.65004,31263.59074,26623.19744,31006.40031,37370.36827
잠원동,11650540,dong,189.6207802,110.1404148,185.4161596,109.7058287,182.5424591,88.55778257,,,,1.76,33373.25731,19384.713,32633.2441,19308.22585,32127.47279,15586.16973
반포본동,11650550,dong,85.49794,10.05187546,84.10315008,11.32596241,81.03192996,163.814053,,,,1.01,8635.29194,1015.239421,8494.418158,1143.922203,8184.224926,16545.21936
반포1동,11650560,dong,285.1534508,77.83726734,295.5377498,85.57302041,304.7426963,73.27976941,,,,1,28515.34508,7783.726734,29553.77498,8557.302041,30474.26963,7327.976941
반포2동,11650570,dong,194.7696832,16.97070864,144.04038,16.16787886,128.587894,78.38321211,,,,1.35,26293.90724,2291.045666,19445.45129,2182.663646,17359.36568,10581.73364
반포3동,11650580,dong,141.6378647,63.33670405,147.1693557,61.4048327,138.8985315,65.16292618,,,,1.28,18129.64668,8107.098118,18837.67753,7859.818585,17779.01203,8340.854551
반포4동,11650581,dong,140.2890527,223.0994947,138.3187206,236.3056628,138.3893418,667.7448173,,,,1.43,20061.33453,31903.22774,19779.57705,33791.70978,19789.67588,95487.50887
방배본동,11650590,dong,327.9941981,113.1014476,325.0568914,121.5651302,322.7554965,429.9520492,,,,0.67,21975.61127,7577.79699,21778.81172,8144.863726,21624.61826,28806.7873
방배1동,11650600,dong,244.6850835,158.3009628,252.1212647,161.9033152,250.8481442,274.9216959,,,,0.7,17127.95585,11081.0674,17648.48853,11333.23206,17559.37009,19244.51871
방배2동,11650610,dong,142.5758193,71.38781895,125.4440048,83.73976258,109.2744745,88.36714036,,,,1.93,27517.13313,13777.84906,24210.69292,16161.77418,21089.97358,17054.85809
방배3동,11650620,dong,96.61853776,39.77020187,90.61486258,40.2967673,91.80067135,73.83940003,,,,2.4,23188.44906,9544.848449,21747.56702,9671.224153,22032.16112,17721.45601
방배4동,11650621,dong,273.2447102,127.1412393,253.9158056,130.0222413,248.9604821,228.772515,,,,0.98,26777.9816,12459.84145,24883.74895,12742.17965,24398.12724,22419.70647
양재1동,11650651,dong,83.72772207,60.64569447,81.0961293,66.89813477,79.56759937,58.47108487,,,,5.76,48227.16791,34931.92001,46711.37048,38533.32563,45830.93724,33679.34489
양재2동,11650652,dong,31.05247152,164.3484848,31.56730772,162.5445626,30.35272,57.7374825,,,,7.58,23537.77341,124576.1515,23928.01925,123208.7784,23007.36176,43765.01173
내곡동,11650660,dong,14.47306476,4.729085849,14.14783586,5.037636336,13.808961,10.77349134,,,,12.68,18351.84611,5996.480857,17939.45587,6387.722875,17509.76255,13660.78702
강남구,11680,gu,146.0715775,206.7888172,141.5331784,214.2310069,142.0864184,293.2828555,,,,39.5,576982.7311,816815.8278,559056.0549,846212.4771,561241.3528,1158467.279
신사동,11680510,dong,102.8673674,136.1547593,101.3475003,179.9315369,99.71249181,160.8641135,,,,1.89,19441.93244,25733.24951,19154.67756,34007.06047,18845.66095,30403.31746
논현1동,11680521,dong,188.3293671,346.1567591,188.1938382,348.9709769,184.3352507,331.4558594,,,,1.25,23541.17089,43269.59489,23524.22978,43621.37211,23041.90633,41431.98243
논현2동,11680531,dong,152.4940075,448.0047594,149.7269234,464.2267902,149.1043294,383.047459,,,,1.47,22416.61911,65856.69963,22009.85774,68241.33816,21918.33643,56307.97647
압구정동,11680545,dong,111.9778496,134.2948775,110.8988891,140.7289727,109.1971463,176.4814385,,,,2.53,28330.39594,33976.60401,28057.41894,35604.43008,27626.87802,44649.80394
청담동,11680565,dong,124.7029509,186.6896017,125.8603258,189.8681893,124.5687625,239.5346682,,,,2.33,29055.78757,43498.6772,29325.45592,44239.2881,29024.52167,55811.57769
삼성1동,11680580,dong,77.25319215,492.2191291,78.46806089,494.0985414,76.16811707,675.7421862,,,,1.94,14987.11928,95490.51104,15222.80381,95855.11704,14776.61471,131093.9841
삼성2동,11680590,dong,238.976584,460.7632024,241.7013338,457.1969858,242.2382698,498.1884421,,,,1.24,29633.09641,57134.6371,29970.96539,56692.42624,30037.54545,61775.36682
대치1동,11680600,dong,309.8920404,45.25228052,321.4910004,47.70276503,317.7084577,251.9977732,,,,0.79,24481.4712,3574.930161,25397.78903,3768.518437,25098.96816,19907.82408
대치2동,11680610,dong,204.6798361,317.1916091,198.4906122,314.5789248,188.4655373,451.9699101,,,,2,40935.96722,63438.32182,39698.12244,62915.78497,37693.10746,90393.98202
대치4동,11680630,dong,289.6648765,388.9689953,293.5099854,389.3172842,287.0178811,463.9904151,,,,0.73,21145.53598,28394.73666,21426.22894,28420.16175,20952.30532,33871.3003
역삼1동,11680640,dong,146.8105805,793.0966105,151.9713438,817.048823,152.674699,723.7991692,,,,2.35,34500.48642,186377.7035,35713.26579,192006.4734,35878.55427,170092.8048
역삼2동,11680650,dong,323.4234802,420.8398705,322.8824751,448.4843432,322.3059942,454.169331,,,,1.15,37193.70022,48396.5851,37131.48463,51575.69947,37065.18934,52229.47307
도곡1동,11680655,dong,224.2795276,223.5266164,213.0640845,140.3543767,212.7218521,399.805612,,,,1.02,22876.51181,22799.71487,21732.53662,14316.14642,21697.62892,40780.17243
도곡2동,11680656,dong,337.6002168,185.5211958,330.3365375,299.7803346,334.6849952,1877.60749,,,,1.02,34435.22212,18923.16197,33694.32682,30577.59413,34137.86951,191515.964
개포1동,11680660,dong,193.6227106,15.7746861,90.78408925,7.152561254,71.12482247,156.9761109,,,,1.27,24590.08425,2003.385135,11529.57933,908.3752793,9032.852454,19935.96608
개포2동,11680670,dong,79.47463262,11.43844447,58.17458785,11.63660403,91.04799425,53.08568166,,,,2,15894.92652,2287.688895,11634.91757,2327.320807,18209.59885,10617.13633
개포4동,11680690,dong,116.4751458,62.14740283,119.517192,64.21599425,116.5455932,56.41554735,,,,1.49,17354.79673,9259.963022,17808.06161,9568.183143,17365.29339,8405.916556
세곡동,11680700,dong,76.53069447,7.42015068,75.82158999,9.089430119,76.10319608,2.602311647,,,,6.36,48673.52168,4719.215832,48222.53123,5780.877556,48401.6327,1655.070207
일원본동,11680720,dong,105.0698744,31.00491359,104.9313097,34.43124207,102.3741601,154.4325185,,,,2.58,27108.0276,7999.267706,27072.2779,8883.260454,26412.53331,39843.58978
일원1동,11680730,dong,177.5737218,38.43281063,180.770302,38.04246915,171.5814527,26.56431984,,,,0.92,16336.7824,3535.818578,16630.86778,3499.907162,15785.49364,2443.917425
일원2동,11680740,dong,157.570904,129.5129566,147.9628053,131.064813,173.0415716,53.64441988,,,,1.24,19538.7921,16059.60661,18347.38785,16252.03681,21457.15487,6651.908065
수서동,11680750,dong,102.8880855,74.53926339,98.57479375,91.08264837,96.54857792,109.4217216,,,,1.43,14712.99623,10659.11467,14096.19551,13024.81872,13806.44664,15647.30619
송파구,11710,gu,196.2302278,87.87085654,197.6902014,94.79991864,201.3589141,119.1491066,,,,33.87,664631.7814,297618.5911,669576.712,321087.3244,682002.642,403558.0242
풍납1동,11710510,dong,139.7180296,13.29567172,146.5928186,13.55099401,139.1128212,16.2460626,,,,0.77,10758.28828,1023.766722,11287.64703,1043.426539,10711.68724,1250.94682
풍납2동,11710520,dong,114.434515,66.88101672,122.8828014,70.30734956,122.1175037,118.0259121,,,,1.59,18195.08789,10634.08166,19538.36542,11178.86858,19416.68309,18766.12002
거여1동,11710531,dong,264.6264837,61.56464776,241.359185,65.00008784,256.447794,74.85745852,,,,0.51,13495.95067,3139.797036,12309.31844,3315.00448,13078.83749,3817.730384
거여2동,11710532,dong,359.4773805,43.58430416,332.4602095,46.36836677,325.4804469,57.81831443,,,,0.53,19052.30116,2309.968121,17620.3911,2457.523439,17250.46368,3064.370665
마천1동,11710540,dong,392.9035633,20.26930637,369.1470644,21.29961324,359.022318,18.70403246,,,,0.58,22788.40667,1175.619769,21410.52974,1235.377568,20823.29445,1084.833883
마천2동,11710550,dong,256.200457,35.17482196,244.674908,35.06800501,240.8294977,27.71899878,,,,0.89,22801.84067,3130.559155,21776.06681,3121.052446,21433.8253,2466.990892
방이1동,11710561,dong,265.1348528,108.304924,283.2629973,111.5525252,281.5275067,156.8642949,,,,0.5,13256.74264,5415.246199,14163.14986,5577.626261,14076.37533,7843.214747
방이2동,11710562,dong,327.9366642,183.0669906,328.2901006,191.5101947,334.4948739,326.0909405,,,,0.8,26234.93314,14645.35925,26263.20805,15320.81557,26759.58991,26087.27524
오륜동,11710566,dong,64.7185399,10.37324971,61.17614495,14.54413408,60.03978529,79.62135734,,,,3.17,20515.77715,3288.320159,19392.83795,4610.490504,19032.61194,25239.97028
오금동,11710570,dong,221.227347,75.94415742,240.7707123,89.84626083,241.2969935,162.3370672,,,,1.65,36502.51225,12530.78597,39727.16752,14824.63304,39814.00393,26785.61608
송파1동,11710580,dong,387.7575192,101.6551125,381.5429877,100.953236,373.5883875,126.6302178,,,,0.76,29469.57146,7725.788551,28997.26707,7672.445937,28392.71745,9623.896555
송파2동,11710590,dong,342.3027094,81.09858871,330.9036251,89.27448366,324.5830294,223.201932,,,,0.53,18142.0436,4298.225202,17537.89213,4731.547634,17202.90056,11829.7024
석촌동,11710600,dong,364.0210676,98.02727006,360.7471348,97.07369739,354.9727225,93.97988385,,,,0.95,34582.00142,9312.590656,34270.9778,9222.001252,33722.40864,8928.088966
삼전동,11710610,dong,339.2255629,79.44081085,332.0714564,80.60965079,325.6025319,78.21151368,,,,0.95,32226.42848,7546.877031,31546.78836,7657.916825,30932.24054,7430.093799
가락본동,11710620,dong,279.1276821,247.1203126,276.063562,242.9437412,268.7057703,272.7945166,,,,1.13,31541.42808,27924.59532,31195.1825,27452.64275,30363.75204,30825.78037
가락1동,11710631,dong,7.139083943,76.84277144,6.446541228,81.21168452,201.839364,43.56388375,,,,1.34,956.6372483,10296.93137,863.8365246,10882.36573,27046.47477,5837.560423
가락2동,11710632,dong,371.3799051,79.82382231,361.583929,77.21156204,360.6310964,108.8905709,,,,0.96,35652.47089,7663.086942,34712.05719,7412.309955,34620.58525,10453.49481
문정1동,11710641,dong,361.0001969,107.0623063,359.6763971,78.22001883,344.7174598,578.7487114,,,,0.56,20216.01103,5995.489152,20141.87824,4380.321055,19304.17775,32409.92784
문정2동,11710642,dong,109.8653028,166.2596418,124.3062742,211.9279576,127.3176021,173.6141505,,,,2.2,24170.36661,36577.1212,27347.38033,46624.15068,28009.87246,38195.1131
장지동,11710646,dong,275.6853544,67.60928624,266.2617313,64.70733514,253.2261052,52.24283774,,,,1.37,37768.89355,9262.472215,36477.85719,8864.904915,34691.97641,7157.26877
위례동,11710647,dong,92.59685763,7.750666097,109.7731864,8.801345784,108.615916,4.838456095,,,,2.55,23612.1987,1976.419855,27992.16254,2244.343175,27697.05859,1233.806304
잠실본동,11710650,dong,260.4912508,124.1989472,254.37416,121.7345077,254.8582463,82.92838779,,,,0.94,24486.17758,11674.70103,23911.17104,11443.04372,23956.67515,7795.268452
잠실2동,11710670,dong,131.7993125,11.64443219,127.8843442,12.08096847,126.9835551,26.9994228,,,,2.18,28732.25012,2538.486217,27878.78704,2633.651127,27682.415,5885.874171
잠실3동,11710680,dong,203.8732939,33.91140024,241.1366724,35.07297688,238.2094993,144.9050262,,,,1.49,30377.12079,5052.798636,35929.36419,5225.873555,35493.2154,21590.8489
잠실4동,11710690,dong,372.9021792,12.3573124,358.3620597,12.82250081,264.7160562,115.1281654,,,,1.56,58172.73996,1927.740735,55904.48131,2000.310126,41295.70476,17959.9938
잠실6동,11710710,dong,125.741158,571.7936967,117.3094728,629.6323486,123.04701,332.7842878,,,,2.79,35081.78307,159530.4414,32729.34291,175667.4253,34330.1158,92846.81631
잠실7동,11710720,dong,159.3610742,9.836920451,152.0278278,10.13321324,150.9463592,209.3308524,,,,0.6,9561.664454,590.2152271,9121.669669,607.9927942,9056.781549,12559.85114
강동구,11740,gu,171.765041,36.0367014,167.7504546,40.71214446,163.9772143,29.43245168,,,,24.59,422370.2358,88614.24875,412498.3678,100111.1632,403219.9699,72374.39868
강일동,11740515,dong,90.72303633,35.86318642,87.7360044,57.02222465,85.91746068,3.645145979,,,,2.8,25402.45017,10041.6922,24566.08123,15966.2229,24056.88899,1020.640874
상일동,11740520,dong,52.96783069,19.3140219,61.71715478,21.95103265,59.14676325,20.04683331,,,,2.65,14036.47513,5118.215804,16355.04602,5817.023653,15673.89226,5312.410827
명일1동,11740530,dong,306.3856928,50.8818247,353.3327833,54.51510748,343.3214234,66.95394457,,,,0.61,18689.52726,3103.791307,21553.29978,3325.421556,20942.60682,4084.190619
명일2동,11740540,dong,189.5442295,25.79955828,196.5153223,29.42626386,192.4759975,31.20704146,,,,0.97,18385.79026,2502.557153,19061.98626,2854.347595,18670.17176,3027.083021
고덕1동,11740550,dong,143.3153341,7.552850283,141.5110421,8.685777826,141.2855056,11.4761364,,,,1.73,24793.5528,1306.643099,24481.41028,1502.639564,24442.39247,1985.371598
고덕2동,11740560,dong,35.15636193,5.689134874,31.78440753,6.822809195,28.74881805,8.243016587,,,,2.01,7066.428747,1143.51611,6388.665914,1371.384648,5778.512428,1656.846334
암사1동,11740570,dong,518.3472695,32.70735651,505.9008676,35.03682456,491.9646896,53.36107026,,,,1.02,52871.42149,3336.150364,51601.88849,3573.756105,50180.39834,5442.829166
암사2동,11740580,dong,63.77436988,12.65306768,62.84613604,11.07036483,61.17788168,11.28424359,,,,1.18,7525.375646,1493.061987,7415.844053,1306.30305,7218.990039,1331.540744
암사3동,11740590,dong,105.6346812,6.714022763,102.2125905,6.621826973,101.1821669,17.31111523,,,,2.51,26514.30499,1685.219713,25655.36021,1662.07857,25396.7239,4345.089923
천호1동,11740600,dong,450.4675382,43.34118413,432.9488583,38.71135399,419.2087172,36.59059308,,,,0.71,31983.19521,3077.224073,30739.36894,2748.506133,29763.81892,2597.932109
천호2동,11740610,dong,195.1767256,41.81928664,192.1357207,42.2240247,190.762893,20.87682672,,,,1.57,30642.74592,6565.628003,30165.30815,6629.171879,29949.77419,3277.661795
천호3동,11740620,dong,436.9303714,60.14575468,490.6664325,71.75344631,480.481166,48.52050224,,,,0.79,34517.49934,4751.514619,38762.64817,5668.522258,37958.01212,3833.119677
성내1동,11740640,dong,327.9584835,289.2304047,317.1449964,292.1312138,310.5991917,259.2806905,,,,0.58,19021.59204,16775.36347,18394.40979,16943.6104,18014.75312,15038.28005
성내2동,11740650,dong,409.5051166,57.81003855,399.8194137,59.26689635,390.5019275,36.88571831,,,,0.67,27436.84281,3873.272583,26787.90072,3970.882055,26163.62914,2471.343127
성내3동,11740660,dong,371.806914,92.93225728,371.2305658,105.767688,368.3332477,72.29275998,,,,0.71,26398.29089,6598.190267,26357.37017,7509.505851,26151.66058,5132.785958
길동,11740685,dong,320.1437447,62.64310655,297.7433644,68.92376326,289.1176778,59.5247825,,,,2.17,69471.1926,13593.55412,64610.31008,14956.45663,62738.53607,12916.8778
둔촌1동,11740690,dong,85.11458762,8.726557824,3.466104066,3.310073657,2.986867812,16.92929928,,,,0.92,7830.542061,802.8433198,318.881574,304.5267765,274.7918387,1557.495534
둔촌2동,11740700,dong,181.1054139,41.79645616,178.2159685,46.07409166,173.6682326,31.16204073,,,,0.98,17748.33056,4096.052703,17465.16491,4515.260983,17019.4868,3053.879991
